Depth (m)	NH4	Age
Midpoint	(ppb)	(yrs BP)

2462.625	2.53	55987.5
2463.175	2.63	56040.5
2463.725	2.85	56106.5
2464.275	4.39	56173.5
2464.825	4.85	56242.5
2465.375	6.42	56304.0
2465.925	4.38	56355.0
2466.475	2.5	56399.5
2467.025	5.04	56442.5
2467.575	2.81	56486.5
2468.125	1.87	56530.5
2468.675	4.11	56581.5
2469.225	2.54	56630.0
2469.775	2.12	56672.0
2470.325	1	56712.5
2470.875	2.63	56752.0
2471.425	1.74	56791.0
2471.975	2.81	56831.0
2472.525	7.16	56883.0
2473.075	4.65	56946.0
2473.625	4.94	57015.0
2474.175	4.09	57078.5
2474.725	2.35	57124.5
2475.275	4.54	57163.0
2475.825	7.19	57206.5
2476.375	2.75	57261.5
2476.925	6.25	57330.0
2477.475	6.5	57403.0
2478.025	7.99	57478.5
2478.575	8.35	57554.0
2479.125	8.47	57637.0
2479.675	8.71	57725.5
2480.225	6.17	57804.5
2480.775	6.4	57888.0
2481.325	8.08	57973.5
2481.875	3.51	58046.5
2482.425	7.11	58116.0
2482.975	4.48	58186.0
2483.525	4.18	58254.0
2484.075	5.16	58325.0
2484.625	3.65	58397.5
2485.175	4.53	58475.0
2485.725	5.04	58550.0
2486.275	4.88	58612.5
2486.825	3.92	58678.0
2487.375	5.67	58754.0
2487.925	4.96	58825.0
2488.475	3.65	58897.5
2489.025	4.13	58981.0
2489.575	3.81	59063.5
2490.125	5.33	59146.0
2490.675	4.3	59234.0
2491.225	4.35	59323.0
2491.775	3.86	59414.5
2492.325	3.81	59510.0
2492.875	4.72	59605.0
2493.425	4.01	59693.0
2493.975	5.51	59772.5
2494.525	6.84	59849.5
2495.075	4.28	59942.5
2495.625	3.96	60040.0
2496.175	4.63	60134.0
2496.725	3.76	60233.0
2497.275	4.44	60333.0
2497.825	3.64	60430.5
2498.375	3.57	60523.0
2498.925	3.02	60618.0
2499.475	5.6	60723.0
2500.025	7.07	60821.5
2500.575	4.77	60907.0
2501.125	3.44	60989.0
2501.675	3.11	61065.5
2502.225	2.85	61143.0
2502.775	3.06	61222.0
2503.325	5.64	61304.5
2503.875	4.6	61383.0
2504.425	2.65	61456.5
2504.975	1.72	61519.0
2505.525	1.63	61569.0
2506.075	1.08	61619.5
2506.625	1.96	61673.0
2507.175	2.04	61729.0
2507.725	2.5	61799.0
2508.275	4.59	61894.5
2508.825	3.98	61995.0
2509.375	3.65	62096.5
2509.925	4.13	62203.0
2510.475	3.25	62306.0
2511.025	3.05	62406.5
2511.575	3.55	62500.0
2512.125	3.87	62590.0
2512.675	4.43	62673.5
2513.225	4.51	62757.5
2513.775	4.28	62856.0
2514.325	4.54	62963.5
2514.875	4.02	63077.5
2515.425	5.99	63199.5
2515.975	4.47	63312.0
2516.525	5.08	63420.0
2517.075	5.44	63532.5
2517.625	4.54	63635.0
2518.175	4.53	63733.0
2518.725	3.33	63831.0
2519.275	3.36	63927.5
2519.825	3.47	64027.5
2520.375	4.2	64131.0
2520.925	4.19	64223.0
2521.475	5.72	64318.5
2522.025	3.21	64419.5
2522.575	3.66	64517.0
2523.125	5.18	64621.0
2523.675	3.99	64726.0
2524.225	2.94	64823.5
2524.775	3.49	64923.5
2525.325	3.6	65035.5
2525.875	3.5	65150.5
2526.425	3.24	65264.0
2526.975	3.55	65368.5
2527.525	3.84	65470.0
2528.075	3.99	65572.5
2528.625	3.29	65678.5
2529.175	3.09	65790.5
2529.725	2.91	65909.5
2530.275	3.1	66024.5
2530.825	5.54	66127.5
2531.375	3.07	66226.0
2531.925	2.41	66321.5
2532.475	3.35	66419.0
2533.025	2.92	66526.5
2533.575	3.14	66638.0
2534.125	3	66739.5
2534.675	2.48	66828.5
2535.225	1.45	66901.5
2535.775	1.35	66962.0
2536.325	2.01	67025.0
2536.875	3.69	67116.5
2537.425	4.16	67229.0
2537.975	4.77	67343.5
2538.525	5.52	67472.0
2539.075	4.21	67596.0
2539.625	3.38	67704.5
2540.175	2.96	67802.0
2540.725	3.07	67886.0
2541.275	3.31	67971.5
2541.825	5.46	68050.5
2542.375	2.22	68123.5
2542.925	1.8	68199.5
2543.475	1.13	68268.0
2544.025	2.71	68330.0
2544.575	2.73	68391.0
2545.125	1.41	68452.0
2545.675	1.92	68513.0
2546.225	1.64	68573.5
2546.775	1.74	68634.5
2547.325	2.22	68693.5
2547.875	2.15	68753.5
2548.425	1.75	68813.0
2548.975	2.54	68870.5
2549.525	1.62	68929.0
2550.075	2.15	68981.5
2550.625	1.59	69035.0
2551.175	2.14	69092.5
2551.725	1.72	69149.0
2552.275	2.63	69205.0
2552.825	0.76	69257.0
2553.375	2.21	69309.0
2553.925	1.6	69362.0
2554.475	2.67	69414.5
2555.025	1.15	69466.0
2555.575	1.94	69515.5
2556.125	1.59	69566.0
2556.675	2.59	69616.0
2557.225	2.94	69664.5
2557.775	3.03	69718.0
2558.325	3.59	69810.0
2558.875	3.57	69949.5
2559.425	3.16	70097.0
2559.975	4.58	70247.5
2560.525	3.42	70400.5
2561.075	4.47	70555.0
2561.625	4.65	70703.5
2562.175	3.47	70857.0
2562.725	3.84	71016.5
2563.275	4.38	71168.0
2563.825	4.9	71322.0
2564.375	4.89	71476.0
2564.925	2.51	71605.0
2565.475	2.07	71699.0
2566.025	1.39	71774.5
2566.575	1.87	71845.5
2567.125	1.95	71921.0
2567.675	1.83	71996.5
2568.225	2.63	72070.5
2568.775	2.39	72142.5
2569.325	1.91	72213.0
2569.875	2.36	72280.5
2570.425	2.19	72350.0
2570.975	2.41	72418.5
2571.525	3.88	72483.5
2572.075	1.6	72549.0
2572.625	2.31	72613.5
2573.175	2.45	72678.0
2573.725	2.31	72744.0
2574.275	2.42	72809.5
2574.825	2.78	72873.0
2575.375	4.55	72936.5
2575.925	1.86	73001.0
2576.475	5.2	73062.5
2577.025	3.22	73120.5
2577.575	2.51	73180.5
2578.125	2.83	73242.0
2578.675	4.84	73302.0
2579.225	3.39	73363.0
2579.775	2.33	73423.0
2580.325	2.02	73483.0
2580.875	4.34	73543.5
2581.425	4.19	73603.0
2581.975	3.75	73660.5
2582.525	2.84	73717.5
2583.075	2.77	73775.5
2583.625	3.11	73835.0
2584.175	2.37	73893.0
2584.725	2.65	73946.0
2585.275	2.33	74002.0
2585.825	2.76	74092.5
2586.375	2.5	74218.0
2586.925	2.29	74346.0
2587.475	2.64	74475.0
2588.025	3.38	74623.0
2588.575	3.35	74776.0
2589.125	3.22	74925.0
2589.675	3.74	75070.5
2590.225	4.56	75215.0
2590.775	4.82	75353.0
2591.325	3.55	75465.5
2591.875	2.49	75561.0
2592.425	1.71	75644.5
2592.975	2.28	75720.0
2593.525	2.84	75790.5
2594.075	2.5	75868.5
2594.625	2.93	75958.0
2595.175	3.3	76048.5
2595.725	5.05	76139.0
2596.275	3.9	76225.0
2596.825	3.3	76306.0
2597.375	2.6	76388.5
2597.925	4.66	76469.5
2598.475	9.24	76548.0
2599.025	3.96	76622.0
2599.575	4.99	76692.0
2600.125	5.47	76762.5
2600.675	3.31	76833.0
2601.225	4.71	76908.5
2601.775	5.76	76986.0
2602.325	5.14	77057.5
2602.875	4.75	77133.0
2603.425	3.72	77221.0
2603.975	5.52	77311.0
2604.525	3.25	77396.0
2605.075	5.02	77480.0
2605.625	5.88	77565.0
2606.175	6.47	77649.0
2606.725	6.5	77729.0
2607.275	7.15	77806.5
2607.825	7.02	77883.5
2608.375	4.93	77961.5
2608.925	5.29	78039.5
2609.475	8	78117.5
2610.025	7.46	78196.5
2610.575	4.83	78272.5
2611.125	5.61	78350.5
2611.675	6.77	78430.0
2612.225	5.21	78502.5
2612.775	4.48	78571.0
2613.325	7.77	78640.5
2613.875	5.29	78712.5
2614.425	4.28	78785.0
2614.975	5.19	78857.0
2615.525	6.54	78929.0
2616.075	5.26	79000.0
2616.625	7.17	79072.0
2617.175	8.99	79144.5
2617.725	5.92	79215.0
2618.275	4.7	79283.0
2618.825	10.48	79351.5
2619.375	5.4	79421.5
2619.925	8.25	79490.5
2620.475	5.64	79557.5
2621.025	8.15	79625.0
2621.575	6.14	79693.0
2622.125	5.66	79760.0
2622.675	7.06	79828.0
2623.225	5.91	79896.0
2623.775	6.02	79965.5
2624.325	7.6	80035.5
2624.875	8.13	80103.0
2625.425	6.63	80171.0
2625.975	8.13	80240.5
2626.525	7.29	80310.5
2627.075	8.02	80383.0
2627.625	9.68	80457.5
2628.175	5.24	80529.5
2628.725	7.01	80598.5
2629.275	6.96	80668.0
2629.825	5.88	80737.0
2630.375	7.37	80804.5
2630.925	6.57	80872.5
2631.475	13.36	80941.5
2632.025	9.42	81012.0
2632.575	9.1	81084.5
2633.125	12.06	81154.5
2633.675	8.06	81220.0
2634.225	6.14	81284.5
2634.775	8.9	81351.0
2635.325	13.49	81421.5
2635.875	8.93	81493.0
2636.425	9.72	81564.0
2636.975	8.59	81635.0
2637.525	10.58	81704.5
2638.075	11.19	81771.5
2638.625	7.72	81836.5
2639.175	5.94	81902.0
2639.725	8.87	81967.5
2640.275	10.88	82033.5
2640.825	8.23	82101.5
2641.375	7.52	82170.0
2641.925	9.44	82237.0
2642.475	8.03	82302.5
2643.025	5.96	82368.5
2643.575	7.82	82437.0
2644.125	6.83	82507.5
2644.675	8.85	82577.5
2645.225	6.67	82646.5
2645.775	10.9	82714.0
2646.325	15.82	82780.5
2646.875	17.31	82846.5
2647.425	11.47	82910.5
2647.975	13.79	82974.0
2648.525	13.36	83039.0
2649.075	10.23	83122.0
2649.625	11.26	83218.5
2650.175	14.2	83303.5
2650.725	15.7	83381.5
2651.275	7.61	83466.5
2651.825	9.09	83561.0
2652.375	6.43	83660.0
2652.925	9.47	83753.5
2653.475	10.02	83847.5
2654.025	7.04	83943.5
2654.575	7.07	84039.0
2655.125	6.22	84138.0
2655.675	6.35	84240.5
2656.225	6.64	84348.5
2656.775	5.43	84455.0
2657.325	7.1	84563.0
2657.875	5.35	84674.0
2658.425	4.32	84782.5
2658.975	5.39	84898.0
2659.525	5.4	85020.0
2660.075	4.5	85137.0
2660.625	3.81	85262.0
2661.175	4.07	85390.5
2661.725	4.26	85513.0
2662.275	4.01	85641.5
2662.825	4.94	85780.0
2663.375	5.56	85920.0
2663.925	12.23	86053.0
2664.475	6.99	86167.5
2665.025	5.51	86264.5
2665.575	6.76	86367.0
2666.125	5.14	86474.5
2666.675	6.03	86574.0
2667.225	3.41	86670.5
2667.775	7.61	86768.0
2668.325	8.84	86862.5
2668.875	5.62	86955.5
2669.425	4.1	87047.5
2669.975	7.56	87138.0
2670.525	5.67	87230.5
2671.075	5.61	87329.5
2671.625	5.08	87430.5
2672.175	3.81	87526.5
2672.725	4.61	87616.5
2673.275	2.44	87705.0
2673.825	4.51	87797.0
2674.375	5.71	87888.5
2674.925	3.84	87978.5
2675.475	4.08	88068.5
2676.025	4.36	88156.5
2676.575	4.85	88246.5
2677.125	7.92	88337.5
2677.675	4.5	88430.5
2678.225	2.58	88526.5
2678.775	3.45	88620.5
2679.325	4.08	88724.5
2679.875	3.38	88835.5
2680.425	2.53	88945.0
2680.975	2.92	89055.5
2681.525	3.09	89167.5
2682.075	2.01	89281.0
2682.625	3.27	89398.5
2683.175	3.19	89519.5
2683.725	2.55	89635.5
2684.275	2.75	89749.0
2684.825	2.43	89862.0
2685.375	3.23	89980.5
2685.925	4.72	90103.0
2686.475	4.54	90227.0
2687.025	3.91	90359.0
2687.575	2.68	90489.0
2688.125	3.13	90613.5
2688.675	3.84	90739.5
2689.225	2.2	90863.5
2689.775	1.43	90984.5
2690.325	3.47	91111.0
2690.875	2.25	91237.5
2691.425	1.71	91357.5
2691.975	3.96	91478.5
2692.525	4.62	91604.5
2693.075	3.21	91730.5
2693.625	7.77	91861.0
2694.175	3.48	91994.5
2694.725	4.23	92121.5
2695.275	3.91	92246.5
2695.825	3.36	92373.5
2696.375	3.97	92505.5
2696.925	2.7	92637.5
2697.475	2.48	92761.0
2698.025	4.25	92888.5
2698.575	4.04	93019.0
2699.125	3.29	93141.5
2699.675	3.74	93263.5
2700.225	3.03	93387.0
2700.775	2.11	93512.0
2701.325	3.29	93637.5
2701.875	2.72	93764.0
2702.425	3.4	93890.0
2702.975	2.94	94014.0
2703.525	3.02	94141.0
2704.075	2.21	94266.0
2704.625	3.3	94390.0
2705.175	4.84	94510.5
2705.725	2.69	94627.0
2706.275	3.59	94748.5
2706.825	4.31	94869.0
2707.375	2.5	94989.0
2707.925	4.48	95110.5
2708.475	4.92	95233.0
2709.025	4.38	95357.0
2709.575	5.56	95478.5
2710.125	2.81	95601.5
2710.675	3.65	95724.0
2711.225	8.59	95839.0
2711.775	2.61	95954.5
2712.325	4.67	96083.0
2712.875	5.38	96212.0
2713.425	3.45	96332.0
2713.975	3.22	96456.5
2714.525	3.73	96584.0
2715.075	3.39	96706.0
2715.625	8.34	96823.5
2716.175	4.24	96938.5
2716.725	5.4	97056.0
2717.275	5.99	97176.0
2717.825	5.06	97294.5
2718.375	5.84	97412.5
2718.925	5.3	97531.0
2719.475	6.17	97649.5
2720.025	4.34	97766.5
2720.575	4.44	97884.5
2721.125	5.97	98004.5
2721.675	7.28	98118.0
2722.225	5.12	98230.5
2722.775	6.28	98344.5
2723.325	5.32	98456.0
2723.875	7.79	98568.0
2724.425	6.41	98679.0
2724.975	6.29	98789.5
2725.525	5.58	98897.5
2726.075	5.98	99007.0
2726.625	7.64	99120.5
2727.175	5.8	99233.0
2727.725	6.1	99347.0
2728.275	6.4	99462.0
2728.825	5.48	99574.5
2729.375	5.65	99689.5
2729.925	6.68	99804.0
2730.475	5.66	99915.0
2731.025	8.27	100025.0
2731.575	7.47	100134.5
2732.125	7.55	100242.5
2732.675	8.69	100351.0
2733.225	6.61	100459.5
2733.775	999999	100568.5
2734.325	999999	100675.5
2734.875	7	100779.0
2735.425	8.01	100883.5
2735.975	7.68	100990.0
2736.525	8.55	101095.0
2737.075	6.09	101197.5
2737.625	6.43	101302.0
2738.175	4.38	101410.0
2738.725	7.14	101517.5
2739.275	7.22	101622.5
2739.825	8.25	101727.5
2740.375	7.36	101831.5
2740.925	5.74	101937.5
2741.475	5.18	102043.0
2742.025	5.18	102146.0
2742.575	9.8	102250.0
2743.125	16.79	102351.5
2743.675	8.52	102452.0
2744.225	12.65	102553.5
2744.775	12.56	102654.0
2745.325	6.34	102752.5
2745.875	10.61	102852.0
2746.425	9.28	102956.5
2746.975	10.44	103064.5
2747.525	15.56	103172.0
2748.075	10.97	103275.5
2748.625	10.57	103377.5
2749.175	8.05	103478.0
2749.725	8.78	103578.0
2750.275	17.13	103682.5
2750.825	11.87	103789.5
2751.375	8.46	103903.0
2751.925	9.35	104040.5
2752.475	12.55	104180.0
2753.025	6.9	104306.0
2753.575	9.29	104450.5
2754.125	9.98	104600.0
2754.675	9.71	104726.0
2755.225	9.13	104840.5
2755.775	5.81	104969.5
2756.325	4.63	105118.5
2756.875	4.89	105273.5
2757.425	3.39	105418.0
2757.975	3.07	105543.5
2758.525	2.99	105654.5
2759.075	2.79	105758.0
2759.625	4.25	105861.5
2760.175	3.2	105970.0
2760.725	2.81	106086.0
2761.275	2.52	106210.5
2761.825	2.48	106340.0
2762.375	4.15	106472.5
2762.925	4.28	106606.0
2763.475	2.72	106742.0
2764.025	2.78	106884.5
2764.575	2.53	107024.5
2765.125	2.74	107161.0
2765.675	2.06	107299.5
2766.225	2.68	107438.0
2766.775	4.09	107576.0
2767.325	5.55	107713.5
2767.875	2.94	107852.0
2768.425	3.36	107998.0
2768.975	3.46	108146.0
2769.525	3.62	108287.0
2770.075	3.54	108428.5
2770.625	3.12	108569.0
2771.175	6.44	108711.5
2771.725	2.69	108856.5
2772.275	2.76	109000.5
2772.825	3.74	109154.5
2773.375	3.71	109316.0
2773.925	2.3	109476.5
2774.475	3.29	109644.0
2775.025	2.46	109822.5
2775.575	2.39	109996.5
2776.125	2.91	110163.5
2776.675	7.09	110334.5
2777.225	7.84	110505.0
2777.775	2.66	110672.0
2778.325	2.53	110844.5
2778.875	3.77	111027.5
2779.425	2.84	111204.5
2779.975	1.75	111356.0
2780.525	2.17	111491.5
2781.075	4.47	111643.5
2781.625	2.95	111816.0
2782.175	2.7	111990.0
2782.725	3.96	112169.5
2783.275	3.37	112349.5
2783.825	4.25	112522.5
2784.375	2.82	112694.5
2784.925	5.16	112866.5
2785.475	3.82	113027.0
2786.025	2.6	113178.0
2786.575	2.31	113329.5
2787.125	5.2	113478.0
2787.675	4.21	113631.5
2788.225	3.44	113776.0
2788.775	3.93	113895.0
2789.325	4.77	114005.0
2789.875	3.48	114115.5
2790.425	3.95	114224.5
2790.975	3.71	114331.0
2791.525	3.96	114438.5
2792.075	3.36	114549.0
2792.625	4.15	114663.0
2793.175	3.05	114780.0
2793.725	3.35	114896.0
2794.275	3.43	115009.5
2794.825	3.43	115123.0
2795.375	3.48	115237.0
2795.925	4.31	115347.0
2796.475	5.45	115452.5
2797.025	6.88	115566.0
2797.575	5.56	115680.0
2798.125	4.26	115788.5
2798.675	3.2	115902.0
2799.225	3.95	116019.0
2799.775	3.32	116141.0
2800.325	3.87	116267.5
2800.875	3.71	116394.0
2801.425	3.24	116522.0
2801.975	2.54	116650.5
2802.525	3.16	116776.5
2803.075	3.5	116901.5
2803.625	3.07	117027.5
2804.175	3.11	117157.5
2804.725	3.09	117297.5
2805.275	2.75	117452.0
2805.825	3.12	117619.5
2806.375	2.65	117795.5
2806.925	2.68	117977.5
2807.475	2.49	118156.0
2808.025	2.41	118328.0
2808.575	2.58	118511.5
2809.125	3.52	118673.5
2809.675	4.51	118795.5
2810.225	5.77	118910.5
2810.775	3.51	119028.5
2811.325	4.14	119148.0
2811.875	4.31	119265.5
2812.425	4.38	119382.5
2812.975	4.38	119500.5
2813.525	3.78	119619.0
2814.075	4.33	119737.0
2814.625	3.88	119856.0
2815.175	2.8	119982.5
2815.725	2.81	120118.0
2816.275	2.43	120256.5
2816.825	3.04	120393.0
2817.375	2.75	120525.0
2817.925	3.31	120658.0
2818.475	2.18	120796.0
2819.025	2.15	120937.0
2819.575	3.01	121079.5
2820.125	3.86	121229.5
2820.675	3.37	121386.5
2821.225	3.33	121545.5
2821.775	2.46	121712.5
2822.325	5.19	121886.0
2822.875	2.29	122056.5
2823.425	3.75	122218.5
2823.975	3.16	122375.0
2824.525	3.34	122535.0
2825.075	3.42	122698.5
2825.625	3.33	122866.0
2826.175	2.56	123035.5
2826.725	6.89	123204.5
2827.275	3.39	123375.5
2827.825	999999	123548.0
2828.375	999999	123728.5
2828.925	2.6	123913.0
2829.475	4.06	124093.5
2830.025	2.62	124267.0
2830.575	2.42	124433.5
2831.125	3.27	124605.5
2831.675	3.29	124788.0
2832.225	3.08	124972.0
2832.775	3.03	125156.5
2833.325	3.48	125351.0
2833.875	3.06	125548.5
2834.425	3.06	125743.5
2834.975	3.17	125940.0
2835.525	2.93	126142.5
2836.075	3.71	126346.0
2836.625	4.25	126529.0
2837.175	3.98	126683.5
2837.725	4.43	126823.0
2838.275	4.94	126961.0
2838.825	5.23	127099.0
2839.375	5.74	127237.5
2839.925	6.07	127377.5
2840.475	5.48	127517.5
2841.025	3.84	127658.5
2841.575	4.67	127801.5
2842.125	4.35	127944.0
2842.675	4.75	128086.0
2843.225	4.2	128228.5
2843.775	4.59	128371.5
2844.325	4.68	128514.5
2844.875	4.66	128658.0
2845.425	4.28	128802.5
2845.975	4.86	128947.5
2846.525	5.32	129093.5
2847.075	8.51	129253.5
2847.625	10.95	129433.5
2848.175	4.57	129600.5
2848.725	5.23	129748.0
2849.275	5.89	129897.5
2849.825	5.25	130048.0
2850.375	5.77	130198.0
2850.925	6.59	130348.5
2851.475	5.61	130499.5
2852.025	6.19	130659.5
2852.575	7.26	130832.5
2853.125	5.26	130997.5
2853.675	11.52	131162.0
2854.225	9.32	131339.5
2854.775	9.82	131522.5
2855.325	12.52	131716.5
2855.875	5.95	131895.0
2856.425	6.64	132051.5
2856.975	6.08	132209.0
2857.525	5.95	132367.0
2858.075	6.69	132536.5
2858.625	5.23	132759.0
2859.175	5.96	133025.0
2859.725	7.36	133245.5
2860.275	6.64	133412.5
2860.825	6.37	133574.0
2861.375	6.65	133736.5
2861.925	6.75	133915.0
2862.475	8.72	134122.0
2863.025	7.73	134335.0
2863.575	7.97	134583.0
2864.125	7.49	134879.5
2864.675	7.83	135133.5
2865.225	7.66	135335.5
2865.775	8.63	135548.0
2866.325	7.34	135782.5
2866.875	6.44	136043.5
2867.425	6.54	136292.0
2867.975	5.36	136524.0
2868.525	3.32	136827.0
2869.075	3.66	137186.0
2869.625	5.47	137502.0
2870.175	4.38	137775.5
2870.725	5.42	138004.0
2871.275	4.43	138214.5
2871.825	5.62	138449.0
2872.375	5.01	138684.0
2872.925	4.68	138958.0
2873.475	3.15	139267.5
2874.025	3.63	139593.0
2874.575	3.73	139925.0
2875.125	3.82	140255.5
2875.675	3.26	140615.0
2876.225	3.38	140999.5
2876.775	3.74	141375.5
2877.325	3.43	141764.5
2877.875	4.25	142175.5
2878.425	3.32	142578.5
2878.975	3.29	142941.5
2879.525	3.13	143288.5
2880.075	3.33	143647.5
2880.625	4.3	144007.0
2881.175	3.75	144374.0
2881.725	3.56	144740.0
2882.275	4.57	145188.5
2882.825	3.66	145697.0
2883.375	3.15	146159.5
2883.925	3.5	146605.0
2884.475	3.91	147099.5
2885.025	3.43	147591.5
2885.575	3.33	148041.5
2886.125	3.32	148497.0
2886.675	2.61	148945.5
2887.225	3.3	149408.5
2887.775	3.35	149890.5
2888.325	2.88	150360.5
2888.875	2.82	150800.0
2889.425	2.73	151225.5
2889.975	2.69	151658.5
2890.525	2.29	152084.0
2891.075	2.01	152498.0
2891.625	2.64	152919.0
2892.175	2.76	153351.5
2892.725	4.89	153775.0
2893.275	8.61	154125.0
2893.825	3.18	154492.5
2894.375	3.79	154950.0
2894.925	5.03	155432.5
2895.475	5.49	155897.5
2896.025	11.3	156315.5
2896.575	3.22	156729.5
2897.125	4.53	157204.5
2897.675	4.59	157731.0
2898.225	4.1	158232.5
2898.775	8.37	158619.5
2899.325	3.68	158999.0
2899.875	2.87	159464.0
2900.425	6.08	159921.5
2900.975	3.01	160406.0
2901.525	3.07	160911.5
2902.075	2.91	161414.0
2902.625	2.26	161909.0
2903.175	4.75	162340.5
2903.725	4.9	162742.5
2904.275	4.39	163191.5
2904.825	4.12	163651.5
2905.375	3.63	164103.5
2905.925	4.36	164528.0
2906.475	5.57	164896.5
2907.025	5.07	165262.0
2907.575	4.44	165625.5
2908.125	4.1	165990.0
2908.675	4.88	166402.0
2909.225	5.66	166814.5
2909.775	5.86	167180.0
2910.325	5.55	167540.5
2910.875	5.17	167933.5
2911.425	4.59	168334.0
2911.975	5.63	168709.5
2912.525	4.07	169097.5
2913.075	5.17	169508.0
2913.625	6.25	169915.5
2914.175	4.84	170322.5
2914.725	4.48	170731.0
2915.275	4.92	171178.5
2915.825	6.61	171559.0
2916.375	5.24	171830.0
2916.925	5.99	172099.5
2917.475	7.83	172421.5
2918.025	7.56	172821.0
2918.575	7.34	173217.5
2919.125	7.99	173551.5
2919.675	5.57	173894.0
2920.225	3.15	174336.0
2920.775	2.15	174795.0
2921.325	4.12	175237.5
2921.875	3.19	175766.0
2922.425	4.23	176336.0
2922.975	3.6	176903.0
2923.525	4.68	177435.0
2924.075	3.49	177949.0
2924.625	4.53	178540.0
2925.175	6.74	179124.0
2925.725	4.15	179677.0
2926.275	3.81	180308.0
2926.825	5.94	180895.0
2927.375	4.46	181370.5
2927.925	4.13	181843.5
2928.475	3.8	182363.0
2929.025	5.84	182812.0
2929.575	6.19	183177.0
2930.125	5.31	183619.0
2930.675	5.27	184025.5
2931.225	6.41	184401.0
2931.775	7.74	184846.0
2932.325	6.78	185311.0
2932.875	6.35	185787.0
2933.425	6.99	186254.0
2933.975	6.36	186704.0
2934.525	7.66	187151.0
2935.075	7.15	187611.0
2935.625	5.72	188097.5
2936.175	6.34	188590.5
2936.725	5.84	189080.5
2937.275	5.79	189589.5
2937.825	5.9	190104.5
2938.375	6.02	190618.5
2938.925	5.55	191171.0
2939.475	5.94	191752.5
2940.025	6.3	192342.5
2940.575	9.03	192895.5
2941.125	6.98	193414.0
2941.675	9.06	193948.5
2942.225	7.75	194477.5
2942.775	7.92	195004.0
2943.325	7.77	195532.0
2943.875	7.46	196039.0
2944.425	8.22	196543.0
2944.975	8.06	197057.5
2945.525	6.88	197571.0
2946.075	6.36	198134.5
2946.625	6.32	198781.0
2947.175	7.59	199395.5
2947.725	7.87	199942.5
2948.275	9.43	200490.0
2948.825	9.4	201053.5
2949.375	8.94	201636.5
2949.925	7.11	202268.5
2950.475	7.61	202902.0
2951.025	7.39	203489.5
2951.575	6.7	204085.0
2952.125	7.2	204726.5
2952.675	6.18	205488.5
2953.225	6.95	206247.5
2953.775	6.97	206929.5
2954.325	7.05	207624.5
2954.875	6.67	208289.0
2955.425	6.58	208935.0
2955.975	6.32	209596.0
2956.525	6.47	210251.5
2957.075	7.19	210885.0
2957.625	6.67	211484.5
2958.175	6.99	212083.5
2958.725	7.26	212713.5
2959.275	6.55	213330.0
2959.825	7.93	213957.5
2960.375	7	214607.5
2960.925	6.27	215211.5
2961.475	6.77	215818.5
2962.025	7.41	216472.0
2962.575	6.86	217117.0
2963.125	6.98	217716.0
2963.675	6.95	218329.5
2964.225	6.7	218994.0
2964.775	6.66	219647.5
2965.325	6.82	220269.5
2965.875	7.48	220901.5
2966.425	7.34	221594.0
2966.975	6.67	222320.0
2967.525	6.15	222979.0
2968.075	6.8	223630.5
2968.625	7.07	224342.5
2969.175	7.15	225046.0
2969.725	7.45	225745.0
2970.275	8.05	226509.5
2970.825	8.82	227336.0
2971.375	8.56	228163.0
2971.925	8.1	228980.0
2972.475	8.42	229799.5
2973.025	7.86	230638.5
2973.575	8.7	231493.0
2974.125	8.95	232347.0
2974.675	8.59	233200.5
2975.225	8.28	234062.5
2975.775	9.42	234952.5
2976.325	8	235860.5
2976.875	7.99	236737.5
2977.425	9.22	237598.5
2977.975	7.76	238492.5
2978.525	7.23	239427.5
2979.075	7.39	240399.5
2979.625	9.78	241401.0
2980.175	7.69	242456.5
2980.725	7.74	243567.5
2981.275	8.02	244670.5
2981.825	6.52	245794.0
2982.375	6.89	246997.5
2982.925	7.79	248190.5
2983.475	7.78	
2984.025	7.21	
2984.575	7.07	
2985.125	6.79	
2985.675	7.22	
2986.225	7.63	
2986.775	7.9	
2987.325	8.02	
2987.875	7.53
2988.425	7.43
2988.975	7.15
2989.525	7.6
2990.075	6.87
2990.625	7.29
2991.175	6.88
2991.725	6.58
2992.275	7.05
2992.825	6.51
2993.375	6.41
2993.925	6.91
2994.475	6.91
2995.025	7.27
2995.575	6.67
2996.125	6.42
2996.675	6.21
2997.225	6.63
2997.775	5.67
2998.325	6.14
2998.875	5.99
2999.425	6.51
2999.975	6.71
3000.525	6.7
3001.075	6.34
3001.625	6.25
3002.175	6.24
3002.725	5.95
3003.275	6.15
3003.825	6.54
3004.375	6.28
3004.925	6.21
3005.475	5.89
3006.025	6.33
3006.575	6.45
3007.125	6.47
3007.675	6.4
3008.225	6.15
3008.775	5.66
3009.325	5.88
3009.875	7.05
3010.425	7.08
3010.975	6.08
3011.525	6.59
3012.075	7.19
3012.625	7.1
3013.175	7.94
3013.725	7.81
3014.275	7.32
3014.825	6.84
3015.375	7.23
3015.925	6.53
3016.475	6.58
3017.025	6.6
3017.575	6.87
3018.125	9.18
3018.675	8.65
3019.225	7.11
3019.775	5.88
3020.325	6.5
3020.875	6.73
3021.425	6.5
