Depth (m)	NH4	Age
Midpoint	(ppb)	(yrs BP)

1348.875	6.52	8271.9
1349.425	33.39	8277.2
1349.975	33.4	8282.2
1350.525	6.59	8287.4
1351.075	17.09	8292.8
1351.625	5.45	8298.0
1352.175	8.96	8303.4
1352.725	13.11	8308.9
1353.275	8.24	8314.5
1353.825	7.1	8320.1
1354.375	17.24	8325.7
1354.925	3.8	8331.0
1355.475	10.32	8336.3
1356.025	13.22	8341.5
1356.575	10.09	8346.7
1357.125	6.44	8352.1
1357.675	11.09	8357.6
1358.225	11.13	8363.4
1358.775	7.09	8369.0
1359.325	8.71	8374.4
1359.875	9.84	8379.9
1360.425	14.35	8385.1
1360.975	7.26	8390.1
1361.525	9.38	8395.3
1362.075	8.84	8400.7
1362.625	4.76	8406.2
1363.175	4.24	8411.8
1363.725	5.54	8417.4
1364.275	8.56	8422.6
1364.825	6.32	8427.9
1365.375	5.42	8433.4
1365.925	4.45	8438.9
1366.475	11.08	8444.3
1367.025	17.08	8449.5
1367.575	5.53	8454.8
1368.125	999999	8460.4
1368.675	999999	8465.9
1369.225	999999	8471.2
1369.775	12.34	8476.4
1370.325	8.63	8481.9
1370.875	7.24	8487.2
1371.425	6.63	8492.7
1371.975	15.51	8498.3
1372.525	7.48	8503.5
1373.075	10.86	8508.6
1373.625	7.33	8513.9
1374.175	8.2	8519.6
1374.725	5.73	8525.2
1375.275	10.69	8530.6
1375.825	7.97	8536.2
1376.375	9.68	8542.0
1376.925	7.47	8547.5
1377.475	9.05	8553.0
1378.025	7.09	8558.5
1378.575	6.97	8564.4
1379.125	6.88	8570.2
1379.675	7.59	8575.7
1380.225	4.51	8581.4
1380.775	6.18	8587.1
1381.325	10.49	8592.7
1381.875	6.94	8598.2
1382.425	5.44	8603.5
1382.975	5.82	8608.9
1383.525	7.23	8614.6
1384.075	13.95	8620.5
1384.625	10.2	8626.4
1385.175	12.48	8631.9
1385.725	4.13	8637.1
1386.275	10.6	8642.5
1386.825	6	8648.1
1387.375	13	8653.5
1387.925	6.46	8658.9
1388.475	4.88	8664.5
1389.025	11.5	8669.9
1389.575	5.44	8675.3
1390.125	7.47	8680.8
1390.675	6.15	8686.4
1391.225	11.58	8692.0
1391.775	9.56	8697.7
1392.325	7.86	8703.6
1392.875	34.29	8709.3
1393.425	28.34	8714.9
1393.975	6.99	8720.4
1394.525	11.87	8725.8
1395.075	11.56	8731.1
1395.625	8.8	8736.4
1396.175	15.63	8742.1
1396.725	5.88	8748.1
1397.275	12.12	8754.1
1397.825	17.89	8759.7
1398.375	8.29	8765.2
1398.925	10.86	8770.7
1399.475	10.17	8776.2
1400.025	11.7	8781.9
1400.575	10.48	8787.5
1401.125	14.16	8792.8
1401.675	17	8798.2
1402.225	10.26	8803.7
1402.775	7.74	8809.0
1403.325	17.54	8814.4
1403.875	10.57	8819.9
1404.425	11.65	8825.4
1404.975	5.84	8830.8
1405.525	3.89	8836.1
1406.075	4.58	8841.4
1406.625	14.95	8846.9
1407.175	17.69	8852.4
1407.725	7.73	8857.9
1408.275	11.71	8863.5
1408.825	6.54	8868.9
1409.375	16.15	8874.2
1409.925	11.45	8879.8
1410.475	31.91	8885.6
1411.025	13.24	8891.2
1411.575	7.33	8896.9
1412.125	6.13	8902.5
1412.675	23.03	8908.0
1413.225	10.71	8913.6
1413.775	5.53	8919.5
1414.325	6.84	8925.5
1414.875	13.79	8931.2
1415.425	14.14	8936.9
1415.975	6.62	8942.7
1416.525	8.51	8948.4
1417.075	7.97	8954.2
1417.625	6.7	8959.8
1418.175	6.59	8965.6
1418.725	5.62	8971.4
1419.275	31.83	8977.0
1419.825	12.46	8982.8
1420.375	19.11	8988.5
1420.925	11.62	8994.1
1421.475	10.91	8999.8
1422.025	13.85	9005.9
1422.575	5.05	9011.9
1423.125	8.19	9017.4
1423.675	5.11	9022.7
1424.225	13.68	9028.0
1424.775	10.84	9033.3
1425.325	10.57	9038.8
1425.875	7.48	9044.5
1426.425	8.09	9050.2
1426.975	10.34	9055.9
1427.525	12.52	9061.6
1428.075	11.75	9067.1
1428.625	18.32	9072.5
1429.175	9.41	9078.1
1429.725	8.47	9083.9
1430.275	7.35	9089.6
1430.825	5.75	9095.5
1431.375	15.31	9101.4
1431.925	7.18	9107.1
1432.475	5.95	9112.8
1433.025	16.64	9118.6
1433.575	15.88	9124.4
1434.125	8.05	9130.2
1434.675	7.88	9136.1
1435.225	9.01	9141.8
1435.775	10.2	9147.7
1436.325	6.4	9154.0
1436.875	8.13	9160.4
1437.425	12.51	9166.8
1437.975	6.04	9172.9
1438.525	6.92	9178.9
1439.075	5.01	9184.7
1439.625	8.35	9190.4
1440.175	7.82	9196.0
1440.725	10.21	9201.7
1441.275	4.6	9207.7
1441.825	9.09	9213.8
1442.375	6.89	9219.4
1442.925	7.17	9225.0
1443.475	19.93	9230.7
1444.025	7.48	9236.5
1444.575	17.4	9242.3
1445.125	8.37	9247.9
1445.675	8.96	9253.9
1446.225	6.73	9260.1
1446.775	4.28	9265.9
1447.325	13.7	9271.5
1447.875	5.03	9277.0
1448.425	8.45	9282.7
1448.975	11.62	9288.5
1449.525	21	9294.1
1450.075	5.42	9299.9
1450.625	8.26	9305.7
1451.175	8.2	9311.4
1451.725	11.57	9317.3
1452.275	9.73	9323.2
1452.825	12.49	9329.0
1453.375	7.88	9334.8
1453.925	22.71	9340.5
1454.475	20.01	9346.2
1455.025	11.32	9351.9
1455.575	10.28	9357.6
1456.125	11.78	9363.4
1456.675	5.15	9369.5
1457.225	6.34	9375.6
1457.775	5.07	9381.3
1458.325	8.42	9386.9
1458.875	8.97	9392.6
1459.425	6.28	9398.6
1459.975	3.87	9404.5
1460.525	16.16	9410.5
1461.075	6.71	9416.5
1461.625	6.41	9422.4
1462.175	7	9428.3
1462.725	5.76	9434.5
1463.275	7.61	9441.0
1463.825	16.65	9447.4
1464.375	9.8	9453.5
1464.925	5.68	9459.4
1465.475	7.16	9465.2
1466.025	6.15	9471.2
1466.575	7.47	9477.1
1467.125	10.56	9482.9
1467.675	7.29	9488.8
1468.225	14.41	9494.7
1468.775	12.35	9500.8
1469.325	7.3	9506.7
1469.875	12.92	9512.7
1470.425	7.44	9518.8
1470.975	4.93	9524.8
1471.525	17.98	9530.9
1472.075	6.13	9536.9
1472.625	14.33	9543.1
1473.175	31.96	9549.4
1473.725	17.95	9555.3
1474.275	15.07	9561.0
1474.825	34.06	9566.6
1475.375	21.08	9572.3
1475.925	14.39	9578.1
1476.475	23.81	9584.2
1477.025	14.04	9590.5
1477.575	18.04	9596.6
1478.125	15.44	9602.5
1478.675	11.77	9608.6
1479.225	6.13	9614.6
1479.775	13.08	9620.7
1480.325	19.71	9626.8
1480.875	10.43	9632.9
1481.425	5.61	9639.0
1481.975	7.43	9645.2
1482.525	8.93	9651.2
1483.075	6.92	9657.4
1483.625	9.59	9663.8
1484.175	14.9	9670.1
1484.725	9.53	9676.4
1485.275	6.68	9682.6
1485.825	8.07	9688.8
1486.375	16.46	9694.6
1486.925	13.46	9700.5
1487.475	7.75	9706.6
1488.025	12.26	9712.7
1488.575	12.12	9718.9
1489.125	24.68	9725.2
1489.675	8.08	9731.4
1490.225	9	9737.3
1490.775	6.18	9743.3
1491.325	8.67	9749.4
1491.875	6.71	9755.5
1492.425	4.7	9761.4
1492.975	13.42	9767.5
1493.525	8.08	9773.8
1494.075	6.77	9779.9
1494.625	7.94	9786.0
1495.175	9.17	9792.1
1495.725	14.68	9798.6
1496.275	7.44	9805.4
1496.825	16.93	9811.8
1497.375	16.04	9818.0
1497.925	12.62	9824.0
1498.475	13.31	9829.9
1499.025	16.22	9835.9
1499.575	11.23	9842.1
1500.125	7.77	9848.5
1500.675	12.78	9854.9
1501.225	16.48	9861.0
1501.775	16.22	9867.1
1502.325	15.27	9873.3
1502.875	16.46	9879.5
1503.425	28.45	9885.8
1503.975	13.37	9892.1
1504.525	8.05	9898.5
1505.075	17.5	9905.4
1505.625	10.31	9912.0
1506.175	14.69	9918.3
1506.725	22.64	9925.1
1507.275	21.51	9931.7
1507.825	12.12	9938.1
1508.375	11.64	9944.8
1508.925	10.3	9951.4
1509.475	24.94	9958.3
1510.025	15.07	9965.0
1510.575	24.82	9971.0
1511.125	18.32	9977.0
1511.675	9.21	9983.5
1512.225	20.22	9990.0
1512.775	11.4	9996.5
1513.325	5.43	10003.5
1513.875	7.15	10010.5
1514.425	16.14	10017.0
1514.975	9.51	10023.0
1515.525	21.66	10029.0
1516.075	16.13	10035.5
1516.625	16.16	10042.0
1517.175	28.42	10048.5
1517.725	7.1	10055.5
1518.275	11.1	10062.0
1518.825	11.81	10068.5
1519.375	12.57	10075.5
1519.925	13.47	10082.0
1520.475	9.68	10088.5
1521.025	7.35	10095.5
1521.575	14.45	10102.5
1522.125	19.96	10109.0
1522.675	10.01	10116.0
1523.225	12.83	10123.5
1523.775	15.19	10130.5
1524.325	25.8	10137.0
1524.875	10.31	10143.5
1525.425	10.96	10150.5
1525.975	14.48	10157.5
1526.525	12.4	10164.5
1527.075	11.51	10171.0
1527.625	30.29	10177.5
1528.175	7.08	10184.5
1528.725	8.18	10191.5
1529.275	8.7	10198.5
1529.825	5.44	10205.0
1530.375	18.4	10211.5
1530.925	11.31	10218.5
1531.475	9.97	10225.5
1532.025	23.18	10233.0
1532.575	11.94	10240.5
1533.125	29.79	10248.0
1533.675	14.36	10255.5
1534.225	20.2	10262.5
1534.775	7.53	10269.5
1535.325	9.68	10276.5
1535.875	12.74	10283.0
1536.425	10.8	10289.5
1536.975	7.84	10296.5
1537.525	29.24	10303.5
1538.075	999999	10310.5
1538.625	999999	10317.0
1539.175	999999	10323.5
1539.725	11.07	10330.5
1540.275	15.52	10337.0
1540.825	15.41	10344.0
1541.375	21.49	10351.0
1541.925	15.5	10357.5
1542.475	14.95	10365.0
1543.025	9.5	10372.5
1543.575	7.77	10379.5
1544.125	14.57	10386.5
1544.675	12.22	10393.5
1545.225	16.45	10400.5
1545.775	7.86	10408.0
1546.325	23.76	10415.5
1546.875	11.54	10423.0
1547.425	9.13	10430.5
1547.975	6.11	10437.5
1548.525	13.08	10444.5
1549.075	13	10451.5
1549.625	10.15	10458.5
1550.175	6.77	10465.5
1550.725	8.34	10472.5
1551.275	14.56	10479.5
1551.825	10.47	10487.0
1552.375	12.46	10494.5
1552.925	19.98	10501.5
1553.475	25.16	10508.5
1554.025	8.18	10515.5
1554.575	8.59	10523.0
1555.125	15.42	10531.0
1555.675	9.66	10538.5
1556.225	18.04	10545.0
1556.775	8.77	10552.0
1557.325	11.95	10560.0
1557.875	28.89	10567.5
1558.425	12.1	10575.0
1558.975	10.36	10583.0
1559.525	8.97	10590.5
1560.075	11.32	10598.0
1560.625	8.55	10605.5
1561.175	9.44	10612.5
1561.725	10.89	10619.5
1562.275	7.47	10626.5
1562.825	13.45	10634.0
1563.375	14.43	10642.0
1563.925	14.26	10649.5
1564.475	7.61	10657.0
1565.025	7.32	10664.5
1565.575	17.68	10672.5
1566.125	11.98	10681.5
1566.675	11.63	10689.5
1567.225	9.4	10697.0
1567.775	11.8	10705.0
1568.325	9.69	10713.0
1568.875	10.51	10721.0
1569.425	18.47	10729.0
1569.975	15.11	10737.0
1570.525	15.99	10745.0
1571.075	9.91	10752.5
1571.625	18.79	10760.0
1572.175	14.51	10768.0
1572.725	27.67	10776.0
1573.275	11.39	10784.0
1573.825	7.45	10792.0
1574.375	6.92	10800.0
1574.925	13.6	10808.0
1575.475	999999	10816.0
1576.025	4.94	10824.0
1576.575	6.62	10832.5
1577.125	16.96	10840.5
1577.675	10.74	10847.5
1578.225	11.66	10855.0
1578.775	15.48	10863.0
1579.325	8.72	10871.0
1579.875	15.76	10878.5
1580.425	12.69	10886.0
1580.975	7.62	10894.0
1581.525	20.32	10902.0
1582.075	12.66	10910.0
1582.625	10.65	10917.5
1583.175	12.25	10925.0
1583.725	6.57	10934.0
1584.275	7.27	10943.0
1584.825	8.59	10951.0
1585.375	10.66	10959.5
1585.925	16.32	10968.0
1586.475	11.97	10976.0
1587.025	10.54	10984.0
1587.575	11.37	10992.0
1588.125	17.54	11000.5
1588.675	19.84	11010.0
1589.225	24.88	11018.5
1589.775	16.22	11026.5
1590.325	19.9	11035.0
1590.875	8.19	11043.0
1591.425	19.94	11052.0
1591.975	11.12	11061.0
1592.525	18.56	11069.0
1593.075	12.2	11077.0
1593.625	12.49	11085.5
1594.175	10.84	11094.5
1594.725	10.58	11103.0
1595.275	11.77	11111.0
1595.825	11.15	11119.0
1596.375	20.62	11127.0
1596.925	14.43	11134.5
1597.475	8.19	11142.0
1598.025	13.76	11150.5
1598.575	8.85	11158.5
1599.125	17.25	11166.0
1599.675	8.27	11175.0
1600.225	8.84	11184.0
1600.775	25.76	11192.5
1601.325	12.44	11201.0
1601.875	18.73	11209.5
1602.425	23.71	11218.5
1602.975	13.05	11227.0
1603.525	11.24	11236.0
1604.075	10.86	11245.5
1604.625	13.72	11254.5
1605.175	19.4	11264.5
1605.725	27.45	11275.0
1606.275	18.45	11285.0
1606.825	11.52	11294.0
1607.375	24.85	11303.5
1607.925	20.88	11314.0
1608.475	10.87	11323.5
1609.025	26.12	11332.5
1609.575	25.26	11342.0
1610.125	11.1	11351.5
1610.675	27.63	11360.0
1611.225	19.3	11368.5
1611.775	13.69	11377.0
1612.325	14.67	11386.0
1612.875	17.13	11395.5
1613.425	6.2	11404.5
1613.975	5.06	11413.0
1614.525	10.52	11421.0
1615.075	7	11429.0
1615.625	10.38	11437.0
1616.175	9.49	11445.5
1616.725	23.19	11454.0
1617.275	15.05	11462.5
1617.825	18.28	11471.5
1618.375	10.55	11480.0
1618.925	19.37	11488.5
1619.475	9.67	11497.5
1620.025	17.73	11506.0
1620.575	9.43	11515.5
1621.125	11.8	11524.5
1621.675	19.22	11532.5
1622.225	12.56	11542.0
1622.775	22.38	11552.0
1623.325	12.66	11562.5
1623.875	23.47	11573.5
1624.425	25.58	11587.5
1624.975	9.64	11604.0
1625.525	16.74	11618.0
1626.075	18.52	11630.0
1626.625	18.36	11643.0
1627.175	16.14	11658.0
1627.725	26.75	11677.0
1628.275	26.16	11693.5
1628.825	13.06	11706.5
1629.375	17.08	11724.0
1629.925	14.17	11740.0
1630.475	14.86	11754.5
1631.025	30.59	11773.0
1631.575	13.69	11791.0
1632.125	16.39	11805.5
1632.675	9.63	11820.0
1633.225	18.02	11834.5
1633.775	31.14	11847.5
1634.325	14.49	11862.5
1634.875	9.22	11878.5
1635.425	16.23	11893.5
1635.975	16.57	11908.0
1636.525	30.27	11922.0
1637.075	24.34	11936.0
1637.625	6.13	11950.0
1638.175	9.69	11965.0
1638.725	17.65	11982.0
1639.275	9.67	11998.0
1639.825	11.48	12013.5
1640.375	27.51	12029.0
1640.925	17.64	12044.0
1641.475	12.89	12062.0
1642.025	13.42	12077.0
1642.575	9.71	12091.5
1643.125	19.4	12109.5
1643.675	23.86	12126.5
1644.225	14.4	12141.5
1644.775	13.6	12158.0
1645.325	15.38	12175.5
1645.875	13.59	12192.0
1646.425	11.19	12210.0
1646.975	9.89	12225.0
1647.525	12.15	12238.5
1648.075	32.43	12255.0
1648.625	14.02	12272.5
1649.175	14.21	12287.5
1649.725	41.82	12302.5
1650.275	23.55	12318.5
1650.825	23.13	12334.0
1651.375	14.97	12352.0
1651.925	29.5	12372.0
1652.475	17.71	12391.0
1653.025	21.02	12410.5
1653.575	11.57	12428.0
1654.125	12.2	12445.5
1654.675	20.83	12466.0
1655.225	13.5	12484.5
1655.775	38.1	12502.5
1656.325	26.7	12523.0
1656.875	12.81	12545.5
1657.425	23.86	12568.5
1657.975	76.83	12589.0
1658.525	24.94	12605.5
1659.075	30.23	12622.5
1659.625	47.41	12638.5
1660.175	22.06	12651.5
1660.725	27.04	12665.0
1661.275	16.7	12677.5
1661.825	11.08	12689.5
1662.375	15.53	12702.5
1662.925	14.02	12713.5
1663.475	12.18	12724.0
1664.025	14.69	12735.0
1664.575	8.53	12746.0
1665.125	7.68	12758.0
1665.675	7.32	12769.0
1666.225	13.75	12779.0
1666.775	4.13	12789.5
1667.325	6.56	12801.0
1667.875	7.1	12813.0
1668.425	18.59	12826.0
1668.975	15.14	12838.0
1669.525	14.75	12848.5
1670.075	26.04	12861.0
1670.625	11.09	12873.5
1671.175	23.31	12886.0
1671.725	13.43	12899.5
1672.275	8.85	12913.0
1672.825	32.62	12927.5
1673.375	18.19	12943.5
1673.925	14.46	12959.0
1674.475	14.42	12972.0
1675.025	19.36	12987.0
1675.575	19.1	13003.0
1676.125	27.01	13018.0
1676.675	18.25	13032.5
1677.225	21.15	13045.5
1677.775	9.5	13058.5
1678.325	16.51	13072.0
1678.875	38.82	13085.5
1679.425	8.51	13097.5
1679.975	8.14	13109.0
1680.525	9.4	13122.5
1681.075	6.74	13136.0
1681.625	16.54	13147.5
1682.175	20.21	13158.0
1682.725	9.69	13168.0
1683.275	9.41	13179.0
1683.825	9.06	13190.5
1684.375	6.97	13201.0
1684.925	5.89	13211.5
1685.475	10.89	13222.5
1686.025	14.5	13234.0
1686.575	14.43	13244.5
1687.125	10.45	13254.5
1687.675	6.83	13265.0
1688.225	8.4	13276.0
1688.775	8.09	13287.0
1689.325	12.75	13298.0
1689.875	17.16	13309.0
1690.425	7.31	13319.0
1690.975	8.23	13328.5
1691.525	9.91	13337.0
1692.075	6.35	13346.5
1692.625	8.34	13357.0
1693.175	17.7	13367.0
1693.725	9.19	13377.5
1694.275	12.65	13388.0
1694.825	9.28	13398.0
1695.375	8.11	13409.5
1695.925	5	13422.5
1696.475	19.59	13435.5
1697.025	14.07	13447.5
1697.575	17.91	13458.0
1698.125	9.58	13468.5
1698.675	9.33	13479.5
1699.225	14.13	13490.0
1699.775	19.03	13500.0
1700.325	12.33	13510.5
1700.875	6.28	13521.0
1701.425	18.83	13531.5
1701.975	9.46	13541.5
1702.525	6.94	13551.0
1703.075	16.33	13561.5
1703.625	9.91	13572.0
1704.175	14.79	13582.5
1704.725	11.6	13593.0
1705.275	7.65	13604.0
1705.825	6.57	13615.5
1706.375	5.44	13626.0
1706.925	7.26	13636.5
1707.475	5.15	13647.5
1708.025	12.42	13659.0
1708.575	9.39	13669.5
1709.125	20.57	13679.0
1709.675	6.81	13690.0
1710.225	7.28	13701.5
1710.775	19.41	13712.0
1711.325	3.4	13722.0
1711.875	4.77	13732.0
1712.425	9.88	13742.0
1712.975	17.02	13752.0
1713.525	8.42	13762.5
1714.075	12.11	13774.0
1714.625	7.55	13785.0
1715.175	16.91	13797.0
1715.725	19.49	13810.5
1716.275	20.41	13825.5
1716.825	14.99	13840.5
1717.375	35.31	13854.0
1717.925	18.14	13868.0
1718.475	16.71	13881.5
1719.025	7.21	13892.5
1719.575	15.83	13902.5
1720.125	13.58	13913.0
1720.675	5.92	13923.0
1721.225	6.62	13933.0
1721.775	9.26	13944.5
1722.325	6.95	13955.5
1722.875	7.19	13966.0
1723.425	8.37	13977.5
1723.975	6.88	13988.0
1724.525	7.93	13998.5
1725.075	7.25	14008.5
1725.625	11.05	14018.0
1726.175	10.99	14029.0
1726.725	6.59	14040.0
1727.275	11.22	14049.5
1727.825	4.59	14059.0
1728.375	5.31	14068.5
1728.925	6.56	14078.0
1729.475	6.22	14087.5
1730.025	9.16	14097.0
1730.575	7.68	14106.0
1731.125	5.99	14115.0
1731.675	2.66	14124.0
1732.225	4.94	14132.5
1732.775	9.36	14141.5
1733.325	7.5	14150.5
1733.875	9.94	14160.0
1734.425	5.55	14169.5
1734.975	8.47	14179.0
1735.525	4.23	14188.5
1736.075	5.26	14197.5
1736.625	8.58	14206.5
1737.175	7.36	14216.5
1737.725	3.68	14226.5
1738.275	9.45	14235.5
1738.825	4.38	14244.5
1739.375	6.36	14253.5
1739.925	4.11	14262.5
1740.475	4.62	14272.0
1741.025	4.91	14281.5
1741.575	2.94	14290.0
1742.125	2.87	14298.5
1742.675	2.47	14307.0
1743.225	1.79	14315.5
1743.775	7.06	14325.0
1744.325	3.19	14334.0
1744.875	2.64	14342.5
1745.425	2.27	14351.5
1745.975	1.95	14360.0
1746.525	2.2	14368.5
1747.075	3.2	14378.0
1747.625	12.61	14387.0
1748.175	2.78	14395.5
1748.725	3.44	14405.0
1749.275	2	14415.0
1749.825	1.82	14424.5
1750.375	17.66	14434.5
1750.925	7.37	14444.5
1751.475	7.71	14454.0
1752.025	4.17	14464.5
1752.575	3.67	14475.5
1753.125	2.62	14487.0
1753.675	4.73	14500.0
1754.225	6.57	14513.5
1754.775	5.05	14529.0
1755.325	11.51	14547.0
1755.875	5.06	14565.0
1756.425	6.11	14581.0
1756.975	4.61	14594.5
1757.525	3.94	14609.0
1758.075	4.44	14623.5
1758.625	4.66	14637.0
1759.175	5.03	14652.0
1759.725	6.43	14671.5
1760.275	5.92	14690.5
1760.825	4.62	14705.0
1761.375	5.24	14720.0
1761.925	6.48	14734.5
1762.475	4.23	14748.0
1763.025	4.05	14764.0
1763.575	3.83	14780.5
1764.125	3.71	14795.5
1764.675	5.19	14812.5
1765.225	4.81	14830.0
1765.775	7.94	14845.0
1766.325	6.34	14861.0
1766.875	5.07	14877.5
1767.425	5.93	14892.5
1767.975	6.56	14907.5
1768.525	3.78	14921.5
1769.075	4.89	14934.5
1769.625	3.49	14949.0
1770.175	4.75	14965.5
1770.725	4.55	14981.0
1771.275	7.11	14996.0
1771.825	11.74	15011.0
1772.375	4.88	15026.0
1772.925	4.56	15042.5
1773.475	5.39	15059.0
1774.025	4.45	15076.0
1774.575	8	15092.0
1775.125	4.27	15108.5
1775.675	4.05	15126.5
1776.225	3.6	15146.5
1776.775	6.27	15168.0
1777.325	4.48	15185.5
1777.875	4.52	15200.0
1778.425	3.62	15214.5
1778.975	4.65	15230.0
1779.525	5.39	15244.5
1780.075	7.53	15264.0
1780.625	2.59	15284.5
1781.175	4.52	15301.0
1781.725	4.89	15318.0
1782.275	4.84	15335.5
1782.825	3.49	15353.5
1783.375	3.86	15371.0
1783.925	6.2	15388.0
1784.475	4.92	15405.0
1785.025	3.92	15422.5
1785.575	5.35	15439.0
1786.125	5.85	15457.5
1786.675	5.3	15480.0
1787.225	4.95	15501.5
1787.775	5.31	15521.5
1788.325	6.41	15541.5
1788.875	11.64	15562.0
1789.425	19.02	15583.5
1789.975	6.29	15602.0
1790.525	5.24	15618.5
1791.075	6.38	15635.5
1791.625	4.59	15651.0
1792.175	4.62	15666.5
1792.725	5.45	15681.5
1793.275	6.77	15696.0
1793.825	3.75	15712.0
1794.375	3.74	15727.5
1794.925	4.26	15744.0
1795.475	3.65	15760.0
1796.025	5.64	15777.0
1796.575	4.74	15795.5
1797.125	4.74	15813.5
1797.675	4.32	15831.0
1798.225	4.84	15847.5
1798.775	3.9	15862.5
1799.325	5.92	15877.0
1799.875	4.16	15891.5
1800.425	4.07	15906.0
1800.975	5.42	15923.0
1801.525	4.27	15940.0
1802.075	4.1	15957.0
1802.625	4.5	15973.5
1803.175	4.58	15991.5
1803.725	5.06	16011.5
1804.275	5.28	16031.5
1804.825	3.2	16048.5
1805.375	6.26	16064.0
1805.925	3.81	16082.0
1806.475	4.43	16098.0
1807.025	3.98	16115.0
1807.575	4.27	16133.5
1808.125	4.01	16152.5
1808.675	5.03	16174.0
1809.225	7.08	16194.5
1809.775	4.28	16212.5
1810.325	10.21	16229.0
1810.875	3.83	16246.5
1811.425	3.3	16264.5
1811.975	3.19	16280.5
1812.525	3.54	16295.5
1813.075	4.55	16314.0
1813.625	3.55	16334.5
1814.175	4.59	16353.0
1814.725	3.55	16371.0
1815.275	3.48	16387.0
1815.825	3.24	16404.5
1816.375	5.62	16426.0
1816.925	4.92	16446.0
1817.475	4.43	16464.5
1818.025	4.02	16483.0
1818.575	4.51	16500.5
1819.125	3.16	16519.5
1819.675	3.61	16539.0
1820.225	4.57	16560.0
1820.775	4.43	16583.0
1821.325	3.7	16602.0
1821.875	4.58	16617.5
1822.425	3.2	16632.0
1822.975	3.69	16646.5
1823.525	2.7	16662.0
1824.075	2.8	16679.0
1824.625	3.36	16695.5
1825.175	2.54	16711.5
1825.725	4.08	16726.5
1826.275	1.77	16739.5
1826.825	6.19	16754.5
1827.375	2.25	16771.0
1827.925	1.76	16785.0
1828.475	2.81	16799.0
1829.025	2.4	16816.0
1829.575	1.33	16831.0
1830.125	1.38	16845.5
1830.675	2.95	16862.0
1831.225	2.95	16876.0
1831.775	2.82	16890.0
1832.325	5.64	16905.0
1832.875	6.3	16921.0
1833.425	2.61	16936.0
1833.975	3.99	16951.0
1834.525	3.49	16968.0
1835.075	3.75	16984.0
1835.625	6.15	17002.0
1836.175	3.16	17021.5
1836.725	3.44	17040.5
1837.275	3.06	17056.5
1837.825	2.67	17069.5
1838.375	2.85	17083.0
1838.925	3.69	17099.0
1839.475	3.89	17116.0
1840.025	4.62	17134.0
1840.575	3.4	17152.0
1841.125	3.72	17166.5
1841.675	3.22	17182.5
1842.225	3.02	17200.0
1842.775	2.96	17215.0
1843.325	2.27	17229.0
1843.875	2.02	17243.0
1844.425	2.6	17257.5
1844.975	3.1	17274.0
1845.525	4.61	17290.0
1846.075	2.51	17305.5
1846.625	3.33	17322.5
1847.175	3.03	17338.5
1847.725	6.52	17355.5
1848.275	3.57	17373.0
1848.825	2.68	17388.0
1849.375	1.95	17403.0
1849.925	1.88	17418.0
1850.475	2.58	17432.5
1851.025	2.22	17449.0
1851.575	2.61	17468.0
1852.125	1.85	17488.0
1852.675	2.54	17507.5
1853.225	2.04	17527.0
1853.775	1.8	17546.0
1854.325	3.04	17564.5
1854.875	3.47	17580.0
1855.425	3.56	17594.0
1855.975	2.62	17610.0
1856.525	1.98	17626.0
1857.075	1.61	17641.5
1857.625	2.94	17658.5
1858.175	1.97	17677.5
1858.725	3.36	17693.5
1859.275	2.21	17708.5
1859.825	2.59	17725.0
1860.375	2.61	17740.5
1860.925	2.34	17757.0
1861.475	1.99	17773.0
1862.025	2.69	17790.0
1862.575	2.67	17809.5
1863.125	2.28	17826.5
1863.675	4.95	17842.5
1864.225	2.74	17859.0
1864.775	2.4	17875.5
1865.325	2.54	17891.0
1865.875	2.79	17906.0
1866.425	3.41	17921.0
1866.975	3.22	17939.5
1867.525	2.79	17960.0
1868.075	3.8	17978.5
1868.625	1.6	17996.0
1869.175	2.63	18013.5
1869.725	2.74	18032.0
1870.275	1.62	18048.5
1870.825	2.15	18065.5
1871.375	3.71	18084.0
1871.925	2.14	18101.5
1872.475	4.29	18119.0
1873.025	3	18140.0
1873.575	2.59	18161.0
1874.125	3.39	18184.0
1874.675	2.59	18206.0
1875.225	3.13	18225.5
1875.775	2.94	18246.5
1876.325	2.48	18264.5
1876.875	3.45	18282.5
1877.425	3.13	18301.0
1877.975	2.69	18320.0
1878.525	3.67	18342.5
1879.075	3.2	18367.0
1879.625	4.19	18389.0
1880.175	3.15	18409.0
1880.725	3.23	18430.5
1881.275	3.51	18452.5
1881.825	2.9	18471.0
1882.375	3.54	18489.5
1882.925	3.35	18510.5
1883.475	2.22	18531.0
1884.025	2.41	18549.0
1884.575	2.35	18568.0
1885.125	4.07	18591.0
1885.675	2.35	18613.0
1886.225	2.54	18635.0
1886.775	2.87	18657.5
1887.325	2.64	18677.5
1887.875	3.97	18699.0
1888.425	3.37	18723.0
1888.975	3.16	18748.5
1889.525	3.72	18773.0
1890.075	3.02	18796.0
1890.625	2.32	18821.0
1891.175	2.63	18843.5
1891.725	3.93	18864.5
1892.275	3.02	18886.0
1892.825	2.11	18905.0
1893.375	2.5	18924.5
1893.925	2.49	18942.0
1894.475	2.85	18960.5
1895.025	2.03	18983.5
1895.575	2.05	19004.0
1896.125	2.28	19024.5
1896.675	2.46	19046.5
1897.225	3.18	19067.5
1897.775	2.7	19089.5
