Depth (m)	Ca	Age
Midpoint	(ppb)	(yr B.P.)

1800.975	348.80	15923.0
1801.525	270.80	15940.0
1802.075	335.20	15957.0
1802.625	305.60	15973.5
1803.175	400.40	15991.5
1803.725	484.80	16011.5
1804.275	418.40	16031.5
1804.825	324.40	16048.5
1805.375	459.60	16064.0
1805.925	413.60	16082.0
1806.475	271.60	16098.0
1807.025	448.00	16115.0
1807.575	464.80	16133.5
1808.125	321.60	16152.5
1808.675	449.60	16174.0
1809.225	389.20	16194.5
1809.775	345.60	16212.5
1810.325	326.80	16229.0
1810.875	350.80	16246.5
1811.425	302.40	16264.5
1811.975	320.40	16280.5
1812.525	322.40	16295.5
1813.075	390.80	16314.0
1813.625	366.00	16334.5
1814.175	467.20	16353.0
1814.725	316.40	16371.0
1815.275	302.00	16387.0
1815.825	300.80	16404.5
1816.375	400.40	16426.0
1816.925	383.20	16446.0
1817.475	330.40	16464.5
1818.025	362.80	16483.0
1818.575	414.80	16500.5
1819.125	339.20	16519.5
1819.675	433.60	16539.0
1820.225	467.60	16560.0
1820.775	434.40	16583.0
1821.325	327.20	16602.0
1821.875	391.60	16617.5
1822.425	255.60	16632.0
1822.975	282.80	16646.5
1823.525	285.60	16662.0
1824.075	207.20	16679.0
1824.625	241.60	16695.5
1825.175	224.00	16711.5
1825.725	154.80	16726.5
1826.275	188.00	16739.5
1826.825	177.60	16754.5
1827.375	230.40	16771.0
1827.925	206.00	16785.0
1828.475	227.60	16799.0
1829.025	179.60	16816.0
1829.575	131.60	16831.0
1830.125	170.00	16845.5
1830.675	193.60	16862.0
1831.225	213.20	16876.0
1831.775	264.40	16890.0
1832.325	271.20	16905.0
1832.875	278.40	16921.0
1833.425	226.00	16936.0
1833.975	226.80	16951.0
1834.525	322.00	16968.0
1835.075	245.20	16984.0
1835.625	174.80	17002.0
1836.175	198.40	17021.5
1836.725	200.00	17040.5
1837.275	162.80	17056.5
1837.825	162.80	17069.5
1838.375	149.20	17083.0
1838.925	286.40	17099.0
1839.475	200.40	17116.0
1840.025	179.60	17134.0
1840.575	231.60	17152.0
1841.125	252.00	17166.5
1841.675	224.00	17182.5
1842.225	197.20	17200.0
1842.775	195.20	17215.0
1843.325	160.40	17229.0
1843.875	143.60	17243.0
1844.425	166.00	17257.5
1844.975	142.00	17274.0
1845.525	168.40	17290.0
1846.075	155.60	17305.5
1846.625	154.40	17322.5
1847.175	183.20	17338.5
1847.725	212.80	17355.5
1848.275	166.80	17373.0
1848.825	177.60	17388.0
1849.375	208.00	17403.0
1849.925	173.20	17418.0
1850.475	204.00	17432.5
1851.025	195.60	17449.0
1851.575	197.60	17468.0
1852.125	189.60	17488.0
1852.675	162.40	17507.5
1853.225	167.60	17527.0
1853.775	190.40	17546.0
1854.325	224.80	17564.5
1854.875	208.80	17580.0
1855.425	242.00	17594.0
1855.975	205.60	17610.0
1856.525	197.20	17626.0
1857.075	140.80	17641.5
1857.625	215.20	17658.5
1858.175	221.20	17677.5
1858.725	194.80	17693.5
1859.275	194.80	17708.5
1859.825	215.20	17725.0
1860.375	228.40	17740.5
1860.925	201.60	17757.0
1861.475	170.80	17773.0
1862.025	154.00	17790.0
1862.575	194.40	17809.5
1863.125	170.40	17826.5
1863.675	162.00	17842.5
1864.225	149.20	17859.0
1864.775	150.40	17875.5
1865.325	145.60	17891.0
1865.875	157.60	17906.0
1866.425	162.40	17921.0
1866.975	210.80	17939.5
1867.525	165.20	17960.0
1868.075	177.60	17978.5
1868.625	186.40	17996.0
1869.175	198.00	18013.5
1869.725	162.00	18032.0
1870.275	134.80	18048.5
1870.825	178.40	18065.5
1871.375	198.00	18084.0
1871.925	160.40	18101.5
1872.475	254.40	18119.0
1873.025	315.60	18140.0
1873.575	240.80	18161.0
1874.125	260.00	18184.0
1874.675	270.40	18206.0
1875.225	209.20	18225.5
1875.775	206.00	18246.5
1876.325	224.40	18264.5
1876.875	298.40	18282.5
1877.425	215.60	18301.0
1877.975	218.00	18320.0
1878.525	230.40	18342.5
1879.075	235.60	18367.0
1879.625	205.20	18389.0
1880.175	236.40	18409.0
1880.725	218.40	18430.5
1881.275	248.00	18452.5
1881.825	223.60	18471.0
1882.375	228.80	18489.5
1882.925	199.20	18510.5
1883.475	176.00	18531.0
1884.025	168.00	18549.0
1884.575	209.60	18568.0
1885.125	282.00	18591.0
1885.675	200.40	18613.0
1886.225	204.00	18635.0
1886.775	221.20	18657.5
1887.325	251.20	18677.5
1887.875	296.40	18699.0
1888.425	334.00	18723.0
1888.975	296.40	18748.5
1889.525	285.60	18773.0
1890.075	217.60	18796.0
1890.625	230.00	18821.0
1891.175	157.60	18843.5
1891.725	225.60	18864.5
1892.275	213.60	18886.0
1892.825	146.00	18905.0
1893.375	168.40	18924.5
1893.925	167.60	18942.0
1894.475	208.00	18960.5
1895.025	205.20	18983.5
1895.575	167.20	19004.0
1896.125	199.20	19024.5
1896.675	241.60	19046.5
1897.225	224.00	19067.5
1897.775	273.20	19089.5
1898.325	241.60	19109.0
1898.875	254.80	19128.0
1899.425	338.40	19154.0
1899.975	259.20	19181.0
1900.525	267.60	19205.5
1901.075	247.60	19230.5
1901.625	261.20	19253.0
1902.175	278.40	19276.0
1902.725	262.00	19300.5
1903.275	242.40	19325.5
1903.825	289.20	19351.5
1904.375	244.00	19374.0
1904.925	279.20	19398.0
1905.475	262.80	19424.0
1906.025	256.00	19449.0
1906.575	220.00	19472.5
1907.125	278.00	19495.0
1907.675	334.80	19519.5
1908.225	239.20	19549.5
1908.775	326.00	19579.0
1909.325	264.40	19604.5
1909.875	267.20	19630.0
1910.425	278.40	19656.0
1910.975	425.60	19687.0
1911.525	366.00	19719.0
1912.075	293.60	19749.5
1912.625	282.40	19776.0
1913.175	328.00	19797.5
1913.725	373.60	19821.5
1914.275	316.80	19848.5
1914.825	325.60	19873.0
1915.375	424.00	19898.0
1915.925	365.60	19927.0
1916.475	370.00	19960.0
1917.025	323.60	19991.5
1917.575	244.80	20019.0
1918.125	250.40	20045.0
1918.675	299.60	20067.0
1919.225	249.60	20087.5
1919.775	272.40	20110.5
1920.325	276.40	20136.5
1920.875	276.80	20161.5
1921.425	266.00	20186.5
1921.975	295.60	20217.0
1922.525	245.20	20246.0
1923.075	286.80	20270.0
1923.625	286.80	20294.5
1924.175	335.20	20321.5
1924.725	281.20	20348.0
1925.275	260.40	20372.0
1925.825	259.60	20395.0
1926.375	240.80	20418.5
1926.925	283.60	20442.0
1927.475	324.80	20464.5
1928.025	245.20	20487.0
1928.575	307.20	20513.5
1929.125	316.00	20543.0
1929.675	311.60	20575.0
1930.225	270.40	20608.0
1930.775	210.00	20635.5
1931.325	257.20	20662.0
1931.875	253.20	20688.5
1932.425	286.80	20713.0
1932.975	238.80	20738.0
1933.525	239.20	20764.0
1934.075	268.00	20788.0
1934.625	242.80	20811.5
1935.175	262.80	20838.0
1935.725	255.20	20871.0
1936.275	196.40	20904.0
1936.825	227.60	20929.0
1937.375	234.80	20950.0
1937.925	202.80	20972.5
1938.475	263.20	20998.0
1939.025	234.00	21025.0
1939.575	201.20	21050.5
1940.125	188.80	21074.0
1940.675	110.00	21096.0
1941.225	88.00	21115.0
1941.775	83.60	21132.0
1942.325	102.80	21149.5
1942.875	136.40	21169.5
1943.425	161.20	21194.0
1943.975	199.20	21220.5
1944.525	201.60	21247.5
1945.075	160.40	21276.5
1945.625	193.20	21308.0
1946.175	225.60	21338.5
1946.725	190.80	21367.0
1947.275	227.20	21394.5
1947.825	128.00	21418.5
1948.375	90.00	21440.0
1948.925	102.00	21458.0
1949.475	71.60	21473.5
1950.025	55.20	21489.0
1950.575	72.00	21507.0
1951.125	90.00	21527.5
1951.675	192.00	21547.0
1952.225	278.00	21570.0
1952.775	403.60	21599.5
1953.325	466.40	21629.5
1953.875	564.40	21656.5
1954.425	558.00	21686.0
1954.975	601.20	21718.0
1955.525	700.80	21749.5
1956.075	684.80	21779.5
1956.625	550.00	21811.5
1957.175	665.60	21852.0
1957.725	673.20	21895.0
1958.275	548.00	21930.5
1958.825	703.60	21961.5
1959.375	735.20	21994.0
1959.925	626.40	22039.5
1960.475	618.80	22089.0
1961.025	676.80	22126.0
1961.575	795.20	22160.5
1962.125	714.80	22195.5
1962.675	888.40	22231.0
1963.225	790.00	22271.0
1963.775	958.80	22318.5
1964.325	803.20	22358.0
1964.875	361.20	22388.0
1965.425	358.80	22421.0
1965.975	380.40	22455.0
1966.525	296.80	22486.0
1967.075	291.60	22514.0
1967.625	999999	22541.5
1968.175	261.20	22568.0
1968.725	370.40	22595.5
1969.275	370.40	22625.5
1969.825	277.60	22656.0
1970.375	283.60	22681.5
1970.925	261.20	22706.0
1971.475	232.40	22735.5
1972.025	253.60	22761.5
1972.575	349.60	22793.0
1973.125	342.40	22831.0
1973.675	394.00	22863.0
1974.225	374.40	22889.5
1974.775	457.20	22913.0
1975.325	493.60	22943.0
1975.875	326.80	22977.5
1976.425	382.40	23010.5
1976.975	334.00	23040.5
1977.525	407.60	23067.0
1978.075	356.80	23094.5
1978.625	255.20	23119.5
1979.175	253.60	23140.5
1979.725	416.00	23163.5
1980.275	323.60	23190.0
1980.825	560.80	23219.5
1981.375	762.40	23251.5
1981.925	801.20	23281.5
1982.475	599.60	23311.0
1983.025	516.80	23343.5
1983.575	537.60	23374.5
1984.125	569.60	23406.5
1984.675	635.60	23436.0
1985.225	782.00	23462.0
1985.775	824.40	23493.5
1986.325	558.00	23524.5
1986.875	740.00	23558.0
1987.425	755.20	23596.0
1987.975	842.00	23634.5
1988.525	920.80	23674.0
1989.075	890.80	23718.5
1989.625	803.60	23759.0
1990.175	831.20	23794.0
1990.725	864.80	23830.0
1991.275	484.00	23859.5
1991.825	591.20	23890.5
1992.375	523.60	23923.0
1992.925	366.40	23953.0
1993.475	374.80	23984.0
1994.025	352.80	24014.5
1994.575	349.20	24042.0
1995.125	394.00	24071.5
1995.675	316.40	24103.0
1996.225	265.20	24130.0
1996.775	261.60	24155.0
1997.325	236.00	24182.0
1997.875	263.20	24212.5
1998.425	234.00	24242.5
1998.975	226.40	24268.0
1999.525	313.60	24294.0
2000.075	290.80	24327.5
2000.625	398.00	24364.5
2001.175	288.80	24396.5
2001.725	334.00	24425.0
2002.275	342.40	24457.0
2002.825	297.60	24491.0
2003.375	310.40	24523.0
2003.925	275.60	24551.0
2004.475	309.60	24576.0
2005.025	311.20	24610.5
2005.575	302.80	24647.0
2006.125	412.80	24677.0
2006.675	566.80	24707.5
2007.225	500.80	24739.0
2007.775	332.00	24769.5
2008.325	312.40	24797.0
2008.875	318.80	24831.5
2009.425	217.60	24865.5
2009.975	206.80	24891.5
2010.525	269.60	24923.5
2011.075	213.60	24959.5
2011.625	204.80	24989.5
2012.175	186.00	25014.0
2012.725	191.60	25039.0
2013.275	175.20	25065.0
2013.825	239.60	25096.0
2014.375	272.40	25133.0
2014.925	266.00	25165.0
2015.475	236.00	25195.0
2016.025	255.20	25230.5
2016.575	262.00	25266.5
2017.125	195.60	25295.5
2017.675	172.00	25322.0
2018.225	116.80	25347.5
2018.775	86.00	25366.0
2019.325	78.00	25384.5
2019.875	60.00	25404.5
2020.425	53.20	25422.5
2020.975	56.00	25440.0
2021.525	46.40	25459.0
2022.075	48.40	25478.5
2022.625	48.80	25498.0
2023.175	57.60	25516.0
2023.725	51.20	25532.0
2024.275	62.00	25547.5
2024.825	52.00	25563.0
2025.375	98.00	25583.0
2025.925	276.00	25609.5
2026.475	242.80	25639.5
2027.025	423.20	25671.5
2027.575	336.40	25701.0
2028.125	382.40	25731.0
2028.675	364.00	25763.5
2029.225	321.20	25799.5
2029.775	315.20	25837.5
2030.325	484.40	25878.5
2030.875	437.60	25915.5
2031.425	377.20	25947.5
2031.975	378.80	25983.0
2032.525	423.60	26017.5
2033.075	426.00	26048.5
2033.625	516.80	26077.0
2034.175	512.80	26109.5
2034.725	450.80	26146.0
2035.275	374.40	26184.0
2035.825	319.20	26222.0
2036.375	244.40	26256.0
2036.925	291.60	26288.0
2037.475	197.20	26322.0
2038.025	90.40	26349.0
2038.575	75.60	26369.0
2039.125	84.40	26391.0
2039.675	76.80	26412.0
2040.225	65.20	26430.0
2040.775	63.60	26449.0
2041.325	55.60	26468.0
2041.875	54.40	26487.5
2042.425	58.40	26506.5
2042.975	52.80	26523.5
2043.525	58.80	26541.5
2044.075	67.60	26561.0
2044.625	54.80	26580.0
2045.175	58.80	26598.0
2045.725	87.20	26617.0
2046.275	204.80	26641.5
2046.825	327.60	26675.0
2047.375	279.20	26711.0
2047.925	293.20	26747.0
2048.475	339.20	26781.5
2049.025	336.00	26811.5
2049.575	340.00	26845.5
2050.125	346.80	26881.5
2050.675	330.80	26913.5
2051.225	360.40	26941.5
2051.775	479.20	26976.0
2052.325	417.20	27016.0
2052.875	469.60	27050.5
2053.425	554.40	27091.5
2053.975	546.80	27133.5
2054.525	494.40	27168.5
2055.075	545.60	27206.5
2055.625	548.40	27241.0
2056.175	541.60	27279.0
2056.725	563.60	27323.5
2057.275	525.20	27366.5
2057.825	566.00	27414.0
2058.375	514.80	27456.0
2058.925	508.00	27494.0
2059.475	845.20	27544.5
2060.025	917.20	27591.0
2060.575	852.00	27630.5
2061.125	424.00	27668.0
2061.675	518.00	27702.5
2062.225	508.40	27739.5
2062.775	534.80	27777.5
2063.325	556.00	27824.5
2063.875	448.40	27873.0
2064.425	506.40	27913.5
2064.975	363.60	27950.0
2065.525	394.80	27988.5
2066.075	418.00	28026.0
2066.625	341.20	28065.5
2067.175	256.80	28108.0
2067.725	224.80	28145.0
2068.275	149.60	28176.5
2068.825	138.00	28205.0
2069.375	104.80	28233.5
2069.925	999999	28261.0
2070.475	189.20	28292.5
2071.025	244.00	28333.0
2071.575	294.40	28371.0
2072.125	322.00	28406.5
2072.675	388.40	28447.0
2073.225	365.20	28490.0
2073.775	310.00	28533.5
2074.325	327.20	28574.0
2074.875	291.60	28609.0
2075.425	340.80	28646.0
2075.975	373.60	28688.5
2076.525	318.00	28727.5
2077.075	342.40	28760.0
2077.625	317.20	28797.5
2078.175	334.40	28839.0
2078.725	344.00	28880.5
2079.275	352.80	28920.5
2079.825	296.80	28957.0
2080.375	425.60	28996.0
2080.925	325.20	29038.0
2081.475	371.20	29083.5
2082.025	304.40	29129.0
2082.575	313.60	29176.0
2083.125	272.40	29220.0
2083.675	267.20	29258.5
2084.225	224.00	29298.5
2084.775	243.60	29333.5
2085.325	200.80	29369.5
2085.875	145.60	29408.5
2086.425	149.20	29445.0
2086.975	129.60	29479.5
2087.525	143.20	29510.5
2088.075	126.80	29542.0
2088.625	70.00	29572.0
2089.175	68.00	29602.0
2089.725	63.20	29633.5
2090.275	64.00	29661.5
2090.825	57.20	29685.0
2091.375	53.60	29708.0
2091.925	52.40	29732.0
2092.475	42.40	29755.5
2093.025	36.80	29778.0
2093.575	46.40	29800.0
2094.125	50.00	29822.5
2094.675	50.00	29846.0
2095.225	40.80	29868.5
2095.775	45.60	29891.0
2096.325	71.60	29914.0
2096.875	48.80	29936.0
2097.425	49.60	29958.0
2097.975	37.20	29979.0
2098.525	49.60	30001.0
2099.075	132.80	30030.0
2099.625	250.00	30067.0
2100.175	264.80	30103.5
2100.725	298.00	30137.0
2101.275	358.40	30175.0
2101.825	230.80	30214.0
2102.375	265.20	30252.0
2102.925	334.80	30291.0
2103.475	299.20	30328.0
2104.025	352.40	30368.5
2104.575	377.60	30412.5
2105.125	322.40	30455.0
2105.675	333.20	30495.5
2106.225	396.80	30544.0
2106.775	295.60	30598.0
2107.325	302.80	30643.5
2107.875	301.60	30680.0
2108.425	213.20	30715.0
2108.975	258.40	30756.5
2109.525	182.40	30796.0
2110.075	113.60	30831.0
2110.625	74.00	30865.0
2111.175	61.20	30894.5
2111.725	50.00	30921.0
2112.275	47.20	30947.0
2112.825	49.60	30973.0
2113.375	40.80	30998.0
2113.925	41.20	31021.5
2114.475	48.80	31045.5
2115.025	52.40	31070.5
2115.575	52.00	31096.0
2116.125	57.20	31121.0
2116.675	46.80	31144.0
2117.225	39.60	31164.5
2117.775	38.40	31184.0
2118.325	54.40	31206.0
2118.875	153.60	31234.0
2119.425	172.00	31271.0
2119.975	218.00	31310.5
2120.525	257.60	31348.5
2121.075	294.00	31389.0
2121.625	285.20	31428.5
2122.175	314.00	31463.5
2122.725	337.60	31499.0
2123.275	232.80	31533.0
2123.825	299.20	31566.5
2124.375	281.60	31606.5
2124.925	246.40	31648.0
2125.475	245.20	31685.5
2126.025	275.20	31721.5
2126.575	238.40	31758.5
2127.125	258.40	31798.0
2127.675	238.00	31838.5
2128.225	237.60	31875.5
2128.775	250.80	31913.0
2129.325	247.60	31949.0
2129.875	204.00	31987.0
2130.425	160.40	32026.0
2130.975	156.80	32064.0
2131.525	127.60	32104.0
2132.075	70.00	32136.5
2132.625	50.00	32165.0
2133.175	38.40	32192.0
2133.725	49.20	32217.5
2134.275	50.00	32244.5
2134.825	62.40	32272.5
2135.375	55.60	32301.5
2135.925	64.40	32332.0
2136.475	62.00	32363.0
2137.025	66.80	32391.5
2137.575	50.80	32418.0
2138.125	48.80	32444.5
2138.675	46.00	32469.5
2139.225	45.60	32492.0
2139.775	43.20	32515.5
2140.325	45.60	32540.0
2140.875	37.20	32563.5
2141.425	28.80	32585.0
2141.975	40.40	32607.5
2142.525	40.00	32630.5
2143.075	38.40	32653.0
2143.625	38.40	32676.5
2144.175	46.80	32700.5
2144.725	34.40	32725.0
2145.275	40.00	32747.5
2145.825	41.60	32768.5
2146.375	41.20	32792.0
2146.925	35.20	32815.0
2147.475	31.60	32835.5
2148.025	37.20	32858.0
2148.575	82.80	32883.0
2149.125	163.60	32910.5
2149.675	242.40	32946.0
2150.225	203.60	32990.0
2150.775	231.60	33032.0
2151.325	254.00	33068.5
2151.875	247.60	33106.5
2152.425	257.60	33146.0
2152.975	265.60	33184.5
2153.525	260.00	33225.0
2154.075	252.00	33267.0
2154.625	303.20	33311.5
2155.175	302.80	33369.5
2155.725	303.20	33425.5
2156.275	280.40	33468.0
2156.825	269.20	33507.0
2157.375	264.40	33544.0
2157.925	235.20	33584.5
2158.475	239.60	33625.0
2159.025	284.40	33669.5
2159.575	279.60	33716.0
2160.125	209.20	33760.5
2160.675	188.40	33805.0
2161.225	160.00	33844.0
2161.775	142.00	33883.0
2162.325	132.00	33923.5
2162.875	106.40	33960.0
2163.425	73.20	33993.0
2163.975	60.40	34022.5
2164.525	60.40	34052.5
2165.075	51.60	34081.5
2165.625	58.80	34106.5
2166.175	60.40	34133.5
2166.725	50.40	34161.0
2167.275	64.00	34188.0
2167.825	78.00	34219.5
2168.375	92.80	34253.5
2168.925	84.80	34288.0
2169.475	83.60	34319.5
2170.025	45.60	34347.0
2170.575	46.00	34378.5
2171.125	55.20	34411.0
2171.675	65.20	34440.5
2172.225	46.40	34470.0
2172.775	30.00	34498.5
2173.325	33.20	34526.0
2173.875	34.00	34552.0
2174.425	36.00	34577.5
2174.975	32.00	34604.5
2175.525	32.80	34630.0
2176.075	35.20	34656.5
2176.625	25.60	34681.5
2177.175	27.60	34705.5
2177.725	43.20	34732.5
2178.275	39.20	34759.0
2178.825	32.80	34785.5
2179.375	36.80	34812.0
2179.925	31.60	34838.5
2180.475	35.60	34864.0
2181.025	32.80	34889.0
2181.575	31.60	34914.0
2182.125	29.60	34938.0
2182.675	25.20	34961.5
2183.225	28.80	34987.0
2183.775	25.60	35013.5
2184.325	30.00	35038.0
2184.875	29.60	35062.0
2185.425	24.80	35086.5
2185.975	28.00	35112.5
2186.525	32.80	35138.5
2187.075	25.60	35166.0
2187.625	28.80	35192.5
2188.175	30.80	35215.0
2188.725	34.80	35238.5
2189.275	32.40	35262.5
2189.825	26.80	35285.0
2190.375	29.20	35308.5
2190.925	35.60	35333.0
2191.475	28.80	35357.0
2192.025	25.60	35381.0
2192.575	29.60	35404.5
2193.125	27.60	35428.5
2193.675	26.40	35453.0
2194.225	30.00	35477.5
2194.775	27.60	35501.0
2195.325	28.40	35524.0
2195.875	28.80	35547.0
2196.425	40.00	35570.0
2196.975	23.60	35592.5
2197.525	26.00	35614.0
2198.075	34.80	35636.5
2198.625	24.40	35658.0
2199.175	30.80	35680.0
2199.725	36.40	35704.0
2200.275	73.20	35732.5
2200.825	142.80	35768.0
2201.375	183.20	35804.5
2201.925	184.40	35840.5
2202.475	214.80	35878.5
2203.025	214.00	35917.5
2203.575	239.60	35960.5
2204.125	198.40	36005.5
2204.675	220.00	36047.5
2205.225	275.60	36096.5
2205.775	228.00	36144.0
2206.325	232.00	36193.5
2206.875	276.00	36250.5
2207.425	229.60	36302.0
2207.975	194.80	36352.0
2208.525	287.20	36402.0
2209.075	248.00	36452.5
2209.625	394.40	36499.0
2210.175	295.60	36543.5
2210.725	242.40	36591.0
2211.275	287.20	36639.5
2211.825	322.00	36694.0
2212.375	259.20	36747.0
2212.925	319.20	36793.0
2213.475	378.40	36838.5
2214.025	424.80	36892.5
2214.575	357.60	36953.0
2215.125	441.60	37007.5
2215.675	358.00	37064.0
2216.225	437.60	37118.0
2216.775	435.60	37161.5
2217.325	414.00	37206.0
2217.875	407.60	37252.0
2218.425	337.20	37298.0
2218.975	332.00	37346.0
2219.525	324.40	37394.5
2220.075	245.20	37440.0
2220.625	126.00	37480.0
2221.175	77.20	37515.5
2221.725	63.60	37550.0
2222.275	59.60	37584.0
2222.825	60.80	37612.5
2223.375	90.40	37644.0
2223.925	132.00	37684.5
2224.475	196.40	37731.0
2225.025	203.20	37774.5
2225.575	179.20	37812.5
2226.125	180.40	37854.0
2226.675	206.80	37896.0
2227.225	164.00	37938.0
2227.775	174.40	37979.5
2228.325	181.20	38020.5
2228.875	192.80	38067.5
2229.425	201.60	38122.0
2229.975	170.00	38168.5
2230.525	176.00	38213.5
2231.075	221.20	38266.5
2231.625	201.60	38314.0
2232.175	147.60	38353.0
2232.725	111.20	38390.5
2233.275	78.40	38430.5
2233.825	61.60	38469.0
2234.375	58.80	38504.5
2234.925	45.60	38536.5
2235.475	42.40	38566.5
2236.025	57.60	38597.0
2236.575	62.00	38629.0
2237.125	58.80	38661.5
2237.675	56.00	38694.0
2238.225	48.00	38725.0
2238.775	44.00	38756.5
2239.325	47.20	38788.5
2239.875	46.80	38817.5
2240.425	40.00	38845.0
2240.975	44.40	38873.0
2241.525	40.40	38901.0
2242.075	31.20	38927.5
2242.625	33.20	38953.0
2243.175	43.60	38981.5
2243.725	140.00	39016.5
2244.275	215.20	39055.0
2244.825	295.60	39096.0
2245.375	298.00	39140.5
2245.925	358.80	39191.5
2246.475	308.00	39241.0
2247.025	328.80	39288.5
2247.575	447.60	39337.0
2248.125	326.00	39389.5
2248.675	316.80	39449.5
2249.225	367.20	39501.0
2249.775	272.40	39548.5
2250.325	369.60	39605.5
2250.875	242.00	39664.0
2251.425	172.80	39710.5
2251.975	123.20	39754.0
2252.525	62.80	39795.0
2253.075	53.20	39827.5
2253.625	60.80	39861.5
2254.175	61.20	39899.0
2254.725	68.00	39936.5
2255.275	59.20	39974.5
2255.825	64.80	40014.0
2256.375	67.20	40050.0
2256.925	73.20	40085.5
2257.475	51.60	40122.5
2258.025	66.00	40159.0
2258.575	47.60	40193.0
2259.125	44.80	40223.5
2259.675	33.60	40253.5
2260.225	40.00	40284.0
2260.775	36.00	40315.5
2261.325	41.60	40346.0
2261.875	40.00	40376.0
2262.425	999999	40406.5
2262.975	999999	40437.5
2263.525	999999	40469.0
2264.075	39.60	40499.0
2264.625	40.40	40526.0
2265.175	35.60	40552.5
2265.725	32.00	40579.0
2266.275	30.40	40607.5
2266.825	32.40	40637.0
2267.375	28.40	40665.0
2267.925	34.40	40693.5
2268.475	30.40	40723.5
2269.025	27.60	40755.5
2269.575	34.80	40786.0
2270.125	39.20	40815.0
2270.675	70.00	40849.5
2271.225	194.80	40892.5
2271.775	306.00	40943.0
2272.325	364.00	41001.0
2272.875	368.00	41065.0
2273.425	365.20	41126.0
2273.975	291.60	41184.0
2274.525	308.00	41244.0
2275.075	318.40	41303.0
2275.625	277.60	41356.5
2276.175	301.60	41404.0
2276.725	355.20	41455.0
2277.275	338.40	41510.0
2277.825	364.00	41562.0
2278.375	399.60	41617.0
2278.925	221.20	41673.0
2279.475	230.00	41722.5
2280.025	160.00	41772.0
2280.575	136.00	41821.5
2281.125	999999	41865.0
2281.675	49.20	41903.0
2282.225	30.40	41938.5
2282.775	28.00	41972.5
2283.325	30.00	42004.5
2283.875	46.40	42037.5
2284.425	73.20	42075.0
2284.975	119.60	42114.0
2285.525	106.00	42154.0
2286.075	84.80	42194.5
2286.625	70.80	42233.0
2287.175	64.80	42271.5
2287.725	56.00	42310.0
2288.275	70.80	42347.5
2288.825	69.20	42382.5
2289.375	67.60	42418.5
2289.925	60.80	42458.5
2290.475	60.40	42499.0
2291.025	56.00	42538.5
2291.575	48.80	42574.5
2292.125	56.40	42608.5
2292.675	47.20	42644.0
2293.225	54.40	42679.5
2293.775	53.60	42716.0
2294.325	53.60	42752.5
2294.875	51.20	42789.0
2295.425	53.20	42827.0
2295.975	60.80	42864.0
2296.525	42.80	42899.5
2297.075	40.80	42933.0
2297.625	38.00	42964.5
2298.175	40.80	42995.5
2298.725	36.40	43026.5
2299.275	35.20	43058.0
2299.825	36.00	43089.5
2300.375	36.80	43119.5
2300.925	42.40	43150.0
2301.475	32.00	43180.5
2302.025	34.00	43211.0
2302.575	36.80	43244.0
2303.125	41.60	43276.0
2303.675	34.40	43308.0
2304.225	35.60	43340.5
2304.775	33.20	43370.5
2305.325	31.60	43400.0
2305.875	32.00	43430.0
2306.425	35.20	43460.0
2306.975	34.00	43491.0
2307.525	31.20	43522.0
2308.075	29.60	43551.5
2308.625	34.80	43579.5
2309.175	32.00	43607.5
2309.725	32.80	43637.5
2310.275	35.20	43666.5
2310.825	39.60	43695.5
2311.375	28.80	43724.5
2311.925	23.60	43752.5
2312.475	41.20	43781.5
2313.025	39.20	43811.5
2313.575	33.60	43840.5
2314.125	30.80	43868.0
2314.675	34.40	43896.5
2315.225	37.20	43925.5
2315.775	32.80	43955.5
2316.325	29.60	43985.5
2316.875	28.40	44013.0
2317.425	42.80	44040.5
2317.975	57.20	44069.5
2318.525	63.60	44100.0
2319.075	35.20	44130.5
2319.625	38.80	44159.5
2320.175	36.80	44188.0
2320.725	38.40	44215.0
2321.275	33.60	44242.0
2321.825	38.00	44269.5
2322.375	50.00	44296.0
2322.925	39.60	44322.5
2323.475	42.00	44349.0
2324.025	48.80	44377.0
2324.575	144.40	44417.0
2325.125	195.20	44468.0
2325.675	278.40	44519.5
2326.225	339.60	44574.5
2326.775	346.40	44632.5
2327.325	348.00	44689.0
2327.875	284.80	44743.0
2328.425	270.40	44797.5
2328.975	276.00	44851.0
2329.525	266.00	44898.5
2330.075	276.00	44947.0
2330.625	292.80	44998.5
2331.175	336.00	45047.5
2331.725	406.40	45105.0
2332.275	336.00	45161.5
2332.825	372.40	45215.5
2333.375	435.20	45274.5
2333.925	373.20	45330.0
2334.475	205.60	45389.5
2335.025	222.40	45455.0
2335.575	518.40	45516.0
2336.125	695.60	45573.5
2336.675	443.60	45633.0
2337.225	402.40	45692.0
2337.775	179.20	45747.5
2338.325	148.40	45798.0
2338.875	146.00	45852.0
2339.425	89.60	45903.5
2339.975	54.00	45945.5
2340.525	59.60	45984.5
2341.075	79.20	46026.0
2341.625	76.40	46076.5
2342.175	79.20	46125.5
2342.725	94.80	46167.0
2343.275	89.60	46211.0
2343.825	68.80	46253.0
2344.375	45.60	46290.0
2344.925	37.20	46328.5
2345.475	38.40	46366.5
2346.025	36.00	46402.5
2346.575	39.20	46439.0
2347.125	44.40	46476.5
2347.675	84.00	46520.0
2348.225	52.40	46562.5
2348.775	38.40	46599.0
