GRIP Formaldehyde Concentrations

REFERENCES: 

De Angelis, M., J.P. Steffensen, M.R. Legrand, H.B. Clausen, and C.U.
Hammer. 1997. Primary aerosol (sea salt and soil dust) deposited in
Greenland ice during the last climatic cycle: Comparison with east
Antarctic records. Journal of Geophysical Research 102:26681-26698.

Steffensen, J.P. 1997. The size distribution of microparticles from
selected segments of the Greenland Ice Core Project ice core representing
different climatic periods. Journal of Geophysical Research 102:26755-26763

Sigg, A., T. Staffelbach, and A. Neftel. 1992. Gas-phase measurements of
hydrogen peroxide in Greenland and their meaning for the interpretation of
H2O2 records in ice cores. Journal of Atmospheric Chemistry 14:223-232.

DATA DESCRIPTION: 

A continuous melting technique, combined with continuous flow analysis,
has been developed for measurements of chemical trace species in ice cores
directly in the field (Sigg et al., 1994). A subcore with a cross section
area of 18x18mm2 cut from the main core is used for the simultaneous
analysis of the four components. The subcore is melted continuously from
one side at a constant rate. The main advantage of this method compared to
conventional sampling and analytical procedures of discrete samples are
given by the high spatial resolution (ca. 1cm for Hydrogen peroxide,
Ammonium and Formaldehyde; 3cm for Calcium) combined with a significant
reduction in sample handling. The spatial resolution is only limited by
the sample dispersion in the melting system and the analyser. The
detection limit for formaldehyde is 0.3 ppb.  Ages are years before
1950.00, as calculated from the glaciological timescale (file
gripage.dat). 

DATA:

Depth(m)	HCHO	Age
Mipoint	(ppb)	(years B.P.)

1743.225	0.55	14315.5
1743.775	0.77	14325.0
1744.325	0.42	14334.0
1744.875	0.36	14342.5
1745.425	0.34	14351.5
1745.975	0.7	14360.0
1746.525	0.43	14368.5
1747.075	0.57	14378.0
1747.625	0.4	14387.0
1748.175	0.3	14395.5
1748.725	0.36	14405.0
1749.275	0.35	14415.0
1749.825	0.58	14424.5
1750.375	1.24	14434.5
1750.925	1.26	14444.5
1751.475	0.84	14454.0
1752.025	0.59	14464.5
1752.575	0.32	14475.5
1753.125	0.43	14487.0
1753.675	0.7	14500.0
1754.225	0.59	14513.5
1754.775	0.86	14529.0
1755.325	1	14547.0
1755.875	0.86	14565.0
1756.425	0.62	14581.0
1756.975	0.63	14594.5
1757.525	0.35	14609.0
1758.075	0.48	14623.5
1758.625	0.77	14637.0
1759.175	0.72	14652.0
1759.725	0.75	14671.5
1760.275	1.31	14690.5
1760.825	1.32	14705.0
1761.375	0.7	14720.0
1761.925	1	14734.5
1762.475	0.86	14748.0
1763.025	1.1	14764.0
1763.575	1.61	14780.5
1764.125	0.41	14795.5
1764.675	0.4	14812.5
1765.225	0.77	14830.0
1765.775	0.53	14845.0
1766.325	0.88	14861.0
1766.875	0.85	14877.5
1767.425	0.42	14892.5
1767.975	0.7	14907.5
1768.525	0.31	14921.5
1769.075	0.57	14934.5
1769.625	0.88	14949.0
1770.175	0.68	14965.5
1770.725	1.27	14981.0
1771.275	1.09	14996.0
1771.825	1.04	15011.0
1772.375	0.84	15026.0
1772.925	1.02	15042.5
1773.475	0.49	15059.0
1774.025	0.61	15076.0
1774.575	0.75	15092.0
1775.125	0.35	15108.5
1775.675	0.36	15126.5
1776.225	0.62	15146.5
1776.775	0.76	15168.0
1777.325	1.38	15185.5
1777.875	1.4	15200.0
1778.425	0.56	15214.5
1778.975	0.75	15230.0
1779.525	0.85	15244.5
1780.075	1.28	15264.0
1780.625	1.47	15284.5
1781.175	1.85	15301.0
1781.725	1.47	15318.0
1782.275	1.17	15335.5
1782.825	0.66	15353.5
1783.375	1.33	15371.0
1783.925	1.77	15388.0
1784.475	1.56	15405.0
1785.025	1.12	15422.5
1785.575	1.51	15439.0
1786.125	2.65	15457.5
1786.675	1.39	15480.0
1787.225	1.54	15501.5
1787.775	1.26	15521.5
1788.325	1.59	15541.5
1788.875	4.58	15562.0
1789.425	2.55	15583.5
1789.975	0.64	15602.0
1790.525	0.71	15618.5
1791.075	0.9	15635.5
1791.625	0.93	15651.0
1792.175	0.59	15666.5
1792.725	0.66	15681.5
1793.275	0.69	15696.0
1793.825	0.83	15712.0
1794.375	1.5	15727.5
1794.925	0.9	15744.0
1795.475	1.37	15760.0
1796.025	1.53	15777.0
1796.575	1.3	15795.5
1797.125	2.63	15813.5
1797.675	1.46	15831.0
1798.225	1.71	15847.5
1798.775	1.74	15862.5
1799.325	0.89	15877.0
1799.875	1.55	15891.5
1800.425	1.4	15906.0
1800.975	1.57	15923.0
1801.525	1.1	15940.0
1802.075	1.55	15957.0
1802.625	1.68	15973.5
1803.175	2.4	15991.5
1803.725	2.84	16011.5
1804.275	2.11	16031.5
1804.825	1.95	16048.5
1805.375	2.36	16064.0
1805.925	1.63	16082.0
1806.475	1.04	16098.0
1807.025	2.36	16115.0
1807.575	2.36	16133.5
1808.125	2.44	16152.5
1808.675	2.75	16174.0
1809.225	2.54	16194.5
1809.775	1.99	16212.5
1810.325	2.37	16229.0
1810.875	2.75	16246.5
1811.425	2.37	16264.5
1811.975	2.37	16280.5
1812.525	2.29	16295.5
1813.075	3.15	16314.0
1813.625	2.98	16334.5
1814.175	4.16	16353.0
1814.725	3.4	16371.0
1815.275	2.95	16387.0
1815.825	2.41	16404.5
1816.375	3.21	16426.0
1816.925	2.97	16446.0
1817.475	3.39	16464.5
1818.025	3.07	16483.0
1818.575	3.78	16500.5
1819.125	2.94	16519.5
1819.675	3.58	16539.0
1820.225	4.47	16560.0
1820.775	4.73	16583.0
1821.325	3.88	16602.0
1821.875	4.32	16617.5
1822.425	3.56	16632.0
1822.975	3.2	16646.5
1823.525	3.55	16662.0
1824.075	2.2	16679.0
1824.625	2.78	16695.5
1825.175	2.73	16711.5
1825.725	2.32	16726.5
1826.275	2.25	16739.5
1826.825	2.11	16754.5
1827.375	1.99	16771.0
1827.925	1.44	16785.0
1828.475	2.52	16799.0
1829.025	1.43	16816.0
1829.575	0.47	16831.0
1830.125	0.86	16845.5
1830.675	1.42	16862.0
1831.225	0.46	16876.0
1831.775	0.88	16890.0
1832.325	2.73	16905.0
1832.875	2.82	16921.0
1833.425	2.05	16936.0
1833.975	2.08	16951.0
1834.525	3.01	16968.0
1835.075	2.37	16984.0
1835.625	2.44	17002.0
1836.175	2.23	17021.5
1836.725	1.51	17040.5
1837.275	1.6	17056.5
1837.825	2.12	17069.5
1838.375	2.04	17083.0
1838.925	2.76	17099.0
1839.475	2.67	17116.0
1840.025	2.73	17134.0
1840.575	2.97	17152.0
1841.125	2.01	17166.5
1841.675	2.45	17182.5
1842.225	2.28	17200.0
1842.775	2.09	17215.0
1843.325	1.3	17229.0
1843.875	1.37	17243.0
1844.425	1.9	17257.5
1844.975	1.66	17274.0
1845.525	1.43	17290.0
1846.075	1.23	17305.5
1846.625	1.88	17322.5
1847.175	2.27	17338.5
1847.725	2.12	17355.5
1848.275	1.85	17373.0
1848.825	2.44	17388.0
1849.375	2.46	17403.0
1849.925	2.12	17418.0
1850.475	2.87	17432.5
1851.025	2.38	17449.0
1851.575	2.38	17468.0
1852.125	1.45	17488.0
1852.675	1.23	17507.5
1853.225	1.81	17527.0
1853.775	1.91	17546.0
1854.325	2.62	17564.5
1854.875	2.01	17580.0
1855.425	2.78	17594.0
1855.975	2	17610.0
1856.525	2.13	17626.0
1857.075	1.7	17641.5
1857.625	2.16	17658.5
1858.175	2.19	17677.5
1858.725	1.93	17693.5
1859.275	1.92	17708.5
1859.825	2.22	17725.0
1860.375	1.58	17740.5
1860.925	1.65	17757.0
1861.475	1	17773.0
1862.025	1.77	17790.0
1862.575	1.57	17809.5
1863.125	1.21	17826.5
1863.675	1.76	17842.5
1864.225	1.44	17859.0
1864.775	1.61	17875.5
1865.325	1.73	17891.0
1865.875	2.23	17906.0
1866.425	2.29	17921.0
1866.975	2.57	17939.5
1867.525	3.64	17960.0
1868.075	3.43	17978.5
1868.625	2.28	17996.0
1869.175	2.05	18013.5
1869.725	2	18032.0
1870.275	2.28	18048.5
1870.825	2.29	18065.5
1871.375	2.82	18084.0
1871.925	2.66	18101.5
1872.475	3.58	18119.0
1873.025	3.07	18140.0
1873.575	3.34	18161.0
1874.125	3.48	18184.0
1874.675	3.3	18206.0
1875.225	3.24	18225.5
1875.775	3.35	18246.5
1876.325	3.62	18264.5
1876.875	4.75	18282.5
1877.425	3.71	18301.0
1877.975	3.6	18320.0
1878.525	3.6	18342.5
1879.075	3.58	18367.0
1879.625	3.54	18389.0
1880.175	4.25	18409.0
1880.725	3.22	18430.5
1881.275	3.35	18452.5
1881.825	3.3	18471.0
1882.375	3.04	18489.5
1882.925	2.85	18510.5
1883.475	3.36	18531.0
1884.025	3.34	18549.0
1884.575	4	18568.0
1885.125	5.5	18591.0
1885.675	3.6	18613.0
1886.225	3.29	18635.0
1886.775	3.75	18657.5
1887.325	3.77	18677.5
1887.875	4.4	18699.0
1888.425	4.7	18723.0
1888.975	3.84	18748.5
1889.525	4.03	18773.0
1890.075	3.63	18796.0
1890.625	3.63	18821.0
1891.175	3	18843.5
1891.725	3.02	18864.5
1892.275	2.28	18886.0
1892.825	1.54	18905.0
1893.375	1.07	18924.5
1893.925	1.27	18942.0
1894.475	2.51	18960.5
1895.025	2.02	18983.5
1895.575	1.71	19004.0
1896.125	2.05	19024.5
1896.675	2.12	19046.5
1897.225	2.42	19067.5
1897.775	2.78	19089.5
1898.325	2.81	19109.0
1898.875	3.12	19128.0
1899.425	3.98	19154.0
1899.975	3.38	19181.0
1900.525	3.07	19205.5
1901.075	2.57	19230.5
1901.625	3.3	19253.0
1902.175	3.52	19276.0
1902.725	3.51	19300.5
1903.275	3.44	19325.5
1903.825	3.54	19351.5
1904.375	3.23	19374.0
1904.925	3.87	19398.0
1905.475	3.63	19424.0
1906.025	3.34	19449.0
1906.575	3.4	19472.5
1907.125	4.09	19495.0
1907.675	4.13	19519.5
1908.225	3.2	19549.5
1908.775	4.19	19579.0
1909.325	3.99	19604.5
1909.875	4.02	19630.0
1910.425	3.98	19656.0
1910.975	5.52	19687.0
1911.525	5.01	19719.0
1912.075	4.41	19749.5
1912.625	3.96	19776.0
1913.175	4.25	19797.5
1913.725	4.02	19821.5
1914.275	4.14	19848.5
1914.825	3.72	19873.0
1915.375	4.87	19898.0
1915.925	4.58	19927.0
1916.475	5.2	19960.0
1917.025	4.4	19991.5
1917.575	3.16	20019.0
1918.125	3.64	20045.0
1918.675	4.15	20067.0
1919.225	3.67	20087.5
1919.775	4.12	20110.5
1920.325	4.28	20136.5
1920.875	4.68	20161.5
1921.425	3.29	20186.5
1921.975	3.48	20217.0
1922.525	2.96	20246.0
1923.075	3.27	20270.0
1923.625	3.63	20294.5
1924.175	3.47	20321.5
1924.725	3.96	20348.0
1925.275	3.78	20372.0
1925.825	3.19	20395.0
1926.375	3.44	20418.5
1926.925	4	20442.0
1927.475	4.14	20464.5
1928.025	3.54	20487.0
1928.575	4.11	20513.5
1929.125	4.17	20543.0
1929.675	4.21	20575.0
1930.225	3.47	20608.0
1930.775	2.99	20635.5
1931.325	3.81	20662.0
1931.875	3.56	20688.5
1932.425	3.76	20713.0
1932.975	3.53	20738.0
1933.525	3.41	20764.0
1934.075	4.04	20788.0
1934.625	4.15	20811.5
1935.175	4.08	20838.0
1935.725	3.89	20871.0
1936.275	3.7	20904.0
1936.825	3.74	20929.0
1937.375	3.54	20950.0
1937.925	3.08	20972.5
1938.475	3.6	20998.0
1939.025	2.94	21025.0
1939.575	3.81	21050.5
1940.125	3.53	21074.0
1940.675	2.04	21096.0
1941.225	1.19	21115.0
1941.775	999999	21132.0
1942.325	1.86	21149.5
1942.875	1.78	21169.5
1943.425	2.41	21194.0
1943.975	2.89	21220.5
1944.525	3.12	21247.5
1945.075	3.23	21276.5
1945.625	3.45	21308.0
1946.175	3.45	21338.5
1946.725	3.23	21367.0
1947.275	4.41	21394.5
1947.825	3.22	21418.5
1948.375	2.46	21440.0
1948.925	2.18	21458.0
1949.475	1.91	21473.5
1950.025	1.93	21489.0
1950.575	2.45	21507.0
1951.125	2.8	21527.5
1951.675	1.21	21547.0
1952.225	1.51	21570.0
1952.775	3.09	21599.5
1953.325	3.45	21629.5
1953.875	4.47	21656.5
1954.425	4.92	21686.0
1954.975	5.63	21718.0
1955.525	6.15	21749.5
1956.075	5.95	21779.5
1956.625	5.13	21811.5
1957.175	6.02	21852.0
1957.725	6.22	21895.0
1958.275	4.97	21930.5
1958.825	6.9	21961.5
1959.375	6.88	21994.0
1959.925	7.42	22039.5
1960.475	6.84	22089.0
1961.025	7.05	22126.0
1961.575	7.62	22160.5
1962.125	6.84	22195.5
1962.675	8.18	22231.0
1963.225	7.64	22271.0
1963.775	8.67	22318.5
1964.325	7.63	22358.0
1964.875	4.45	22388.0
1965.425	3.88	22421.0
1965.975	4.07	22455.0
1966.525	3.83	22486.0
1967.075	3.01	22514.0
1967.625	3.37	22541.5
1968.175	2.28	22568.0
1968.725	2.98	22595.5
1969.275	3.9	22625.5
1969.825	4.27	22656.0
1970.375	3.02	22681.5
1970.925	2.37	22706.0
1971.475	2.69	22735.5
1972.025	2.87	22761.5
1972.575	3.78	22793.0
1973.125	4.24	22831.0
1973.675	5.74	22863.0
1974.225	5.85	22889.5
1974.775	7.68	22913.0
1975.325	8.22	22943.0
1975.875	4.59	22977.5
1976.425	5.34	23010.5
1976.975	4.72	23040.5
1977.525	4.71	23067.0
1978.075	4.39	23094.5
1978.625	3.22	23119.5
1979.175	3.57	23140.5
1979.725	5.69	23163.5
1980.275	4.77	23190.0
1980.825	6.76	23219.5
1981.375	8.56	23251.5
1981.925	8.99	23281.5
1982.475	7.46	23311.0
1983.025	6.96	23343.5
1983.575	7.46	23374.5
1984.125	7.86	23406.5
1984.675	8.49	23436.0
1985.225	9.63	23462.0
1985.775	10.04	23493.5
1986.325	7.84	23524.5
1986.875	9.67	23558.0
1987.425	9.64	23596.0
1987.975	10.38	23634.5
1988.525	11.1	23674.0
1989.075	10.32	23718.5
1989.625	9.73	23759.0
1990.175	10.27	23794.0
1990.725	10.43	23830.0
1991.275	8.16	23859.5
1991.825	7.37	23890.5
1992.375	7.15	23923.0
1992.925	6.68	23953.0
1993.475	6.19	23984.0
1994.025	6.43	24014.5
1994.575	4.79	24042.0
1995.125	5.32	24071.5
1995.675	4.41	24103.0
1996.225	4.43	24130.0
1996.775	3.69	24155.0
1997.325	3.15	24182.0
1997.875	2.97	24212.5
1998.425	3.67	24242.5
1998.975	3.07	24268.0
1999.525	4.37	24294.0
2000.075	3.56	24327.5
2000.625	4.13	24364.5
2001.175	3.48	24396.5
2001.725	4.6	24425.0
2002.275	4.95	24457.0
2002.825	4.57	24491.0
2003.375	4.74	24523.0
2003.925	3.62	24551.0
2004.475	4.38	24576.0
2005.025	5.03	24610.5
2005.575	4.73	24647.0
2006.125	4.1	24677.0
2006.675	6.05	24707.5
2007.225	4.52	24739.0
2007.775	4.02	24769.5
2008.325	4.12	24797.0
2008.875	4.72	24831.5
2009.425	2.69	24865.5
2009.975	2.85	24891.5
2010.525	4.13	24923.5
2011.075	3.43	24959.5
2011.625	2.34	24989.5
2012.175	1.58	25014.0
2012.725	2.56	25039.0
2013.275	3.04	25065.0
2013.825	4.12	25096.0
2014.375	4.68	25133.0
2014.925	4.42	25165.0
2015.475	4.01	25195.0
2016.025	4.41	25230.5
2016.575	4.41	25266.5
2017.125	3.91	25295.5
2017.675	2.91	25322.0
2018.225	1.47	25347.5
2018.775	1.17	25366.0
2019.325	1.07	25384.5
2019.875	0.64	25404.5
2020.425	1.16	25422.5
2020.975	1.04	25440.0
2021.525	1.01	25459.0
2022.075	0.98	25478.5
2022.625	1.22	25498.0
2023.175	1.32	25516.0
2023.725	1.82	25532.0
2024.275	2.19	25547.5
2024.825	1.07	25563.0
2025.375	2.14	25583.0
2025.925	5.56	25609.5
2026.475	5.68	25639.5
2027.025	9.72	25671.5
2027.575	6.95	25701.0
2028.125	8.25	25731.0
2028.675	7.94	25763.5
2029.225	7.77	25799.5
2029.775	6.79	25837.5
2030.325	10.28	25878.5
2030.875	10.18	25915.5
2031.425	8.35	25947.5
2031.975	7.7	25983.0
2032.525	8.64	26017.5
2033.075	8.7	26048.5
2033.625	10.01	26077.0
2034.175	10.22	26109.5
2034.725	6.65	26146.0
2035.275	4.43	26184.0
2035.825	4.01	26222.0
2036.375	3.96	26256.0
2036.925	3.54	26288.0
2037.475	2.25	26322.0
2038.025	0.6	26349.0
2038.575	0.49	26369.0
2039.125	0.91	26391.0
2039.675	0.78	26412.0
2040.225	0.59	26430.0
2040.775	0.69	26449.0
2041.325	1.15	26468.0
2041.875	0.64	26487.5
2042.425	1.04	26506.5
2042.975	0.76	26523.5
2043.525	0.85	26541.5
2044.075	1.12	26561.0
2044.625	0.67	26580.0
2045.175	1.04	26598.0
2045.725	1.9	26617.0
2046.275	4.18	26641.5
2046.825	7.5	26675.0
2047.375	6.47	26711.0
2047.925	6.31	26747.0
2048.475	5.34	26781.5
2049.025	4.75	26811.5
2049.575	3.77	26845.5
2050.125	3.97	26881.5
2050.675	4.11	26913.5
2051.225	4.44	26941.5
2051.775	5.85	26976.0
2052.325	4.87	27016.0
2052.875	6.56	27050.5
2053.425	6.82	27091.5
2053.975	6.66	27133.5
2054.525	6.66	27168.5
2055.075	6.63	27206.5
2055.625	6.71	27241.0
2056.175	6.14	27279.0
2056.725	7.29	27323.5
2057.275	6.87	27366.5
2057.825	9.48	27414.0
2058.375	7.18	27456.0
2058.925	5.48	27494.0
2059.475	10.79	27544.5
2060.025	14.4	27591.0
2060.575	10.77	27630.5
2061.125	9.72	27668.0
2061.675	12.2	27702.5
2062.225	12.13	27739.5
2062.775	7.88	27777.5
2063.325	7.68	27824.5
2063.875	6.19	27873.0
2064.425	6.98	27913.5
2064.975	6.26	27950.0
2065.525	6.17	27988.5
2066.075	6.55	28026.0
2066.625	4.99	28065.5
2067.175	4.58	28108.0
2067.725	3.1	28145.0
2068.275	2.38	28176.5
2068.825	1.67	28205.0
2069.375	1.27	28233.5
2069.925	2.19	28261.0
2070.475	3.73	28292.5
2071.025	5.47	28333.0
2071.575	6.58	28371.0
2072.125	6.34	28406.5
2072.675	7.1	28447.0
2073.225	7.34	28490.0
2073.775	4.67	28533.5
2074.325	4.76	28574.0
2074.875	7.04	28609.0
2075.425	7.21	28646.0
2075.975	8.23	28688.5
2076.525	5.24	28727.5
2077.075	4.21	28760.0
2077.625	3.81	28797.5
2078.175	5.06	28839.0
2078.725	5.14	28880.5
2079.275	5	28920.5
2079.825	4.26	28957.0
2080.375	5.18	28996.0
2080.925	4.86	29038.0
2081.475	5.37	29083.5
2082.025	4.37	29129.0
2082.575	4.71	29176.0
2083.125	4.34	29220.0
2083.675	3.79	29258.5
2084.225	4.42	29298.5
2084.775	4.42	29333.5
2085.325	3.67	29369.5
2085.875	3.69	29408.5
2086.425	2.67	29445.0
2086.975	2.26	29479.5
2087.525	2.37	29510.5
2088.075	2.89	29542.0
2088.625	1.65	29572.0
2089.175	1.57	29602.0
2089.725	2.33	29633.5
2090.275	2.17	29661.5
2090.825	1.87	29685.0
2091.375	1.73	29708.0
2091.925	1.22	29732.0
2092.475	1.15	29755.5
2093.025	1.81	29778.0
2093.575	1.61	29800.0
2094.125	2.73	29822.5
2094.675	3.22	29846.0
2095.225	3.13	29868.5
2095.775	2.73	29891.0
2096.325	4.95	29914.0
2096.875	2.1	29936.0
2097.425	2.5	29958.0
2097.975	1.44	29979.0
2098.525	1.23	30001.0
2099.075	3.93	30030.0
2099.625	8.02	30067.0
2100.175	6.81	30103.5
2100.725	4.62	30137.0
2101.275	5.98	30175.0
2101.825	3.4	30214.0
2102.375	4.75	30252.0
2102.925	5.69	30291.0
2103.475	5.2	30328.0
2104.025	5.34	30368.5
2104.575	5.76	30412.5
2105.125	6.9	30455.0
2105.675	5.73	30495.5
2106.225	6.59	30544.0
2106.775	5.52	30598.0
2107.325	5.46	30643.5
2107.875	5.75	30680.0
2108.425	5.39	30715.0
2108.975	5.29	30756.5
2109.525	3.38	30796.0
2110.075	2.32	30831.0
2110.625	2.08	30865.0
2111.175	1.27	30894.5
2111.725	1.3	30921.0
2112.275	1.21	30947.0
2112.825	0.92	30973.0
2113.375	1.04	30998.0
2113.925	1	31021.5
2114.475	1.01	31045.5
2115.025	1.46	31070.5
2115.575	2.13	31096.0
2116.125	2.21	31121.0
2116.675	1.53	31144.0
2117.225	0.88	31164.5
2117.775	1.04	31184.0
2118.325	1.18	31206.0
2118.875	4.12	31234.0
2119.425	5.08	31271.0
2119.975	5.55	31310.5
2120.525	6.31	31348.5
2121.075	7.79	31389.0
2121.625	7.08	31428.5
2122.175	7.86	31463.5
2122.725	8.33	31499.0
2123.275	4.93	31533.0
2123.825	6.33	31566.5
2124.375	5.31	31606.5
2124.925	6.35	31648.0
2125.475	5.31	31685.5
2126.025	5.48	31721.5
2126.575	5.38	31758.5
2127.125	5.4	31798.0
2127.675	4.29	31838.5
2128.225	5.62	31875.5
2128.775	4.73	31913.0
2129.325	5.85	31949.0
2129.875	2.12	31987.0
2130.425	2.53	32026.0
2130.975	3.58	32064.0
2131.525	2.73	32104.0
2132.075	1.59	32136.5
2132.625	2.37	32165.0
2133.175	3.6	32192.0
2133.725	3.53	32217.5
2134.275	3.89	32244.5
2134.825	6.15	32272.5
2135.375	6.23	32301.5
2135.925	3.55	32332.0
2136.475	6	32363.0
2137.025	7.64	32391.5
2137.575	3.85	32418.0
2138.125	2.92	32444.5
2138.675	3.41	32469.5
2139.225	2.16	32492.0
2139.775	4.71	32515.5
2140.325	1.53	32540.0
2140.875	1.81	32563.5
2141.425	6.7	32585.0
2141.975	7.82	32607.5
2142.525	2.74	32630.5
2143.075	2.98	32653.0
2143.625	2.64	32676.5
2144.175	2.53	32700.5
2144.725	2.72	32725.0
2145.275	1.82	32747.5
2145.825	2.02	32768.5
2146.375	2.47	32792.0
2146.925	2.29	32815.0
2147.475	2.53	32835.5
2148.025	3.5	32858.0
2148.575	5.45	32883.0
2149.125	6.87	32910.5
2149.675	8.64	32946.0
2150.225	6.87	32990.0
2150.775	2.29	33032.0
2151.325	5.9	33068.5
2151.875	9.58	33106.5
2152.425	10.2	33146.0
2152.975	8.31	33184.5
2153.525	8.23	33225.0
2154.075	7.34	33267.0
2154.625	6.93	33311.5
2155.175	5.27	33369.5
2155.725	4.51	33425.5
2156.275	4.1	33468.0
2156.825	4.37	33507.0
2157.375	4.54	33544.0
2157.925	4.18	33584.5
2158.475	3.18	33625.0
2159.025	3.17	33669.5
2159.575	5.42	33716.0
2160.125	4.27	33760.5
2160.675	3.55	33805.0
2161.225	3.15	33844.0
2161.775	2.78	33883.0
2162.325	2.66	33923.5
2162.875	1.77	33960.0
2163.425	1.1	33993.0
2163.975	0.64	34022.5
2164.525	0.65	34052.5
2165.075	0.76	34081.5
2165.625	0.92	34106.5
2166.175	0.95	34133.5
2166.725	0.69	34161.0
2167.275	0.81	34188.0
2167.825	999999	34219.5
2168.375	1.01	34253.5
2168.925	0.8	34288.0
2169.475	0.54	34319.5
2170.025	0.51	34347.0
2170.575	0.65	34378.5
2171.125	0.41	34411.0
2171.675	1.83	34440.5
2172.225	1.2	34470.0
2172.775	1.19	34498.5
2173.325	0.89	34526.0
2173.875	0.91	34552.0
2174.425	0.61	34577.5
2174.975	0.64	34604.5
2175.525	0.7	34630.0
2176.075	0.6	34656.5
2176.625	0.81	34681.5
2177.175	0.73	34705.5
2177.725	1.26	34732.5
2178.275	1.46	34759.0
2178.825	1.53	34785.5
2179.375	0.77	34812.0
2179.925	0.83	34838.5
2180.475	0.49	34864.0
2181.025	0.47	34889.0
2181.575	0.85	34914.0
2182.125	0.88	34938.0
2182.675	1.03	34961.5
2183.225	1.14	34987.0
2183.775	1.26	35013.5
2184.325	1.26	35038.0
2184.875	1.07	35062.0
2185.425	1.3	35086.5
2185.975	1.09	35112.5
2186.525	1.18	35138.5
2187.075	1.3	35166.0
2187.625	1.21	35192.5
2188.175	1.45	35215.0
2188.725	1.26	35238.5
2189.275	1.31	35262.5
2189.825	1.39	35285.0
2190.375	0.78	35308.5
2190.925	0.77	35333.0
2191.475	0.53	35357.0
2192.025	0.69	35381.0
2192.575	0.75	35404.5
2193.125	0.54	35428.5
2193.675	0.57	35453.0
2194.225	0.59	35477.5
2194.775	0.44	35501.0
2195.325	0.61	35524.0
2195.875	0.44	35547.0
2196.425	0.38	35570.0
2196.975	0.35	35592.5
2197.525	0.46	35614.0
2198.075	0.48	35636.5
2198.625	0.65	35658.0
2199.175	0.91	35680.0
2199.725	1.11	35704.0
2200.275	1.56	35732.5
2200.825	4.39	35768.0
2201.375	4.56	35804.5
2201.925	3.8	35840.5
2202.475	5.08	35878.5
2203.025	5.22	35917.5
2203.575	4.13	35960.5
2204.125	4.86	36005.5
2204.675	5.61	36047.5
2205.225	6.75	36096.5
2205.775	5.68	36144.0
2206.325	5.17	36193.5
2206.875	5.45	36250.5
2207.425	4.5	36302.0
2207.975	3.42	36352.0
2208.525	4.86	36402.0
2209.075	5.35	36452.5
2209.625	6.4	36499.0
2210.175	4.54	36543.5
2210.725	5.07	36591.0
2211.275	6.06	36639.5
2211.825	5.96	36694.0
2212.375	4.98	36747.0
2212.925	5.86	36793.0
2213.475	4.96	36838.5
2214.025	3.61	36892.5
2214.575	2.76	36953.0
2215.125	3.55	37007.5
2215.675	2.48	37064.0
2216.225	2.82	37118.0
2216.775	2.89	37161.5
2217.325	2.74	37206.0
2217.875	2.27	37252.0
2218.425	1.55	37298.0
2218.975	2.71	37346.0
2219.525	2.11	37394.5
2220.075	1.02	37440.0
2220.625	1.64	37480.0
2221.175	0.95	37515.5
2221.725	0.78	37550.0
2222.275	0.37	37584.0
2222.825	0.51	37612.5
2223.375	0.7	37644.0
2223.925	0.78	37684.5
2224.475	1.41	37731.0
2225.025	1.4	37774.5
2225.575	1.96	37812.5
2226.125	1.89	37854.0
2226.675	2.17	37896.0
2227.225	1.95	37938.0
2227.775	1.58	37979.5
2228.325	1.73	38020.5
2228.875	1.89	38067.5
2229.425	1.98	38122.0
2229.975	999999	38168.5
2230.525	1.44	38213.5
2231.075	1.5	38266.5
2231.625	0.9	38314.0
2232.175	1.66	38353.0
2232.725	999999	38390.5
2233.275	0.42	38430.5
2233.825	0.37	38469.0
2234.375	0.22	38504.5
2234.925	0.28	38536.5
2235.475	0.53	38566.5
2236.025	0.72	38597.0
2236.575	0.71	38629.0
2237.125	0.57	38661.5
2237.675	0.61	38694.0
2238.225	0.72	38725.0
2238.775	0.57	38756.5
2239.325	0.44	38788.5
2239.875	0.45	38817.5
2240.425	0.59	38845.0
2240.975	0.65	38873.0
2241.525	0.41	38901.0
2242.075	0.75	38927.5
2242.625	1.15	38953.0
2243.175	0.55	38981.5
2243.725	2.26	39016.5
2244.275	3.21	39055.0
2244.825	4.22	39096.0
2245.375	4.79	39140.5
2245.925	4.81	39191.5
2246.475	3.95	39241.0
2247.025	4.08	39288.5
2247.575	5.39	39337.0
2248.125	4.48	39389.5
2248.675	4.61	39449.5
2249.225	5.28	39501.0
2249.775	4.8	39548.5
2250.325	5.54	39605.5
2250.875	2.8	39664.0
2251.425	1.74	39710.5
2251.975	0.62	39754.0
2252.525	0.94	39795.0
2253.075	0.51	39827.5
2253.625	0.67	39861.5
2254.175	0.53	39899.0
2254.725	0.52	39936.5
2255.275	0.62	39974.5
2255.825	0.54	40014.0
2256.375	0.82	40050.0
2256.925	0.91	40085.5
2257.475	0.42	40122.5
2258.025	0.45	40159.0
2258.575	0.33	40193.0
2259.125	0.47	40223.5
2259.675	0.66	40253.5
2260.225	0.44	40284.0
2260.775	0.55	40315.5
2261.325	0.61	40346.0
2261.875	0.51	40376.0
2262.425	999999	40406.5
2262.975	999999	40437.5
2263.525	999999	40469.0
2264.075	0.65	40499.0
2264.625	0.66	40526.0
2265.175	999999	40552.5
2265.725	999999	40579.0
2266.275	999999	40607.5
