NEEM bottom depth;Age at bottom of sample;Acc mean;Acc min;Acc max;2 sigma
(m);(years b2k);(m/year i.e.);(m/year i.e.);(m/year i.e.);(m/year i.e.)
1346.18;10000;0.1633;0.1553;0.1700;0.0155
1347.21;10020;0.1625;0.1543;0.1695;0.0158
1348.25;10040;0.1625;0.1547;0.1695;0.0154
1349.28;10060;0.1623;0.1540;0.1696;0.0162
1350.30;10080;0.1622;0.1533;0.1695;0.0167
1351.32;10100;0.1621;0.1524;0.1701;0.0182
1352.35;10120;0.1644;0.1539;0.1742;0.0210
1353.39;10140;0.1656;0.1557;0.1754;0.0206
1354.43;10160;0.1650;0.1553;0.1753;0.0207
1355.46;10180;0.1652;0.1559;0.1765;0.0217
1356.50;10200;0.1638;0.1552;0.1746;0.0204
1357.54;10220;0.1644;0.1553;0.1764;0.0221
1358.57;10240;0.1624;0.1536;0.1737;0.0210
1359.57;10260;0.1593;0.1508;0.1697;0.0196
1360.56;10280;0.1576;0.1498;0.1666;0.0174
1361.54;10300;0.1569;0.1483;0.1671;0.0194
1362.51;10320;0.1545;0.1466;0.1630;0.0165
1363.47;10340;0.1529;0.1444;0.1617;0.0175
1364.39;10360;0.1504;0.1417;0.1586;0.0170
1365.31;10380;0.1498;0.1407;0.1583;0.0177
1366.23;10400;0.1491;0.1411;0.1564;0.0155
1367.14;10420;0.1483;0.1397;0.1561;0.0166
1368.05;10440;0.1472;0.1401;0.1531;0.0131
1368.95;10460;0.1465;0.1383;0.1536;0.0155
1369.85;10480;0.1472;0.1389;0.1551;0.0165
1370.76;10500;0.1476;0.1401;0.1554;0.0157
1371.67;10520;0.1474;0.1404;0.1553;0.0153
1372.57;10540;0.1473;0.1400;0.1563;0.0169
1373.48;10560;0.1474;0.1397;0.1576;0.0187
1374.38;10580;0.1475;0.1399;0.1579;0.0189
1375.29;10600;0.1479;0.1408;0.1587;0.0190
1376.20;10620;0.1476;0.1411;0.1576;0.0177
1377.10;10640;0.1469;0.1401;0.1573;0.0184
1378.00;10660;0.1467;0.1404;0.1566;0.0173
1378.90;10680;0.1462;0.1393;0.1564;0.0180
1379.79;10700;0.1462;0.1392;0.1568;0.0187
1380.68;10720;0.1454;0.1383;0.1565;0.0195
1381.55;10740;0.1442;0.1375;0.1548;0.0187
1382.42;10760;0.1433;0.1361;0.1546;0.0198
1383.29;10780;0.1431;0.1358;0.1550;0.0209
1384.16;10800;0.1433;0.1348;0.1560;0.0227
1385.03;10820;0.1423;0.1348;0.1537;0.0204
1385.89;10840;0.1401;0.1328;0.1503;0.0187
1386.73;10860;0.1392;0.1314;0.1493;0.0189
1387.56;10880;0.1378;0.1291;0.1478;0.0197
1388.38;10900;0.1369;0.1290;0.1453;0.0171
1389.19;10920;0.1344;0.1264;0.1415;0.0155
1389.99;10940;0.1331;0.1259;0.1401;0.0149
1390.78;10960;0.1329;0.1253;0.1404;0.0158
1391.57;10980;0.1326;0.1258;0.1395;0.0145
1392.35;11000;0.1315;0.1245;0.1383;0.0146
1393.13;11020;0.1311;0.1245;0.1377;0.0138
1393.91;11040;0.1313;0.1236;0.1399;0.0173
1394.69;11060;0.1315;0.1252;0.1393;0.0150
1395.46;11080;0.1303;0.1239;0.1377;0.0145
1396.22;11100;0.1294;0.1222;0.1374;0.0158
1396.98;11120;0.1300;0.1220;0.1394;0.0182
1397.75;11140;0.1305;0.1235;0.1396;0.0171
1398.52;11160;0.1311;0.1251;0.1401;0.0160
1399.30;11180;0.1305;0.1247;0.1389;0.0151
1400.08;11200;0.1312;0.1241;0.1407;0.0175
1400.86;11220;0.1319;0.1243;0.1420;0.0187
1401.65;11240;0.1317;0.1247;0.1415;0.0179
1402.44;11260;0.1312;0.1238;0.1411;0.0180
1403.23;11280;0.1309;0.1226;0.1422;0.0206
1404.01;11300;0.1312;0.1215;0.1432;0.0226
1404.80;11320;0.1307;0.1207;0.1432;0.0234
1405.58;11340;0.1298;0.1197;0.1426;0.0239
1406.35;11360;0.1277;0.1185;0.1393;0.0218
1407.09;11380;0.1255;0.1159;0.1371;0.0221
1407.83;11400;0.1229;0.1142;0.1333;0.0198
1408.54;11420;0.1210;0.1121;0.1319;0.0208
1409.25;11440;0.1195;0.1100;0.1312;0.0221
1409.96;11460;0.1187;0.1084;0.1300;0.0222
1410.66;11480;0.1181;0.1074;0.1299;0.0232
1411.36;11500;0.1183;0.1071;0.1304;0.0241
1412.08;11520;0.1200;0.1088;0.1331;0.0255
1412.81;11540;0.1230;0.1100;0.1373;0.0285
1413.57;11560;0.1252;0.1117;0.1391;0.0280
1414.32;11580;0.1263;0.1134;0.1406;0.0281
1415.08;11600;0.1274;0.1146;0.1410;0.0276
1415.84;11620;0.1265;0.1153;0.1384;0.0243
1416.58;11640;0.1230;0.1106;0.1370;0.0272
1417.28;11660;0.1168;0.1042;0.1320;0.0279
1417.94;11680;0.1099;0.0984;0.1253;0.0269
1418.56;11700;0.1025;0.0920;0.1173;0.0249
1419.14;11720;0.0944;0.0842;0.1081;0.0227
1419.66;11740;0.0864;0.0773;0.0999;0.0207
1420.15;11760;0.0799;0.0703;0.0935;0.0212
1420.61;11780;0.0767;0.0683;0.0885;0.0183
1421.07;11800;0.0750;0.0670;0.0843;0.0155
1421.52;11820;0.0725;0.0641;0.0811;0.0149
1421.96;11840;0.0709;0.0624;0.0788;0.0141
1422.40;11860;0.0706;0.0628;0.0775;0.0128
1422.84;11880;0.0705;0.0625;0.0773;0.0131
1423.28;11900;0.0705;0.0628;0.0772;0.0127
1423.71;11920;0.0698;0.0616;0.0770;0.0135
1424.13;11940;0.0690;0.0605;0.0770;0.0144
1424.55;11960;0.0691;0.0614;0.0769;0.0135
1424.99;11980;0.0705;0.0631;0.0788;0.0139
1425.42;12000;0.0708;0.0632;0.0789;0.0139
1425.86;12020;0.0706;0.0635;0.0786;0.0133
1426.30;12040;0.0700;0.0617;0.0787;0.0146
1426.73;12060;0.0698;0.0622;0.0779;0.0134
1427.17;12080;0.0704;0.0631;0.0774;0.0125
1427.62;12100;0.0698;0.0615;0.0769;0.0133
1428.05;12120;0.0677;0.0590;0.0745;0.0132
1428.47;12140;0.0672;0.0586;0.0737;0.0130
1428.88;12160;0.0668;0.0575;0.0735;0.0139
1429.30;12180;0.0666;0.0579;0.0726;0.0130
1429.71;12200;0.0667;0.0575;0.0727;0.0136
1430.13;12220;0.0672;0.0580;0.0736;0.0137
1430.55;12240;0.0679;0.0594;0.0736;0.0126
1430.98;12260;0.0680;0.0588;0.0735;0.0133
1431.40;12280;0.0672;0.0581;0.0733;0.0136
1431.82;12300;0.0668;0.0572;0.0732;0.0143
1432.24;12320;0.0668;0.0575;0.0730;0.0139
1432.66;12340;0.0670;0.0574;0.0738;0.0145
1433.07;12360;0.0664;0.0571;0.0725;0.0137
1433.49;12380;0.0672;0.0580;0.0736;0.0140
1433.93;12400;0.0681;0.0588;0.0753;0.0144
1434.37;12420;0.0685;0.0579;0.0755;0.0156
1434.80;12440;0.0687;0.0587;0.0755;0.0148
1435.24;12460;0.0684;0.0574;0.0760;0.0163
1435.67;12480;0.0680;0.0569;0.0751;0.0161
1436.11;12500;0.0677;0.0559;0.0752;0.0171
1436.54;12520;0.0669;0.0548;0.0751;0.0177
1436.96;12540;0.0653;0.0532;0.0727;0.0174
1437.36;12560;0.0638;0.0518;0.0715;0.0173
1437.77;12580;0.0632;0.0512;0.0706;0.0172
1438.18;12600;0.0633;0.0519;0.0710;0.0169
1438.58;12620;0.0629;0.0516;0.0707;0.0170
1438.98;12640;0.0630;0.0522;0.0708;0.0167
1439.39;12660;0.0631;0.0524;0.0709;0.0170
1439.80;12680;0.0638;0.0534;0.0726;0.0174
1440.23;12700;0.0645;0.0545;0.0733;0.0169
1440.65;12720;0.0640;0.0534;0.0731;0.0177
1441.06;12740;0.0627;0.0520;0.0711;0.0173
1441.47;12760;0.0632;0.0537;0.0711;0.0156
1441.88;12780;0.0648;0.0552;0.0727;0.0155
1442.30;12800;0.0659;0.0568;0.0730;0.0142
1442.73;12820;0.0681;0.0603;0.0742;0.0123
1443.16;12840;0.0712;0.0645;0.0764;0.0106
1443.61;12860;0.0746;0.0689;0.0793;0.0092
1444.09;12880;0.0787;0.0740;0.0835;0.0083
1444.58;12900;0.0811;0.0757;0.0865;0.0093
1445.07;12920;0.0831;0.0784;0.0879;0.0082
1445.58;12940;0.0863;0.0813;0.0920;0.0092
1446.10;12960;0.0869;0.0812;0.0928;0.0102
1446.62;12980;0.0868;0.0805;0.0937;0.0117
1447.13;13000;0.0867;0.0806;0.0941;0.0121
1447.64;13020;0.0856;0.0792;0.0932;0.0127
1448.14;13040;0.0844;0.0780;0.0924;0.0132
1448.63;13060;0.0825;0.0760;0.0908;0.0136
1449.09;13080;0.0788;0.0724;0.0866;0.0131
1449.54;13100;0.0772;0.0710;0.0848;0.0125
1449.98;13120;0.0765;0.0710;0.0831;0.0110
1450.43;13140;0.0755;0.0696;0.0820;0.0110
1450.86;13160;0.0750;0.0693;0.0810;0.0102
1451.30;13180;0.0747;0.0686;0.0807;0.0105
1451.73;13200;0.0743;0.0678;0.0810;0.0116
1452.17;13220;0.0766;0.0708;0.0828;0.0106
1452.64;13240;0.0792;0.0733;0.0858;0.0109
1453.11;13260;0.0811;0.0749;0.0878;0.0114
1453.60;13280;0.0829;0.0767;0.0897;0.0119
1454.09;13300;0.0842;0.0768;0.0921;0.0137
1454.59;13320;0.0865;0.0804;0.0943;0.0127
1455.11;13340;0.0891;0.0828;0.0963;0.0124
1455.63;13360;0.0892;0.0827;0.0972;0.0132
1456.15;13380;0.0894;0.0828;0.0974;0.0139
1456.66;13400;0.0894;0.0827;0.0983;0.0149
1457.17;13420;0.0905;0.0842;0.0990;0.0139
1457.69;13440;0.0914;0.0857;0.0995;0.0129
1458.22;13460;0.0923;0.0863;0.1000;0.0129
1458.75;13480;0.0925;0.0868;0.1002;0.0126
1459.29;13500;0.0926;0.0856;0.1005;0.0142
1459.82;13520;0.0915;0.0841;0.1004;0.0150
1460.34;13540;0.0912;0.0831;0.1009;0.0161
1460.85;13560;0.0898;0.0808;0.1012;0.0184
1461.36;13580;0.0890;0.0802;0.1012;0.0192
1461.85;13600;0.0871;0.0775;0.1007;0.0209
1462.33;13620;0.0861;0.0765;0.1001;0.0213
1462.81;13640;0.0866;0.0783;0.0999;0.0191
1463.30;13660;0.0875;0.0800;0.0989;0.0169
1463.80;13680;0.0878;0.0802;0.0983;0.0164
1464.30;13700;0.0883;0.0814;0.0976;0.0146
1464.81;13720;0.0889;0.0822;0.0971;0.0133
1465.32;13740;0.0902;0.0842;0.0970;0.0116
1465.85;13760;0.0905;0.0838;0.0972;0.0121
1466.36;13780;0.0899;0.0830;0.0968;0.0125
1466.88;13800;0.0907;0.0840;0.0975;0.0123
1467.40;13820;0.0917;0.0856;0.0982;0.0113
1467.92;13840;0.0924;0.0861;0.0987;0.0113
1468.45;13860;0.0926;0.0861;0.0991;0.0116
1468.97;13880;0.0925;0.0861;0.0994;0.0122
1469.49;13900;0.0911;0.0840;0.0996;0.0140
1469.99;13920;0.0893;0.0812;0.0996;0.0164
1470.48;13940;0.0872;0.0779;0.0993;0.0188
1470.94;13960;0.0835;0.0724;0.0982;0.0225
1471.38;13980;0.0800;0.0682;0.0975;0.0259
1471.79;14000;0.0767;0.0640;0.0965;0.0288
1472.18;14020;0.0746;0.0618;0.0954;0.0295
1472.57;14040;0.0745;0.0628;0.0940;0.0276
1472.97;14060;0.0750;0.0643;0.0932;0.0256
1473.37;14080;0.0764;0.0667;0.0929;0.0235
1473.79;14100;0.0785;0.0699;0.0934;0.0216
1474.21;14120;0.0801;0.0715;0.0946;0.0210
1474.66;14140;0.0836;0.0760;0.0966;0.0189
1475.13;14160;0.0868;0.0790;0.0990;0.0184
1475.61;14180;0.0896;0.0818;0.1018;0.0184
1476.11;14200;0.0916;0.0824;0.1043;0.0201
1476.61;14220;0.0924;0.0824;0.1065;0.0219
1477.12;14240;0.0953;0.0858;0.1084;0.0201
1477.65;14260;0.0981;0.0888;0.1098;0.0187
1478.19;14280;0.0989;0.0892;0.1106;0.0190
1478.73;14300;0.0985;0.0888;0.1113;0.0199
1479.26;14320;0.0978;0.0873;0.1118;0.0216
1479.78;14340;0.0975;0.0880;0.1121;0.0214
1480.31;14360;0.0979;0.0881;0.1126;0.0217
1480.83;14380;0.0978;0.0883;0.1133;0.0223
1481.36;14400;0.0992;0.0904;0.1143;0.0213
1481.90;14420;0.0997;0.0901;0.1157;0.0231
1482.43;14440;0.0998;0.0897;0.1174;0.0253
1482.96;14460;0.1021;0.0930;0.1193;0.0243
1483.52;14480;0.1045;0.0949;0.1212;0.0240
1484.08;14500;0.1069;0.0979;0.1228;0.0230
1484.66;14520;0.1076;0.0978;0.1242;0.0243
1485.23;14540;0.1067;0.0954;0.1253;0.0273
1485.79;14560;0.1062;0.0958;0.1254;0.0273
1486.35;14580;0.1061;0.0957;0.1247;0.0265
1486.91;14600;0.1052;0.0940;0.1234;0.0267
1487.46;14620;0.1026;0.0914;0.1214;0.0274
1487.98;14640;0.0969;0.0834;0.1188;0.0322
1488.44;14660;0.0900;0.0757;0.1151;0.0361
1488.87;14680;0.0846;0.0707;0.1104;0.0365
1489.28;14700;0.0798;0.0661;0.1053;0.0361
1489.66;14720;0.0756;0.0625;0.0997;0.0343
1490.01;14740;0.0702;0.0578;0.0937;0.0328
1490.34;14760;0.0654;0.0532;0.0881;0.0319
1490.64;14780;0.0632;0.0536;0.0830;0.0272
1490.96;14800;0.0629;0.0544;0.0787;0.0221
1491.27;14820;0.0614;0.0540;0.0752;0.0194
1491.58;14840;0.0602;0.0530;0.0726;0.0176
1491.88;14860;0.0584;0.0511;0.0710;0.0179
1492.17;14880;0.0564;0.0491;0.0705;0.0196
1492.44;14900;0.0552;0.0483;0.0702;0.0203
1492.71;14920;0.0549;0.0477;0.0700;0.0207
1492.98;14940;0.0546;0.0469;0.0701;0.0213
1493.25;14960;0.0541;0.0462;0.0700;0.0219
1493.51;14980;0.0532;0.0451;0.0699;0.0230
1493.76;15000;0.0533;0.0451;0.0696;0.0226
1494.02;15020;0.0534;0.0454;0.0690;0.0217
1494.28;15040;0.0534;0.0454;0.0681;0.0205
1494.54;15060;0.0525;0.0447;0.0674;0.0207
1494.79;15080;0.0512;0.0434;0.0669;0.0215
1495.03;15100;0.0507;0.0431;0.0667;0.0219
1495.28;15120;0.0511;0.0433;0.0670;0.0218
1495.53;15140;0.0510;0.0431;0.0677;0.0227
1495.77;15160;0.0507;0.0425;0.0685;0.0241
1496.01;15180;0.0510;0.0426;0.0695;0.0250
1496.26;15200;0.0516;0.0430;0.0701;0.0251
1496.51;15220;0.0525;0.0445;0.0705;0.0243
1496.77;15240;0.0536;0.0453;0.0705;0.0232
1497.02;15260;0.0539;0.0461;0.0702;0.0223
1497.28;15280;0.0537;0.0463;0.0696;0.0216
1497.54;15300;0.0537;0.0461;0.0688;0.0208
1497.80;15320;0.0531;0.0459;0.0680;0.0203
1498.06;15340;0.0529;0.0455;0.0671;0.0196
1498.32;15360;0.0524;0.0450;0.0662;0.0191
1498.57;15380;0.0514;0.0443;0.0653;0.0191
1498.82;15400;0.0510;0.0441;0.0645;0.0186
1499.07;15420;0.0513;0.0443;0.0638;0.0174
1499.33;15440;0.0516;0.0451;0.0632;0.0162
1499.59;15460;0.0517;0.0453;0.0628;0.0155
1499.85;15480;0.0513;0.0453;0.0626;0.0156
1500.10;15500;0.0512;0.0451;0.0624;0.0156
1500.35;15520;0.0509;0.0446;0.0623;0.0160
1500.61;15540;0.0504;0.0440;0.0624;0.0166
1500.85;15560;0.0495;0.0431;0.0624;0.0176
1501.10;15580;0.0494;0.0426;0.0623;0.0178
1501.34;15600;0.0486;0.0416;0.0621;0.0185
1501.57;15620;0.0486;0.0416;0.0618;0.0182
1501.81;15640;0.0484;0.0413;0.0614;0.0180
1502.05;15660;0.0489;0.0423;0.0610;0.0167
1502.30;15680;0.0493;0.0427;0.0606;0.0157
1502.54;15700;0.0495;0.0431;0.0603;0.0151
1502.79;15720;0.0491;0.0428;0.0601;0.0153
1503.04;15740;0.0498;0.0439;0.0600;0.0143
1503.29;15760;0.0507;0.0450;0.0602;0.0134
1503.55;15780;0.0518;0.0465;0.0605;0.0124
1503.81;15800;0.0525;0.0470;0.0609;0.0124
1504.08;15820;0.0530;0.0472;0.0614;0.0127
1504.35;15840;0.0533;0.0473;0.0619;0.0131
1504.61;15860;0.0537;0.0480;0.0623;0.0130
1504.88;15880;0.0541;0.0484;0.0627;0.0130
1505.15;15900;0.0537;0.0479;0.0628;0.0134
1505.41;15920;0.0533;0.0475;0.0628;0.0139
1505.68;15940;0.0529;0.0473;0.0625;0.0140
1505.94;15960;0.0526;0.0475;0.0622;0.0136
1506.20;15980;0.0531;0.0479;0.0617;0.0126
1506.47;16000;0.0532;0.0480;0.0613;0.0120
1506.73;16020;0.0528;0.0478;0.0609;0.0119
1506.99;16040;0.0524;0.0475;0.0607;0.0120
1507.25;16060;0.0521;0.0471;0.0603;0.0120
1507.51;16080;0.0514;0.0464;0.0597;0.0121
1507.77;16100;0.0507;0.0458;0.0590;0.0120
1508.02;16120;0.0500;0.0455;0.0582;0.0115
1508.27;16140;0.0499;0.0454;0.0571;0.0106
1508.52;16160;0.0498;0.0453;0.0562;0.0099
1508.77;16180;0.0492;0.0447;0.0555;0.0096
1509.02;16200;0.0490;0.0446;0.0552;0.0094
1509.27;16220;0.0492;0.0449;0.0552;0.0092
1509.52;16240;0.0493;0.0450;0.0556;0.0095
1509.77;16260;0.0493;0.0449;0.0562;0.0103
1510.02;16280;0.0492;0.0447;0.0571;0.0113
1510.26;16300;0.0495;0.0447;0.0578;0.0119
1510.52;16320;0.0503;0.0450;0.0583;0.0120
1510.78;16340;0.0507;0.0451;0.0587;0.0122
1511.04;16360;0.0510;0.0450;0.0589;0.0125
1511.30;16380;0.0512;0.0449;0.0589;0.0123
1511.58;16400;0.0517;0.0451;0.0588;0.0120
1511.85;16420;0.0520;0.0454;0.0587;0.0116
1512.12;16440;0.0518;0.0458;0.0585;0.0111
1512.39;16460;0.0517;0.0464;0.0585;0.0107
1512.66;16480;0.0521;0.0471;0.0589;0.0107
1512.93;16500;0.0521;0.0471;0.0596;0.0112
1513.19;16520;0.0522;0.0471;0.0606;0.0124
1513.45;16540;0.0525;0.0474;0.0620;0.0134
1513.70;16560;0.0529;0.0478;0.0632;0.0142
1513.97;16580;0.0537;0.0479;0.0642;0.0150
1514.24;16600;0.0541;0.0479;0.0647;0.0155
1514.51;16620;0.0542;0.0476;0.0647;0.0155
1514.78;16640;0.0543;0.0479;0.0641;0.0147
1515.06;16660;0.0544;0.0481;0.0632;0.0135
1515.34;16680;0.0539;0.0478;0.0620;0.0127
1515.62;16700;0.0535;0.0472;0.0611;0.0122
1515.90;16720;0.0529;0.0466;0.0605;0.0120
1516.17;16740;0.0525;0.0460;0.0601;0.0121
1516.43;16760;0.0520;0.0455;0.0599;0.0121
1516.71;16780;0.0523;0.0451;0.0600;0.0128
1516.98;16800;0.0523;0.0446;0.0598;0.0130
1517.26;16820;0.0520;0.0441;0.0594;0.0130
1517.53;16840;0.0515;0.0436;0.0588;0.0130
1517.80;16860;0.0509;0.0431;0.0582;0.0129
1518.06;16880;0.0500;0.0427;0.0575;0.0127
1518.32;16900;0.0497;0.0424;0.0568;0.0126
1518.58;16920;0.0489;0.0421;0.0559;0.0118
1518.83;16940;0.0487;0.0419;0.0555;0.0118
1519.09;16960;0.0488;0.0417;0.0553;0.0119
1519.34;16980;0.0489;0.0415;0.0551;0.0119
1519.61;17000;0.0493;0.0413;0.0554;0.0124
1519.88;17020;0.0499;0.0411;0.0555;0.0128
1520.15;17040;0.0502;0.0409;0.0556;0.0131
1520.43;17060;0.0507;0.0406;0.0564;0.0141
1520.70;17080;0.0508;0.0404;0.0563;0.0144
1520.98;17100;0.0509;0.0402;0.0570;0.0150
1521.26;17120;0.0508;0.0401;0.0567;0.0149
1521.54;17140;0.0506;0.0400;0.0566;0.0147
1521.82;17160;0.0504;0.0399;0.0566;0.0147
1522.10;17180;0.0503;0.0398;0.0569;0.0149
1522.38;17200;0.0494;0.0398;0.0560;0.0141
1522.65;17220;0.0489;0.0397;0.0560;0.0138
1522.91;17240;0.0485;0.0397;0.0552;0.0133
1523.17;17260;0.0486;0.0397;0.0554;0.0135
1523.43;17280;0.0482;0.0396;0.0549;0.0131
1523.68;17300;0.0479;0.0395;0.0545;0.0129
1523.94;17320;0.0481;0.0393;0.0550;0.0134
1524.20;17340;0.0484;0.0390;0.0548;0.0138
1524.46;17360;0.0486;0.0386;0.0549;0.0143
1524.73;17380;0.0481;0.0381;0.0543;0.0142
1524.99;17400;0.0479;0.0377;0.0542;0.0144
1525.25;17420;0.0478;0.0373;0.0539;0.0147
1525.52;17440;0.0477;0.0370;0.0541;0.0150
1525.78;17460;0.0467;0.0367;0.0524;0.0139
1526.03;17480;0.0463;0.0366;0.0520;0.0136
1526.28;17500;0.0460;0.0366;0.0513;0.0132
1526.53;17520;0.0460;0.0366;0.0511;0.0130
1526.78;17540;0.0460;0.0369;0.0510;0.0128
1527.03;17560;0.0464;0.0373;0.0515;0.0128
1527.29;17580;0.0469;0.0379;0.0520;0.0126
1527.55;17600;0.0477;0.0386;0.0528;0.0127
1527.82;17620;0.0489;0.0395;0.0548;0.0134
1528.09;17640;0.0496;0.0404;0.0558;0.0133
1528.37;17660;0.0498;0.0412;0.0564;0.0131
1528.64;17680;0.0499;0.0420;0.0567;0.0126
1528.91;17700;0.0500;0.0426;0.0567;0.0121
1529.17;17720;0.0501;0.0430;0.0566;0.0116
1529.44;17740;0.0504;0.0433;0.0568;0.0116
1529.70;17760;0.0506;0.0435;0.0565;0.0112
1529.97;17780;0.0510;0.0436;0.0570;0.0116
1530.24;17800;0.0516;0.0436;0.0573;0.0120
1530.51;17820;0.0518;0.0434;0.0575;0.0121
1530.79;17840;0.0520;0.0432;0.0576;0.0126
1531.07;17860;0.0520;0.0429;0.0578;0.0131
1531.35;17880;0.0518;0.0425;0.0578;0.0134
1531.62;17900;0.0509;0.0421;0.0566;0.0128
1531.88;17920;0.0502;0.0415;0.0558;0.0125
1532.14;17940;0.0499;0.0410;0.0560;0.0130
1532.41;17960;0.0496;0.0404;0.0555;0.0133
1532.67;17980;0.0490;0.0398;0.0550;0.0132
1532.93;18000;0.0483;0.0393;0.0540;0.0129
1533.18;18020;0.0475;0.0388;0.0530;0.0125
1533.43;18040;0.0473;0.0384;0.0525;0.0126
1533.68;18060;0.0475;0.0380;0.0533;0.0136
1533.94;18080;0.0476;0.0376;0.0535;0.0141
1534.20;18100;0.0479;0.0374;0.0541;0.0149
1534.47;18120;0.0484;0.0373;0.0554;0.0160
1534.75;18140;0.0489;0.0373;0.0564;0.0167
1535.03;18160;0.0496;0.0374;0.0576;0.0176
1535.31;18180;0.0498;0.0376;0.0581;0.0178
1535.60;18200;0.0495;0.0379;0.0573;0.0169
1535.87;18220;0.0490;0.0382;0.0561;0.0155
1536.14;18240;0.0492;0.0386;0.0567;0.0155
1536.42;18260;0.0491;0.0389;0.0564;0.0149
1536.68;18280;0.0488;0.0391;0.0554;0.0140
1536.95;18300;0.0485;0.0393;0.0547;0.0134
1537.21;18320;0.0483;0.0393;0.0545;0.0133
1537.47;18340;0.0481;0.0394;0.0545;0.0132
1537.72;18360;0.0480;0.0393;0.0547;0.0133
1537.98;18380;0.0477;0.0392;0.0544;0.0131
1538.23;18400;0.0472;0.0390;0.0532;0.0124
1538.47;18420;0.0471;0.0388;0.0532;0.0126
1538.72;18440;0.0470;0.0386;0.0531;0.0127
1538.97;18460;0.0472;0.0384;0.0537;0.0132
1539.22;18480;0.0475;0.0384;0.0536;0.0132
1539.48;18500;0.0477;0.0385;0.0535;0.0131
1539.73;18520;0.0475;0.0388;0.0525;0.0122
1539.99;18540;0.0479;0.0391;0.0528;0.0122
1540.25;18560;0.0485;0.0395;0.0542;0.0128
1540.52;18580;0.0488;0.0400;0.0542;0.0125
1540.78;18600;0.0491;0.0405;0.0539;0.0120
1541.04;18620;0.0496;0.0409;0.0545;0.0121
1541.31;18640;0.0501;0.0414;0.0549;0.0121
1541.58;18660;0.0504;0.0419;0.0554;0.0121
1541.85;18680;0.0509;0.0423;0.0563;0.0123
1542.11;18700;0.0509;0.0427;0.0554;0.0115
1542.38;18720;0.0512;0.0430;0.0558;0.0114
1542.65;18740;0.0513;0.0433;0.0558;0.0112
1542.91;18760;0.0516;0.0435;0.0563;0.0114
1543.18;18780;0.0519;0.0435;0.0569;0.0118
1543.46;18800;0.0522;0.0435;0.0579;0.0125
1543.73;18820;0.0519;0.0435;0.0574;0.0121
1544.00;18840;0.0518;0.0434;0.0574;0.0121
1544.27;18860;0.0516;0.0433;0.0574;0.0120
1544.54;18880;0.0515;0.0433;0.0573;0.0121
1544.81;18900;0.0509;0.0432;0.0565;0.0114
1545.07;18920;0.0506;0.0431;0.0560;0.0112
1545.32;18940;0.0500;0.0430;0.0548;0.0103
1545.57;18960;0.0498;0.0430;0.0546;0.0102
1545.83;18980;0.0498;0.0430;0.0545;0.0100
1546.08;19000;0.0499;0.0432;0.0544;0.0099
1546.33;19020;0.0500;0.0435;0.0545;0.0097
1546.59;19040;0.0503;0.0438;0.0547;0.0096
1546.84;19060;0.0503;0.0442;0.0547;0.0092
1547.10;19080;0.0509;0.0446;0.0558;0.0098
1547.36;19100;0.0511;0.0450;0.0563;0.0099
1547.62;19120;0.0516;0.0454;0.0569;0.0102
1547.88;19140;0.0520;0.0457;0.0575;0.0105
1548.13;19160;0.0518;0.0458;0.0580;0.0107
1548.39;19180;0.0518;0.0460;0.0584;0.0110
1548.64;19200;0.0520;0.0461;0.0587;0.0113
1548.90;19220;0.0518;0.0463;0.0582;0.0109
1549.15;19240;0.0519;0.0464;0.0582;0.0107
1549.40;19260;0.0518;0.0465;0.0580;0.0103
1549.65;19280;0.0516;0.0466;0.0578;0.0102
1549.91;19300;0.0517;0.0466;0.0577;0.0099
1550.16;19320;0.0517;0.0466;0.0576;0.0099
1550.42;19340;0.0519;0.0465;0.0577;0.0098
1550.67;19360;0.0522;0.0466;0.0577;0.0097
1550.93;19380;0.0527;0.0467;0.0583;0.0102
1551.19;19400;0.0527;0.0468;0.0583;0.0100
1551.46;19420;0.0528;0.0470;0.0583;0.0098
1551.72;19440;0.0530;0.0471;0.0582;0.0095
1551.98;19460;0.0534;0.0472;0.0585;0.0098
1552.25;19480;0.0534;0.0472;0.0585;0.0097
1552.52;19500;0.0537;0.0473;0.0588;0.0100
1552.79;19520;0.0540;0.0475;0.0588;0.0099
1553.06;19540;0.0542;0.0476;0.0593;0.0103
1553.33;19560;0.0540;0.0477;0.0597;0.0107
1553.59;19580;0.0541;0.0479;0.0603;0.0112
1553.86;19600;0.0540;0.0481;0.0604;0.0113
1554.12;19620;0.0537;0.0481;0.0608;0.0118
1554.38;19640;0.0533;0.0482;0.0609;0.0119
1554.62;19660;0.0526;0.0481;0.0608;0.0120
1554.86;19680;0.0520;0.0478;0.0608;0.0124
1555.10;19700;0.0518;0.0476;0.0607;0.0125
1555.34;19720;0.0519;0.0475;0.0604;0.0123
1555.58;19740;0.0518;0.0472;0.0601;0.0120
1555.83;19760;0.0522;0.0472;0.0598;0.0117
1556.08;19780;0.0521;0.0469;0.0593;0.0115
1556.33;19800;0.0524;0.0468;0.0589;0.0111
1556.59;19820;0.0529;0.0467;0.0590;0.0110
1556.85;19840;0.0530;0.0464;0.0586;0.0106
1557.12;19860;0.0530;0.0463;0.0583;0.0106
1557.38;19880;0.0530;0.0461;0.0582;0.0106
1557.64;19900;0.0530;0.0460;0.0581;0.0107
