   2400.004    158.925
   2400.005    154.870
   2400.006    100.544
   2400.007     65.273
   2400.008     41.758
   2400.009     42.975
   2400.010     56.759
   2400.011     52.299
   2400.012     47.434
   2400.013     39.731
   2400.014     36.488
   2400.015     35.677
   2400.016     34.055
   2400.017     47.840
   2400.018     77.841
   2400.019    116.761
   2400.020    150.816
   2400.021    119.599
   2400.022     83.922
   2400.023     63.246
   2400.024     62.840
   2400.025     63.246
   2400.026     66.894
   2400.027     65.678
   2400.028     55.137
   2400.029     38.920
   2400.030     27.163
   2400.031     18.244
   2400.032     21.487
   2400.033     13.379
   2400.034     19.055
   2400.035     26.352
   2400.036     35.272
   2400.037     43.380
   2400.038     47.029
   2400.039     41.353
   2400.040     38.920
   2400.041     45.407
   2400.042     59.597
   2400.043     68.921
   2400.044     72.165
   2400.045     55.543
   2400.046     38.109
   2400.047     33.244
   2400.048     32.028
   2400.049     45.002
   2400.050     48.650
   2400.051     51.488
   2400.052     55.948
   2400.053     36.893
   2400.054     27.569
   2400.055     31.217
   2400.056     45.812
   2400.057     60.002
   2400.058     79.057
   2400.059     69.732
   2400.060     66.083
   2400.061     62.840
   2400.062     68.516
   2400.063     76.219
   2400.064     88.382
   2400.065     88.382
   2400.066     83.922
   2400.067     78.246
   2400.068     59.597
   2400.069     47.029
   2400.070     35.272
   2400.071     43.785
   2400.072     72.976
   2400.073    135.005
   2400.074    180.412
   2400.075    176.358
   2400.076    124.869
   2400.077     87.165
   2400.078     81.895
   2400.079     86.760
   2400.080     81.489
   2400.081     65.273
   2400.082     40.542
   2400.083     22.298
   2400.084     21.487
   2400.085     26.352
   2400.086     29.596
   2400.087     39.731
   2400.088     66.083
   2400.089    103.382
   2400.090    120.815
   2400.091    145.140
   2400.092    143.924
   2400.093    109.869
   2400.094     71.759
   2400.095     74.192
   2400.096     66.894
   2400.097     62.435
   2400.098     55.948
   2400.099     54.326
   2400.100     51.083
   2400.101     41.758
   2400.102     34.461
   2400.103     26.352
   2400.104     20.676
   2400.105     14.190
   2400.106     11.352
   2400.107     10.541
   2400.108     12.568
   2400.109     23.920
   2400.110     42.569
   2400.111     81.489
   2400.112    111.491
   2400.113    113.923
   2400.114     93.652
   2400.115     63.651
   2400.116     38.515
   2400.117     24.731
   2400.118     17.838
   2400.119     20.271
   2400.120     21.487
   2400.121     23.920
   2400.122     25.947
   2400.123     34.866
   2400.124     51.488
   2400.125     53.110
   2400.126     54.326
   2400.127     72.165
   2400.128     78.246
   2400.129     91.625
   2400.130     75.814
   2400.131     55.543
   2400.132     40.947
   2400.133     36.488
   2400.134     31.623
   2400.135     30.001
   2400.136     32.434
   2400.137     35.677
   2400.138     36.488
   2400.139     35.272
   2400.140     35.272
   2400.141     36.488
   2400.142     44.596
   2400.143     43.380
   2400.144     34.055
   2400.145     30.407
   2400.146     25.947
   2400.147     22.704
   2400.148     25.947
   2400.149     30.407
   2400.150     34.055
   2400.151     44.596
   2400.152     49.056
   2400.153     48.650
   2400.154     37.299
   2400.155     28.379
   2400.156     19.460
   2400.157     18.244
   2400.158     26.758
   2400.159     34.055
   2400.160     41.353
   2400.161     35.677
   2400.162     27.974
   2400.163     20.676
   2400.164     16.217
   2400.165     14.190
   2400.166     22.298
   2400.167     24.731
   2400.168     24.325
   2400.169     26.758
   2400.170     32.434
   2400.171     32.839
   2400.172     27.974
   2400.173     16.217
   2400.174     11.352
   2400.175      8.514
   2400.176     10.946
   2400.177     12.163
   2400.178     14.595
   2400.179     22.298
   2400.180     32.434
   2400.181     46.218
   2400.182     64.462
   2400.183     55.543
   2400.184     38.515
   2400.185     30.001
   2400.186     27.163
   2400.187     27.163
   2400.188     25.541
   2400.189     25.541
   2400.190     27.163
   2400.191     24.325
   2400.192     26.758
   2400.193     30.001
   2400.194     42.569
   2400.195     62.840
   2400.196     78.651
   2400.197     86.760
   2400.198     82.300
   2400.199     63.651
   2400.200     34.461
   2400.201     11.757
   2400.202      6.487
   2400.203      9.325
   2400.204     30.812
   2400.205     83.111
   2400.206     83.517
   2400.207     76.219
   2400.208     60.813
   2400.209     57.164
   2400.210     41.353
   2400.211     34.055
   2400.212     28.785
   2400.213     22.704
   2400.214     21.487
   2400.215     19.866
   2400.216     21.082
   2400.217     21.082
   2400.218     24.731
   2400.219     29.190
   2400.220     26.352
   2400.221     24.325
   2400.222     17.433
   2400.223     13.784
   2400.224     13.784
   2400.225      9.730
   2400.226      6.487
   2400.227      5.676
   2400.228      7.703
   2400.229     11.352
   2400.230     14.595
   2400.231     14.595
   2400.232     23.109
   2400.233     28.379
   2400.234     30.407
   2400.235     26.758
   2400.236     26.352
   2400.237     26.758
