GISP2 Laser Light Scattering 1 meter and 1/2 meter averages

REFERENCES: 

Ram, M., and G. Koenig. 1997. Continuous dust concentration profile of pre
Holocene ice from the Greenland Ice Sheet Project 2 ice core: Dust
stadials, interstadials, and the Eemian. Journal of Geophysical Research
102:26641-26648.

Ram, M., M. Illing, P. Weber, G. Koenig, and M. Kaplan. 1995. Polar ice
stratigraphy from laser-light scattering: Scattering from ice. Geophysical
Research Letters 22:3525-3527.

Ram, M., and M. Illing. 1994. Polar ice stratigraphy from laser-light
scattering: scattering from meltwater. Journal of Glaciology 40:504-508.

DATA DESCRIPTION: 

These data are a compilation of the detailed solid ice laser light
scattering (LLS) files.  They are essentially 1 meter averages (every 500
data points of the LLS files averaged) above 2100 meters and 1/2 meter
averages below 2100 meters. There are several gaps in the data throughout
the record.  See the file lightinfo.txt for more information. 

DATA:

Depth	LLS	Age
Top (m)	relative intensity	(yr BP 1950)

2517.40	344.4	59656
2517.90	315.4	59720
2518.40	354.1	59784
2518.90	386.8	59849
2519.40	307.0	59913
2519.90	378.8	59977
2520.40	397.3	60041
2520.90	443.5	60106
2521.40	405.4	60170
2521.90	390.8	60234
2522.40	570.4	60302
2523.00	486.9	60386
2523.40	394.0	60441
2523.90	434.1	60511
2524.50	496.6	60594
2525.00	425.6	60663
2525.50	478.3	60732
2526.00	489.2	60802
2526.50	487.2	60871
2527.00	516.3	60941
2527.50	449.7	61010
2528.00	509.5	61079
2528.50	477.9	61149
2529.00	372.7	61218
2529.50	328.6	61287
2530.00	307.7	61357
2530.50	290.2	61426
2531.00	301.4	61495
2531.50	301.8	61565
2532.00	276.2	61634
2532.50	217.1	61693
2533.00	139.9	61752
2550.00	387.3	63827
2550.50	369.3	63890
2551.00	244.4	63953
2551.50	233.8	64017
2552.00	259.0	64080
2552.50	295.2	64163
2553.00	246.6	64246
2553.50	304.9	64328
2554.00	389.6	64411
2554.50	336.3	64494
2555.00	294.5	64577
2555.50	268.8	64660
2556.00	267.2	64742
2556.50	232.3	64825
2557.00	257.1	64908
2557.50	275.7	64991
2558.00	189.4	65074
2558.50	186.6	65156
2559.00	155.4	65239
2559.50	232.1	65322
2560.00	259.5	65405
2560.50	224.3	65488
2561.00	185.9	65570
2561.50	39.5	65653
2562.00	46.0	65736
2562.50	68.1	65808
2563.00	107.0	65879
2563.50	247.1	65951
2564.00	310.5	66022
2564.50	360.9	66094
2565.00	358.9	66165
2565.50	324.2	66237
2566.00	169.7	66308
2566.50	160.9	66380
2567.00	124.7	66452
2567.50	110.4	66523
2568.00	88.1	66595
2568.50	113.3	66666
2569.00	80.0	66738
2569.50	104.1	66809
2570.00	64.9	66881
2570.50	33.5	66952
2571.00	28.4	67024
2571.50	32.4	67095
2572.00	43.4	67167
2572.50	25.3	67231
2573.00	26.3	67294
2573.50	26.4	67358
2574.00	53.1	67421
2574.50	25.1	67485
2575.00	26.0	67548
2575.50	22.8	67612
2576.00	19.6	67675
2576.50	34.2	67739
2577.00	21.1	67802
2577.50	34.2	67866
2578.00	29.3	67929
2578.50	26.2	67993
2579.00	32.6	68056
2579.50	22.9	68120
2580.00	25.2	68183
2580.50	19.1	68247
2581.00	29.0	68310
2581.50	21.1	68374
2582.00	24.8	68437
2582.50	21.2	68515
2583.00	27.8	68592
2583.50	29.9	68670
2584.00	49.3	68747
2584.50	153.7	68825
2585.00	525.0	68902
2585.50	637.3	68980
2586.00	483.3	69057
2586.50	572.7	69135
2587.00	665.3	69213
2587.50	481.5	69290
2588.00	527.8	69368
2588.50	572.6	69445
2589.10	565.4	69538
2589.60	590.7	69616
2590.10	624.8	69693
2590.60	523.2	69771
2591.10	378.8	69848
2591.60	185.1	69926
2592.00	236.8	69988
2592.50	160.3	70067
2593.10	223.3	70162
2593.50	183.5	70225
2594.00	160.9	70304
2594.50	119.2	70383
2595.00	177.7	70462
2595.50	120.1	70541
2596.00	126.7	70620
2596.60	95.5	70715
2597.10	107.3	70794
2597.60	89.1	70873
2598.10	67.7	70952
2598.60	63.8	71031
2599.10	93.2	71111
2599.60	92.5	71190
2600.10	129.3	71269
2600.60	100.7	71348
2601.10	67.0	71427
2601.60	82.7	71506
2602.10	107.9	71584
2602.60	98.1	71660
2603.10	86.5	71736
2603.60	89.3	71811
2604.10	81.7	71887
2604.60	79.2	71963
2605.10	70.2	72039
2605.60	65.7	72114
2606.10	64.4	72190
2606.60	82.1	72266
2607.10	64.4	72342
2607.60	85.6	72417
2608.10	70.3	72492
2608.60	94.5	72560
2609.10	60.5	72628
2609.60	70.4	72696
2610.10	108.1	72764
2610.60	86.4	72832
2611.10	129.4	72901
2611.60	99.8	72969
2612.10	206.3	73037
2612.60	364.9	73105
2613.10	395.9	73173
2613.60	403.7	73241
2614.10	399.8	73312
2614.60	395.5	73394
2615.10	377.1	73476
2615.60	451.7	73558
2616.10	454.6	73640
2616.60	420.9	73722
2617.10	415.2	73803
2617.60	393.8	73885
2618.10	264.8	73967
2618.60	156.9	74049
2619.10	145.9	74131
2619.60	124.4	74213
2620.10	108.4	74294
2620.60	69.5	74374
2621.10	117.9	74454
2621.60	219.1	74534
2622.10	237.5	74614
2622.60	205.7	74694
2623.10	280.1	74775
2623.60	158.6	74855
2624.10	171.5	74935
2624.60	197.2	75015
2625.10	157.5	75095
2625.60	152.1	75175
2626.10	135.3	75255
2626.60	111.5	75337
2627.10	141.6	75418
2627.60	132.3	75499
2628.10	141.5	75580
2628.60	119.9	75662
2629.10	176.1	75743
2629.60	104.9	75824
2630.10	155.6	75905
2630.60	155.7	75987
2631.10	131.0	76068
2631.60	96.7	76149
2632.10	101.6	76229
2632.60	94.3	76306
2633.10	127.4	76383
2633.60	104.1	76460
2634.10	113.1	76536
2634.60	104.9	76613
2635.10	77.4	76690
2635.60	86.6	76767
2636.10	76.8	76843
2636.60	104.0	76920
2637.10	159.4	76997
2637.60	139.6	77074
2638.10	218.0	77150
2638.60	104.6	77226
2639.10	143.8	77302
2639.60	91.7	77378
2640.10	75.4	77454
2640.60	92.8	77529
2641.10	117.9	77605
2641.60	84.7	77681
2642.10	65.2	77757
2642.60	64.4	77833
2643.10	51.6	77909
2643.60	65.0	77984
2644.10	64.0	78061
2644.60	59.9	78143
2645.10	66.2	78225
2645.60	56.8	78307
2646.10	79.3	78389
2646.60	84.9	78471
2647.10	50.5	78553
2647.60	50.1	78635
2648.10	77.7	78717
2648.60	71.9	78799
2649.10	118.1	78881
2649.60	75.5	78963
2650.00	79.0	79028
2650.50	70.2	79110
2651.00	74.9	79192
2651.50	59.4	79274
2652.00	61.8	79356
2652.50	63.4	79449
2653.00	65.3	79541
2653.50	48.4	79634
2654.00	84.1	79727
2654.50	88.3	79819
2655.00	89.8	79912
2655.50	87.4	80005
2656.00	77.4	80097
2656.50	77.8	80190
2657.00	78.0	80283
2657.50	68.9	80375
2658.00	59.2	80468
2658.50	58.1	80563
2659.00	66.1	80657
2659.50	47.7	80752
2660.00	50.1	80846
2660.50	90.4	80941
2661.00	42.9	81036
2661.50	48.2	81130
2662.00	149.3	81225
2662.50	104.7	81319
2663.00	107.8	81414
2663.50	58.9	81508
2664.00	73.3	81603
2664.50	60.6	81700
2665.00	59.4	81797
2665.50	52.8	81894
2666.00	69.9	81991
2666.50	61.9	82088
2667.00	50.4	82185
2667.50	35.9	82282
2668.00	46.1	82379
2668.50	47.2	82476
2669.00	49.2	82573
2669.50	44.6	82670
2670.00	60.7	82767
2670.50	51.0	82866
2671.10	46.2	82984
2671.60	61.2	83083
2672.10	91.2	83181
2672.60	54.2	83280
2673.10	68.9	83379
2673.60	89.3	83477
2674.10	92.6	83576
2674.60	73.5	83675
2675.10	52.4	83773
2675.60	99.8	83872
2676.10	115.3	83972
2676.60	180.2	84076
2677.10	197.7	84180
2677.60	125.5	84285
2678.10	66.8	84389
2678.60	152.3	84493
2679.10	290.5	84597
2679.60	328.7	84702
2680.10	309.9	84806
2680.60	299.3	84910
2681.10	326.1	85014
2681.60	258.2	85119
2682.10	248.5	85224
2682.60	312.2	85333
2683.10	326.4	85441
2683.60	188.4	85550
2700.30	58.5	89312
2700.80	57.2	89426
2701.30	56.8	89540
2701.80	35.7	89654
2702.30	48.8	89768
2702.80	74.6	89882
2703.30	78.9	89996
2703.80	93.6	90110
2704.40	130.1	90247
2704.90	147.4	90361
2705.30	110.5	90454
2705.80	139.5	90572
2706.30	119.1	90689
2706.80	115.3	90806
2707.30	134.4	90923
2707.80	115.2	91040
2708.30	127.9	91158
2708.80	132.6	91275
2709.30	111.9	91392
2709.80	132.4	91509
2710.30	103.9	91626
2710.80	106.1	91744
2711.40	115.6	91884
2711.90	124.8	92002
2712.40	126.2	92124
2712.90	104.8	92248
2713.30	106.0	92347
2713.80	97.2	92471
2714.30	191.7	92594
2714.80	152.4	92718
2715.30	123.4	92842
2715.80	138.6	92966
2716.30	141.9	93089
2716.80	209.4	93213
2717.30	167.6	93337
2717.80	146.9	93461
2718.30	154.5	93587
2718.80	132.7	93715
2719.30	153.1	93842
2719.80	121.3	93970
2720.30	159.8	94098
2720.80	121.1	94226
2721.30	172.8	94354
2721.80	131.9	94482
2722.30	165.3	94609
2722.80	164.9	94737
2723.30	176.0	94865
2723.80	153.0	94993
2724.30	256.1	95120
2724.80	140.3	95248
2725.30	152.4	95375
2725.80	154.3	95502
2726.30	132.6	95629
2726.80	174.7	95757
2727.30	173.0	95884
2727.80	144.8	96011
2728.30	140.4	96138
2728.80	87.8	96266
2729.30	105.7	96393
2729.80	95.7	96520
2730.30	132.7	96647
2730.80	120.0	96775
2731.30	132.1	96902
2731.80	91.5	97029
2732.30	119.1	97154
2732.80	98.8	97279
2733.30	114.7	97403
2733.80	176.4	97527
2734.30	181.2	97651
2734.80	138.8	97775
2735.30	191.6	97899
2735.80	206.4	98023
2736.30	119.3	98144
2736.80	121.7	98262
2737.30	121.3	98380
2737.80	146.7	98499
2738.30	129.4	98617
2738.80	108.8	98735
2739.30	102.2	98853
2739.80	172.6	98972
2740.30	105.7	99084
2740.80	116.7	99192
2741.30	104.1	99300
2741.80	178.4	99408
2742.30	217.9	99516
2742.80	147.7	99624
2743.30	137.8	99732
2750.00	254.1	101030
2750.50	247.4	101127
2751.00	436.1	101224
2751.50	452.9	101320
2752.00	389.8	101417
2752.50	506.7	101513
2753.00	311.5	101608
2753.50	265.5	101704
2754.00	196.5	101800
2754.50	145.4	101895
2755.00	291.8	101991
2755.50	472.1	102086
2756.00	512.2	102182
2756.50	508.1	102278
2757.00	423.9	102373
2757.50	195.6	102469
2758.00	135.4	102565
2758.50	254.1	102660
2759.00	615.6	102756
2759.50	523.7	102851
2760.00	509.7	102947
2760.50	295.4	103044
2761.00	130.5	103141
2761.50	378.6	103237
2762.00	231.4	103334
2762.50	130.9	103431
2763.00	325.5	103528
2763.50	303.5	103624
2764.00	193.2	103721
2764.50	110.9	103818
2765.00	174.8	103915
2765.50	161.9	104011
2766.00	147.3	104108
2766.50	146.0	104205
2767.00	169.8	104302
2767.50	101.7	104398
2768.00	105.2	104495
2768.50	70.1	104586
2769.00	55.3	104677
2769.50	75.6	104767
2770.00	90.0	104858
2770.50	114.3	104949
2771.00	89.8	105040
2771.50	87.4	105130
2772.00	82.9	105221
2772.50	79.3	105312
2773.00	90.0	105403
2773.50	145.9	105493
2774.00	130.5	105584
2774.50	241.5	105675
2775.00	198.7	105766
2775.50	151.0	105856
2776.00	110.8	105947
2776.50	128.4	106038
2777.00	134.0	106129
2777.50	218.1	106219
2778.00	138.0	106310
2778.50	196.4	106401
2779.00	99.7	106492
2779.50	128.0	106583
2780.00	180.6	106674
2780.50	215.7	106764
2781.00	191.8	106855
2781.50	188.9	106946
2782.00	168.3	107037
2782.50	176.4	107128
2783.00	103.5	107218
2783.50	132.2	107309
2784.00	197.1	107400
2784.50	155.2	107491
2785.00	273.6	107582
2785.50	226.6	107673
2786.00	184.9	107764
2786.50	241.9	107855
2787.00	222.3	107946
2787.50	201.7	108037
2788.00	210.5	108129
2788.50	187.2	108220
2789.00	207.7	108311
2789.50	230.0	108402
2790.00	138.1	108493
2790.50	118.2	108584
2791.00	135.0	108675
2791.50	128.5	108766
2792.00	110.2	108857
2792.50	70.5	108900
2793.00	127.4	108942
2793.50	115.6	108985
2794.00	89.0	109028
2794.50	103.0	109070
2795.00	168.1	109113
2795.50	164.1	109156
2796.00	115.8	109199
2796.50	152.9	109241
2797.00	163.3	109284
2797.50	279.4	109327
2798.00	138.7	109369
2798.50	119.1	109412
2799.00	122.8	109455
2799.50	233.9	109497
2800.00	263.5	109540
2800.00	303.8	109540
2800.50	477.6	109630
2801.00	100.4	109720
2801.50	107.6	109809
2802.00	108.4	109899
2802.50	464.0	109989
2803.00	707.1	110079
2803.50	627.0	110169
2804.00	380.4	110259
2804.50	197.8	110348
2805.00	102.8	110438
2805.50	114.0	110528
2806.00	584.3	110618
2806.50	679.3	110708
2807.00	710.2	110797
2807.50	749.0	110887
2808.00	613.9	110977
2808.50	646.6	999999
2809.00	718.4	999999
2809.50	736.9	999999
2810.00	673.4	999999
2810.50	808.3	999999
2811.10	675.1	999999
2811.60	672.0	999999
2812.10	287.3	999999
2812.60	334.0	999999
2813.10	320.5	999999
2813.60	390.9	999999
2814.10	404.9	999999
2814.60	427.8	999999
2815.10	397.5	999999
2815.60	97.6	999999
2816.10	40.1	999999
2816.60	47.0	999999
2817.10	58.2	999999
2817.60	45.7	999999
2818.10	36.3	999999
2818.60	54.8	999999
2819.10	40.3	999999
2819.60	44.6	999999
2820.20	62.4	999999
2820.70	56.7	999999
2821.20	54.5	999999
2821.70	44.6	999999
2822.20	44.4	999999
2822.70	45.0	999999
2823.20	70.9	999999
2823.70	72.7	999999
2824.20	115.8	999999
2824.70	95.1	999999
2825.20	50.9	999999
2825.70	103.8	999999
2826.20	60.2	999999
2826.70	59.7	999999
2827.30	57.9	999999
2827.80	57.8	999999
2828.30	41.5	999999
2828.80	126.8	999999
2829.30	212.1	999999
2829.80	203.3	999999
2830.30	116.8	999999
2830.80	117.2	999999
2831.30	112.6	999999
2831.80	98.9	999999
2832.30	57.2	999999
2832.80	51.9	999999
2833.30	89.5	999999
2833.80	154.1	999999
2834.30	58.9	999999
2834.80	36.6	999999
2835.30	62.1	999999
2835.80	63.1	999999
2836.30	74.6	999999
2836.80	96.1	999999
2837.30	56.4	999999
2837.80	41.1	999999
2838.30	30.5	999999
2838.80	94.7	999999
2839.30	46.0	999999
2839.80	35.3	999999
2840.30	75.4	999999
2840.80	70.3	999999
2841.30	27.4	999999
2841.80	70.4	999999
2842.40	76.0	999999
2842.90	46.6	999999
2850.00	263.4	999999
2850.50	257.4	999999
2851.00	314.4	999999
2851.50	230.6	999999
2852.00	373.5	999999
2852.50	187.2	999999
2853.00	119.3	999999
2853.50	74.4	999999
2854.00	84.4	999999
2854.50	12.9	999999
2855.00	77.0	999999
2855.50	325.2	999999
2856.00	337.7	999999
2856.50	373.0	999999
2857.00	307.1	999999
2857.50	351.8	999999
2858.00	239.5	999999
2858.50	275.9	999999
2859.00	130.2	999999
2859.50	94.7	999999
2860.00	50.8	999999
2860.50	62.6	999999
2861.00	83.4	999999
2861.50	278.6	999999
2862.00	314.0	999999
2862.50	288.9	999999
2863.00	100.4	999999
2863.50	106.5	999999
2864.00	167.2	999999
2864.50	112.1	999999
2865.00	233.3	999999
2865.50	229.8	999999
2866.00	99.5	999999
2866.50	160.1	999999
2867.00	258.0	999999
2867.50	207.0	999999
2868.00	282.0	999999
2868.50	244.5	999999
2869.10	390.0	999999
2869.60	150.2	999999
2870.10	203.4	999999
2870.60	139.2	999999
2871.10	205.8	999999
2871.60	111.7	999999
2872.10	230.4	999999
2872.60	471.4	999999
2873.10	382.1	999999
2873.60	487.2	999999
2874.10	232.5	999999
2874.60	368.5	999999
2875.10	255.3	999999
2875.60	204.9	999999
2876.10	305.4	999999
2876.60	216.6	999999
2877.10	190.5	999999
2877.60	178.9	999999
2878.10	364.2	999999
2878.60	362.0	999999
2879.10	496.9	999999
2879.60	307.5	999999
2880.10	304.8	999999
2880.60	403.4	999999
2881.10	283.8	999999
2881.60	116.4	999999
2882.10	162.9	999999
2882.60	91.2	999999
2883.10	53.7	999999
2883.60	166.5	999999
2884.10	242.0	999999
2884.60	78.0	999999
2885.10	106.9	999999
2885.60	104.9	999999
2886.10	82.1	999999
2886.60	52.9	999999
2887.10	185.7	999999
2887.60	145.2	999999
2888.10	165.0	999999
2888.60	202.9	999999
2889.10	130.1	999999
2889.60	244.5	999999
2890.10	234.0	999999
2890.60	131.0	999999
2891.10	181.8	999999
2891.60	136.9	999999
2892.10	192.4	999999
2892.60	325.7	999999
2893.10	667.7	999999
2893.60	606.9	999999
2894.10	188.4	999999
2894.60	285.7	999999
2895.10	402.8	999999
2895.60	421.5	999999
2896.10	217.5	999999
2896.60	526.0	999999
2897.10	689.9	999999
2897.60	729.2	999999
2898.10	898.4	999999
2898.60	631.8	999999
2899.10	910.6	999999
2899.60	699.5	999999
2900.00	1007.2	999999
2900.50	925.9	999999
2901.00	752.1	999999
2901.50	864.4	999999
2902.00	906.2	999999
2902.50	1081.3	999999
2903.00	1007.6	999999
2903.50	1078.3	999999
2904.00	1039.4	999999
2904.50	1035.0	999999
2905.00	1067.6	999999
2905.50	1017.0	999999
2906.00	1039.3	999999
2906.50	805.1	999999
2907.00	1116.0	999999
2907.50	993.2	999999
2908.00	929.2	999999
2908.50	878.3	999999
2909.00	875.5	999999
2909.50	798.3	999999
2910.00	980.5	999999
2910.50	946.6	999999
2911.00	859.4	999999
2911.50	870.1	999999
2912.00	841.9	999999
2912.50	886.5	999999
2913.00	758.6	999999
2913.50	970.0	999999
2914.00	775.0	999999
2914.50	661.8	999999
2915.00	1036.3	999999
2915.50	852.6	999999
2916.00	827.4	999999
2916.50	1116.2	999999
2917.00	1029.8	999999
2917.50	1038.6	999999
2918.00	1052.6	999999
2918.50	1051.2	999999
2919.00	856.0	999999
2919.50	957.3	999999
2920.00	971.3	999999
2920.50	729.4	999999
2921.00	675.4	999999
2921.50	146.3	999999
2922.00	213.2	999999
2922.50	296.8	999999
2923.10	638.3	999999
2923.60	1013.7	999999
2924.10	935.1	999999
2924.60	1017.4	999999
2925.10	747.9	999999
2925.60	958.5	999999
2926.10	921.2	999999
2926.60	810.6	999999
2927.10	902.1	999999
2927.60	889.8	999999
2928.10	1091.4	999999
2928.60	813.3	999999
2929.10	960.2	999999
2929.60	974.8	999999
2930.10	1031.8	999999
2930.60	1058.6	999999
2931.10	1151.3	999999
2931.60	1154.6	999999
2932.10	1115.1	999999
2932.60	1124.8	999999
2933.10	925.8	999999
2933.60	1099.5	999999
2934.10	1299.8	999999
2934.60	1297.2	999999
2935.10	1133.8	999999
2935.60	1131.2	999999
2936.10	1283.0	999999
2936.60	1238.9	999999
2937.10	1530.8	999999
2937.60	1636.4	999999
2938.10	1461.1	999999
2938.60	1481.4	999999
2939.10	1411.9	999999
2939.60	1681.5	999999
2940.10	1561.1	999999
2940.60	1632.7	999999
2941.10	1584.5	999999
2941.60	1416.9	999999
2942.10	1502.0	999999
2942.60	1325.8	999999
2943.10	1391.3	999999
2943.60	1479.0	999999
2944.10	1473.7	999999
2944.60	1383.5	999999
2945.10	1472.3	999999
2945.60	1148.2	999999
2946.10	1248.1	999999
2946.60	1418.9	999999
2947.10	1481.5	999999
2947.60	1452.0	999999
2948.10	1244.5	999999
2948.60	383.8	999999
2949.10	264.1	999999
2949.60	53.9	999999
2950.00	1136.7	999999
2950.50	1418.1	999999
2951.00	481.2	999999
2951.50	339.8	999999
2952.00	965.6	999999
2952.50	107.6	999999
2953.00	123.6	999999
2953.50	1806.3	999999
2954.00	346.4	999999
2954.50	201.5	999999
2955.00	208.7	999999
2955.50	194.9	999999
2956.00	156.5	999999
2956.50	2662.7	999999
2957.00	2934.0	999999
2957.50	1503.2	999999
2958.00	1231.9	999999
2958.50	369.5	999999
2959.00	141.2	999999
2959.50	213.0	999999
2960.00	143.3	999999
2960.50	255.4	999999
2961.00	91.2	999999
2961.50	85.7	999999
2962.00	43.7	999999
2962.50	50.2	999999
2963.00	60.2	999999
2963.50	1015.9	999999
2964.00	3372.4	999999
2964.50	2937.2	999999
2965.10	3451.4	999999
2965.60	3026.7	999999
2966.10	2683.2	999999
2966.60	2840.2	999999
2967.10	3142.3	999999
2967.60	3188.6	999999
2968.10	1166.8	999999
2968.60	1441.4	999999
2969.10	317.8	999999
2969.50	195.5	999999
2970.00	1147.3	999999
2970.30	445.1	999999
2970.50	1240.6	999999
2971.10	1343.1	999999
2971.60	1108.4	999999
3000.00	252.1	999999
3000.50	171.8	999999
3001.00	458.1	999999
3001.50	238.2	999999
3002.00	245.3	999999
3002.50	318.0	999999
3003.00	365.7	999999
3003.50	1128.2	999999
3004.00	1237.0	999999
3004.50	1320.8	999999
3005.00	1306.7	999999
3005.50	1094.8	999999
3006.00	1240.1	999999
3006.50	1199.6	999999
3007.00	1125.5	999999
3007.50	1254.4	999999
3008.00	1253.1	999999
3008.50	1315.4	999999
3009.10	1155.6	999999
3009.60	1158.1	999999
3010.10	1122.0	999999
3010.60	1110.1	999999
3011.10	895.7	999999
3011.50	1101.8	999999
3012.10	1187.2	999999
3012.60	1645.8	999999
3013.10	1483.8	999999
3013.60	1609.0	999999
3014.10	1543.2	999999
3014.60	1550.1	999999
3015.10	1056.4	999999
3015.60	1467.2	999999
3016.10	1455.2	999999
3016.60	1609.9	999999
3017.00	2142.2	999999
3017.50	1779.3	999999
3018.00	1826.7	999999
3018.50	1200.8	999999
3019.00	1094.1	999999
3019.50	1100.0	999999
3020.00	1013.1	999999
3020.50	992.3	999999
3021.00	1229.5	999999
3021.50	1098.0	999999
3022.10	921.3	999999
3022.60	1260.3	999999
3023.10	916.4	999999
3023.60	1145.4	999999
3024.10	1148.0	999999
3024.60	1046.2	999999
3025.10	1644.7	999999
3025.60	1215.8	999999
3026.10	1312.3	999999
3026.60	1068.1	999999
3027.10	1155.3	999999
3027.60	998.0	999999
3028.10	1250.3	999999
3028.60	1354.8	999999
3029.10	2005.0	999999
3029.60	1912.6	999999
3030.10	2250.1	999999
3030.60	1825.0	999999
3031.40	2093.6	999999
3031.90	1678.2	999999
3032.40	1476.8	999999
3032.90	1134.0	999999
3033.40	1501.8	999999
3033.90	1532.7	999999
3034.40	1502.4	999999
3034.90	1815.5	999999
3035.40	1569.8	999999
3035.90	1606.3	999999
3036.40	1513.6	999999
3036.90	1636.8	999999
3037.40	1443.6	999999
3037.90	1932.0	999999
