Laser	Light	Scattering	(SOLID)
Depth	Average
2000.827	471
2000.829	313
2000.830	163
2000.832	249
2000.833	368
2000.835	609
2000.836	290
2000.838	177
2000.839	109
2000.841	153
2000.842	155
2000.844	112
2000.845	99
2000.847	98
2000.849	97
2000.850	87
2000.851	102
2000.853	96
2000.854	109
2000.856	111
2000.857	134
2000.859	221
2000.860	168
2000.862	181
2000.863	204
2000.865	215
2000.866	291
2000.868	267
2000.870	240
2000.871	304
2000.872	413
2000.874	577
2000.875	688
2000.877	306
2000.878	398
2000.880	495
2000.881	252
2000.883	217
2000.884	211
2000.886	204
2000.887	217
2000.889	224
2000.891	291
2000.892	307
2000.893	243
2000.895	380
2000.896	336
2000.898	323
2000.899	330
2000.901	317
2000.902	297
2000.904	372
2000.905	549
2000.907	601
2000.908	326
2000.910	140
2000.911	134
2000.913	280
2000.914	508
2000.916	371
2000.917	358
2000.919	338
2000.920	237
2000.922	109
2000.923	87
2000.925	86
2000.927	90
2000.928	96
2000.929	104
2000.931	106
2000.932	108
2000.934	189
2000.935	293
2000.937	307
2000.938	257
2000.940	148
2000.941	127
2000.943	148
2000.944	205
2000.946	339
2000.948	344
2000.949	249
2000.950	198
2000.952	87
2000.953	80
2000.955	61
2000.956	69
2000.958	101
2000.959	199
2000.961	270
2000.962	273
2000.964	156
2000.965	140
2000.967	151
2000.969	150
2000.970	174
2000.971	194
2000.973	201
2000.974	213
2000.976	216
2000.977	241
2000.979	253
2000.980	319
2000.982	367
2000.983	384
2000.985	444
2000.986	371
2000.988	335
2000.990	214
2000.991	190
2000.992	206
2000.994	200
2000.995	178
2000.997	210
2001.002	280
2001.003	180
2001.005	140
2001.006	140
2001.008	140
2001.009	240
2001.011	330
2001.012	350
2001.014	480
2001.016	500
2001.017	480
2001.018	500
2001.020	330
2001.021	120
2001.023	70
2001.024	320
2001.026	680
2001.027	820
2001.029	500
2001.030	140
2001.032	130
2001.033	160
2001.035	240
2001.036	180
2001.038	110
2001.039	160
2001.041	240
2001.042	240
2001.044	240
2001.045	220
2001.047	260
2001.048	330
2001.050	420
2001.052	220
2001.053	140
2001.054	350
2001.056	750
2001.057	440
2001.059	430
2001.060	340
2001.062	310
2001.063	360
2001.065	160
2001.066	470
2001.068	480
2001.069	220
2001.071	290
2001.073	530
2001.074	660
2001.075	920
2001.077	1020
2001.078	960
2001.080	840
2001.081	820
2001.083	810
2001.084	840
2001.086	740
2001.087	630
2001.089	690
2001.090	780
2001.092	840
2001.094	860
2001.095	1020
2001.096	1390
2001.098	1840
2001.099	1930
2001.101	1700
2001.102	1500
2001.104	640
2001.105	360
2001.107	550
2001.108	380
2001.110	370
2001.111	350
2001.113	370
2001.115	330
2001.116	400
2001.117	390
2001.119	290
2001.120	290
2001.122	290
2001.123	330
2001.125	430
2001.126	590
2001.128	220
2001.129	210
2001.131	180
2001.132	190
2001.134	220
2001.135	220
2001.137	170
2001.138	310
2001.140	310
2001.141	230
2001.143	370
2001.144	290
2001.146	280
2001.147	340
2001.149	210
2001.151	120
2001.152	100
2001.153	100
2001.155	100
2001.156	110
2001.158	120
2001.159	100
2001.161	120
2001.162	110
2001.164	90
2001.165	150
2001.167	240
2001.168	170
2001.170	260
2001.172	430
2001.173	570
2001.174	240
2001.176	100
2001.177	110
2001.179	100
2001.180	120
2001.182	140
2001.183	300
2001.185	640
2001.186	840
2001.188	510
2001.189	490
2001.191	430
2001.193	410
2001.194	440
2001.195	370
2001.197	310
2001.198	320
2001.200	360
2001.201	370
2001.203	430
2001.204	340
2001.206	220
2001.207	190
2001.209	220
2001.210	210
2001.212	240
2001.214	130
2001.215	70
2001.216	110
2001.218	120
2001.219	180
2001.221	320
2001.222	390
2001.224	420
2001.225	640
2001.227	760
2001.228	310
2001.230	180
2001.231	210
2001.233	570
2001.234	430
2001.236	230
2001.237	180
2001.239	170
2001.240	210
2001.242	290
2001.243	260
2001.245	240
2001.246	220
2001.248	230
2001.250	230
2001.251	170
2001.252	90
2001.254	110
2001.255	120
2001.257	240
2001.258	320
2001.260	330
2001.261	280
2001.263	130
2001.264	90
2001.266	130
2001.267	200
2001.269	190
2001.271	180
2001.272	240
2001.273	310
2001.275	380
2001.276	370
2001.278	330
2001.279	290
2001.281	340
2001.282	370
2001.284	380
2001.285	310
2001.287	270
2001.288	240
2001.290	140
2001.292	100
2001.293	120
2001.294	120
2001.296	100
2001.297	70
2001.299	110
2001.300	130
2001.302	160
2001.303	270
2001.305	410
2001.306	450
2001.308	440
2001.309	300
2001.311	370
2001.313	720
2001.314	800
2001.315	590
2001.317	230
2001.318	250
2001.320	290
2001.321	270
2001.323	180
2001.324	190
2001.326	200
2001.327	300
2001.329	260
2001.330	150
2001.332	150
2001.333	110
2001.335	140
2001.336	160
2001.338	150
2001.339	160
2001.341	120
2001.342	150
2001.344	160
2001.345	130
2001.347	140
2001.349	160
2001.350	280
2001.351	220
2001.353	200
2001.354	170
2001.356	110
2001.357	120
2001.359	170
2001.360	220
2001.362	230
2001.363	460
2001.365	600
2001.366	170
2001.368	140
2001.370	130
2001.371	130
2001.372	150
2001.374	170
2001.375	240
2001.377	220
2001.378	180
2001.380	130
2001.381	110
2001.383	110
2001.384	100
2001.386	130
2001.387	150
2001.389	230
2001.391	220
2001.392	180
2001.393	170
2001.395	180
2001.396	200
2001.398	230
2001.399	210
2001.401	210
2001.402	220
2001.404	240
2001.405	290
2001.407	290
2001.408	320
2001.410	330
2001.411	440
2001.413	480
2001.414	510
2001.416	490
2001.417	500
2001.419	320
2001.420	200
2001.422	160
2001.423	160
2001.425	150
2001.427	140
2001.428	120
2001.429	150
2001.431	150
2001.432	130
2001.434	180
2001.435	230
2001.437	230
2001.438	260
2001.440	350
2001.441	460
2001.443	400
2001.444	340
2001.446	310
2001.448	280
2001.449	300
2001.450	270
2001.452	270
2001.453	270
2001.455	290
2001.456	410
2001.458	570
2001.459	620
2001.461	560
2001.462	300
2001.464	430
2001.465	430
2001.467	380
2001.469	450
2001.470	550
2001.471	310
2001.473	250
2001.474	400
2001.476	510
2001.477	440
2001.479	400
2001.480	460
2001.482	440
2001.483	460
2001.485	470
2001.486	450
2001.488	500
2001.490	400
2001.491	320
2001.492	360
2001.494	470
2001.495	550
2001.497	480
2001.502	500
2001.503	450
2001.505	500
2001.506	350
2001.508	160
2001.509	80
2001.511	110
2001.512	210
2001.514	650
2001.516	870
2001.517	930
2001.518	1000
2001.520	1040
2001.521	920
2001.523	970
2001.524	1230
2001.526	920
2001.527	620
2001.529	900
2001.530	950
2001.532	1020
2001.533	1050
2001.535	1120
2001.536	730
2001.538	310
2001.539	620
2001.541	820
2001.542	410
2001.544	380
2001.545	260
2001.547	210
2001.548	150
2001.550	220
2001.552	250
2001.553	490
2001.554	200
2001.556	150
2001.557	150
2001.559	150
2001.560	160
2001.562	360
2001.563	460
2001.565	580
2001.566	590
2001.568	530
2001.569	490
2001.571	600
2001.573	570
2001.574	500
2001.575	340
2001.577	250
2001.578	280
2001.580	400
2001.581	410
2001.583	470
2001.584	580
2001.586	890
2001.587	770
2001.589	290
2001.590	240
2001.592	300
2001.594	570
2001.595	780
2001.596	730
2001.598	370
2001.599	440
2001.601	470
2001.602	380
2001.604	480
2001.605	1060
2001.607	1320
2001.608	1480
2001.610	1120
2001.611	590
2001.613	240
2001.615	120
2001.616	120
2001.617	100
2001.619	100
2001.620	160
2001.622	160
2001.623	250
2001.625	280
2001.626	290
2001.628	300
2001.629	290
2001.631	330
2001.632	160
2001.634	80
2001.635	90
2001.637	120
2001.638	150
2001.640	160
2001.641	140
2001.643	130
2001.644	100
2001.646	110
2001.647	90
2001.649	110
2001.651	160
2001.652	290
2001.653	400
2001.655	420
2001.656	520
2001.658	530
2001.659	290
2001.661	180
2001.662	170
2001.664	190
2001.665	260
2001.667	730
2001.668	780
2001.670	460
2001.672	540
2001.673	520
2001.674	260
2001.676	120
2001.677	120
2001.679	140
2001.680	130
2001.682	120
2001.683	140
2001.685	110
2001.686	180
2001.688	290
2001.689	150
2001.691	140
2001.693	140
2001.694	140
2001.695	180
2001.697	150
2001.698	140
2001.700	150
2001.701	140
2001.703	140
2001.704	190
2001.706	190
2001.707	170
2001.709	300
2001.710	380
2001.712	350
2001.714	350
2001.715	350
2001.716	280
2001.718	350
2001.719	350
2001.721	350
2001.722	390
2001.724	480
2001.725	410
2001.727	230
2001.728	310
2001.730	570
2001.731	580
2001.733	810
2001.734	560
2001.736	200
2001.737	210
2001.739	190
2001.740	280
2001.742	450
2001.743	500
2001.745	460
2001.746	420
2001.748	390
2001.750	500
2001.751	420
2001.752	300
2001.754	310
2001.755	520
2001.757	580
2001.758	650
2001.760	530
2001.761	480
2001.763	400
2001.764	310
2001.766	300
2001.767	300
2001.769	180
2001.771	180
2001.772	170
2001.773	200
2001.775	280
2001.776	340
2001.778	300
2001.779	260
2001.781	160
2001.782	120
2001.784	130
2001.785	150
2001.787	140
2001.788	210
2001.790	340
2001.792	340
2001.793	250
2001.794	210
2001.796	220
2001.797	210
2001.799	230
2001.800	330
2001.802	400
2001.803	310
2001.805	160
2001.806	240
2001.808	360
2001.809	350
2001.811	380
2001.813	300
2001.814	260
2001.815	300
2001.817	270
2001.818	380
2001.820	410
2001.821	220
2001.823	160
2001.824	180
2001.826	180
2001.827	180
2001.829	240
2001.830	310
2001.832	280
2001.833	320
2001.835	600
2001.836	670
2001.838	650
2001.839	510
2001.841	400
2001.842	290
2001.844	220
2001.845	200
2001.847	210
2001.849	200
2001.850	140
2001.851	160
2001.853	140
2001.854	120
2001.856	190
2001.857	190
2001.859	240
2001.860	300
2001.862	230
2001.863	220
2001.865	260
2001.866	400
2001.868	270
2001.870	180
2001.871	190
2001.872	180
2001.874	220
2001.875	240
2001.877	210
2001.878	240
2001.880	300
2001.881	400
2001.883	430
2001.884	440
2001.886	470
2001.887	270
2001.889	150
2001.891	90
2001.892	70
2001.893	110
2001.895	180
2001.896	250
2001.898	320
2001.899	330
2001.901	310
2001.902	360
2001.904	360
2001.905	290
2001.907	240
2001.908	220
2001.910	190
2001.911	440
2001.913	590
2001.914	660
2001.916	600
2001.917	420
2001.919	300
2001.920	280
2001.922	310
2001.923	280
2001.925	250
2001.927	580
2001.928	510
2001.929	210
2001.931	90
2001.932	110
2001.934	160
2001.935	150
2001.937	190
2001.938	160
2001.940	180
2001.941	290
2001.943	400
2001.944	540
2001.946	570
2001.948	600
2001.949	690
2001.950	1260
2001.952	1630
2001.953	510
2001.955	340
2001.956	440
2001.958	250
2001.959	100
2001.961	120
2001.962	150
2001.964	160
2001.965	170
2001.967	210
2001.969	310
2001.970	240
2001.971	230
2001.973	200
2001.974	250
2001.976	310
2001.977	370
2001.979	350
2001.980	330
2001.982	390
2001.983	490
2001.985	480
2001.986	480
2001.988	500
2001.990	450
2001.991	330
2001.992	270
2001.994	290
2001.995	280
2001.997	260
2002.002	220
2002.003	260
2002.005	260
2002.006	190
2002.008	220
2002.009	240
2002.011	260
2002.012	250
2002.014	310
2002.016	210
2002.017	140
2002.018	140
2002.020	140
2002.021	190
2002.023	170
2002.024	90
2002.026	150
2002.027	360
2002.029	450
2002.030	600
2002.032	270
2002.033	180
2002.035	260
2002.036	360
2002.038	230
2002.039	140
2002.041	540
2002.042	1230
2002.044	710
2002.045	410
2002.047	660
2002.048	720
2002.050	540
2002.052	520
2002.053	570
2002.054	540
2002.056	510
2002.057	450
2002.059	290
2002.060	200
2002.062	160
2002.063	700
2002.065	1080
2002.066	700
2002.068	340
2002.069	300
2002.071	370
2002.073	400
2002.074	410
2002.075	280
2002.077	170
2002.078	200
2002.080	250
2002.081	130
2002.083	110
2002.084	120
2002.086	150
2002.087	190
2002.089	180
2002.090	180
2002.092	190
2002.094	250
2002.095	240
2002.096	410
2002.098	440
2002.099	340
2002.101	340
2002.102	250
2002.104	180
2002.105	140
2002.107	80
2002.108	190
2002.110	820
2002.111	1500
2002.113	1700
2002.115	1970
2002.116	950
2002.117	640
2002.119	690
2002.120	660
2002.122	640
2002.123	650
2002.125	690
2002.126	680
2002.128	690
2002.129	610
2002.131	400
2002.132	160
2002.134	120
2002.135	110
2002.137	140
2002.138	80
2002.140	90
2002.141	100
2002.143	70
2002.144	100
2002.146	110
2002.147	120
2002.149	110
2002.151	260
2002.152	360
2002.153	200
2002.155	140
2002.156	190
2002.158	330
2002.159	350
2002.161	220
2002.162	850
2002.164	870
2002.165	600
2002.167	420
2002.168	290
2002.170	240
2002.172	230
2002.173	240
2002.174	230
2002.176	200
2002.177	260
2002.179	290
2002.180	250
2002.182	170
2002.183	160
2002.185	190
2002.186	320
2002.188	300
2002.189	250
2002.191	220
2002.193	200
2002.194	220
2002.195	200
2002.197	240
2002.198	220
2002.200	230
2002.201	300
2002.203	340
2002.204	380
2002.206	380
2002.207	330
2002.209	260
2002.210	140
2002.212	80
2002.214	60
2002.215	150
2002.216	180
2002.218	120
2002.219	120
2002.221	80
2002.222	50
2002.224	100
2002.225	180
2002.227	450
2002.228	480
2002.230	490
2002.231	620
2002.233	700
2002.234	240
2002.236	130
2002.237	110
2002.239	140
2002.240	230
2002.242	390
2002.243	490
2002.245	510
2002.246	460
2002.248	450
2002.250	400
2002.251	410
2002.252	440
2002.254	590
2002.255	340
2002.257	230
2002.258	220
2002.260	300
2002.261	220
2002.263	90
2002.264	100
2002.266	150
2002.267	170
2002.269	180
2002.271	170
2002.272	150
2002.273	220
2002.275	370
2002.276	610
2002.278	390
2002.279	220
2002.281	220
2002.282	200
2002.284	150
2002.285	180
2002.287	160
2002.288	160
2002.290	140
2002.292	130
2002.293	160
2002.294	240
2002.296	160
2002.297	160
2002.299	140
2002.300	100
2002.302	90
2002.303	130
2002.305	160
2002.306	180
2002.308	330
2002.309	600
2002.311	380
2002.313	300
2002.314	500
2002.315	390
2002.317	400
2002.318	380
2002.320	440
2002.321	480
2002.323	950
2002.324	1480
2002.326	1400
2002.327	1040
2002.329	1090
2002.330	1050
2002.332	1190
2002.333	1710
2002.335	7160
2002.336	6770
2002.338	1940
2002.339	450
2002.341	270
2002.342	180
2002.344	150
2002.345	120
2002.347	100
2002.349	150
2002.350	160
2002.351	160
2002.353	120
2002.354	260
2002.356	380
2002.357	420
2002.359	430
2002.360	480
2002.362	600
2002.363	840
2002.365	760
2002.366	550
2002.368	310
2002.370	240
2002.371	260
2002.372	260
2002.374	260
2002.375	280
2002.377	260
2002.378	250
2002.380	500
2002.381	470
2002.383	430
2002.384	400
2002.386	260
2002.387	130
2002.389	120
2002.391	120
2002.392	210
2002.393	510
2002.395	860
2002.396	1020
2002.398	950
2002.399	730
2002.401	1210
2002.402	1030
2002.404	290
2002.405	160
2002.407	140
2002.408	120
2002.410	120
2002.411	130
2002.413	100
2002.414	110
2002.416	140
2002.417	140
2002.419	90
2002.420	80
2002.422	100
2002.423	100
2002.425	100
2002.427	100
2002.428	100
2002.429	120
2002.431	270
2002.432	410
2002.434	430
2002.435	450
2002.437	460
2002.438	440
2002.440	400
2002.441	330
2002.443	340
2002.444	250
2002.446	440
2002.448	760
2002.449	660
2002.450	520
2002.452	540
2002.453	490
2002.455	470
2002.456	440
2002.458	440
2002.459	280
2002.461	200
2002.462	180
2002.464	180
2002.465	150
2002.467	240
2002.469	450
2002.470	410
2002.471	310
2002.473	320
2002.474	320
2002.476	320
2002.477	340
2002.479	380
2002.480	270
2002.482	270
2002.483	300
2002.485	400
2002.486	600
2002.488	660
2002.490	750
2002.491	860
2002.492	960
2002.494	1150
2002.495	240
2002.502	210
2002.503	360
2002.505	990
2002.506	1620
2002.508	1810
2002.509	1160
2002.511	900
2002.512	1020
2002.514	1100
2002.516	1130
2002.517	950
2002.518	520
2002.520	220
2002.521	200
2002.523	230
2002.524	200
2002.526	100
2002.527	170
2002.529	170
2002.530	70
2002.532	120
2002.533	290
2002.535	750
2002.536	290
2002.538	160
2002.539	160
2002.541	230
2002.542	190
2002.544	330
2002.545	370
2002.547	360
2002.548	330
2002.550	300
2002.552	240
2002.553	330
2002.554	200
2002.556	100
2002.557	70
2002.559	80
2002.560	80
2002.562	50
2002.563	70
2002.565	100
2002.566	270
2002.568	230
2002.569	80
2002.571	100
2002.573	180
2002.574	240
2002.575	180
2002.577	230
2002.578	220
2002.580	210
2002.581	220
2002.583	230
2002.584	200
2002.586	220
2002.587	510
2002.589	800
2002.590	750
2002.592	590
2002.594	430
2002.595	420
2002.596	470
2002.598	630
2002.599	620
2002.601	360
2002.602	230
2002.604	120
2002.605	110
2002.607	100
2002.608	100
2002.610	150
2002.611	670
2002.613	920
2002.615	1600
2002.616	930
2002.617	510
2002.619	440
2002.620	540
2002.622	920
2002.623	1140
2002.625	1140
2002.626	1080
2002.628	580
2002.629	240
2002.631	200
2002.632	180
2002.634	190
2002.635	230
2002.637	260
2002.638	190
2002.640	160
2002.641	220
2002.643	210
2002.644	100
2002.646	90
2002.647	100
2002.649	100
2002.651	110
2002.652	140
2002.653	220
2002.655	180
2002.656	220
2002.658	480
2002.659	710
2002.661	320
2002.662	270
2002.664	270
2002.665	250
2002.667	280
2002.668	260
2002.670	290
2002.672	420
2002.673	320
2002.674	240
2002.676	220
2002.677	270
2002.679	340
2002.680	450
2002.682	300
2002.683	270
2002.685	330
2002.686	270
2002.688	290
2002.689	380
2002.691	470
2002.693	450
2002.694	400
2002.695	240
2002.697	250
2002.698	240
2002.700	180
2002.701	120
2002.703	120
2002.704	150
2002.706	140
2002.707	120
2002.709	140
2002.710	320
2002.712	430
2002.714	570
2002.715	430
2002.716	340
2002.718	300
2002.719	330
2002.721	340
2002.722	320
2002.724	340
2002.725	370
2002.727	530
2002.728	800
2002.730	1180
2002.731	720
2002.733	490
2002.734	420
2002.736	360
2002.737	320
2002.739	220
2002.740	150
2002.742	170
2002.743	220
2002.745	220
2002.746	180
2002.748	260
2002.750	200
2002.751	160
2002.752	240
2002.754	480
2002.755	590
2002.757	590
2002.758	650
2002.760	540
2002.761	450
2002.763	480
2002.764	480
2002.766	480
2002.767	530
2002.769	560
2002.771	580
2002.772	560
2002.773	470
2002.775	490
2002.776	640
2002.778	520
2002.779	210
2002.781	150
2002.782	160
2002.784	400
2002.785	680
2002.787	700
2002.788	660
2002.790	360
2002.792	260
2002.793	250
2002.794	250
2002.796	330
2002.797	720
2002.799	650
2002.800	460
2002.802	460
2002.803	430
2002.805	360
2002.806	250
2002.808	220
2002.809	270
2002.811	280
2002.813	370
2002.814	330
2002.815	290
2002.817	300
2002.818	440
2002.820	480
2002.821	140
2002.823	200
2002.824	310
2002.826	410
2002.827	590
2002.829	540
2002.830	580
2002.832	570
2002.833	540
2002.835	590
2002.836	610
2002.838	630
2002.839	530
2002.841	290
2002.842	330
2002.844	550
2002.845	430
2002.847	410
2002.849	460
2002.850	330
2002.851	140
2002.853	120
2002.854	110
2002.856	90
2002.857	80
2002.859	190
2002.860	220
2002.862	130
2002.863	180
2002.865	240
2002.866	300
2002.868	380
2002.870	560
2002.871	710
2002.872	450
2002.874	440
2002.875	280
2002.877	240
2002.878	270
2002.880	340
2002.881	390
2002.883	720
2002.884	730
2002.886	710
2002.887	620
2002.889	480
2002.891	240
2002.892	180
2002.893	250
2002.895	180
2002.896	240
2002.898	530
2002.899	600
2002.901	500
2002.902	540
2002.904	500
2002.905	580
2002.907	520
2002.908	450
2002.910	420
2002.911	390
2002.913	370
2002.914	360
2002.916	200
2002.917	220
2002.919	220
2002.920	240
2002.922	360
2002.923	360
2002.925	280
2002.927	270
2002.928	410
2002.929	510
2002.931	320
2002.932	330
2002.934	310
2002.935	280
2002.937	600
2002.938	620
2002.940	360
2002.941	350
2002.943	320
2002.944	390
2002.946	380
2002.948	300
2002.949	440
2002.950	580
2002.952	600
2002.953	680
2002.955	740
2002.956	730
2002.958	600
2002.959	330
2002.961	260
2002.962	250
2002.964	280
2002.965	270
2002.967	260
2002.969	310
2002.970	290
2002.971	280
2002.973	260
2002.974	310
2002.976	150
2002.977	140
2002.979	150
2002.980	190
2002.982	330
2002.983	360
2002.985	320
2002.986	370
2002.988	540
2002.990	690
2002.991	530
2002.992	340
2002.994	290
2002.995	270
