   2750.000    414.452
   2750.001    205.604
   2750.002    210.064
   2750.003    213.714
   2750.004    220.608
   2750.005    175.594
   2750.006    296.037
   2750.007    215.742
   2750.008    173.567
   2750.009    778.212
   2750.010    398.636
   2750.011    154.101
   2750.012    176.405
   2750.013    156.129
   2750.014     93.272
   2750.015     80.295
   2750.016    115.170
   2750.017    173.161
   2750.018    129.770
   2750.019    270.488
   2750.020    176.405
   2750.021    191.816
   2750.022    222.230
   2750.023    119.631
   2750.024    133.014
   2750.025     79.078
   2750.026    100.977
   2750.027     75.429
   2750.028     89.622
   2750.029     64.885
   2750.030     46.636
   2750.031     40.553
   2750.032     29.198
   2750.033     42.986
   2750.034     77.051
   2750.035     52.719
   2750.036     74.617
   2750.037    144.774
   2750.038     64.074
   2750.039     81.917
   2750.040     94.894
   2750.041    176.811
   2750.042    140.719
   2750.043     61.641
   2750.044    132.203
   2750.045    109.493
   2750.046    270.083
   2750.047    343.078
   2750.048    406.747
   2750.049    806.599
   2750.050     83.134
   2750.051    158.968
   2750.052    272.516
   2750.053    414.452
   2750.054    358.488
   2750.055    448.516
   2750.056    204.793
   2750.057    205.198
   2750.058    381.604
   2750.059    289.548
   2750.060    446.083
   2750.061    347.539
   2750.062    449.732
   2750.063    297.253
   2750.064    465.548
   2750.065    347.945
   2750.066    367.005
   2750.067    186.138
   2750.068    242.507
   2750.069    216.553
   2750.070    124.092
   2750.071    256.295
   2750.072    399.853
   2750.073    499.613
   2750.074    447.705
   2750.075    302.120
   2750.076    178.028
   2750.077    185.733
   2750.078    208.037
   2750.079    203.982
   2750.080    349.972
   2750.081    256.295
   2750.082    342.673
   2750.083    300.498
   2750.084    306.175
   2750.085    329.290
   2750.086    253.862
   2750.087   1171.576
   2750.088    552.737
   2750.089    427.429
   2750.090    399.041
   2750.091    340.645
   2750.092    255.889
   2750.093    178.028
   2750.094    270.894
   2750.095    178.028
   2750.096    188.571
   2750.097    190.194
   2750.098    149.641
   2750.099    141.124
   2750.100    107.060
   2750.101    118.009
   2750.102    137.880
   2750.103     81.106
   2750.104     75.429
   2750.105    135.041
   2750.106    158.968
   2750.107    171.945
   2750.108    281.438
   2750.109    231.152
   2750.110    282.654
   2750.111    208.037
   2750.112    306.175
   2750.113    497.179
   2750.114    337.401
   2750.115    362.138
   2750.116    362.544
   2750.117    175.189
   2750.118    185.733
   2750.119    806.599
   2750.120    150.452
   2750.121    166.673
   2750.122    223.852
   2750.123    162.212
   2750.124    131.797
   2750.125    126.525
   2750.126    242.507
   2750.127    100.166
   2750.128    292.793
   2750.129    178.839
   2750.130    107.060
   2750.131    208.442
   2750.132   1171.170
   2750.133    408.774
   2750.134    503.668
   2750.135    292.387
   2750.136    890.138
   2750.137    269.677
   2750.138    163.429
   2750.139    400.664
   2750.140    242.912
   2750.141    285.493
   2750.142    422.157
   2750.143    936.774
   2750.144   1170.359
   2750.145    390.120
   2750.146    764.829
   2750.147    319.963
   2750.148    217.364
   2750.149    159.779
   2750.150    286.710
   2750.151    256.295
   2750.152    294.415
   2750.153    525.161
   2750.154    143.558
   2750.155    224.664
   2750.156    153.290
   2750.157    490.285
   2750.158    253.051
   2750.159    172.756
   2750.160    195.465
   2750.161    444.866
   2750.162    143.963
   2750.163     94.894
   2750.164   1171.576
   2750.165    118.820
   2750.166     67.318
   2750.167    151.668
   2750.168    191.816
   2750.169    170.323
   2750.170    131.797
   2750.171    115.170
   2750.172    105.438
   2750.173    188.166
   2750.174    326.452
   2750.175    134.636
