1158	152.592
1158.01	154.76
1158.02	169.648
1158.03	117.576
1158.04	134.348
1158.05	133.604
1158.06	156.968
1158.07	200.084
1158.08	231.984
1158.09	208.164
1158.1	179.132
1158.11	145.248
1158.12	144.028
1158.13	153.064
1158.14	122.496
1158.15	136.94
1158.16	128.096
1158.17	151.604
1158.18	206.024
1158.19	196.24
1158.2	218.636
1158.21	198.852
1158.22	209.296
1158.23	173.516
1158.24	176.64
1158.25	173.452
1158.26	171.968
1158.27	241.184
1158.28	204.96
1158.29	196.624
1158.3	192.696
1158.31	160.444
1158.32	170.88
1158.33	189.848
1158.34	209.748
1158.35	635.552
1158.36	206.144
1158.37	188.076
1158.38	198.644
1158.39	272.816
1158.4	224.88
1158.41	128.484
1158.42	191.168
1158.43	169.576
1158.44	158.328
1158.45	115.068
1158.46	120.76
1158.47	124.408
1158.48	152.244
1158.49	166.572
1158.5	228.52
1158.51	289.824
1158.52	687.144
1158.53	277.76
1158.54	126.176
1158.55	194.88
1158.56	141.292
1158.57	230.564
1158.58	142.16
1158.59	128.316
1158.6	135.252
1158.61	144.06
1158.62	136.008
1158.63	144.784
1158.64	196.052
1158.65	184.512
1158.66	188.424
1158.67	232.036
1158.68	163.896
1158.69	168.784
1158.7	198.116
1158.71	163.076
1158.72	157.9
1158.73	132.624
1158.74	159.804
1158.75	164
1158.76	161.164
1158.77	266.772
1158.78	185.808
1158.79	154.492
1158.8	186.688
1158.81	277.296
1158.82	313.452
1158.83	312.776
1158.84	201.024
1158.85	143.792
1158.86	135.34
1158.87	149.552
1158.88	132.568
1158.89	179.188
1158.9	149.112
1158.91	123.688
1158.92	153.436
1158.93	122.352
1158.94	210.704
1158.95	164.34
1158.96	160.524
1158.97	184.088
1158.98	225.832
1158.99	187.172
1159	167.176
1159.01	197.376
1159.02	249.904
1161.02	319.528
1161.059	298.224
1161.074	358.348
1161.089	247.764
1161.104	187.848
1161.124	228.2
1161.139	179.68
1161.159	288.392
1161.174	250.34
1161.189	206.408
1161.204	212.164
1161.224	143.928
1161.239	216.096
1161.254	217.268
1161.269	252.524
1161.284	400.948
1161.299	242.004
1161.314	203.372
1161.329	298.488
1161.344	177.468
1161.359	177.676
1161.379	206.424
1161.399	189.864
1161.414	199.144
1161.429	258.78
1161.444	220.468
1161.459	1364.06
1161.474	192.144
1161.489	197.856
1161.504	163.904
1161.519	202.472
1161.534	196.824
1161.549	178.544
1161.564	251.844
1161.62	204.824
1161.635	208.58
1161.65	221.048
1161.665	151.46
1161.68	139.548
1161.695	144.652
1161.71	140.816
1161.735	145.044
1161.75	223.608
1161.765	202.5
1161.78	269.388
1161.795	243.864
1161.81	189.66
1161.825	149.74
1161.84	235.66
1161.855	152.516
1161.87	107.216
1161.885	113.6
1161.9	151.332
1161.915	134.548
1161.93	192.892
1161.945	157.2
1161.96	179.424
1161.97	215.116
1161.98	170.656
1161.99	180.064
1162	154.212
1162	449.408
1162.01	324.464
1162.02	426.152
1162.03	562.376
1162.04	355.396
1162.05	240.732
1162.06	238.2
1162.07	207.56
1162.08	260.24
1162.09	223.176
1162.1	215.176
1162.11	206.052
1162.12	202.02
1162.13	212.144
1162.14	210.144
1162.15	343.288
1162.16	228.808
1162.17	245.14
1162.18	224.816
1162.19	257.048
1162.2	236.804
1162.21	245.584
1162.22	261.648
1162.23	218.776
1162.24	224.5
1162.25	241.5
1162.26	222.256
1162.27	182.044
1162.28	215.656
1162.29	199.996
1162.3	269.612
1162.31	254.364
1162.32	239.9
1162.33	220.448
1162.34	197.896
1162.35	243.724
1162.36	184.348
1162.37	265.032
1162.38	232.456
1162.39	275.26
1162.4	363.94
1162.41	253.48
1162.42	231.596
1162.43	269.092
1162.44	263.92
1162.45	305.916
1162.46	360.044
1162.465	439.096
1162.475	353.52
1162.485	320.512
1162.495	216.108
1162.505	216.384
1162.515	216.608
1162.525	239.864
1162.535	218.656
1162.545	318.516
1162.555	195.188
1162.565	245.888
1162.575	243.172
1162.585	238.176
1162.595	297.768
1162.605	276.084
1162.615	291.652
1162.625	245.144
1162.635	263.752
1162.78	407.348
1162.79	362.476
1162.8	330.16
1162.81	238.164
1162.82	223.524
1162.83	210.372
1162.84	194.988
1162.85	213.632
1162.86	222.36
1162.87	216.816
1162.88	206.716
1162.89	191.136
1162.9	222.548
1162.91	203.324
1162.92	228.984
1162.93	224.052
1162.94	243.156
1162.95	194.716
1162.96	226.316
1162.97	235.776
1162.98	217.236
1162.99	221.288
1163	226.508
1163.01	248.468
