Corrections for d18O Records,,,,,,,,,
Released July 2020,,,,,,,,,
Correction Description:,,,,,,,,,
sea water = change in sea water mean oxygen isotope ratio (d18O) through time,,,,,,,,,
latitude flow = latitude difference between the site of snow deposition and the ice-core site,,,,,,,,,
elevation flow = elevation difference between the site of snow deposition and the ice-core site,,,,,,,,,
Units:,,,,,,,,,
Time is in years before 1950 CE (BP).,,,,,,,,,
The sea water correction is in per mil relative to present.,,,,,,,,,
The latitude flow flow is in decimal degrees relative to present ice-core position.,,,,,,,,,
The elevation flow is in meters relative to the present ice-core elevation.,,,,,,,,,
Missing data = -999999,,,,,,,,,
Citations:,,,,,,,,,
For the sea water correction cite: Bintanja R. and van de Wal R. S. and Oerlemans J.: Modelled atmospheric temperatures and global sea levels over the past million years. Nature. 437. 125. 2005.,,,,,,,,,
For NEEM-specific corrections cite: Dahl-Jensen D. and Albert M. and Aldahan A. and Azuma N. and Balslev-Clausen D. and Baumgartner M. and Berggren A.-M. and Bigler M. and Binder T. and Blunier T. et al.: Eemian interglacial reconstructed from a Greenland folded ice core. Nature. 493. 489. 2013.,,,,,,,,,
For Camp Century and Dye3-specific corrections cite: Vinther B. M. and Buchardt S. L. and Clausen H. B. and Dahl-Jensen D. and Johnsen S. J. and Fisher D. and Koerner R. and Raynaud D. and Lipenkov V. and Andersen K. K. et al.: Holocene thinning of the Greenland ice sheet. Nature. 461. 385. 2009.,,,,,,,,,
Notes:,,,,,,,,,
When the original data was not available it was extracted from graphs. Thus the data provided here may deviate slightly from the original data of Dahl-Jensen et al. (2013) and Vinther et al. (2009). ,,,,,,,,,
Data:,,,,,,,,,
Sea water Age,Sea water Correction,NEEM latitude flow Age,NEEM latitude flow Correction,NEEM elevation flow Age,NEEM elevation flow Correction,Camp Century elevation flow Age,Camp Century elevation flow Correction,Dye3 elevation flow Age,Dye3 elevation flow Correction
18900,1.744,,,,,,,,
19000,1.7429,,,,,,,,
19100,1.7413,,,,,,,,
19200,1.7391,,,,,,,,
19300,1.7371,,,,,,,,
19400,1.7348,,,,,,,,
19500,1.7324,,,,,,,,
19600,1.7299,,,,,,,,
19700,1.7271,,,,,,,,
19800,1.7241,,,,,,,,
19900,1.7214,,,,,,,,
20000,1.7181,,,,,,,,
20100,1.7149,,,,,,,,
20200,1.7118,,,,,,,,
20300,1.7091,,,,,,,,
20400,1.7066,,,,,,,,
20500,1.7043,,,,,,,,
20600,1.702,,,,,,,,
20700,1.6997,,,,,,,,
20800,1.6976,,,,,,,,
20900,1.696,,,,,,,,
21000,1.6933,,,,,,,,
21100,1.6903,,,,,,,,
21200,1.6873,,,,,,,,
21300,1.6836,,,,,,,,
21400,1.6798,,,,,,,,
21500,1.6761,,,,,,,,
21600,1.6718,,,,,,,,
21700,1.6674,,,,,,,,
21800,1.6631,,,,,,,,
21900,1.6596,,,,,,,,
22000,1.6551,,,,,,,,
22100,1.651,,,,,,,,
22200,1.6472,,,,,,,,
22300,1.6434,,,,,,,,
22400,1.6392,,,,,,,,
22500,1.6355,,,,,,,,
22600,1.6325,,,,,,,,
22700,1.6295,,,,,,,,
22800,1.6264,,,,,,,,
22900,1.6235,,,,,,,,
23000,1.6199,,,,,,,,
23100,1.6162,,,,,,,,
23200,1.612,,,,,,,,
23300,1.6077,,,,,,,,
23400,1.6034,,,,,,,,
23500,1.599,,,,,,,,
23600,1.5945,,,,,,,,
23700,1.5894,,,,,,,,
23800,1.585,,,,,,,,
23900,1.5812,,,,,,,,
24000,1.5773,,,,,,,,
24100,1.5737,,,,,,,,
24200,1.5701,,,,,,,,
24300,1.5672,,,,,,,,
24400,1.564,,,,,,,,
24500,1.5612,,,,,,,,
24600,1.5583,,,,,,,,
24700,1.5554,,,,,,,,
24800,1.5524,,,,,,,,
24900,1.55,,,,,,,,
25000,1.5475,,,,,,,,
25100,1.5448,,,,,,,,
25200,1.5422,,,,,,,,
25300,1.5399,,,,,,,,
25400,1.5375,,,,,,,,
25500,1.5351,,,,,,,,
25600,1.533,,,,,,,,
25700,1.5311,,,,,,,,
25800,1.5292,,,,,,,,
25900,1.5276,,,,,,,,
26000,1.5264,,,,,,,,
26100,1.525,,,,,,,,
26200,1.5238,,,,,,,,
26300,1.5229,,,,,,,,
26400,1.5219,,,,,,,,
26500,1.5205,,,,,,,,
26600,1.5189,,,,,,,,
26700,1.5175,,,,,,,,
26800,1.516,,,,,,,,
26900,1.5148,,,,,,,,
27000,1.5136,,,,,,,,
27100,1.5124,,,,,,,,
27200,1.5115,,,,,,,,
27300,1.5105,,,,,,,,
27400,1.5095,,,,,,,,
27500,1.5087,,,,,,,,
27600,1.5075,,,,,,,,
27700,1.5064,,,,,,,,
27800,1.5054,,,,,,,,
27900,1.5042,,,,,,,,
28000,1.5028,,,,,,,,
28100,1.5011,,,,,,,,
28200,1.499,,,,,,,,
28300,1.4965,,,,,,,,
28400,1.4935,,,,,,,,
28500,1.4905,,,,,,,,
28600,1.487,,,,,,,,
28700,1.4833,,,,,,,,
28800,1.4794,,,,,,,,
28900,1.475,,,,,,,,
29000,1.4709,,,,,,,,
29100,1.4668,,,,,,,,
29200,1.4626,,,,,,,,
29300,1.4583,,,,,,,,
29400,1.4539,,,,,,,,
29500,1.4495,,,,,,,,
29600,1.4449,,,,,,,,
29700,1.4404,,,,,,,,
29800,1.4356,,,,,,,,
29900,1.4307,,,,,,,,
30000,1.4262,,,,,,,,
30100,1.4219,,,,,,,,
30200,1.4176,,,,,,,,
30300,1.4135,,,,,,,,
30400,1.4094,,,,,,,,
30500,1.4055,,,,,,,,
30600,1.4015,,,,,,,,
30700,1.3982,,,,,,,,
30800,1.3953,,,,,,,,
30900,1.3919,,,,,,,,
31000,1.3894,,,,,,,,
31100,1.3869,,,,,,,,
31200,1.3852,,,,,,,,
31300,1.3832,,,,,,,,
31400,1.3816,,,,,,,,
31500,1.3803,,,,,,,,
31600,1.3792,,,,,,,,
31700,1.3782,,,,,,,,
31800,1.3775,,,,,,,,
31900,1.3764,,,,,,,,
32000,1.3755,,,,,,,,
32100,1.3747,,,,,,,,
32200,1.3733,,,,,,,,
32300,1.3721,,,,,,,,
32400,1.3707,,,,,,,,
32500,1.3693,,,,,,,,
32600,1.3682,,,,,,,,
32700,1.3667,,,,,,,,
32800,1.365,,,,,,,,
32900,1.3629,,,,,,,,
33000,1.3609,,,,,,,,
33100,1.3586,,,,,,,,
33200,1.356,,,,,,,,
33300,1.353,,,,,,,,
33400,1.35,,,,,,,,
33500,1.3467,,,,,,,,
33600,1.3427,,,,,,,,
33700,1.339,,,,,,,,
33800,1.335,,,,,,,,
33900,1.3311,,,,,,,,
34000,1.3272,,,,,,,,
34100,1.3234,,,,,,,,
34200,1.3195,,,,,,,,
34300,1.3158,,,,,,,,
34400,1.3121,,,,,,,,
34500,1.3082,,,,,,,,
34600,1.304,,,,,,,,
34700,1.3,,,,,,,,
34800,1.2958,,,,,,,,
34900,1.2913,,,,,,,,
35000,1.2871,,,,,,,,
35100,1.2828,,,,,,,,
35200,1.2786,,,,,,,,
35300,1.2742,,,,,,,,
35400,1.2699,,,,,,,,
35500,1.2658,,,,,,,,
35600,1.2616,,,,,,,,
35700,1.2575,,,,,,,,
35800,1.254,,,,,,,,
35900,1.2507,,,,,,,,
36000,1.2482,,,,,,,,
36100,1.2466,,,,,,,,
36200,1.2452,,,,,,,,
36300,1.2443,,,,,,,,
36400,1.2437,,,,,,,,
36500,1.2431,,,,,,,,
36600,1.2431,,,,,,,,
36700,1.2436,,,,,,,,
36800,1.2439,,,,,,,,
36900,1.2443,,,,,,,,
37000,1.2453,,,,,,,,
37100,1.246,,,,,,,,
37200,1.2474,,,,,,,,
37300,1.2489,,,,,,,,
37400,1.251,,,,,,,,
37500,1.2533,,,,,,,,
37600,1.256,,,,,,,,
37700,1.2587,,,,,,,,
37800,1.2615,,,,,,,,
37900,1.2643,,,,,,,,
38000,1.2674,,,,,,,,
38100,1.2702,,,,,,,,
38200,1.2728,,,,,,,,
38300,1.2752,,,,,,,,
38400,1.2772,,,,,,,,
38500,1.2795,,,,,,,,
38600,1.2817,,,,,,,,
38700,1.2835,,,,,,,,
38800,1.2855,,,,,,,,
38900,1.2871,,,,,,,,
39000,1.2889,,,,,,,,
39100,1.2908,,,,,,,,
39200,1.2928,,,,,,,,
39300,1.2947,,,,,,,,
39400,1.2967,,,,,,,,
39500,1.2985,,,,,,,,
39600,1.3004,,,,,,,,
39700,1.3019,,,,,,,,
39800,1.3032,,,,,,,,
39900,1.304,,,,,,,,
40000,1.3047,,,,,,,,
40100,1.3047,,,,,,,,
40200,1.3044,,,,,,,,
40300,1.3036,,,,,,,,
40400,1.3024,,,,,,,,
40500,1.3007,,,,,,,,
40600,1.299,,,,,,,,
40700,1.297,,,,,,,,
40800,1.2949,,,,,,,,
40900,1.2926,,,,,,,,
41000,1.2908,,,,,,,,
41100,1.2888,,,,,,,,
41200,1.287,,,,,,,,
41300,1.2853,,,,,,,,
41400,1.2837,,,,,,,,
41500,1.282,,,,,,,,
41600,1.2804,,,,,,,,
41700,1.2785,,,,,,,,
41800,1.2765,,,,,,,,
41900,1.274,,,,,,,,
42000,1.2714,,,,,,,,
42100,1.2683,,,,,,,,
42200,1.2651,,,,,,,,
42300,1.2615,,,,,,,,
42400,1.2578,,,,,,,,
42500,1.2539,,,,,,,,
42600,1.2498,,,,,,,,
42700,1.2455,,,,,,,,
42800,1.241,,,,,,,,
42900,1.2365,,,,,,,,
43000,1.2322,,,,,,,,
43100,1.228,,,,,,,,
43200,1.2235,,,,,,,,
43300,1.2191,,,,,,,,
43400,1.2145,,,,,,,,
43500,1.2097,,,,,,,,
43600,1.205,,,,,,,,
43700,1.2003,,,,,,,,
43800,1.1957,,,,,,,,
43900,1.1912,,,,,,,,
44000,1.187,,,,,,,,
44100,1.1832,,,,,,,,
44200,1.1793,,,,,,,,
44300,1.1757,,,,,,,,
44400,1.1725,,,,,,,,
44500,1.1696,,,,,,,,
44600,1.1672,,,,,,,,
44700,1.1649,,,,,,,,
44800,1.1628,,,,,,,,
44900,1.1612,,,,,,,,
45000,1.1599,,,,,,,,
45100,1.1586,,,,,,,,
45200,1.1576,,,,,,,,
45300,1.1569,,,,,,,,
45400,1.1564,,,,,,,,
45500,1.1561,,,,,,,,
45600,1.1562,,,,,,,,
45700,1.1563,,,,,,,,
45800,1.1568,,,,,,,,
45900,1.1576,,,,,,,,
46000,1.1589,,,,,,,,
46100,1.1607,,,,,,,,
46200,1.1627,,,,,,,,
46300,1.1656,,,,,,,,
46400,1.1683,,,,,,,,
46500,1.1715,,,,,,,,
46600,1.1746,,,,,,,,
46700,1.178,,,,,,,,
46800,1.1812,,,,,,,,
46900,1.184,,,,,,,,
47000,1.1865,,,,,,,,
47100,1.1885,,,,,,,,
47200,1.19,,,,,,,,
47300,1.1909,,,,,,,,
47400,1.1912,,,,,,,,
47500,1.1913,,,,,,,,
47600,1.1911,,,,,,,,
47700,1.1905,,,,,,,,
47800,1.1898,,,,,,,,
47900,1.189,,,,,,,,
48000,1.1882,,,,,,,,
48100,1.187,,,,,,,,
48200,1.1859,,,,,,,,
48300,1.1844,,,,,,,,
48400,1.1831,,,,,,,,
48500,1.1814,,,,,,,,
48600,1.1796,,,,,,,,
48700,1.1775,,,,,,,,
48800,1.1754,,,,,,,,
48900,1.1729,,,,,,,,
49000,1.1705,,,,,,,,
49100,1.1677,,,,,,,,
49200,1.1647,,,,,,,,
49300,1.1617,,,,,,,,
49400,1.1589,,,,,,,,
49500,1.1561,,,,,,,,
49600,1.1533,,,,,,,,
49700,1.1506,,,,,,,,
49800,1.1481,,,,,,,,
49900,1.1458,,,,,,,,
50000,1.1439,,,,,,,,
50100,1.1422,,,,,,,,
50200,1.1405,,,,,,,,
50300,1.1391,,,,,,,,
50400,1.1378,,,,,,,,
50500,1.1368,,,,,,,,
50600,1.1358,,,,,,,,
50700,1.1351,,,,,,,,
50800,1.1339,,,,,,,,
50900,1.133,,,,,,,,
51000,1.1324,,,,,,,,
51100,1.1319,,,,,,,,
51200,1.1315,,,,,,,,
