### Lecavalier et al., 2013 Revised estimates of Greenland ice sheet thinning histories based on ice-core records;;;;;;;;;;;;;;;;;;;
###;;;;;;;;;;;;;;;;;;;
### Holocene Thinning Curves (TC);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);
Time (ka);GRIP TC (m);GRIP TC (m);Upper bound;Lower bound;;NGRIP TC (m);NGRIP TC (m);Upper bound;Lower bound;;DYE-3 TC (m);DYE-3 TC (m);Upper bound;Lower bound;;Camp Century TC (m);Camp Century TC (m);Upper bound;Lower bound
-1.82;15.274817483152;15.7321887042044;83.7321887042044;-52.725182516848;;18.7288153604374;20.0445861920148;88.0445861920148;-49.2711846395626;;-34.4116529821898;-36.4101663611396;37.5883470178102;-108.41016636114;;-38.8705948634891;-36.8919671898059;35.1080328101941;-110.870594863489
-1.84;14.5147141119166;14.9785045119181;82.9785045119181;-53.4852858880834;;18.3263482533294;19.6605858533281;87.6605858533281;-49.6736517466706;;-35.3621754056542;-37.3887378056538;36.6378245943458;-109.388737805654;;-38.4846822237197;-36.4782846237199;35.5217153762801;-110.48468222372
-1.86;13.7373554367343;14.2075650156837;82.2075650156837;-54.2626445632657;;17.9329356632468;19.2856400316666;87.2856400316666;-50.0670643367532;;-36.2714825900819;-38.3260940111348;35.7285174099181;-110.326094011135;;-38.0672122990794;-36.033044772764;35.966955227236;-110.067212299079
-1.88;12.9341645621678;13.4107947726948;81.4107947726948;-55.0658354378322;;17.540332686231;18.9115080020204;86.9115080020204;-50.459667313769;;-37.1633238616221;-39.2459906510949;34.8366761383779;-111.245990651095;;-37.6356859126883;-35.5737421758457;36.4262578241543;-109.635685912688
-1.9;12.1154868727142;12.5985377148206;80.5985377148206;-55.8845131272858;;17.1490178966124;18.5386641597711;86.5386641597712;-50.8509821033876;;-38.0347204038777;-40.1454425617726;33.9652795961223;-112.145442561773;;-37.1734291427008;-35.083709195332;36.916290804668;-109.173429142701
-1.92;11.2804864331315;11.7699564541842;79.7699564541842;-56.7195135668685;;16.7635587177118;18.1716717492894;86.1716717492894;-51.2364412822882;;-38.8849979453629;-41.0237691243111;33.1150020546371;-113.023769124311;;-36.6971076964778;-34.5796178227947;37.4203821772053;-108.697107696478
-1.94;10.4317760147135;10.9276710252395;78.9276710252395;-57.5682239852865;;16.3974243948143;17.8240209106026;85.8240209106026;-51.6025756051857;;-39.6982733083179;-41.8651188977923;32.3017266916821;-113.865118897792;;-36.2008990207232;-34.0556140838818;37.9443859161181;-108.200899020723
-1.96;9.57357521543509;10.0760433838561;78.0760433838561;-58.4264247845649;;16.0398029068042;17.4853091594354;85.4853091594354;-51.9601970931958;;-40.4940972838889;-42.6896647154678;31.5059027161111;-114.689664715468;;-35.6979806630833;-33.5242596736113;38.4757403263887;-107.697980663083
-1.98;8.70347542924651;9.21251530293148;77.2125153029315;-59.2965245707535;;15.69413458335;17.1585463938758;85.1585463938758;-52.30586541665;;-41.2613629590527;-43.4856458853693;30.7386370409473;-115.485645885369;;-35.1780590122892;-32.9759082543939;39.0240917456061;-107.178059012289
-2;7.84342896195767;8.35904199353581;76.3590419935358;-60.1565710380423;;15.3768222799207;16.8601438272879;84.8601438272879;-52.6231777200793;;-41.9836351465373;-44.2366399149584;30.0163648534627;-116.236639914958;;-34.6436128874064;-32.4130260768816;39.5869739231184;-106.643612887406
-2.02;6.98110960666372;7.50329434350579;75.5032943435058;-61.0188903933363;;15.0738827387223;16.576109843984;84.576109843984;-52.9261172612777;;-42.6784024933936;-44.9601227565514;29.3215975066064;-116.960122756551;;-34.1002949628489;-31.8412783839031;40.1587216160969;-106.100294962849
-2.04;6.12543963949292;6.65419608159891;74.6541960815989;-61.8745603605071;;14.7904300411214;16.311562704279;84.311562704279;-53.2095699588786;;-43.3503105799861;-45.6607463378818;28.6496894200139;-117.660746337882;;-33.5544317607737;-31.2669854134046;40.7330145865954;-105.554431760774
-2.06;5.27953743181206;5.8148670318119;73.8148670318119;-62.7204625681879;;14.5390889885446;16.0791313885449;84.0791313885449;-53.4609110114554;;-43.9938517190416;-46.3330093190427;28.0061482809584;-118.333009319043;;-32.9987313654362;-30.6828489654354;41.3171510345646;-104.998731365436
-2.08;4.4516869788074;4.99374952617541;72.9937495261754;-63.5483130211926;;14.3120815311217;15.8714933521734;83.8714933521734;-53.6879184688783;;-44.6003864350164;-46.9689640876483;27.3996135649836;-118.968964087648;;-32.4382582845526;-30.0932485687633;41.9067514312367;-104.438258284553
-2.1;3.63721809854678;4.18601795117866;72.1860179511787;-64.3627819014532;;14.1108045386826;15.6895983176294;83.6895983176294;-53.8891954613174;;-45.1799671732359;-47.5779839206036;26.8200328267641;-119.577983920604;;-31.8725866972934;-29.4984308130834;42.5015691869166;-103.872586697293
-2.12;2.84249007374501;3.39802723164075;71.3980272316408;-65.157509926255;;13.9379745001225;15.5361502369642;83.5361502369642;-54.0620254998775;;-45.7336424462239;-48.1610982883287;26.2663575537761;-120.161098288329;;-31.2989754440897;-28.8956733914589;43.1043266085411;-103.29897544409
-2.14;2.08286331522822;2.64513632575449;70.6451363257545;-65.9171366847718;;13.8020532156516;15.4196067314399;83.4196067314399;-54.1979467843485;;-46.2451886319815;-48.7020772214557;25.7548113680185;-120.702077221456;;-30.728291684989;-28.2958497481483;43.7041502518517;-102.728291684989
-2.16;1.34695384590509;1.91596561432539;69.9159656143254;-66.6530461540949;;13.6970308530175;15.3339705056481;83.3339705056481;-54.3029691469825;;-46.7277064392002;-49.21404047078;25.2722935607998;-121.21404047078;;-30.1568760607671;-27.695281671295;44.304718328705;-102.156876060767
-2.18;0.644855776055465;1.22060484973986;69.2206048497399;-67.3551442239445;;13.6194469484934;15.2757685590178;83.2757685590178;-54.3805530515066;;-47.1847454414775;-49.7005185677945;24.8152545585225;-121.700518567795;;-29.5871931724783;-27.0964526145844;44.9035473854156;-101.587193172478
-2.2;-0.030356770675326;0.552287945115268;68.5522879451153;-68.0303567706753;;13.573262559514;15.2494216331972;83.2494216331972;-54.426737440486;;-47.6122333495811;-50.1581374337925;24.3877666504189;-122.158137433793;;-29.022882143186;-26.5023104379229;45.4976895620771;-101.022882143186
-2.22;-0.660561260096301;-0.071003470623055;67.9289965293769;-68.6605612600963;;13.5599907847812;15.2560374689906;83.2560374689906;-54.4400092152188;;-48.0011084377523;-50.5772196482792;23.9988915622477;-122.577219648279;;-28.4599685938231;-25.9094903306659;46.0905096693341;-100.459968593823
-2.24;-1.24410650559707;-0.647635642438445;67.3523643575616;-69.2441065055971;;13.5762209582129;15.2921552529494;83.2921552529494;-54.4237790417871;;-48.3526526443963;-50.9589709812385;23.6473473556037;-122.958970981239;;-27.8914583531358;-25.3110735320832;46.6889264679168;-99.8914583531358
-2.26;-1.78503302199283;-1.18164908515041;66.8183509148496;-69.7850330219928;;13.6240766870822;15.3598985923452;83.3598985923452;-54.3759233129178;;-48.6849189116054;-51.3214443747641;23.3150810883946;-123.321444374764;;-27.3277445571147;-24.7174531781679;47.2825468218321;-99.3277445571147
-2.28;-2.26971137296073;-1.65941436243293;66.3405856375671;-70.2697113729607;;13.7052128793051;15.4609223950942;83.4609223950942;-54.2947871206949;;-48.9803693418357;-51.6471019313098;23.0196306581643;-123.64710193131;;-26.768443476691;-24.1282455398487;47.8717544601513;-98.768443476691
-2.3;-2.70228576325781;-2.08507567904621;65.9149243209538;-70.7022857632578;;13.8150479672888;15.5906450936038;83.5906450936038;-54.1849520327112;;-49.2395212429914;-51.9364609587798;22.7604787570086;-123.93646095878;;-26.2147033959174;-23.5445989011798;48.4554010988203;-98.2147033959174
-2.32;-3.08060083832743;-2.45632079622192;65.5436792037781;-71.0806008383274;;13.9482269752099;15.744163038368;83.744163038368;-54.0517730247901;;-49.4588939562281;-52.1867263141229;22.5411060437719;-124.186726314123;;-25.6632478556641;-22.9625581082958;49.0374418917042;-97.6632478556641
-2.34;-3.40235180878199;-2.77097275615006;65.2290272438499;-71.402351808782;;14.1016549987687;15.918013577716;83.918013577716;-53.8983450012313;;-49.6475040011963;-52.4063559485654;22.3524959988037;-124.406355948565;;-25.1130099931241;-22.381609308913;49.618390691087;-97.1130099931241
-2.36;-3.6657320522977;-3.02725398914072;64.9727460108593;-71.6657320522977;;14.2891069756185;16.1258880703537;84.1258880703537;-53.7108930243815;;-49.8106087500357;-52.6004802868791;22.1893912499643;-124.600480286879;;-24.5680991337084;-21.8059875126567;50.1940124873433;-96.5680991337084
-2.38;-3.87704444327233;-3.23146736958756;64.7685326304124;-71.8770444432723;;14.4952991737082;16.3525027842349;84.3525027842349;-53.5047008262918;;-49.9555264208531;-52.7764175471673;22.0444735791469;-124.776417547167;;-24.0265674004458;-21.2337448425514;50.7662551574486;-96.0265674004458
-2.4;-4.02346764488334;-3.37079301330368;64.6292069866963;-72.0234676448833;;14.7221145975212;16.599736544889;84.599736544889;-53.2778854024788;;-50.0731972565001;-52.9251016249221;21.9268027434999;-124.925101624922;;-23.4918512616044;-20.6683240510779;51.3316759489221;-95.4918512616044
-2.42;-4.10979525090352;-3.45002160879767;64.5499783912023;-72.1097952509035;;14.9699813134334;16.8680257765913;84.8680257765913;-53.0300186865666;;-50.1617250254747;-53.0446489833709;21.8382749745253;-125.044648983371;;-22.9586551006878;-20.1044169533197;51.8955830466803;-94.9586551006878
-2.44;-4.13702302078673;-3.46999784183913;64.5300021581609;-72.1370230207867;;15.2334613832572;17.1523671516776;85.1523671516776;-52.7665386167428;;-50.2226148081698;-53.1372248292247;21.7773851918302;-125.137224829225;;-22.4358757273376;-19.5502668010223;52.4497331989777;-94.4358757273376
-2.46;-4.10146793212925;-3.42715054265568;64.5728494573443;-72.1014679321293;;15.5135403961465;17.4534244803557;85.4534244803557;-52.4864596038535;;-50.2556954939307;-53.2021693044559;21.7443045060693;-125.202169304456;;-21.917417403617;-19.0002617404603;52.9997382595397;-93.917417403617
-2.48;-4.00999941537657;-3.32838836274527;64.6716116372547;-72.0099994153766;;15.8032108742086;17.7640774531547;85.7640774531547;-52.1967891257914;;-50.2735592693352;-53.2519032167028;21.7264407306648;-125.251903216703;;-21.3955071268945;-18.4467984426857;53.5532015573143;-93.3955071268945
-2.5;-3.85968125222053;-3.1707779890628;64.8292220109372;-71.8596812522205;;16.1056106242662;18.087455519001;86.087455519001;-51.8943893757339;;-50.2686568817992;-53.2788646186404;21.7313431182008;-125.27886461864;;-20.8900196419934;-17.9097642209419;54.0902357790581;-92.8900196419933
-2.52;-3.65230691592478;-2.95611144224085;65.0438885577591;-71.6523069159248;;16.4196169087323;18.4224401192571;86.4224401192571;-51.5803830912677;;-50.2478544542446;-53.2899259805617;21.7521455457554;-125.289925980562;;-20.3908085154945;-17.3790063576004;54.6209936423996;-92.3908085154945
-2.54;-3.38665606543941;-2.68316692859662;65.3168330714034;-71.3866560654394;;16.7473437018382;18.7711494071011;86.7711494071011;-51.2526562981618;;-50.2163537766935;-53.2902954398507;21.7836462233065;-125.290295439851;;-19.8879477064655;-16.8445925275182;55.1554074724818;-91.8879477064655
-2.56;-3.0736620251032;-2.36273396194656;65.6372660380534;-71.0736620251032;;17.0782793827585;19.1234854774939;87.1234854774939;-50.9217206172414;;-50.1639533273179;-53.2703998641605;21.8360466726821;-125.27039986416;;-19.3977231327963;-16.3221865117448;55.6778134882552;-91.3977231327963
-2.58;-2.69524247400318;-1.97682028452914;66.0231797154709;-70.6952424740032;;17.4197995880702;19.4865648722789;87.4865648722789;-50.5802004119298;;-50.0890322108361;-53.2282248213632;21.9109677891639;-125.228224821363;;-18.9124194425043;-15.8044625793484;56.1955374206516;-90.9124194425043
-2.6;-2.27286998685099;-1.54695367106206;66.4530463289379;-70.272869986851;;17.7656838563306;19.8540083300135;87.8540083300135;-50.2343161436694;;-50.0086226776172;-53.1805613618276;21.9913773223828;-125.180561361828;;-18.4398131727392;-15.2994360674766;56.7005639325234;-90.4398131727392
-2.62;-1.81071998473226;-1.07731099525813;66.9226890047419;-69.8107199847323;;18.1100512312507;20.2199307154595;88.2199307154595;-49.8899487687494;;-49.9250034531804;-53.1296818637068;22.0749965468196;-125.129681863707;;-17.980095429173;-14.8073043660168;57.1926956339833;-89.980095429173
-2.64;-1.30597551555411;-0.565072399765086;67.4349276002349;-69.3059755155541;;18.4619964166119;20.593435090295;88.593435090295;-49.5380035833881;;-49.8359327604617;-53.0733572446716;22.1640672395383;-125.073357244672;;-17.5264858544165;-14.3212745491536;57.6787254508464;-89.5264858544165
-2.66;-0.758262035687039;-0.009864793580618;67.9901352064194;-68.758262035687;;18.8143215929856;20.967319456143;88.967319456143;-49.1856784070144;;-49.7336719673695;-53.0038425252629;22.2663280326305;-125.003842525263;;-17.0946735217207;-13.8570419743534;58.1429580256466;-89.0946735217207
-2.68;-0.179157616808425;0.576871751614362;68.5768717516144;-68.1791576168084;;19.1656302049958;21.3405842576264;89.3405842576264;-48.8343697950042;;-49.6208230270722;-52.9243426586501;22.3791769729278;-124.92434265865;;-16.686466287131;-13.4158174976575;58.5841825023425;-88.686466287131
-2.7;0.42874734992256;1.19247711834419;69.1924771183442;-67.5712526500774;;19.510041186613;21.7071478392433;89.7071478392433;-48.489958813387;;-49.5113783244753;-52.8485453560552;22.4886216755247;-124.848545356055;;-16.3087498951283;-13.0047885056552;58.9952114943448;-88.3087498951283
-2.72;1.06436646278394;1.83579808383684;69.8357980838368;-66.9356335372161;;19.8593486203002;22.0786120518785;90.0786120518785;-48.1406513796998;;-49.4041978380398;-52.7750186169872;22.5958021619603;-124.775018616987;;-15.9447439763186;-12.6074637026352;59.3925362973648;-87.9447439763186
-2.74;1.7253531289773;2.50448660266215;70.5044866026622;-66.2746468710227;;20.2042893208062;22.4457095313314;90.4457095313314;-47.7957106791938;;-49.2953329631616;-52.6998074894774;22.7046670368384;-124.699807489477;;-15.6058158194602;-12.2352166615656;59.7647833384344;-87.6058158194602
-2.76;2.40522807513116;3.19206194881485;71.1920619488149;-65.5947719248688;;20.551528692049;22.8151015025742;90.8151015025742;-47.448471307951;;-49.1868327616628;-52.6249546879794;22.8131672383372;-124.624954687979;;-15.2988475829086;-11.8949358250155;60.1050641749845;-87.2988475829086
-2.78;3.10121402658797;3.89574975290407;71.8957497529041;-64.898785973412;;20.8937522613391;23.1794818508111;91.1794818508111;-47.1062477386609;;-49.0731771389417;-52.5449528126257;22.9268228610583;-124.544952812626;;-15.0246608824006;-11.5874302402974;60.4125697597026;-87.0246608824006
-2.8;3.80798598263436;4.6103499405292;72.6103499405292;-64.1920140173656;;21.2298657136868;23.5381156505293;91.5381156505293;-46.7701342863132;;-48.9556605669233;-52.4616422090278;23.0443394330767;-124.461642209028;;-14.7868441120749;-11.3157478594441;60.6842521405559;-86.7868441120749
-2.82;4.52758574223981;5.33786508960816;73.3378650896082;-63.4724142577602;;21.5650460196471;23.8960670406987;91.8960670406987;-46.4349539803529;;-48.8321924095036;-52.3727608621369;23.1678075904964;-124.372760862137;;-14.5891309855267;-11.0837920697383;60.9162079302617;-86.5891309855267
-2.84;5.24880645786243;6.0669982894417;74.0669982894417;-62.7511935421376;;21.8880138820185;24.2417976293873;92.2417976293873;-46.1119861179815;;-48.7118026687383;-52.2869452371581;23.2881973312617;-124.286945237158;;-14.4307583247197;-10.8911893141927;61.1088106858073;-86.4307583247198
-2.86;5.97512008879858;6.80122440458808;74.8012244045881;-62.0248799112014;;22.2106448494032;24.5871913230869;92.5871913230869;-45.7893551505968;;-48.5866160747839;-52.1963327589947;23.4133839252161;-124.196332758995;;-14.3133933358016;-10.7395942305382;61.2604057694618;-86.3133933358016
-2.88;6.70073567854001;7.53475393117196;75.534753931172;-61.29926432146;;22.522317405272;24.9216307842189;92.9216307842189;-45.477682594728;;-48.4580601674264;-52.102357314796;23.5419398325736;-124.102357314796;;-14.2465668267763;-10.6385313425659;61.3614686574341;-86.2465668267763
-2.9;7.42914561094176;8.27107780041456;76.2710778004146;-60.5708543890582;;22.8341784615368;25.2562587457457;93.2562587457457;-45.1658215384632;;-48.3172664994663;-51.9961441099934;23.6827335005337;-123.996144109993;;-14.2283018084525;-10.5860299452962;61.4139700547038;-86.2283018084525
-2.92;8.15094703352543;9.0009093703668;77.0009093703668;-59.8490529664746;;23.1404772889529;25.5856587942141;93.5856587942141;-44.8595227110471;;-48.1570911481452;-51.8710570113039;23.8429088518548;-123.871057011304;;-14.2634524342774;-10.5864414553317;61.4135585446683;-86.2634524342774
-2.94;8.86216549708774;9.72025821287775;77.7202582128778;-59.1378345029123;;23.4347103029644;25.9032813766483;93.9032813766483;-44.5652896970356;;-47.9879895178515;-51.7374816020622;24.0120104821485;-123.737481602062;;-14.3575300543089;-10.6453463490461;61.3546536509539;-86.3575300543089
-2.96;9.56718650394373;10.4334081460497;78.4334081460497;-58.4328134960563;;23.7269344340453;26.2188908972028;94.2188908972028;-44.2730655659547;;-47.7979691262009;-51.5829810840959;24.2020308737991;-123.582981084096;;-14.5166401183333;-10.7692899709653;61.2307100290347;-86.5166401183333
-2.98;10.2610759460472;11.1354279671016;79.1354279671016;-57.7389240539528;;24.0101375464872;26.5254835780665;94.5254835780665;-43.9898624535128;;-47.5959383442339;-51.416476523182;24.4040616557661;-123.416476523182;;-14.7278474513587;-10.9453245776735;61.0546754223265;-86.7278474513587
-3;10.9441409216327;11.8266233216334;79.8266233216334;-57.0558590783674;;24.2807487686741;26.819484368673;94.819484368673;-43.7192512313259;;-47.3729015091241;-51.2289659091242;24.6270984908759;-123.228965909124;;-15.0108470903627;-11.1931514903638;60.8068485096362;-87.0108470903627
-3.02;11.6126256300554;12.5032369563708;80.5032369563708;-56.3873743699446;;24.5435091243654;27.1056301138374;95.1056301138375;-43.4564908756346;;-47.1249278982578;-51.0165121719412;24.8750721017422;-123.016512171941;;-15.3536483758176;-11.5007863337146;60.4992136662854;-87.3536483758176
-3.04;12.2705735405921;13.1694212879611;81.1694212879611;-55.7294264594079;;24.8007478067761;27.3865634278286;95.3865634278286;-43.1992521932239;;-46.838495860505;-50.7660697131371;25.161504139495;-122.766069713137;;-15.7702154050366;-11.881721889248;60.118278110752;-87.7702154050366
-3.06;12.9210411464705;13.8282386201552;81.8282386201552;-55.0789588535295;;25.0532061084404;27.6630423189663;95.6630423189663;-42.9467938915597;;-46.5170304005607;-50.481088926878;25.4829695994393;-122.481088926878;;-16.2565818583394;-12.3319667004456;59.6680332995544;-88.2565818583394
-3.08;13.5608038988378;14.4763510988373;82.4763510988373;-54.4391961011622;;25.2975813120189;27.9314381120169;95.9314381120169;-42.7024186879811;;-46.1557831846971;-50.1563263846972;25.8442168153029;-122.156326384697;;-16.807928969601;-12.8471921696019;59.1528078303981;-88.807928969601
-3.1;14.1898589551233;15.1137573340702;83.1137573340702;-53.8101410448767;;25.537167558116;28.1950491265357;96.1950491265357;-42.462832441884;;-45.7525168406388;-49.7895510616916;26.2474831593612;-121.789551061692;;-17.4280034952386;-13.4311387689235;58.5688612310765;-89.4280034952386
-3.12;14.8089249232278;15.7411715758592;83.7411715758592;-53.1910750767722;;25.7595089905384;28.4414069694843;96.4414069694843;-42.2404910094616;;-45.3065401069872;-49.3800526543564;26.6934598930128;-121.380052654356;;-18.118071715254;-14.0850916310445;57.9149083689555;-90.118071715254
-3.14;15.4103078572396;16.3509042361882;84.3509042361882;-52.5896921427604;;25.974314474207;28.6802330426273;96.6802330426273;-42.025685525793;;-44.8317457971108;-48.9417430181638;27.1682542028892;-120.941743018164;;-18.8816876795379;-14.8125859532231;57.1874140467769;-90.8816876795379
-3.16;16.0093397738938;16.9583803002097;84.9583803002097;-51.9906602261062;;26.1861468600805;28.9163576495541;96.9163576495541;-41.8138531399195;;-44.3001852301717;-48.4470797038563;27.6998147698283;-120.447079703856;;-19.7175250910246;-15.6118932489197;56.3881067510803;-91.7175250910247
-3.18;16.5983187533523;17.5559327112476;85.5559327112476;-51.4016812466477;;26.3854784225077;29.1403533593494;97.1403533593495;-41.6145215774923;;-43.7177527681982;-47.9021094103039;28.2822472318018;-119.902109410304;;-20.6268132838402;-16.4840920312086;55.5159079687914;-92.6268132838402
-3.2;17.1805190506996;18.1467064401734;86.1467064401734;-50.8194809493004;;26.5828042750392;29.3623433592485;97.3623433592485;-41.4171957249608;;-43.0869244800957;-47.3087432906226;28.9130755199043;-119.308743290623;;-21.6084671035976;-17.4286564404417;54.5713435595583;-93.6084671035976
-3.22;17.7584434634284;18.7332028318485;86.7332028318485;-50.2415565365716;;26.7711488356561;29.5753478882867;97.5753478882868;-41.2288511643439;;-42.402459895555;-46.6617345271343;29.597540104445;-118.661734527134;;-22.6603382830783;-18.4434444936053;53.5565555063947;-94.6603382830783
-3.24;18.3322037431476;19.3155365431494;87.3155365431494;-49.6677962568524;;26.9492620521849;29.7781252521851;97.7781252521852;-41.0507379478151;;-41.6646840568492;-45.9614208568485;30.3353159431508;-117.961420856848;;-23.7782071010823;-19.5242239010826;52.4757760989174;-95.7782071010823
-3.26;18.9063757525123;19.8982819840915;87.8982819840915;-49.0936242474877;;27.1297779309269;29.9833052782945;97.9833052782945;-40.8702220690731;;-40.8752303297358;-45.2094292981572;31.1247696702642;-117.209429298157;;-24.9564603606297;-20.6653877501034;51.3346122498966;-96.9564603606296
-3.28;19.4764270707237;20.4769880812512;88.4769880812512;-48.5235729292763;;27.2990132452418;30.1774387610305;98.1774387610305;-40.7009867547581;;-40.0275240370159;-44.3995406264905;31.9724759629841;-116.39954062649;;-26.2029317797234;-21.874417842882;50.125582157118;-98.2029317797235
-3.3;20.0485750715075;21.0579361241385;89.0579361241385;-47.9514249284925;;27.4672070369824;30.3709486159299;98.3709486159299;-40.5327929630176;;-39.1265456563771;-43.5370146037465;32.8734543436229;-115.537014603746;;-27.5164004176919;-23.1498167334821;48.8501832665179;-99.5164004176919
-3.32;20.6179089358122;21.6360685779177;89.6360685779177;-47.3820910641878;;27.6295876262579;30.5586410894162;98.5586410894162;-40.3704123737421;;-38.1776442737852;-42.6265592316806;33.8223557262148;-114.626559231681;;-28.8870865972519;-24.4824394498834;47.5175605501166;-100.887086597252
-3.34;21.1904359306566;22.2173956148665;90.2173956148665;-46.8095640693434;;27.7925536885898;30.7469232149045;98.7469232149045;-40.2074463114102;;-37.1852704451227;-41.6726377609129;34.8147295548773;-113.672637760913;;-30.3082877690408;-25.865570874304;46.134429125696;-102.308287769041
-3.36;21.76250759564;22.7982673219569;90.7982673219569;-46.23749240436;;27.9523420387574;30.9320276282313;98.9320276282313;-40.0476579612426;;-36.1384557693776;-40.6642754430626;35.8615442306224;-112.664275443063;;-31.7834942516427;-27.3027076095376;44.6972923904624;-103.783494251643
-3.38;22.3376346927485;23.3821944611698;91.3821944611698;-45.6623653072515;;28.1118757483242;31.1168774009546;99.1168774009546;-39.8881242516758;;-35.0437154583869;-39.6079874899678;36.9562845416131;-111.607987489968;;-33.3129045977016;-28.7940482082293;43.2059517917707;-105.312904597702
-3.4;22.9182274606794;23.9716555448904;91.9716555448904;-45.0817725393206;;28.2712049495488;31.3017190758635;99.3017190758635;-39.7287950504512;;-33.9168696163103;-38.5198923320998;38.0831303836897;-110.5198923321;;-34.8904173740179;-30.3331958792807;41.6668041207193;-106.890417374018
-3.42;23.4947783161374;24.5572359582429;92.5572359582429;-44.5052216838626;;28.4303501081108;31.486840571268;99.486840571268;-39.5696498918892;;-32.7583837558013;-37.4008617136968;39.2416162441987;-109.400861713697;;-36.5110541910189;-31.9147700436514;40.0852299563486;-108.511054191019
-3.44;24.079576214197;25.1510634141971;93.1510634141971;-43.920423785803;;28.5919355934807;31.6744023934814;99.6744023934815;-39.4080644065193;;-31.554337512698;-36.2362707126996;40.445662487302;-108.2362707127;;-38.1774668173351;-33.5421200173352;38.4578799826648;-110.177466817335
-3.46;24.6687250101256;25.7492417680212;93.7492417680212;-43.3312749898744;;28.7585398759361;31.8669830127768;99.8669830127768;-39.2414601240639;;-30.332996538155;-35.0543849802603;41.667003461845;-107.05438498026;;-39.8698463162627;-35.1954368636313;36.8045631363687;-111.869846316263
-3.48;25.2615588902161;26.3511066586352;94.3511066586352;-42.7384411097839;;28.9305651659906;32.0649888186196;100.06498881862;-39.0694348340094;;-29.0844103980498;-33.8452604296298;42.9155896019502;-105.84526042963;;-41.5950308583051;-36.881552468834;35.118447531166;-113.595030858305
-3.5;25.8578450098612;26.9564208835459;94.9564208835459;-42.1421549901388;;29.109726306911;32.2701221174354;100.270122117435;-38.890273693089;;-27.8087865073365;-32.6090854336538;44.1912134926635;-104.609085433654;;-43.3435747414847;-38.5910399835918;33.4089600164082;-115.343574741485
-3.52;26.4609789685282;27.5686425053711;95.5686425053711;-41.5390210314718;;29.2920775676502;32.4786168729128;100.478616872913;-38.7079224323498;;-26.5265044981651;-31.3665125613242;45.473495501835;-103.366512561324;;-45.1172033090532;-40.325354530106;31.674645469894;-117.117203309053
-3.54;27.0598204731632;28.1767474415842;96.1767474415842;-40.9401795268368;;29.4767755966814;32.6899640493112;100.689964049311;-38.5232244033186;;-25.2339680258016;-30.114453257382;46.7660319741984;-102.114453257382;;-46.910174277333;-42.0782510878615;29.9217489121385;-118.910174277333
-3.56;27.6599993496216;28.7861912022536;96.7861912022536;-40.3400006503784;;29.6700769170511;32.9099186959975;100.909918695997;-38.3299230829489;;-23.9447289049665;-28.8656976523359;48.0552710950335;-100.865697652336;;-48.7195385073773;-43.8475346231671;28.1524653768329;-120.719538507377
-3.58;28.2575138999853;29.3929691841965;97.3929691841965;-39.7424861000147;;29.8714310355707;33.1379219618864;101.137921961886;-38.1285689644293;;-22.6630278381719;-27.6244737539615;49.3369721618281;-99.6244737539615;;-50.5322710538837;-45.620192759147;26.379807240853;-122.532271053884
-3.6;28.861702058045;30.0064207738344;98.0064207738344;-39.138297941955;;30.0824994516274;33.3756395253103;101.37563952531;-37.9175005483726;;-21.389077310883;-26.3910003950928;50.610922689117;-98.3910003950928;;-52.3439061423246;-47.3917534370624;24.6082465629376;-124.343906142325
-3.62;29.4673667974223;30.621348944791;98.6213489447909;-38.5326332025777;;30.3019226929223;33.6217119139744;101.621711913974;-37.6980773070777;;-20.1334160795308;-25.1758163321618;51.8665839204692;-97.1758163321618;;-54.1548244188407;-49.162597303053;22.837402696947;-126.154824418841
-3.64;30.066464538819;31.2297551493459;99.2297551493459;-37.933535461181;;30.5248290752389;33.8713969910279;101.871396991028;-37.4751709247611;;-18.8978066645596;-23.9808808540344;53.1021933354404;-95.9808808540344;;-55.9687368566555;-50.9362405198136;21.0637594801864;-127.968736856656
-3.66;30.663993844508;31.8367875708243;99.8367875708243;-37.336006155492;;30.7547402419243;34.1286468313969;102.128646831397;-37.2452597580757;;-17.6886591552638;-22.8132578289482;54.3113408447362;-94.8132578289482;;-57.7677535900321;-52.6941459479277;19.3058540520723;-129.767753590032
-3.68;31.2537150856892;32.4360104751636;100.436010475164;-36.7462849143108;;30.9864959938799;34.387737078089;102.387737078089;-37.0135040061201;;-16.512440839431;-21.6785576499584;55.4875591605691;-93.6785576499584;;-59.5586597874079;-54.4439471242507;17.5560528757493;-131.558659787408
-3.7;31.838469053195;33.0302690110889;101.030269011089;-36.161530946805;;31.218111250535;34.6466951873761;102.646695187376;-36.781888749465;;-15.3671580380372;-20.5748056801441;56.6328419619628;-92.5748056801441;;-61.3380278235344;-56.1821975709041;15.8178024290959;-133.338027823534
-3.72;32.4201505675944;33.6214521886473;101.621452188647;-35.5798494324056;;31.4505978234953;34.9065162550739;102.906516255074;-36.5494021765047;;-14.2585536677734;-19.507719446721;57.7414463322266;-91.507719446721;;-63.0915527318672;-57.8946174581828;14.1053825418172;-135.091552731867
