### Lecavalier et al., 2013 Revised estimates of Greenland ice sheet thinning histories based on ice-core records;;;;;;;;;;;;;;;;;;;
###;;;;;;;;;;;;;;;;;;;
### Holocene Thinning Curves (TC);;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);;;Site A corrected;Site B corrected;total uncertainty (m);
Time (ka);GRIP TC (m);GRIP TC (m);Upper bound;Lower bound;;NGRIP TC (m);NGRIP TC (m);Upper bound;Lower bound;;DYE-3 TC (m);DYE-3 TC (m);Upper bound;Lower bound;;Camp Century TC (m);Camp Century TC (m);Upper bound;Lower bound
-0.88;23.5431782696421;23.7234382275369;91.7234382275369;-44.4568217303579;;18.3519618104856;18.8705357473279;86.8705357473279;-49.6480381895144;;9.34797170045395;8.56031405835027;81.3479717004539;-63.4396859416497;;-19.3251258657621;-18.5453056131313;53.4546943868687;-91.3251258657621
-0.9;23.832362500294;24.0181090476633;92.0181090476633;-44.167637499706;;18.7746255290614;19.3089833501134;87.3089833501134;-49.2253744709386;;8.55143203918072;7.73980038654741;80.5514320391807;-64.2601996134526;;-20.1861939391236;-19.3826382233358;52.6173617766642;-92.1861939391236
-0.92;24.0926818662588;24.2839150031002;92.2839150031002;-43.9073181337412;;19.181729986201;19.7318716914638;87.7318716914639;-48.818270013799;;7.74984716098998;6.91424149783057;79.74984716099;-65.0857585021694;;-21.0616214385035;-20.2343302595564;51.7656697404436;-93.0616214385035
-0.94;24.3239180335051;24.520639212453;92.520639212453;-43.6760819664949;;19.5717389965653;20.1376687649861;88.1376687649861;-48.4282610034347;;6.93841482501011;6.07882880395687;78.9384148250101;-65.9211711960431;;-21.9435829490183;-21.0925500227033;50.9074499772967;-93.9435829490183
-0.96;24.5299313228531;24.7321390912743;92.7321390912744;-43.4700686771469;;19.9464985295232;20.5282121821536;88.5282121821536;-48.0535014704768;;6.1234251929259;5.23986516134757;78.1234251929259;-66.7601348386524;;-22.8386809190401;-21.9639125295669;50.0360874704331;-94.8386809190401
-0.98;24.7101242928136;24.9178854717618;92.9178854717618;-43.2898757071864;;20.3067580842403;20.9044478526609;88.9044478526609;-47.6932419157597;;5.30138243467184;4.39355641362;77.3013824346718;-67.60644358638;;-23.737411028245;-22.8386181019299;49.1613818980701;-95.737411028245
-1;24.8683291518928;25.0817062045253;93.0817062045253;-43.1316708481072;;20.6515266464761;21.2653722254242;89.2653722254242;-47.3484733535239;;4.47031616677284;3.53795121940518;76.4703161667728;-68.4620487805948;;-24.6339464091582;-23.7108587249473;48.2891412750527;-96.6339464091582
-1.02;25.0060156337763;25.2250085600917;93.2250085600917;-42.9939843662237;;20.9845630911631;21.6145644806363;89.6145644806363;-47.0154369088369;;3.6443635235495;2.68745964986512;75.6443635235495;-69.3125403501349;;-25.5312803575097;-24.5838979154053;47.4161020845947;-97.5312803575097
-1.04;25.1192797720491;25.3438900246806;93.3438900246806;-42.8807202279509;;21.2984925038381;21.9446538827846;89.9446538827846;-46.7015074961619;;2.8172904912016;1.83584134383265;74.8172904912016;-70.1641586561674;;-26.4262645541497;-25.45458106994;46.54541893006;-98.4262645541497
-1.06;25.2114005119147;25.4416266382293;93.4416266382293;-42.7885994880853;;21.5949937102986;22.2573108997702;90.2573108997702;-46.4050062897014;;1.9905639799096;0.984575906224833;73.9905639799096;-71.0154240937752;;-27.3143332214696;-26.3183549793664;45.6816450206336;-99.3143332214697
-1.08;25.2773887647404;25.5132307647416;93.5132307647416;-42.7226112352596;;21.8674437834103;22.5459167834105;90.5459167834105;-46.1325562165897;;1.15382418418723;0.123297184186768;73.1538241841872;-71.8767028158132;;-28.1988853212234;-27.1786123212232;44.8213876787768;-100.198885321223
-1.1;25.3352819800718;25.5767892432298;93.5767892432298;-42.6647180199282;;22.1260763470978;22.8208472418351;90.8208472418351;-45.8739236529022;;0.325027970706159;-0.730253766135334;72.3250279707062;-72.7302537661353;;-29.071933068457;-28.0271516474048;43.9728483525952;-101.071933068457
-1.12;25.367733956547;25.6149674933895;93.6149674933895;-42.632266043453;;22.3668296315146;23.078073936777;91.0780739367769;-45.6331703684854;;-0.517675469911048;-1.59797853306927;71.482324530089;-73.5979785330693;;-29.9304495750378;-28.8608957960904;43.1391042039096;-101.930449575038
-1.14;25.392007441447;25.6449657993414;93.6449657993414;-42.607992558553;;22.59546563017;23.3231791670114;91.3231791670114;-45.40453436983;;-1.3484273467444;-2.45374538884936;70.6515726532556;-74.4537453888494;;-30.7729058479205;-29.6785859952899;42.3214140047101;-102.772905847921
-1.16;25.4019229793953;25.660607610974;93.660607610974;-42.5980770206047;;22.8049033124202;23.5490902597866;91.5490902597866;-45.1950966875798;;-2.17544332827322;-3.30578269669388;69.8245566717268;-75.3057826966939;;-31.5966658755199;-30.4775736649941;41.5224263350059;-103.59666587552
-1.18;25.3988898539747;25.6633022118692;93.6633022118692;-42.6011101460253;;22.9973566755815;23.7580212124223;91.7580212124224;-45.0026433244185;;-3.00812652021057;-4.16349356231649;68.9918734797894;-76.1634935623165;;-32.3986154298391;-31.2547445772086;40.7452554227914;-104.398615429839
-1.2;25.3781808408073;25.6483180197547;93.6483180197547;-42.6218191591927;;23.1672676281826;23.9444013966026;91.9444013966026;-44.8327323718174;;-3.84848711301269;-5.0288691340666;68.1515128869873;-77.0288691340666;;-33.1779163915689;-32.0092794652538;39.9907205347462;-105.177916391569
-1.22;25.3455148966934;25.6214175703774;93.6214175703774;-42.6544851033066;;23.3212477670412;24.1149677775663;92.1149677775663;-44.6787522329588;;-4.69581371789339;-5.9013884442099;67.3041862821066;-77.9013884442099;;-33.9309392731323;-32.7373603152385;39.2626396847615;-105.930939273132
-1.24;25.3023684869004;25.5840991184789;93.5840991184789;-42.6976315130996;;23.4551713854288;24.2656573327964;92.2656573327964;-44.5448286145712;;-5.55380897082126;-6.78484933924256;66.4461910291788;-78.7848493392426;;-34.6556229762374;-33.4368317657122;38.5631682342878;-106.655622976237
-1.26;25.2447152587808;25.5322738482548;93.5322738482548;-42.7552847412192;;23.5715437111063;24.3987955953164;92.3987955953164;-44.4284562888937;;-6.42723526350434;-7.68374127403055;65.5727647364957;-79.6837412740306;;-35.3431944220712;-34.0991909589134;37.9008090410866;-107.343194422071
-1.28;25.1755990348006;25.4689841295365;93.4689841295365;-42.8244009651994;;23.6678151957605;24.5118288378638;92.5118288378638;-44.3321848042395;;-7.30491050691167;-8.58687581217505;64.6950894930883;-80.5868758121751;;-35.9988897638917;-34.7296803323143;37.2703196676857;-107.998889763892
-1.3;25.0981386333676;25.397351685999;93.397351685999;-42.9018613666324;;23.7486739229721;24.6094535019177;92.6094535019177;-44.2513260770279;;-8.18384973056586;-9.49128067793415;63.8161502694341;-81.4912806779342;;-36.616735104867;-35.322313420657;36.677686579343;-108.616735104867
-1.32;25.0099413123355;25.3149823228614;93.3149823228614;-42.9900586876645;;23.8105025411499;24.6880480569381;92.6880480569381;-44.1894974588501;;-9.07254772969854;-10.4054443191729;62.9274522703015;-82.4054443191729;;-37.198218973823;-35.8785850369827;36.1214149630173;-109.198218973823
-1.34;24.9052862690726;25.2161886480201;93.2161886480201;-43.0947137309274;;23.8508053304794;24.7452128988997;92.7452128988997;-44.1491946695206;;-9.97469847487034;-11.3332066959227;62.0253015251297;-83.3332066959227;;-37.7458175289984;-36.4008268026825;35.5991731973175;-109.745817528998
-1.36;24.7845259310363;25.1013579520882;93.1013579520882;-43.2154740689637;;23.8740982247073;24.7855642562851;92.7855642562851;-44.1259017752927;;-10.8988570467849;-12.2832752257336;61.1011429532151;-84.2832752257336;;-38.2515626673342;-36.8809197936518;35.1190802063482;-110.251562667334
-1.38;24.6443706102168;24.9671308207428;92.9671308207428;-43.3556293897832;;23.8737215278168;24.8022418436053;92.8022418436053;-44.1262784721832;;-11.8432257565198;-13.2535475459929;60.1567742434802;-85.2535475459929;;-38.7154757888585;-37.319187052018;34.680812947982;-110.715475788859
-1.4;24.4837694204004;24.8124592730333;92.8124592730333;-43.5162305795996;;23.8468707332624;24.7924495122106;92.7924495122107;-44.1531292667376;;-12.8102302363162;-14.2464619836846;59.1897697636839;-86.2464619836846;;-39.1437206699077;-37.7217797856972;34.2782202143028;-111.143720669908
-1.42;24.305794192828;24.6404136875649;92.6404136875649;-43.694205807172;;23.805778167357;24.7684154094617;92.7684154094617;-44.194221832643;;-13.7883572633114;-15.2504989685739;58.2116427366886;-87.2504989685739;;-39.5254600058924;-38.0778669743141;33.9221330256859;-111.525460005892
-1.44;24.1204956497406;24.4610433339519;92.4610433339519;-43.8795043502594;;23.7507625338465;24.7304540601617;92.7304540601617;-44.2492374661535;;-14.7670307077703;-16.2550760235594;57.2329692922297;-88.2550760235594;;-39.8612253947728;-38.3879865000365;33.6120134999635;-111.861225394773
-1.46;23.9161560930265;24.2626610193424;92.2626610193424;-44.0838439069735;;23.6748405442874;24.6716699337605;92.6716699337605;-44.3251594557126;;-15.749551051461;-17.2636269251456;56.250448948539;-89.2636269251456;;-40.1572827832862;-38.6582723411819;33.3417276588181;-112.157282783286
-1.48;23.6852336328072;24.0377756959645;92.0377756959645;-44.3147663671928;;23.5718899676303;24.5860870623654;92.5860870623654;-44.4281100323697;;-16.7579455465047;-18.2984010833468;55.2420544534953;-90.2984010833469;;-40.4109360483141;-38.8858084272641;33.1141915727359;-112.410936048314
-1.5;23.4250117513302;23.7835909513292;91.7835909513292;-44.5749882486698;;23.4469850177312;24.4785498177298;92.4785498177298;-44.5530149822688;;-17.7940537461645;-19.3608889461654;54.2059462538356;-91.3608889461654;;-40.6255468144929;-39.074302014495;32.925697985505;-112.625546814493
-1.52;23.1412655871184;23.5058790186979;91.5058790186979;-44.8587344128816;;23.2971951221141;24.3461192694818;92.3461192694818;-44.7028048778859;;-18.8337085704869;-20.4269107389077;53.1662914295131;-92.4269107389077;;-40.7978922656141;-39.2205428550885;32.7794571449115;-112.797892265614
-1.54;22.8280140139868;23.1986645824081;91.1986645824081;-45.1719859860132;;23.1231458541592;24.1894377067901;92.1894377067901;-44.8768541458408;;-19.8896725741881;-21.5092544057677;52.1103274258119;-93.5092544057677;;-40.9335084772353;-39.3300418877617;32.6699581122383;-112.933508477235
-1.56;22.4867592952075;22.8634455478382;90.8634455478382;-45.5132407047925;;22.9291084355702;24.0127638145163;92.0127638145163;-45.0708915644298;;-20.9490865508218;-22.5950416981911;51.0509134491782;-94.5950416981911;;-41.0262115704157;-39.3966340862071;32.6033659137929;-113.026211570416
-1.58;22.1229549566178;22.5057015881973;90.5057015881973;-45.8770450433822;;22.7151060587076;23.8161960060761;91.8161960060761;-45.2848939412924;;-22.0021448486728;-23.6745812170935;49.9978551513272;-95.6745812170935;;-41.0736230148609;-39.4178278043352;32.5821721956648;-113.073623014861
-1.6;21.728375515364;22.1172740416794;90.1172740416794;-46.2716244846361;;22.4811335497266;23.5999213391986;91.5999213391986;-45.5188664502734;;-23.0662324175443;-24.7655498912299;48.9337675824557;-96.7655498912299;;-41.0803193908932;-39.3979105487903;32.6020894512097;-113.080319390893
-1.62;21.3005589158338;21.6956093368869;89.6956093368869;-46.6994410841662;;22.2189934563649;23.3554790879434;91.3554790879434;-45.7810065436351;;-24.1272631994945;-25.8534617784416;47.8727368005055;-97.8534617784416;;-41.0520085987244;-39.3429861250409;32.6570138749591;-113.052008598724
-1.64;20.8440054137736;21.2452091821949;89.2452091821949;-47.1559945862264;;21.943111079119;23.0972987317492;91.0972987317492;-46.056888920881;;-25.1877490304355;-26.940835062015;46.8122509695645;-98.940835062015;;-40.9805599523983;-39.2449175629256;32.7550824370744;-112.980559952398
-1.66;20.3488836554777;20.7562393186356;88.7562393186356;-47.6511163445223;;21.6445335888175;22.8164190835522;90.8164190835522;-46.3554664111825;;-26.2579913980057;-28.037958534849;45.7420086019943;-100.037958534849;;-40.8791277438279;-39.1168717227757;32.8831282772243;-112.879127743828
-1.68;19.815699980835;20.2292075387306;88.2292075387306;-48.184300019165;;21.3213916173762;22.5109749542178;90.5109749542178;-46.6786083826238;;-27.3268822548096;-29.1337304969156;44.6731177451904;-101.133730496916;;-40.7504301901768;-38.9615605375451;33.0384394624549;-112.750430190177
-1.7;19.258462316415;19.6781406532575;87.6781406532575;-48.741537683585;;20.9896335532409;22.1969690585036;90.1969690585036;-47.0103664467591;;-28.3833755042912;-30.2171873674507;43.6166244957088;-102.217187367451;;-40.578505579701;-38.7629406007539;33.2370593992461;-112.578505579701
-1.72;18.6727114730343;19.0986709888246;87.0986709888246;-49.3272885269657;;20.6396057698244;21.865011043508;89.865011043508;-47.3603942301756;;-29.4201344486409;-31.2813923328512;42.5798655513591;-103.281392332851;;-40.3747765149678;-38.5320386097048;33.4679613902952;-112.374776514968
-1.74;18.0549752263905;18.487214468495;86.487214468495;-49.9450247736095;;20.2813757616567;21.5248466248134;89.5248466248134;-47.7186242383433;;-30.4433528999369;-32.3320504578318;41.5566471000631;-104.332050457832;;-40.1306334163742;-38.2607288690071;33.7392711309929;-112.130633416374
-1.76;17.4058062511419;17.8443237669308;85.8443237669308;-50.5941937488581;;19.9094067851829;21.1709390588663;89.1709390588663;-48.0905932148171;;-31.4540235632688;-33.3701544474817;40.5459764367312;-105.370154447482;;-39.8577544611203;-37.9606895558587;34.0393104441413;-111.85775446112
-1.78;16.7246526433692;17.169451338106;85.169451338106;-51.2753473566309;;19.521513046068;20.8011150881724;88.8011150881724;-48.4784869539321;;-32.4529591181354;-34.3965360233981;39.5470408818646;-106.396536023398;;-39.5583606769399;-37.6341228453624;34.3658771546376;-111.55836067694
-1.8;16.0151695691663;16.466246537587;84.466246537587;-51.9848304308337;;19.1304632263894;20.4281266790197;88.4281266790197;-48.8695367736106;;-33.4373742132272;-35.4083844448056;38.5626257867728;-107.408384444806;;-39.2259868053343;-37.2745886158612;34.7254113841388;-111.225986805334
