1.048	13.5906	
1.049	12.8681	
1.050	12.8124	
1.051	13.0904	
1.052	15.1470	
1.053	14.3133	
1.054	13.1738	
1.055	12.1454	
1.056	13.1460	
1.057	13.7852	
1.058	14.0910	
1.059	13.4795	
1.060	12.7013	
1.061	12.8403	
1.062	13.0904	
1.063	10.6447	
1.064	11.8398	
1.065	12.5068	
1.066	11.0337	
1.067	11.8675	
1.068	13.5073	
1.069	13.1182	
1.070	11.5340	
1.071	10.0610	
1.072	10.8114	
1.073	9.1160	
1.074	6.0032	
1.075	5.6142	
1.076	6.4202	
1.077	6.8926	
1.078	8.9771	
1.079	10.7558	
1.080	7.1427	
1.081	7.7264	
1.082	8.7547	
1.083	9.2550	
1.084	8.4212	
1.085	8.1711	
1.086	7.9765	
1.087	9.1717	
1.088	7.9209	
1.089	5.4196	
1.090	4.9472	
1.091	7.0872	
1.092	8.0599	
1.093	8.1989	
1.094	7.3929	
1.095	7.2818	
1.096	9.8665	
1.097	8.0043	
1.098	6.7814	
1.099	8.7547	
1.100	8.5324	
1.101	10.1722	
1.102	8.6158	
1.103	8.3935	
1.104	8.6436	
1.105	7.0315	
1.106	6.8371	
1.107	9.6997	
1.108	9.1438	
1.109	8.1155	
1.110	8.5324	
1.111	8.5602	
1.112	7.6430	
1.113	8.1155	
1.114	8.3656	
1.115	7.7820	
1.116	6.2256	
1.117	5.4196	
1.118	6.0032	
1.119	5.7254	
1.120	6.6980	
1.121	8.5879	
1.122	8.1989	
1.123	7.3929	
1.124	5.4752	
1.125	4.8638	
1.126	4.9193	
1.127	5.7809	
1.128	6.7259	
1.129	6.5036	
1.130	7.5319	
1.131	7.8654	
1.132	6.9482	
1.133	7.5319	
1.134	7.9488	
1.135	9.5885	
1.136	7.5596	
1.137	7.8376	
1.138	7.3651	
1.139	7.8654	
1.140	8.0321	
1.141	8.4490	
1.142	7.8931	
1.143	6.9204	
1.144	8.0877	
1.145	7.2261	
1.146	8.0321	
1.147	9.7831	
1.148	8.1989	
1.149	8.0599	
1.150	9.3661	
1.151	10.0054	
1.152	11.7841	
1.153	10.4223	
1.154	11.1727	
1.155	10.5057	
1.156	7.2261	
1.157	9.5052	
1.158	9.2272	
1.159	6.7814	
1.160	6.4479	
1.161	6.5591	
1.162	6.0310	
1.163	7.3929	
1.164	8.9771	
1.165	6.3368	
1.166	8.8937	
1.167	10.2834	
1.168	10.8114	
1.169	9.8665	
1.170	10.0332	
1.171	11.1171	
1.172	10.7558	
1.173	10.9504	
1.174	11.2005	
1.175	10.2000	
1.176	9.3384	
1.177	9.5329	
1.178	11.2560	
1.179	12.2288	
1.180	14.4245	
1.181	16.1198	
1.182	15.3416	
1.183	13.6185	
1.184	16.3421	
1.185	17.0926	
1.186	15.8419	
1.187	17.4816	
1.188	16.8425	
1.189	13.1182	
1.190	16.0920	
1.191	14.2021	
1.192	12.0621	
1.193	14.5634	
1.194	12.6735	
1.195	9.2550	
1.196	6.6703	
1.197	8.8103	
1.198	8.1711	
1.199	8.3935	
1.200	8.1711	
1.201	6.8926	
1.202	7.9209	
1.203	7.8654	
1.204	6.1422	
1.205	7.2261	
1.206	7.0594	
1.207	5.0583	
1.208	5.4474	
1.209	5.2528	
1.210	5.7254	
1.211	3.8076	
1.212	3.1128	
1.213	4.0022	
1.214	4.3357	
1.215	4.0022	
1.216	4.0299	
1.217	3.6686	
1.218	3.9466	
1.219	3.9744	
1.220	4.6136	
1.221	5.1139	
1.222	5.3640	
1.223	4.6692	
1.224	4.3357	
1.225	3.8076	
1.226	4.3913	
1.227	4.3357	
1.228	4.7804	
1.229	4.6692	
1.230	5.8365	
1.231	5.3918	
1.232	5.4474	
1.233	7.1427	
1.234	5.8365	
1.235	5.4196	
1.236	6.7259	
1.237	7.1149	
1.238	5.3362	
1.239	5.5030	
1.240	5.6420	
1.241	5.7531	
1.242	5.7809	
1.243	4.6692	
1.244	4.9749	
1.245	4.8081	
1.246	6.0866	
1.247	5.9198	
1.248	6.3090	
1.249	6.2812	
1.250	6.0866	
1.251	6.8092	
1.252	5.0583	
1.253	5.9198	
1.254	6.4479	
1.255	5.9755	
1.256	5.5586	
1.257	6.3368	
1.258	6.2533	
1.259	6.9760	
1.260	7.4762	
1.261	6.3645	
1.262	6.7259	
1.263	6.5313	
1.264	6.6425	
1.265	7.0594	
1.266	6.0589	
1.267	5.8087	
1.268	5.2807	
1.269	6.0032	
1.270	6.4202	
1.271	6.1422	
1.272	6.6147	
1.273	6.1422	
1.274	6.7814	
1.275	6.6425	
1.276	7.0315	
1.277	7.4485	
1.278	8.0043	
