2150.000	0.16
2150.001	0.15
2150.002	0.14
2150.003	0.12
2150.004	0.11
2150.005	0.09
2150.006	0.09
2150.007	0.08
2150.008	0.08
2150.009	0.09
2150.010	0.09
2150.011	0.10
2150.012	0.11
2150.013	0.12
2150.014	0.14
2150.015	0.15
2150.016	0.16
2150.017	0.16
2150.018	0.15
2150.019	0.14
2150.020	0.12
2150.021	0.10
2150.022	0.09
2150.023	0.07
2150.024	0.07
2150.025	0.06
2150.026	0.07
2150.027	0.07
2150.028	0.08
2150.029	0.10
2150.030	0.11
2150.031	0.12
2150.032	0.12
2150.033	0.11
2150.034	0.09
2150.035	0.08
2150.036	0.06
2150.037	0.05
2150.038	0.05
2150.039	0.05
2150.040	0.05
2150.041	0.05
2150.042	0.05
2150.043	0.06
2150.044	0.07
2150.045	0.08
2150.046	0.09
2150.047	0.09
2150.048	0.09
2150.049	0.09
2150.050	0.09
2150.051	0.09
2150.052	0.09
2150.053	0.09
2150.054	0.09
2150.055	0.08
2150.056	0.08
2150.057	0.07
2150.058	0.06
2150.059	0.05
2150.060	0.04
2150.061	0.04
2150.062	0.04
2150.063	0.04
2150.064	0.04
2150.065	0.04
2150.066	0.05
2150.067	0.06
2150.068	0.07
2150.069	0.09
2150.070	0.11
2150.071	0.12
2150.072	0.14
2150.073	0.15
2150.074	0.15
2150.075	0.15
2150.076	0.14
2150.077	0.13
2150.078	0.12
2150.079	0.11
2150.080	0.10
2150.081	0.09
2150.082	0.09
2150.083	0.09
2150.084	0.09
2150.085	0.08
2150.086	0.08
2150.087	0.08
2150.088	0.07
2150.089	0.07
2150.090	0.07
2150.091	0.07
2150.092	0.08
2150.093	0.09
2150.094	0.09
2150.095	0.10
2150.096	0.10
2150.097	0.09
2150.098	0.09
2150.099	0.08
2150.100	0.07
2150.101	0.06
2150.102	0.06
2150.103	0.05
2150.104	0.05
2150.105	0.05
2150.106	0.05
2150.107	0.06
2150.108	0.06
2150.109	0.07
2150.110	0.07
2150.111	0.08
2150.112	0.09
2150.113	0.09
2150.114	0.09
2150.115	0.09
2150.116	0.09
2150.117	0.09
2150.118	0.09
2150.119	0.10
2150.120	0.10
2150.121	0.10
2150.122	0.10
2150.123	0.10
2150.124	0.09
2150.125	0.09
2150.126	0.08
2150.127	0.07
2150.128	0.06
2150.129	0.05
2150.130	0.05
2150.131	0.05
2150.132	0.05
2150.133	0.05
2150.134	0.06
2150.135	0.07
2150.136	0.08
2150.137	0.09
2150.138	0.10
2150.139	0.11
2150.140	0.10
2150.141	0.10
2150.142	0.09
2150.143	0.08
2150.144	0.07
2150.145	0.06
2150.146	0.05
2150.147	0.05
2150.148	0.05
2150.149	0.05
2150.150	0.05
2150.151	0.05
2150.152	0.06
2150.153	0.07
2150.154	0.09
2150.155	0.11
2150.156	0.13
2150.157	0.16
2150.158	0.20
2150.159	0.22
2150.160	0.25
2150.161	0.26
2150.162	0.27
2150.163	0.26
2150.164	0.25
2150.165	0.24
2150.166	0.23
2150.167	0.22
2150.168	0.20
2150.169	0.19
2150.170	0.17
2150.171	0.15
2150.172	0.14
2150.173	0.12
2150.174	0.10
2150.175	0.09
2150.176	0.09
2150.177	0.08
2150.178	0.08
2150.179	0.08
2150.180	0.08
2150.181	0.08
2150.182	0.09
2150.183	0.09
2150.184	0.10
2150.185	0.11
2150.186	0.13
2150.187	0.15
2150.188	0.18
2150.189	0.19
2150.190	0.19
2150.191	0.18
2150.192	0.17
2150.193	0.15
2150.194	0.13
2150.195	0.12
2150.196	0.11
2150.197	0.11
2150.198	0.11
2150.199	0.12
2150.200	0.13
2150.201	0.15
2150.202	0.17
2150.203	0.17
2150.204	0.17
2150.205	0.15
2150.206	0.13
2150.207	0.11
2150.208	0.09
2150.209	0.08
2150.210	0.07
2150.211	0.06
2150.212	0.06
2150.213	0.05
2150.214	0.05
2150.215	0.05
2150.216	0.04
2150.217	0.04
2150.218	0.04
2150.219	0.04
2150.220	0.04
2150.221	0.05
2150.222	0.07
2150.223	0.08
2150.224	0.09
2150.225	0.10
2150.226	0.10
2150.227	0.10
2150.228	0.10
2150.229	0.10
2150.230	0.10
2150.231	0.11
2150.232	0.12
2150.233	0.14
2150.234	0.14
2150.235	0.14
2150.236	0.12
2150.237	0.11
2150.238	0.09
2150.239	0.07
2150.240	0.06
2150.241	0.05
2150.242	0.04
2150.243	0.04
2150.244	0.04
2150.245	0.04
2150.246	0.05
2150.247	0.06
2150.248	0.08
2150.249	0.11
2150.250	0.13
2150.251	0.15
2150.252	0.16
2150.253	0.16
2150.254	0.15
2150.255	0.14
2150.256	0.13
2150.257	0.12
2150.258	0.12
2150.259	0.13
2150.260	0.15
2150.261	0.18
2150.262	0.21
2150.263	0.24
2150.264	0.27
2150.265	0.28
2150.266	0.29
2150.267	0.29
2150.268	0.27
2150.269	0.24
2150.270	0.21
2150.271	0.17
2150.272	0.14
2150.273	0.11
2150.274	0.09
2150.275	0.08
2150.276	0.08
2150.277	0.08
2150.278	0.09
2150.279	0.11
2150.280	0.13
2150.281	0.16
2150.282	0.18
2150.283	0.19
2150.284	0.20
2150.285	0.20
2150.286	0.20
2150.287	0.19
2150.288	0.18
2150.289	0.17
2150.290	0.16
2150.291	0.14
2150.292	0.14
2150.293	0.13
2150.294	0.14
2150.295	0.14
2150.296	0.15
2150.297	0.16
2150.298	0.16
2150.299	0.17
2150.300	0.17
2150.301	0.16
2150.302	0.16
2150.303	0.15
2150.304	0.14
2150.305	0.13
2150.306	0.12
2150.307	0.10
2150.308	0.09
2150.309	0.08
2150.310	0.07
