Oxygen isotopes -- snowpits; GISP2 Site 31

REFERENCES: 

Bolzan, J.F., and M. Strobel. 1994. Accumulation-rate variations around
Summit, Greenland. Journal of Glaciology 40:56-66.

DATA DESCRIPTION: 

These files contain oxygen-isotope profiles for 9 shallow cores (to
approximately 17 m depth) recovered over a 150 x 150 km survey grid in
central Greenland.  All cores were recovered in May, 1987.  Isotopic data
in the upper 2 m of each profile were from the shallow drilling pits. 
Details on the site location, the core recovery, and the assignment of
core loss are given in Bolzan and Strobel, (1994). 

For the data below, all depths are in cm.  Dating of samples was based on
the seasonal variation in the oxygen isotope stratigraphy, along with
measurements of gross beta activity (see Bolzan and Strobel, 1994).  Time
is in decimal years, where 87 = 1987, etc. 

The first 2 columns refer to the true depth and age at the top of the
sample, where the age is based on a spline interpolation of the dating
described in Bolzan and Strobel (1994).  The time is in decimal calendar
years. 

Column 3 is density in kg/m3. 

Column 4 are the O18 values in per mil. 

Column 5 is the ice-equivalent depths at the top of the sample. 

SITE 31: N 72 20 55, W 40 12 50, 3115 m

DATA:

Depth Top	Cal. Year	Density	del18O	Ice depth
(cm)	Top	kg/m^3	(per mil)	(cm)

0	1987.64	310.28	-34.23	0
10	1987.52	347	-38.48	3.38
20	1987.34	347	-36.94	7.16
30	1987.12	366.28	-41.62	10.94
40	1986.88	355.27	-40.48	14.93
50	1986.66	286.42	-30.56	18.8
60	1986.5	290.09	-29.89	21.92
70	1986.38	313.96	-32.19	25.08
80	1986.28	315.79	-30.37	28.5
90	1986.2	367.2	-34.29	31.94
100	1986.12	387.4	-38.03	35.94
110	1986.05	397.49	-36.22	40.16
120	1985.95	406.67	-37.67	44.49
130	1985.83	412.18	-35.08	48.92
140	1985.69	386.48	-33.58	53.41
150	1985.55	328.64	-29.05	57.62
160	1985.45	354.35	-33.39	61.2
170	1985.34	369.95	-34.79	65.06
180	1985.22	400.25	-34.32	69.09
190	1985.08	421.36	-37.45	73.45
200	1984.91	372.71	-30.81	78.04
205	1984.83	372.71	-29.75	80.07
210	1984.74	374.54	-29.34	82.1
215	1984.65	389.23	-28.12	84.14
220	1984.55	390.57	-27.45	86.26
225.5	1984.45	387.4	-31.15	88.6
230.5	1984.35	385.56	-34.96	90.71
235.5	1984.25	383.72	-37.3	92.81
240.5	1984.16	385.56	-38.7	94.9
245.5	1984.08	385.56	-41.51	97
250.5	1984	385.56	-41.99	99.1
255.5	1983.93	385.56	-38.64	101.2
260.5	1983.87	380.05	-35.21	103.3
265.5	1983.81	380.05	-36	105.37
270.5	1983.76	380.05	-35.86	107.44
275.5	1983.71	389.23	-33.57	109.51
280.5	1983.65	409.43	-33.28	111.63
285.5	1983.6	411.26	-32.91	113.86
290.5	1983.53	407.59	-31.93	116.1
295.5	1983.46	396.58	-32.41	118.32
300.5	1983.39	398.41	-35.29	120.48
305.5	1983.31	396.58	-38.94	122.65
310.5	1983.23	396.58	-40.95	124.81
315.5	1983.14	414.93	-42.57	126.97
320.5	1983.05	416.77	-44.04	129.23
325.5	1982.95	414.93	-42.99	131.5
330.5	1982.86	416.77	-37.66	133.76
335.5	1982.76	416.77	-32.66	136.03
340.5	1982.66	387.4	-31.23	138.3
345.5	1982.55	389.23	-31.03	140.41
350.5	1982.44	387.4	-30.85	142.53
355.5	1982.33	394.74	-33.64	144.64
360.5	1982.21	396.58	-35.42	146.79
365.5	1982.1	396.58	-37.66	148.95
370.5	1982	396.58	-37.81	151.11
375.5	1981.92	369.04	-36.57	153.27
380.5	1981.85	340.68	-36.34	155.28
385	1981.72	438.8	-34.59	160.5
390	1981.67	436.97	-33.99	162.89
395	1981.61	436.97	-31.37	165.27
400	1981.54	435.63	-29.58	167.65
405.5	1981.45	407.59	-30.43	170.26
410.5	1981.36	411.27	-32.48	172.48
415.5	1981.25	428.96	-38.06	174.72
421	1981.12	431.46	-40.81	177.29
426	1981	429.62	-41.09	179.64
431	1980.88	429.63	-39.01	181.98
436	1980.76	430.62	-36.77	184.32
441.5	1980.63	429.63	-33.87	186.9
446.5	1980.54	427.79	-29.28	189.24
451.5	1980.47	425.95	-29.5	191.57
456.5	1980.34	415.6	-32.22	198.57
462	1980.31	414.94	-35.38	201.06
467	1980.28	416.77	-37.25	203.32
472	1980.25	414.94	-38.6	205.59
477	1980.2	416.77	-38.87	207.85
482	1980.14	415.6	-38.98	210.12
487.5	1980.05	435.13	-39.63	212.61
492.5	1979.94	435.13	-37.82	214.98
497.5	1979.8	433.3	-35.02	217.35
502.5	1979.65	435.13	-33.7	219.71
507.5	1979.5	436.97	-33.85	222.08
512.5	1979.36	440.64	-35.07	224.46
517.5	1979.23	440.64	-36.89	226.86
522.5	1979.11	436.97	-39.51	229.26
527.5	1979	436.97	-40.75	231.64
532.5	1978.9	436.97	-41.12	234.02
537.5	1978.82	438.8	-39.1	236.4
542.5	1978.74	436.97	-36.7	238.79
547.5	1978.67	436.97	-32.86	241.17
552.5	1978.6	440.64	-30.23	243.55
557.5	1978.53	449.82	-28.43	245.95
562.5	1978.47	446.15	-29.1	248.4
567.5	1978.4	438.8	-32.22	250.83
572.5	1978.33	436.97	-34.48	253.22
577.5	1978.26	438.8	-37.19	255.6
582.5	1978.13	470.02	-38.36	259.86
587.5	1978.04	471.85	-39.57	262.42
592.5	1977.96	470.02	-38.06	264.99
597.5	1977.86	470.02	-34.74	267.55
602.5	1977.77	471.85	-31.21	270.11
607.5	1977.68	469.2	-28.32	272.68
612	1977.61	451.65	-28.04	274.98
617	1977.53	446.15	-27.94	277.44
622	1977.47	446.15	-27.52	279.87
