age (yr)	total sulfate (ppb)	volcanic sulfate

2641.03	35.97	0
2643.36	28.43	0
2646.39	24.78	0
2648.56	32.32	0
2650.86	27.14	0
2653.22	20.89	0
2655.44	28.34	0
2657.71	30.16	0
2660.03	28.58	0
2662.41	26.90	0
2665.29	50.19	1
2667.61	47.40	0
2669.78	30.35	0
2671.33	50.53	5
2674.17	40.92	0
2676.33	64.31	20
2679.08	29.15	0
2681.07	30.55	0
2683.29	34.15	0
2686.15	107.39	71
2689.03	63.16	17
2691.41	26.18	0
2693.86	33.33	3
2695.90	21.81	0
2698.27	36.60	0
2700.16	23.44	0
2702.33	22.24	0
2704.06	34.58	0
2706.72	27.14	0
2709.25	28.77	0
2711.28	37.32	0
2713.67	35.45	1
2716.91	29.87	0
2719.15	38.52	2
2722.90	45.34	1
2725.53	64.31	22
2728.21	46.68	0
2730.55	40.39	0
2733.64	34.44	0
2736.17	43.27	0
2738.30	27.95	0
2741.18	22.72	0
2743.25	26.32	0
2745.55	29.06	0
2747.88	28.39	0
2750.34	49.57	15
2752.48	49.66	6
2754.82	26.46	0
2756.93	30.21	0
2759.26	27.95	0
2761.54	27.52	0
2763.88	24.59	0
2766.18	36.79	0
2768.63	42.31	0
2770.97	34.44	0
2773.28	34.15	0
2775.96	33.04	0
2778.06	40.87	0
2780.48	32.47	0
2782.38	25.74	0
2784.68	29.87	0
2786.87	29.59	0
2789.13	27.67	0
2791.25	23.73	0
2793.40	33.04	0
2795.53	54.08	15
2797.79	45.53	0
2800.08	37.51	0
2802.43	35.11	0
2805.29	19.55	0
2806.89	31.56	0
2809.03	29.49	0
2811.25	33.52	0
2812.93	75.17	14
2819.80	29.44	0
2821.93	36.07	4
2823.45	30.83	0
2826.65	40.01	0
2829.03	31.56	0
2831.56	27.71	0
2834.23	27.71	0
2836.46	32.42	0
2839.05	21.47	0
2841.02	21.95	0
2843.03	28.10	0
2845.58	28.91	0
2847.61	20.94	0
2850.41	21.76	0
2852.83	24.16	0
2855.08	40.63	15
2857.43	44.72	0
2859.67	20.32	0
2862.03	39.43	0
2864.32	36.26	1
2866.65	21.13	0
2868.91	20.46	0
2871.24	26.94	0
2873.61	28.77	0
2875.79	53.46	8
2877.95	30.74	0
2880.43	37.70	0
2882.53	26.61	0
2884.84	33.81	0
2887.50	41.83	0
2890.09	29.73	0
2892.54	33.52	0
2894.55	28.00	0
2896.92	27.09	0
2899.74	29.30	0
2901.97	26.08	0
2904.18	32.85	0
2906.33	29.15	0
2908.58	31.70	0
2910.92	65.80	0
2912.83	34.73	0
2914.93	30.40	0
2917.50	29.97	0
2920.17	33.96	0
2921.98	24.06	0
2924.33	26.85	0
2926.34	28.96	0
2928.53	41.16	0
2931.05	35.35	0
2933.14	29.68	0
2935.39	25.50	0
2937.78	31.17	0
2940.04	50.09	0
2942.19	36.26	0
2944.35	31.99	0
2946.58	39.62	6
2949.34	31.08	0
2951.78	35.88	0
2953.98	44.67	0
2956.59	32.42	0
2958.97	39.24	0
2961.38	33.57	0
2963.90	59.84	12
2966.33	24.06	0
2968.67	34.87	0
2970.87	30.69	0
2973.58	32.71	0
2975.97	40.39	0
2978.59	50.14	0
2980.86	29.87	0
2983.14	52.78	0
2985.34	42.36	0
2987.11	35.78	1
2989.28	37.32	0
2991.71	31.46	0
2993.95	31.56	0
2996.40	30.79	0
2998.78	27.57	0
3000.89	35.40	0
3003.32	30.45	0
3005.70	23.53	1
3007.84	31.08	0
3010.28	34.05	0
3012.39	39.38	0
3014.56	30.83	0
3017.09	25.79	0
3019.50	32.32	0
3021.78	23.82	0
3023.81	30.98	0
3026.15	28.77	0
3028.37	22.57	0
3030.78	27.38	0
3033.20	162.24	125
3035.22	19.98	0
3037.44	35.25	0
3039.45	40.34	0
3042.08	36.02	0
3044.07	28.53	0
3046.65	41.45	2
3049.10	30.02	0
3051.40	37.46	0
3053.62	29.30	0
3055.67	27.71	0
3058.58	48.27	0
3061.21	36.84	0
3064.14	40.39	1
3066.00	49.23	12
3068.92	25.12	0
3071.41	27.62	0
3074.39	38.09	0
3077.32	61.91	5
3080.16	23.01	0
3082.27	24.26	0
3084.67	30.88	0
3087.73	30.55	0
3090.37	28.87	0
3092.94	44.62	0
3095.20	36.07	0
3098.18	33.43	0
3100.50	27.71	0
3102.75	34.63	0
3105.64	60.13	17
3109.19	23.63	0
3111.73	37.99	0
3113.57	31.36	0
3116.29	27.18	0
3118.75	32.71	0
3121.00	37.22	0
3123.53	34.68	0
3125.57	39.05	0
3128.80	27.38	0
3131.23	26.32	0
3133.30	29.87	0
3136.22	34.10	0
3138.65	63.35	0
3140.61	142.60	73
3144.04	31.12	0
3145.74	31.08	0
3147.87	24.59	0
3150.64	49.81	8
3153.15	37.61	9
3155.77	28.58	0
3158.59	30.45	0
3161.06	29.01	0
3162.58	23.49	0
3172.04	24.45	0
3173.86	45.87	3
3175.56	49.90	2
3177.64	28.05	0
3179.63	29.30	0
3181.91	42.03	0
3183.85	28.63	0
3186.05	22.14	0
3188.12	38.18	0
3190.20	32.71	0
3193.12	31.80	0
3195.19	34.05	1
3197.24	33.91	0
3199.09	27.18	0
3201.00	30.74	0
3203.54	29.73	0
3206.41	28.53	0
3208.93	41.07	0
3211.33	37.56	0
3214.07	59.32	11
3223.40	57.88	18
3225.81	46.64	0
3227.89	46.64	8
3230.69	50.77	15
3233.47	83.86	22
3235.73	55.71	0
3238.05	62.15	34
3240.18	56.67	26
3243.16	33.14	0
3245.16	40.01	2
3247.09	31.46	3
3249.20	40.78	0
3251.67	39.67	3
3254.95	31.94	0
3256.79	28.58	0
3259.11	39.82	0
3261.24	24.40	0
3263.93	28.77	0
3266.35	32.52	0
3268.53	24.01	0
3271.16	34.77	0
3273.83	35.97	0
3276.25	78.67	51
3278.73	30.31	0
3280.26	18.35	0
3286.44	57.54	29
3289.08	24.13	0
3290.74	41.47	5
3292.38	29.12	0
3294.77	30.90	0
3297.15	26.75	0
3299.92	31.58	0
3302.31	24.45	0
3305.00	29.22	0
3307.13	39.47	0
3309.71	28.56	0
3312.32	39.25	10
3317.76	29.26	0
3320.00	25.20	0
3322.52	26.83	0
3325.14	27.65	0
3327.55	27.81	0
3329.86	22.80	0
3332.00	26.46	0
3334.36	35.75	0
3336.58	24.87	0
3338.94	33.97	0
3341.66	27.14	0
3343.90	36.37	0
3347.77	32.62	0
3349.80	45.95	0
3352.14	24.98	0
3354.34	32.90	0
3356.76	30.23	0
3359.26	26.39	0
3362.09	24.92	0
3372.50	28.57	0
3374.21	34.70	0
3376.53	23.41	0
3378.62	34.21	0
3383.57	36.06	0
3386.02	28.18	0
3388.22	48.89	1
3390.65	90.03	45
3393.20	30.59	0
3395.43	29.98	0
3397.84	27.74	0
3400.57	32.79	0
3402.81	197.21	156
3405.59	100.21	47
3408.18	136.37	85
3410.50	35.39	0
3413.53	26.45	0
3416.05	31.43	0
3418.83	26.98	0
3420.69	29.31	0
3452.38	30.12	0
3455.42	39.46	0
3458.66	34.97	0
3460.96	25.66	0
3463.07	46.56	0
3465.40	26.38	0
3467.92	26.65	0
3470.41	26.07	0
3473.45	29.33	0
3475.97	25.69	0
3478.06	35.37	0
3480.86	37.10	3
3482.85	20.69	0
3485.16	29.74	0
3487.65	28.92	0
3490.06	31.19	0
3492.67	36.90	0
3495.82	28.16	0
3498.22	26.98	0
3499.72	25.54	0
3502.12	31.13	0
3508.03	18.12	0
3509.59	33.62	0
3512.02	28.68	0
3514.17	31.93	0
3516.07	30.62	0
3518.69	29.49	0
3520.94	29.05	0
3523.21	25.86	0
3525.61	61.80	18
3528.05	28.49	0
3530.68	33.44	0
3533.57	25.85	0
3536.15	41.10	0
3538.36	48.20	3
3540.93	23.09	0
3543.45	65.81	17
3545.59	37.49	0
3548.05	75.87	35
3550.65	94.62	35
3553.03	28.71	0
3555.47	25.70	0
3558.08	37.70	5
3560.58	28.67	0
3562.81	31.61	0
3565.26	37.76	0
3567.89	37.81	0
3569.95	34.61	0
3572.50	178.39	139
3574.78	25.53	0
3576.69	37.04	0
3578.93	26.57	0
3580.86	30.93	0
3583.32	31.33	0
3595.91	30.17	0
3597.81	23.75	0
3599.85	30.51	0
3602.16	33.87	0
3604.94	34.26	0
3607.46	28.68	0
3610.51	25.85	0
3612.30	25.87	0
3616.24	36.10	0
3617.81	109.50	67
3620.24	56.05	18
3622.53	25.40	0
3625.53	40.45	0
3627.53	26.48	0
3629.81	29.55	0
3631.93	28.65	0
3634.58	29.36	0
3636.82	32.68	2
3639.59	22.41	0
3641.90	35.98	0
3644.32	245.94	200
3646.53	34.95	0
3648.68	43.36	0
3651.32	33.15	0
3653.88	33.59	0
3656.32	25.60	0
3659.17	33.80	0
3661.96	56.30	25
3664.09	58.61	24
3666.67	53.35	13
3668.92	46.94	24
3671.00	34.04	10
3673.40	29.88	0
3674.97	25.26	0
3678.34	25.96	0
3680.67	23.13	0
3682.55	24.44	0
3684.73	18.77	0
3686.83	31.87	0
3689.00	35.43	0
3691.44	31.01	0
3693.48	28.88	0
3695.54	24.25	0
3697.90	30.25	0
3700.30	26.64	0
3702.58	25.75	0
3705.25	34.05	0
3707.93	33.06	0
3710.23	29.38	0
3711.81	35.03	4
3714.72	28.14	4
3716.74	34.50	5
3719.58	31.09	0
3722.47	35.76	0
3724.33	40.37	11
3726.90	41.21	1
3729.10	52.31	10
3731.72	39.35	0
3733.79	49.54	6
3736.84	35.04	9
3741.42	44.99	6
3743.89	34.16	0
3745.90	32.12	0
3748.19	34.51	0
3750.50	50.89	10
3752.68	26.36	2
3755.19	51.37	0
3757.46	59.36	11
3760.06	72.10	31
3762.61	49.01	12
3764.90	64.36	35
3767.28	74.23	38
3769.53	62.08	18
3771.65	59.89	21
3773.28	62.09	21
3783.82	35.46	0
3786.00	36.83	0
3788.44	26.05	0
3790.40	39.13	0
3792.71	32.08	0
3795.03	25.20	0
3797.13	43.81	12
3798.97	60.77	31
3803.28	38.12	0
3804.57	23.73	0
3806.65	24.79	0
3808.87	25.23	0
3811.07	26.45	0
3813.30	70.84	36
3816.00	27.30	1
3824.38	25.12	0
3826.07	25.74	0
3828.57	29.88	0
3830.73	28.17	0
3832.77	24.50	0
3834.97	30.41	0
3837.39	38.54	0
3839.79	77.05	4
3842.70	26.21	0
3854.64	30.57	0
3856.92	27.24	0
3859.40	28.13	0
3862.41	21.90	0
3863.90	29.06	0
3866.00	41.43	0
3868.36	70.10	12
3870.68	47.70	6
3873.19	39.59	0
3876.04	57.45	20
3877.75	44.75	9
3879.83	52.36	2
3882.38	29.02	0
3885.27	86.60	54
3887.57	23.17	0
3890.00	29.70	0
3892.31	22.83	0
3894.86	34.33	0
3897.54	74.53	25
3899.76	32.82	0
3902.03	36.42	0
3904.27	30.71	0
3906.60	44.97	16
3908.91	21.66	0
3924.66	18.22	0
3926.00	19.87	1
3929.63	34.66	0
3931.12	35.75	5
3933.30	41.50	15
3935.46	24.50	3
3938.37	19.89	0
3940.48	107.95	67
3942.79	64.73	28
3945.31	49.02	24
3947.74	34.41	0
3949.54	36.00	0
3952.77	36.71	20
3954.23	29.54	0
3956.14	23.63	0
3959.07	32.92	0
3959.93	21.81	0
3965.03	31.50	0
3967.25	28.70	0
3969.55	29.33	0
3971.76	32.40	0
3974.06	34.25	0
3976.48	42.08	14
3979.04	31.64	0
3981.43	27.62	0
3983.17	71.55	34
3986.14	20.07	1
3988.48	33.63	0
3991.37	25.41	0
3993.67	21.42	0
3996.03	23.52	0
3998.31	28.80	0
3999.68	15.64	0
4005.40	23.64	0
4007.58	24.62	0
4009.65	29.01	0
4011.94	27.84	0
4014.25	26.46	0
4016.91	28.46	0
4019.46	19.01	0
4021.92	27.23	0
4024.72	22.70	2
4026.53	29.72	0
4029.30	28.40	0
4034.78	25.78	3
4044.18	35.60	6
4046.13	22.68	0
4048.23	24.67	0
4050.52	22.04	0
4052.85	38.72	0
4060.87	23.62	0
4062.72	19.64	0
4065.08	25.67	0
4067.42	18.76	0
4072.74	31.77	0
4074.83	28.96	0
4077.55	25.16	0
4079.53	24.48	0
4087.89	28.51	0
4089.77	36.17	13
4092.11	62.82	26
4094.55	24.89	0
4096.76	23.51	0
4099.36	30.52	0
4101.36	32.95	0
4103.66	32.06	0
4105.80	35.25	0
4108.31	26.24	0
4110.88	21.74	0
4112.15	28.51	0
4115.93	60.62	32
4117.89	27.47	0
4120.46	27.29	0
4122.88	23.63	0
4131.04	30.57	0
4132.93	21.31	0
4135.42	29.71	0
4137.56	27.47	4
4140.06	34.66	0
4142.81	51.32	0
4144.21	29.59	0
4146.84	30.30	0
4149.77	21.75	1
4152.33	36.46	0
4154.18	49.04	7
4156.50	56.23	18
4158.83	26.63	0
4161.13	29.98	0
4163.00	22.21	0
4165.54	34.21	0
4167.37	26.85	0
4169.55	33.97	0
4171.75	28.85	0
4174.29	34.33	0
4178.88	29.35	0
4181.21	24.66	0
4183.19	29.41	0
4185.85	41.90	4
4188.14	44.87	1
4190.36	29.16	3
4192.91	30.06	0
4194.85	28.03	0
4197.46	39.85	0
4199.53	28.58	0
4202.10	30.00	0
4204.54	49.75	0
4206.39	28.50	0
4208.96	22.40	0
4213.68	25.17	3
4215.89	26.73	0
4218.18	47.95	14
4220.60	28.96	0
4222.56	33.48	0
4224.71	33.00	0
4227.00	29.46	0
4229.35	23.76	0
4232.22	28.57	0
4234.03	27.47	0
4236.15	44.13	12
4238.27	27.70	0
4240.82	26.40	0
4242.86	94.49	42
4245.36	23.27	0
4247.28	31.54	30
4250.88	32.46	0
4253.04	78.78	32
4255.84	29.14	0
4257.81	31.73	4
4259.22	111.97	56
4265.15	25.59	0
4267.53	41.09	0
4269.91	29.08	0
4272.07	28.89	0
4274.11	31.39	0
4276.50	29.57	0
4279.67	34.76	11
4281.00	46.67	3
4283.22	33.45	1
4285.83	52.65	19
4287.91	42.82	7
4290.89	27.91	0
4292.53	41.99	0
4294.83	25.74	0
4297.35	30.47	0
4299.28	27.24	0
4301.39	24.04	0
4303.54	26.79	0
4305.81	31.78	0
4308.07	34.74	0
4310.38	23.22	0
4312.90	34.78	0
4315.16	26.09	0
4317.70	39.71	0
4319.66	25.24	0
4321.98	23.67	0
4323.80	32.52	0
4327.04	42.29	0
4329.83	22.48	0
4331.64	29.65	0
4334.34	22.83	0
4335.66	33.92	0
4347.12	72.97	8
4349.27	39.81	2
4352.89	23.31	0
4355.07	50.45	12
4357.64	30.79	0
4359.69	32.30	0
4362.10	29.65	0
4366.50	32.54	0
4368.43	44.68	0
4372.06	32.62	0
4375.48	25.27	0
4378.12	25.45	0
4380.25	26.74	0
4382.38	28.15	0
4384.77	29.04	0
4389.04	32.72	3
4392.06	30.72	0
4400.75	32.65	6
4402.82	22.13	0
4406.31	31.78	0
4407.86	35.09	0
4410.29	38.57	0
4412.43	24.16	0
4414.47	27.80	0
4416.70	23.06	0
4418.94	33.13	0
4421.37	32.12	0
4423.49	24.33	2
4426.40	50.16	17
4427.88	34.38	6
4431.16	31.62	0
4432.66	35.14	0
4435.04	29.01	0
4437.15	31.40	0
4439.50	28.84	0
4441.93	29.69	0
4444.21	37.12	0
4446.23	34.94	0
4448.66	84.32	34
4450.94	57.72	5
4453.23	39.61	0
4454.93	35.90	1
4457.00	40.04	0
4459.36	32.22	0
4461.68	47.61	3
4463.96	42.57	11
4466.33	30.85	0
4468.30	34.79	0
4470.45	38.97	7
4473.56	24.35	0
4475.09	27.54	0
4487.17	19.15	0
4489.06	24.35	0
4490.94	43.30	0
4493.67	31.21	0
4496.22	52.07	0
4497.84	27.34	0
4501.06	38.86	0
4504.04	23.54	0
4506.20	43.81	0
4508.16	43.40	2
4510.82	43.75	3
4513.06	26.60	0
4515.11	32.76	0
4517.09	21.46	0
4519.84	27.25	0
4521.66	31.01	3
4524.03	39.44	5
4525.88	34.64	0
4528.89	25.19	0
4531.26	21.17	0
4533.27	29.32	3
4535.36	32.05	0
4537.71	24.28	0
4539.94	24.98	0
4541.65	36.76	0
4544.36	30.79	0
4546.94	37.14	0
4549.18	52.96	0
4552.76	28.57	0
4554.63	44.27	6
4556.89	25.95	0
4559.77	38.34	1
4561.18	31.74	0
4563.57	30.12	0
4565.83	100.75	64
4568.06	73.72	36
4570.03	26.76	0
4572.61	26.55	0
4574.77	25.24	0
4577.35	28.52	0
4579.68	34.03	0
4581.38	31.99	0
4584.23	43.66	0
4586.41	29.52	0
4588.00	31.72	0
4590.48	19.88	0
4592.87	26.07	0
4595.28	27.99	0
4597.54	33.99	0
4598.91	36.89	0
4602.42	36.58	0
4604.52	72.48	42
4606.75	34.17	0
4609.45	68.39	28
4610.97	23.92	0
4613.77	22.13	0
4616.44	23.29	0
4618.23	20.95	0
4625.77	31.87	0
4627.59	24.68	0
4629.86	37.44	0
4632.15	56.69	18
4634.44	47.73	0
4637.26	36.47	0
4638.91	30.36	0
4640.84	30.10	0
4643.14	43.30	0
4645.36	33.34	0
4647.71	43.00	0
4654.57	32.47	4
4656.57	35.57	0
4659.13	34.97	0
4661.55	37.31	0
4663.65	45.24	11
4665.64	23.71	0
4668.08	41.59	0
4670.44	38.89	19
4673.08	35.42	0
4674.63	31.25	0
4676.10	34.35	0
4678.20	52.54	23
4681.07	51.37	0
4682.79	28.69	0
4684.70	30.98	0
4686.94	36.70	6
4689.30	29.91	5
4691.31	22.59	0
4693.53	31.25	0
4696.14	32.49	0
4698.69	28.66	0
4701.00	35.63	0
4704.78	24.70	0
4706.07	37.84	0
4709.06	36.07	0
4710.52	47.65	12
4713.15	37.41	6
4715.56	61.46	39
4717.77	44.09	10
4719.63	43.86	10
4721.21	28.34	0
4722.91	34.94	3
4725.44	29.84	0
4727.39	40.22	11
4729.07	49.33	18
4732.41	56.90	9
4734.62	31.04	0
4736.83	31.20	2
4739.00	52.71	11
4741.44	41.96	3
4743.44	30.48	0
4746.19	25.59	0
4748.33	30.62	0
4749.97	25.83	0
4753.10	38.12	0
4754.69	39.48	0
4757.88	39.75	0
4760.18	35.52	0
4762.28	27.90	0
4764.24	102.66	60
4766.83	40.24	0
4768.92	41.42	0
4770.72	31.30	0
4773.25	37.95	0
4775.70	37.14	1
4777.86	38.02	0
4780.50	42.90	3
4794.90	34.28	0
4797.16	25.63	0
4799.36	30.84	1
4801.31	39.08	2
4803.97	24.88	0
4805.79	27.08	0
4807.63	24.58	0
4825.79	36.72	0
4827.52	31.13	5
4830.39	40.10	7
4832.23	52.39	24
4834.11	32.14	0
4836.36	34.21	0
4838.53	32.17	1
4842.86	30.26	0
4845.36	35.39	1
4846.74	26.98	0
4848.82	49.11	2
4851.81	44.42	2
4854.61	66.57	0
4856.16	33.46	5
4857.85	35.78	1
4860.08	37.74	0
4863.09	20.97	0
4865.03	22.13	0
4867.53	29.25	0
4869.48	65.53	0
4875.48	32.28	0
4879.00	25.45	0
4880.41	27.16	0
4882.50	44.60	16
4885.00	32.87	7
4886.72	49.07	10
4889.43	29.41	0
4892.09	25.21	0
4893.72	42.59	27
4895.56	31.14	0
4902.77	29.41	0
4904.47	108.55	65
4907.43	160.77	129
4909.19	25.96	0
4911.50	34.44	0
4913.48	53.77	12
4915.84	29.99	0
4918.13	57.16	14
4920.25	35.47	0
4922.48	38.20	5
4924.89	36.45	10
4926.58	39.11	8
4931.38	22.99	0
4933.37	32.46	0
4935.79	25.77	0
4937.50	26.77	0
4939.38	32.97	15
4942.03	25.57	0
4944.45	33.58	0
4946.30	41.31	8
4948.41	33.65	6
4950.31	33.25	0
4952.14	20.44	0
4954.19	25.56	0
4956.28	35.75	7
4961.52	34.18	0
4963.68	29.66	0
4966.61	32.25	0
4968.06	26.09	0
4970.76	29.07	4
4973.00	32.81	0
4975.62	41.83	0
4977.90	36.90	0
4979.81	22.41	0
4981.77	37.15	16
4987.09	42.42	0
4989.48	30.53	5
4991.56	46.32	0
4993.79	31.52	0
4996.06	32.77	0
4998.00	41.28	0
5000.41	41.41	0
5002.48	36.76	0
5004.74	31.61	0
5006.78	28.97	0
5009.12	29.52	0
5011.72	47.45	0
5014.21	31.35	0
5016.66	45.79	6
5018.81	34.22	0
5021.04	35.06	0
5025.66	38.10	0
5027.09	27.70	0
5029.79	27.30	0
5032.07	22.89	0
5034.00	24.12	0
5036.00	26.48	0
5038.21	29.61	0
5040.15	42.70	0
5042.89	29.09	0
5044.71	43.33	14
5047.65	40.67	0
5049.41	31.05	0
5051.36	30.20	0
5053.06	31.04	0
5055.30	35.28	0
5057.87	37.17	3
5060.29	33.42	0
5062.60	41.69	0
5065.00	35.38	0
5067.60	33.40	3
5070.03	43.09	0
5072.20	40.84	9
5074.41	63.76	21
5076.68	30.81	0
5079.30	40.25	2
5081.46	36.27	0
5083.42	45.29	5
5085.42	47.49	0
5087.55	42.41	21
5089.43	39.64	0
5092.26	49.07	0
5094.53	48.86	8
5097.57	61.74	0
5098.13	59.29	28
5101.38	67.65	23
5102.83	89.48	54
5105.17	53.43	0
5107.14	54.75	11
5109.09	66.63	18
5111.66	53.01	27
5114.55	65.07	26
5116.17	82.83	16
5119.65	90.52	48
5121.79	133.27	97
5123.74	78.63	35
5125.92	115.81	71
5128.08	131.27	84
5129.90	117.19	57
5132.71	111.65	65
5134.96	86.96	31
5136.62	107.60	46
5139.50	109.98	80
5140.87	95.41	67
5143.55	57.81	9
5145.50	57.17	20
5147.71	57.70	0
5150.52	240.74	186
5152.50	51.32	7
5154.79	54.44	18
5156.79	68.09	10
5160.50	61.70	16
5161.85	45.86	0
5164.04	46.00	16
5166.17	41.32	12
5168.39	49.55	13
5170.41	49.98	0
5173.00	49.47	9
5174.83	71.54	23
5177.28	70.09	9
5179.29	77.99	38
5181.64	26.34	0
5183.54	33.88	2
5185.94	55.45	9
5188.52	50.46	6
5190.80	46.86	7
5192.85	65.78	23
5195.30	55.54	14
5197.94	40.77	7
5199.93	28.91	0
5202.32	52.09	7
5204.42	57.86	4
5207.10	105.74	32
5209.37	62.94	0
5211.38	30.69	0
5213.67	24.90	0
5215.75	28.78	0
5218.44	30.00	4
5220.56	29.41	0
5222.71	27.91	0
5224.75	29.00	0
5227.09	33.14	0
5229.04	25.59	0
5231.93	30.53	0
5234.42	33.69	0
5236.38	37.51	0
5238.44	38.89	0
5240.19	29.03	0
5242.61	26.10	0
5245.00	28.27	0
5246.97	32.33	0
5248.76	31.43	0
5251.45	28.92	0
5252.97	44.04	0
5255.26	32.16	0
5257.44	29.95	0
5259.59	31.45	0
5261.93	35.45	0
5264.21	36.35	0
5283.11	36.71	0
5284.88	29.30	0
5287.28	34.24	0
5289.43	68.30	29
5291.67	52.83	0
5294.23	37.97	0
5296.52	54.70	0
5299.15	64.16	17
5300.97	39.83	0
5304.09	36.76	0
5305.90	38.83	0
5308.38	37.02	0
5310.70	33.33	0
5313.10	33.94	0
5315.34	37.59	0
5317.45	36.15	0
5319.59	34.73	0
5324.20	32.63	0
5326.64	56.60	14
5328.85	32.85	0
5333.77	26.45	0
5335.85	28.74	0
5337.63	30.79	0
5339.86	29.90	0
5341.69	47.79	0
5344.52	29.12	0
5346.23	40.97	0
5348.38	39.54	0
5350.57	65.11	12
5353.07	31.59	0
5354.90	27.47	0
5356.84	32.83	0
5358.19	45.52	0
5361.00	51.01	1
5363.40	41.51	0
5366.15	26.55	0
5368.11	55.29	1
5370.39	29.87	0
5372.73	23.97	0
5374.72	29.53	0
5376.84	28.67	0
5379.06	34.11	0
5381.34	23.56	0
5383.30	30.47	0
5385.34	38.92	0
5386.96	36.29	0
5389.62	30.54	0
5391.39	32.81	0
5393.47	31.25	0
5395.46	35.81	0
5397.54	30.59	0
5399.59	43.80	4
5401.65	41.23	2
5404.16	34.20	0
5405.76	38.26	0
5408.47	43.31	0
5410.54	54.20	4
5413.14	34.59	0
5415.59	38.05	0
5417.57	28.27	0
5419.57	30.07	0
5421.69	32.28	0
5424.23	33.07	0
5426.23	39.82	6
5428.11	32.30	0
5430.19	32.84	0
5433.25	33.58	0
5435.64	35.74	0
5438.21	62.38	23
5440.48	39.45	0
5442.61	35.59	0
5444.72	29.53	0
5446.81	43.37	0
5448.85	57.22	0
5451.24	33.10	0
5453.94	33.68	0
5455.85	33.90	0
5458.12	33.64	0
5460.12	33.53	0
5462.36	39.73	0
5464.48	41.11	0
5466.91	212.31	160
5469.48	72.91	29
5471.48	34.96	0
5473.57	42.05	0
5475.59	39.71	0
5477.61	72.58	30
5479.96	32.43	0
5482.86	41.23	0
5484.84	29.47	0
5487.54	28.35	0
5489.71	133.58	85
5492.00	29.97	0
5494.13	32.69	0
5496.20	28.83	0
5498.55	36.47	0
5501.25	30.68	0
5503.79	34.12	0
5506.64	39.95	0
5508.50	36.89	0
5510.33	28.80	0
5512.85	34.62	0
5514.96	30.99	0
5517.15	30.49	0
5519.23	33.74	0
5521.23	33.70	0
5524.22	33.70	0
5526.68	21.01	0
5529.00	33.64	0
5531.00	50.77	7
5533.04	30.21	0
5535.56	31.14	0
5537.35	118.41	51
5539.43	38.87	0
5541.84	24.45	0
5543.81	29.12	0
5546.19	32.44	0
5548.54	21.86	0
5550.88	29.52	0
5553.04	29.73	0
5555.25	40.74	0
5557.67	21.06	0
5560.03	26.08	0
5561.82	33.80	0
5564.68	38.70	0
5566.78	30.43	0
5569.00	34.54	0
5571.16	29.40	0
5573.61	24.35	0
5575.60	23.82	0
5577.44	33.06	5
5578.80	41.59	0
5581.76	36.15	0
5583.58	25.66	0
5585.45	29.09	0
5587.65	32.18	0
5590.30	32.16	0
5593.48	39.98	0
5595.69	37.53	0
5597.65	63.36	16
5599.60	64.27	14
5601.77	47.77	0
5603.83	35.39	4
5605.93	30.22	0
5608.38	23.85	0
5610.35	33.39	0
5612.27	33.88	8
5614.65	32.24	0
5616.96	27.91	0
5619.24	29.24	0
5621.65	33.51	0
5624.18	36.21	0
5626.44	32.91	0
5629.00	31.90	0
5631.03	31.10	0
5633.04	24.77	0
5635.94	36.39	0
5637.94	36.25	0
5640.80	44.57	5
5642.93	24.66	0
5644.94	27.03	0
5646.97	28.78	0
5649.26	42.29	0
5651.53	33.16	0
5653.75	33.67	0
5655.81	40.93	2
5658.09	27.93	0
5660.40	20.64	0
5662.80	22.28	0
5664.92	31.76	0
5667.38	25.08	0
5669.41	71.08	19
5671.64	43.84	1
5673.93	20.65	0
5676.60	51.41	0
5679.19	31.69	0
5681.32	23.84	0
5683.19	84.61	42
5686.32	30.83	0
5688.83	43.61	0
5691.33	39.38	0
5693.36	38.94	0
5695.82	39.26	0
5698.28	40.79	0
5700.13	29.53	0
5703.12	29.84	0
5705.57	39.33	3
5707.74	40.79	0
5709.68	37.71	5
5712.31	66.82	22
5714.85	29.18	0
5717.00	27.28	0
5719.22	32.99	0
5721.40	39.53	0
5724.07	112.03	20
5726.26	34.71	0
5728.65	26.46	0
5730.67	27.20	0
5733.23	31.03	0
5736.07	26.26	0
5738.36	36.58	0
5740.09	35.98	0
5742.21	64.88	17
5744.50	40.58	0
5746.80	28.20	0
5749.71	35.62	0
5752.00	34.96	0
5759.04	34.41	0
5761.29	35.97	0
5764.00	65.78	0
5766.30	32.43	0
5769.10	30.64	0
5771.29	42.63	0
5773.58	28.40	0
5775.71	30.22	0
5777.76	36.58	0
5784.27	27.13	0
5786.58	29.86	0
5789.00	38.90	0
5791.23	36.43	0
5793.80	26.63	0
5796.00	36.47	0
5798.47	25.34	0
5800.90	30.64	0
5802.79	33.62	0
5805.05	36.39	0
5807.20	38.70	4
5809.32	23.60	0
5811.41	33.07	0
5814.19	30.66	1
5816.77	19.93	0
5818.50	35.82	7
5820.31	44.04	20
5822.63	32.68	0
5824.47	23.28	0
5826.77	47.38	16
5828.65	91.46	32
5830.45	30.69	0
5833.38	43.66	1
5835.48	62.51	8
5837.35	50.69	0
5839.66	49.77	6
5841.76	35.25	0
5844.35	40.03	0
