GISP2 Ions: Deep (D) Core (Detailed)

REFERENCES: 

Mayewski, P.A., L.D. Meeker, M.S. Twickler, S.I. Whitlow, Q. Yang, W.B.
Lyons, and M. Prentice. 1997. Major features and forcing of high-latitude
northern hemisphere atmospheric circulation using a 110,000-year-long
glaciochemical series. Journal of Geophysical Research 102:26345-26366.

Taylor, K.C., P.A. Mayewski, M.S. Twickler, and S.I. Whitlow. 1996. Biomass
burning recorded in the GISP2 ice core: A record from eastern Canada? The
Holocene 6(1):1-6.

Yang, Q., P.A. Mayewski, S.I. Whitlow, M.S. Twickler, M.C. Morrison, R.W.
Talbot, J.E. Dibb, and E. Linder. 1995. Global perspective of nitrate flux
in ice cores. Journal of Geophysical Research 100:5113-5121.

Mayewski, P.A., W.B. Lyons, M.J. Spencer, M.S. Twickler, C.F. Buck, and
S.I. Whitlow. 1990. An ice core record of atmospheric response to
anthropogenic sulphate and nitrate. Nature 346:554-556.

DATA DESCRIPTION: 

This file contains the GISP2 major ion concentrations in parts per billion
(ppb) by mass. Blanks (999999) in chemical species represent samples below
detection limits.  Firn samples were cleaned in the freezer by hand
scraping and placed in a pre-cleaned container.  The pieces were kept
frozen until analyzed.  Samples from 96 meters to 200 meters were cleaned
by rinsing with milli-Q water.  Samples below 200 meters were cleaned by
hand scraping after sectioning. 

DATA: 											

depth top (m)	depth bottom (m)	Na	NH4	K	Mg	Ca	Cl	NO3	SO4	age top (yr)	
age bottom (yr)

2139.12	2139.16	4.76	3.32	8.08	14.54	27.8	50.45	39.62	21.3	33121.3	33124.0
2139.16	2139.2	40.07	13.55	4.15	10.55	61.56	76.83	78.67	96.4	33124.0	33126.8
2139.2	2139.24	58.3	3.84	3.91	11.65	59.11	94.8	83.94	88.82	33126.8	33129.6
2139.24	2139.28	28.8	6.82	2.86	8.72	47.54	49.67	60.67	86.44	33129.6	33132.3
2139.28	2139.32	93.92	4.32	4.59	23.95	48.01	107.12	72.69	185.09	33132.3	33135.1
2139.32	2139.36	23.61	4.76	3.39	6.93	61.49	43.53	74.08	90.24	33135.1	33137.8
2139.36	2139.4	17.63	5.6	3.13	6.56	41.12	37.12	54.63	50.68	33137.8	33140.6
2139.4	2139.44	15.63	3.55	3.46	9.03	56.26	45.28	65.57	56.02	33140.6	33143.4
2139.44	2139.48	37.99	5.63	3.8	10.02	75.3	65.08	98.72	81.21	33143.4	33146.1
2139.48	2139.52	18.7	14.25	4.07	7.94	51.5	48.26	76.31	56.74	33146.1	33148.9
2139.52	2139.56	55.33	4.06	3.76	17.61	37.28	63.91	47.29	115.71	33148.9	33151.6
2139.56	2139.6	23.57	3.91	3.98	9.43	58.7	62.11	51.39	78.83	33151.6	33154.4
2139.6	2139.64	17.41	4.24	3.32	8.4	57.11	55.95	70.04	52.38	33154.4	33157.2
2139.64	2139.68	27.14	2.52	3.12	8.64	57.05	60.89	53.78	56.5	33157.2	33159.9
2139.68	2139.72	31.04	4.52	2.64	9.47	90.33	56.95	98.58	58.92	33159.9	33162.7
2139.72	2139.76	17.37	4.36	2.87	6.42	51.5	30.88	64.45	74.53	33162.7	33165.4
2139.76	2139.8	26.1	14.34	2.87	6.75	51.88	47.48	81.17	75.01	33165.4	33168.2
2139.8	2139.84	20.53	3.66	3.01	9.42	37.46	40.98	62.42	60.53	33168.2	33171.0
2139.84	2139.88	21.58	4.8	2.36	6.69	47.26	37.82	68.99	78.13	33171.0	33173.7
2139.88	2139.92	30.55	2.19	3	8.25	46.41	54.03	85.27	58.35	33173.7	33176.5
2139.92	2139.96	24.84	1.49	1.95	6.86	32.85	42.35	57.45	42.07	33176.5	33179.2
2139.96	2140	23	4.06	2.6	10.41	38.67	48.89	57.45	44.26	33179.2	33182.0
2140	2140.04	32.73	5.25	2.15	6.85	40.66	56.67	63.74	46.11	33182.0	33184.8
2140.04	2140.08	26.74	4.15	2.39	6.06	62.71	43.8	78.7	64.78	33184.8	33187.5
2140.08	2140.12	14.78	1.15	1.98	5.75	28.62	32.87	44.01	32.25	33187.5	33190.3
2140.12	2140.16	37.42	19.98	3.28	7.75	45.83	72	77.74	56.93	33190.3	33193.0
2140.16	2140.2	36.77	3.99	3.07	10.53	92.46	58.23	93.78	75.78	33193.0	33195.8
2140.2	2140.24	32.58	3.15	3.13	7.81	53.11	56.81	63.32	67.23	33195.8	33198.6
2140.24	2140.28	15.32	1.74	2.42	7.84	40.93	37.23	59.4	42.9	33198.6	33201.3
2140.28	2140.32	57.08	8.14	3.06	8.04	59.29	85.51	93.65	71.14	33201.3	33204.1
2140.32	2140.36	26.37	6.64	3.05	9.66	43.08	49.84	56.04	63.31	33204.1	33206.8
2140.36	2140.4	17.08	6.04	2.56	6.08	61.3	35.48	84.48	57.92	33206.8	33209.6
2140.4	2140.44	22.96	2.98	2.63	2.43	31.58	38.83	54.77	37.21	33209.6	33212.4
2140.44	2140.48	15.67	2.22	2.07	6.95	46.31	35.05	64.71	49.56	33212.4	33215.1
2140.48	2140.52	16.85	4.55	2.76	6.02	30.61	34.67	45.01	42.16	33215.1	33217.9
2140.52	2140.56	47.08	8.15	3.56	9.45	88.96	86.89	137.06	93.3	33217.9	33220.6
2140.56	2140.6	36.09	2.99	3.24	9.25	47	57.77	40.15	98.88	33220.6	33223.4
2140.6	2140.64	25.24	2.46	2.23	6.64	46.96	45.66	61.36	67.96	33223.4	33226.2
2140.64	2140.68	31.48	2.01	2.65	8.44	24.94	51.32	44.58	35.72	33226.2	33228.9
2140.68	2140.72	28.31	1.96	2.49	7.71	46.01	51.92	68.05	59.88	33228.9	33231.7
2140.72	2140.76	12.36	3.15	5.79	6.81	44.43	33.34	65.41	49.31	33231.7	33234.4
2140.76	2140.8	35.14	1.84	2.98	8.06	49.83	56.44	76.36	58.16	33234.4	33237.2
2140.8	2140.84	30.94	2.34	3.75	10.41	69.41	63.36	109.13	70.89	33237.2	33240.0
2140.84	2140.88	40.74	3.98	3.49	10.81	65.23	69.23	95.42	85.76	33240.0	33242.7
2140.88	2140.92	28.72	1.7	2.55	8.1	35.23	46.97	68.05	45.37	33242.7	33245.5
2140.92	2140.96	14.69	2.63	2.18	6.22	23.47	28.81	42.59	38.94	33245.5	33248.2
2140.96	2141	21.52	1.63	1.95	4.74	14.62	33.77	38.72	35.23	33248.2	33251.0
2141	2141.04	16.59	6.03	2.84	5.93	38.6	32.36	69.88	48.42	33251.0	33253.7
2141.04	2141.08	19.33	5.22	3.09	6.52	35.63	34.14	70.02	44.72	33253.7	33256.4
2141.08	2141.12	10.07	5.28	2.9	6.77	39.89	28.08	64.09	50.14	33256.4	33259.2
2141.12	2141.16	21.14	1.7	2.15	7.15	46.33	37.49	65.88	73.29	33259.2	33261.9
2141.16	2141.2	27.58	4.09	5.78	17.38	40.67	43.75	21.47	188.04	33261.9	33264.6
2141.2	2141.24	37.42	31.95	3.01	7.55	87.78	69.52	117.81	134.62	33264.6	33267.3
2141.24	2141.28	13.72	3.3	2.7	6.91	53.88	31.94	77.17	51.86	33267.3	33270.0
2141.28	2141.32	26.3	6.41	3.03	6.82	80.43	46.93	110.99	90.39	33270.0	33272.8
2141.32	2141.36	26.63	6.3	3.44	8.34	28	48.12	37.32	51.12	33272.8	33275.5
2141.36	2141.4	26.04	4.19	2.65	7.32	60.52	48.72	74.28	81.02	33275.5	33278.2
2141.4	2141.44	28.31	3.32	3.1	8.96	56.78	50.41	43.31	105.46	33278.2	33280.9
2141.44	2141.48	20.65	3.19	2.3	8.11	70.64	48.4	105.26	72.57	33280.9	33283.6
2141.48	2141.52	32.39	3.09	2.9	11.36	71.36	58.62	56.35	142.87	33283.6	33286.4
2141.52	2141.56	27.46	2.84	3.79	8.01	44.91	45.32	45.12	81.74	33286.4	33289.1
2141.56	2141.6	36.32	2.47	4.94	7.52	48.83	54.07	93.91	48.42	33289.1	33291.8
2141.6	2141.64	12.89	3.08	2.32	6.65	29.84	30.2	53.03	36.04	33291.8	33294.5
2141.64	2141.68	20.49	3.37	2.56	7.73	49.92	38.66	75.8	55.78	33294.5	33297.2
2141.68	2141.72	24.94	4.95	2.46	6.37	38.7	39.4	54.27	52.35	33297.2	33300.0
2141.72	2141.76	12.44	5.18	2.71	4.91	25.16	25.9	48.59	35.3	33300.0	33302.7
2141.76	2141.8	24.17	23.56	2.99	6.64	52.41	50.28	85	68.69	33302.7	33305.4
2141.8	2141.84	27.18	3.44	2.8	6.61	42.89	38.7	61.46	54.8	33305.4	33308.1
2141.84	2141.88	27.23	16.58	3.03	8.03	50	57.21	79.64	65.53	33308.1	33310.8
2141.88	2141.92	22.33	3.94	4.21	6.64	40.31	41.21	55.24	51.61	33310.8	33313.6
2141.92	2141.96	40.02	2.27	3.28	9.71	34.9	66.82	57.73	44.47	33313.6	33316.3
2141.96	2142	45.58	3.09	3.07	8.58	58.36	72.45	80.47	74.5	33316.3	33319.0
2142	2142.04	15.86	1.87	2.55	6.53	38.19	33.37	46.98	56.03	33319.0	33321.7
2142.04	2142.08	21.98	2.34	1.93	7.66	45.85	43.47	57.89	69.4	33321.7	33324.4
2142.08	2142.12	30.19	2.14	1.92	6.94	48.77	54.26	78.81	51.73	33324.4	33327.2
2142.12	2142.16	23.77	2.53	1.83	7.41	36.74	44.14	65.25	42.15	33327.2	33329.9
2142.16	2142.2	14.75	5.12	2.2	6.33	16.5	33.41	47.93	27.98	33329.9	33332.6
2142.2	2142.24	22.04	3.91	1.86	5.85	33.34	36.46	53.86	56.51	33332.6	33335.3
2142.24	2142.28	17.48	2.34	1.76	7.14	30.65	36.28	51.97	41.91	33335.3	33338.0
2142.28	2142.32	25.68	4.88	1.71	6.73	42.23	45.85	77.75	51.73	33338.0	33340.8
2142.32	2142.36	17.93	2.98	1.68	6.85	28.19	35.05	45.22	40.23	33340.8	33343.5
2142.36	2142.4	25.12	3.32	2.07	7.75	55.42	52.34	77.75	60.57	33343.5	33346.2
2142.4	2142.44	29.08	2.46	2.18	8.05	60.74	50.15	73.5	65.58	33346.2	33348.9
2142.44	2142.48	42.2	4.71	2.45	8.35	61.06	66.74	70.18	98.44	33348.9	33351.6
2142.48	2142.52	13.68	4.59	1.88	7.61	41.95	36.87	56.28	51.49	33351.6	33354.4
2142.52	2142.56	14.27	3.28	1.59	5.75	46.38	32.32	58.29	58.18	33354.4	33357.1
2142.56	2142.6	17.18	6.98	1.76	6.23	39.52	42.92	61.24	50.77	33357.1	33359.8
2142.6	2142.64	41.32	7.58	3.33	8.82	80.58	69.87	106.23	95.35	33359.8	33362.5
2142.64	2142.68	12.42	4.97	1.81	7.33	32.12	32.87	45.09	40.95	33362.5	33365.2
2142.68	2142.72	16.68	6.21	2.29	7.63	48.35	43.2	76.29	60.81	33365.2	33368.0
2142.72	2142.76	18.83	3.01	1.42	8.07	50.42	39.68	72.57	47.18	33368.0	33370.7
2142.76	2142.8	29.22	7.04	2.32	9.95	95.77	57.34	103.47	132.83	33370.7	33373.4
2142.8	2142.84	13.94	2.99	1.58	6.06	58.53	35.64	52.11	87.98	33373.4	33376.1
2142.84	2142.88	25.21	1.76	1.76	9.02	40.87	35.55	25.54	104.85	33376.1	33378.8
2142.88	2142.92	18.9	5.9	2.01	7.94	46.85	46.3	76.56	55.55	33378.8	33381.6
2142.92	2142.96	29.92	5.27	1.98	8.29	66.72	51.76	92.82	86.55	33381.6	33384.3
2142.96	2143	23.7	7.08	1.8	8.62	80.95	46.21	85.17	80.84	33384.3	33387.0
2143	2143.04	48.58	4.31	3.96	9.41	70.5	80.59	90.04	86.89	33387.0	33389.7
2143.04	2143.08	27.28	1.55	3.09	7.65	28.61	53.47	41.73	47.27	33389.7	33392.4
2143.08	2143.12	32.56	2.49	3.45	8.31	40.98	55.53	49.55	78.08	33392.4	33395.2
2143.12	2143.16	37.33	2.17	2.63	6.93	35.5	57.7	56.73	62.09	33395.2	33397.9
2143.16	2143.2	34.37	16.63	3.2	7.09	46.48	65.99	100.75	65.15	33397.9	33400.6
2143.2	2143.24	23.67	2.08	3.04	7.85	36.86	46.7	57.1	55.45	33400.6	33403.3
2143.24	2143.28	39.14	2.47	3.37	9.75	56.58	74.36	75.69	88.95	33403.3	33406.0
2143.28	2143.32	10.04	1.03	2.3	6.79	18.3	31.17	37.56	28.33	33406.0	33408.8
2143.32	2143.36	15.78	2.03	1.97	6.67	29.98	35.1	48.72	62.01	33408.8	33411.5
2143.36	2143.4	43.69	2.33	2.33	7.95	50.56	67.89	91.44	91.15	33411.5	33414.2
2143.4	2143.44	46.2	2.7	3.16	11.57	48.4	78.8	55.9	127.21	33414.2	33416.9
2143.44	2143.48	33.72	2.92	2.82	6.36	30.38	59.91	67.51	63.28	33416.9	33419.6
2143.48	2143.52	26.19	2.57	2.47	6.14	29	47.88	53.05	66.64	33419.6	33422.4
2143.52	2143.56	20.36	1.69	2.36	7.24	37.7	46.62	51.45	69.71	33422.4	33425.1
2143.56	2143.6	17.9	1.74	2.08	5.78	36.44	37.06	65.65	49.51	33425.1	33427.8
2143.6	2143.64	15.62	2.37	2.61	6.07	40.98	31.68	57.8	65.62	33427.8	33430.5
2143.64	2143.68	23.28	21.34	2.68	7.13	70.43	44.51	90.1	99.38	33430.5	33433.2
2143.68	2143.72	54.03	3.54	3.5	9.28	76.52	86.31	100.75	113.51	33433.2	33436.0
2143.72	2143.76	18.97	1.99	2.64	6.92	30.02	39.4	47.61	56.61	33436.0	33438.7
2143.76	2143.8	10.61	1.59	1.52	4.59	26.36	23.08	36.79	54	33438.7	33441.4
2143.8	2143.84	23.74	2.5	2.03	7.59	37.84	38.89	38.06	98.27	33441.4	33444.1
2143.84	2143.88	21.33	2.33	2.29	6.2	36.51	42.34	64.71	54.75	33444.1	33446.8
2143.88	2143.92	19.39	2.19	2.08	5.92	37.96	37.78	68.99	53.41	33446.8	33449.6
2143.92	2143.96	11.48	1.13	1.65	5	33.08	27.27	51.53	46.34	33449.6	33452.3
2143.96	2144	27.3	3.03	2.42	6.32	45.56	47.98	69.19	71.35	33452.3	33455.0
2145	2145.04	17.67	4.73	2.91	7.69	29.73	30.17	43.86	72.42	33520.0	33522.7
2145.04	2145.08	28.45	4.52	2.35	5.82	36.58	47.54	70.91	44.39	33522.7	33525.4
2145.08	2145.12	24.02	2.35	2.23	7.1	20.87	40.27	33.85	42.02	33525.4	33528.0
2145.12	2145.16	15.75	4.9	1.54	4.72	32.37	30.64	53.54	38.46	33528.0	33530.7
2145.16	2145.2	26.34	2.95	1.95	6.9	41	45.09	58.63	53.13	33530.7	33533.4
2145.2	2145.24	25.74	5	2.46	7.65	82.02	44.44	119.53	67.73	33533.4	33536.1
2145.24	2145.28	16.06	3.19	1.64	4.95	40.38	27.36	54.61	55.49	33536.1	33538.8
2145.28	2145.32	19.53	2.22	1.65	5.24	29.77	31.48	44.8	51.95	33538.8	33541.4
2145.32	2145.36	12.11	2.28	1.83	6.66	34.93	25.49	39.81	98.15	33541.4	33544.1
2145.36	2145.4	34.9	2.54	2.11	5	24.17	54	49.38	42.02	33544.1	33546.8
2145.4	2145.44	20.71	1.97	1.57	6.08	32.71	34.18	64.77	44.63	33546.8	33549.5
2145.44	2145.48	13.78	2.29	1.71	5.92	28.98	25.39	54.34	40.6	33549.5	33552.2
2145.48	2145.52	22.34	2.59	2.2	7.45	37.34	42.13	46.28	60.67	33552.2	33554.8
2145.52	2145.56	24.33	7.32	2.55	8.61	34.53	62.65	47.23	55.73	33554.8	33557.5
2145.56	2145.6	28.56	2.12	1.67	7.22	64.73	50.31	110.07	60.67	33557.5	33560.2
2145.6	2145.64	35.16	3.05	2.05	8.7	33.35	55.85	44.13	62.56	33560.2	33562.9
2145.64	2145.68	21.9	1.37	1.69	6.89	34.07	38.97	51.53	52.19	33562.9	33565.6
2145.68	2145.72	9.87	1.8	1.21	5.15	40.6	23.18	60.37	56.43	33565.6	33568.2
2145.72	2145.76	23.02	1.62	1.58	7.48	47.31	38.42	66.78	78.28	33568.2	33570.9
2145.76	2145.8	13.66	2.77	999999	8.81	35.61	30.45	39.67	98.38	33570.9	33573.6
2145.8	2145.84	21.36	1.55	1.37	5.96	19.81	36.6	50.85	48.41	33573.6	33576.3
2145.84	2145.88	37.29	1.92	999999	10.87	42.9	57.27	48.17	119.33	33576.3	33579.0
2145.88	2145.92	15.07	1.13	2.73	5.75	62.89	38.62	90.27	76.37	33579.0	33581.6
2145.92	2145.96	16.47	1.15	1.27	5.85	23.9	31.97	45.13	44.43	33581.6	33584.3
2146	2146.04	26.86	1.97	2.29	8.32	40.03	50.97	59.16	73.1	33587.0	33589.6
2146.04	2146.08	21.44	3.52	2.2	5.57	46	38.07	88.68	63.94	33589.6	33592.3
2146.08	2146.12	24.84	3.72	3.79	6.56	46.67	44.61	77.6	68.18	33592.3	33594.9
2146.12	2146.16	18.65	2.91	3.04	6.41	34.84	34.21	50.33	59.93	33594.9	33597.6
2146.16	2146.2	25.01	1.8	999999	6.39	23.35	43.88	44.04	34.02	33597.6	33600.2
2146.2	2146.24	32.02	2.2	2.86	8.84	24.79	48.6	59.7	39.12	33600.2	33602.8
2146.24	2146.28	37.13	18.67	2.9	7.78	43.08	67.7	79.6	76.6	33602.8	33605.5
2146.28	2146.32	13.9	1.81	2.38	6.89	29.18	30.2	46.91	41.06	33605.5	33608.1
2146.32	2146.36	24.29	2.22	2.43	6.64	61.77	42.77	90.01	73.1	33608.1	33610.8
2146.36	2146.4	19.29	4.46	4.64	5.14	33.86	34.21	49.23	44.19	33610.8	33613.4
2146.4	2146.44	20.6	1.83	2.36	7.1	45.9	35.42	59.43	52.33	33613.4	33616.0
2146.44	2146.48	29.52	1.94	2.35	7.26	68.48	45.57	83.35	80.56	33616.0	33618.7
2146.48	2146.52	14.74	2.9	2.17	5.69	38.52	29.54	50.33	54.24	33618.7	33621.3
2146.52	2146.56	13.2	2.57	2.48	9.26	36.73	35.05	35.22	66.53	33621.3	33624.0
2146.56	2146.6	48.94	2.66	4.16	8.15	42.19	78.4	56.18	67	33624.0	33626.6
2146.6	2146.64	18.12	1.94	2.31	7.36	50.78	37.65	70.89	58.51	33626.6	33629.2
2146.64	2146.68	23.71	2	3.88	8.46	46.87	40.75	56.85	58.98	33629.2	33631.9
2146.68	2146.72	69.68	2.13	8.84	17.42	76.06	55.43	79.34	76.6	33631.9	33634.5
2146.72	2146.76	13.49	2.22	2.28	4.66	35.48	23.12	48.96	43.95	33634.5	33637.2
2146.76	2146.8	19.69	1.36	2.18	5.89	39.62	33.75	55.22	46.59	33637.2	33639.8
2146.8	2146.84	23.31	1.35	2.99	9.9	47	52.24	51.01	58.74	33639.8	33642.4
2146.84	2146.88	77.16	3.74	4.53	14.12	108.02	127.7	110.66	141.85	33642.4	33645.1
2146.88	2146.92	18.26	1.13	2.86	9.69	38.7	45.16	41.7	55.19	33645.1	33647.7
2146.92	2146.96	34.31	1.71	2.45	9.16	61.61	51.56	58.34	100.68	33647.7	33650.4
2146.96	2147	27.78	1.32	2.38	8.26	79.91	41.53	60.92	84.75	33650.4	33653.0
2147	2147.04	41.85	3.42	4.03	12.26	90.76	75.51	69.68	144.44	33653.0	33655.7
2147.04	2147.08	55.94	2.23	3.99	12.69	107.65	90.22	76.95	181.56	33655.7	33658.4
2147.08	2147.12	34.92	2.32	3.64	10.39	84.64	61.46	67.02	131.87	33658.4	33661.2
2147.12	2147.16	61.06	3.37	5.73	19.12	134.34	106	83.23	169.75	33661.2	33663.9
2147.16	2147.2	65.37	3.75	999999	24.94	153.65	119.87	89.5	183.69	33663.9	33666.6
2147.2	2147.24	54.58	2.73	5.69	23.65	279.57	98.95	98.26	206.56	33666.6	33669.3
2147.24	2147.28	17.5	2.3	3.11	11.29	89.35	42.03	58.46	96.93	33669.3	33672.0
2147.28	2147.32	56.23	3.78	5.28	19.87	199.58	87.53	87.83	180.85	33672.0	33674.8
2147.32	2147.36	38.36	3.55	5.63	17.71	131.42	83.31	89.22	147.99	33674.8	33677.5
2147.36	2147.4	42.16	2.72	5.91	18.64	170.21	84.97	90.34	175.9	33677.5	33680.2
2147.4	2147.44	54.87	4.14	4.54	16.14	157.1	99.89	101.59	249.39	33680.2	33682.9
2147.44	2147.48	25.82	3.45	5.36	16.4	150.92	63.87	86.3	210.57	33682.9	33685.6
2147.48	2147.52	29.15	3.46	3.2	12.17	125.66	52.46	63.09	101.22	33685.6	33688.4
2147.52	2147.56	29.98	2.16	4.34	13.22	146.36	49.76	58.18	133.77	33688.4	33691.1
2147.56	2147.6	42.43	3.19	999999	25.08	294.36	69.22	75.42	268.65	33691.1	33693.8
2147.6	2147.64	40.94	3.11	4.49	14.23	153.03	65.91	64.64	146.81	33693.8	33696.5
2147.64	2147.68	25	9.92	4.22	12.63	138.71	45.85	66.04	118.11	33696.5	33699.2
2147.68	2147.72	49.65	5.01	4.78	14.82	139.53	83.53	80.44	147.99	33699.2	33702.0
2147.72	2147.76	53.04	3.99	6.48	23.36	243.16	84.38	100.06	199.73	33702.0	33704.7
2147.76	2147.8	51.97	3.07	6.38	20.56	340.98	100.02	81.56	155.8	33704.7	33707.4
2147.8	2147.84	69.57	6.12	6.65	22.96	191.74	128.15	100.48	247.28	33707.4	33710.1
2147.84	2147.88	35.88	3.75	5.1	17.27	145.94	77.09	72.06	198.79	33710.1	33712.8
2147.88	2147.92	44.28	2.61	5.77	19.97	151.22	90.63	79.05	159.82	33712.8	33715.6
2147.92	2147.96	24.79	3.4	5.09	16.82	122.21	59.96	58.6	128.32	33715.6	33718.3
2147.96	2148	91.6	4.19	6.86	27.11	278.26	153.59	136.84	277.57	33718.3	33721.0
2148	2148.04	44.19	2.31	5.29	14.54	134.48	79.27	85.72	168.31	33721.0	33723.8
2148.04	2148.08	74.87	5.8	5.93	18.72	189.7	110.22	89.62	271.16	33723.8	33726.6
2148.08	2148.12	23.58	4.29	6.41	16.61	102.7	61.96	65.54	92.31	33726.6	33729.4
2148.12	2148.16	83.76	6.8	6.94	25.03	269.3	132.66	107.27	244.51	33729.4	33732.2
2148.16	2148.2	55.04	3.23	5.78	15.6	119.82	98.84	66.9	152.16	33732.2	33735.0
2148.2	2148.24	56.84	3.39	6.38	21.29	250.62	89.63	90.15	197.77	33735.0	33737.8
2148.24	2148.28	47.03	6.63	5.29	16.21	194.25	80.65	83.83	158	33737.8	33740.6
2148.28	2148.32	52.27	4.02	6.94	21.8	230.13	87.78	80.73	174.13	33740.6	33743.4
2148.32	2148.36	51.35	5.94	8.01	20.98	270.29	88.12	92.3	182.4	33743.4	33746.2
2148.36	2148.4	48.78	9.84	6.38	16.08	164.01	82.17	74.1	154.86	33746.2	33749.0
2148.4	2148.44	40.03	8.31	6.21	16.19	166.78	72.15	80.59	135.72	33749.0	33751.8
2148.44	2148.48	75.84	7.27	999999	38.53	314.73	121.07	134.84	230.15	33751.8	33754.6
2148.48	2148.52	65.88	3.76	6.09	19.08	223.06	101.49	110.2	239	33754.6	33757.4
2148.52	2148.56	66.71	8.84	9.81	30.02	333.14	108.35	120.83	374.23	33757.4	33760.2
2148.56	2148.6	52.91	3.52	8.78	26.37	277.15	92.98	102.87	232.81	33760.2	33763.0
2148.6	2148.64	55.82	6.03	8.18	42.82	268.56	81.3	69.62	182.4	33763.0	33765.8
2148.64	2148.68	49.65	4.27	5.83	19.89	207.74	90.96	96.72	257.74	33765.8	33768.6
2148.68	2148.72	68.16	4.24	7.15	28.07	318.04	90.91	80.86	127.59	33768.6	33771.4
2148.72	2148.76	32.82	27.9	999999	14.89	127.66	79.7	58.16	133.47	33771.4	33774.2
2148.76	2148.8	46.56	3.56	4.86	17.12	143.58	149.46	112.07	322.42	33774.2	33777.0
2148.8	2148.84	96.83	3.91	999999	40.03	453.35	112.43	106.47	264.34	33777.0	33779.8
2148.84	2148.88	67.87	13	999999	31.47	335.16	112.31	104.07	248.48	33779.8	33782.6
2148.88	2148.92	84.93	10.94	8.1	30.1	322.57	68.48	61.58	177.48	33782.6	33785.4
2148.92	2148.96	29.36	2.8	6.25	21.92	162.23	103.24	74.24	336.38	33785.4	33788.2
2148.96	2149	63.31	4.05	6.57	24.04	197.68	87.78	89.21	194.43	33788.2	33791.0
2149	2149.04	52.98	3.19	7.28	19.52	141.64	98.67	72.07	187.83	33791.0	33793.6
2149.04	2149.08	46.01	4.3	7.49	23.71	199.38	97.34	83.35	249.97	33793.6	33796.2
2149.08	2149.12	73.36	4.49	9.76	30.09	242.55	127.57	112.42	302.54	33796.2	33798.8
2149.12	2149.16	84	9.41	8.19	25.71	268.62	140.02	115.32	417.21	33798.8	33801.4
2149.16	2149.2	47.54	5.81	5.76	20.13	207.96	78.72	76.63	179.16	33801.4	33804.0
2149.2	2149.22	71.35	5.86	8.7	29.52	333.84	111.85	98.96	309.17	33804.0	33805.3
2149.22	2149.26	49.11	4.15	7.26	21.96	223.59	88.92	75.63	186.43	33805.3	33807.9
2149.26	2149.27	999999	999999	999999	999999	999999	999999	999999	999999	33807.9	33808.6
2149.27	2149.32	66.59	3.56	9.31	25.34	240.97	118.74	100.88	281.59	33808.6	33811.8
2149.32	2149.36	90.52	4.18	9.41	34.83	365.7	155.49	157.9	374.21	33811.8	33814.4
2149.36	2149.4	68.33	4.25	8.7	27.8	262.79	119.57	92.69	240.69	33814.4	33817.0
2149.4	2149.44	99.72	6.73	10.79	36.23	358.67	162.1	120.73	342.47	33817.0	33819.6
2149.44	2149.48	83.28	4.17	999999	31.58	350.78	134.77	102.36	352.57	33819.6	33822.2
2149.48	2149.52	61.97	3.85	9.19	24	232.31	104.93	92.46	214.31	33822.2	33824.8
2149.52	2149.56	47.91	5.81	8.95	27.65	297.04	84.72	95.74	431	33824.8	33827.4
2149.56	2149.59	36.3	2.65	4.21	12.03	119.15	61.67	70.2	128.08	33827.4	33829.4
2149.59	2149.64	46.72	3.07	999999	15.85	159.23	77.88	65.37	132.65	33829.4	33832.6
2149.64	2149.72	999999	999999	999999	999999	999999	999999	999999	999999	33832.6	33837.8
2149.72	2149.76	88.7	3.66	9.92	36.67	402.85	137.35	117.45	315.83	33837.8	33840.4
2149.76	2149.8	66.83	5.02	8.59	28.05	316.26	107.42	76.64	286.26	33840.4	33843.0
2149.8	2149.85	73.38	5.84	7.62	22.72	231.38	115.83	86.6	242.98	33843.0	33846.3
2149.85	2149.88	73.57	5.42	999999	36.65	569.06	115.3	108.22	239.16	33846.3	33848.2
2149.88	2149.92	60.98	5.45	999999	29.35	344.35	107.8	101.94	243.95	33848.2	33850.8
2149.92	2149.95	58.49	3.29	7.09	21.89	182.42	129.02	69.02	202.39	33850.8	33852.8
2149.95	2150	51.71	3.33	6.75	23.25	250.75	95.81	80.41	208	33852.8	33856.0
2150	2150.04	36.16	8.23	6.47	17	191.69	70.23	60.64	160.06	33856.0	33858.6
2150.04	2150.08	76.03	7.51	9.74	30.22	320.44	125.87	99.91	249.3	33858.6	33861.3
2150.08	2150.12	63.33	3.95	9	24.73	254.61	111.33	95.98	212.73	33861.3	33863.9
2150.12	2150.16	69.66	5	10.76	35.78	440.97	105.78	107.98	311.1	33863.9	33866.6
2150.16	2150.2	32.1	12.51	5.55	15.99	164.02	62.51	61.99	151.35	33866.6	33869.2
2150.2	2150.24	51.08	4.01	7.72	22.91	244.57	89.68	89.25	193.71	33869.2	33871.8
2150.24	2150.28	88.07	4.09	8.72	28.29	295	152.01	102.53	323.95	33871.8	33874.5
2150.28	2150.32	40.03	3.43	7.13	21.68	236.83	76.65	80.55	205.23	33874.5	33877.1
2150.32	2150.36	67.06	5.95	9.04	29.21	325.46	108.79	96.21	226.15	33877.1	33879.8
2150.36	2150.4	54.76	3.74	8.34	25.83	249.68	97.61	81.48	170.13	33879.8	33882.4
2150.4	2150.44	56.22	4.89	7.45	22.4	254.69	97.86	79.55	175.9	33882.4	33885.0
