Kindler et al., 2014, Clim. Past;;;;;;;;;;;
Temperature reconstruction from 10 to 120 kyr b2k from the NGRIP ice core;;;;;;;;;;;
supplementary data file;;;;;;;;;;;
;;;;;;;;;;;
modelled NGRIP data ;;;;;;;;;;;
'the model was run using the ss09sea06bm time scale (NGRIP members, 2004; Anderson et al., 2006), additionally ages have been transformed to GICC05modelext time scale (Svensson et al., 2008; Wolff et al., 2010)';;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;;;;
;;;;;;;;ss09sea06bm;;GICC05modelext;
depth ;age ss09sea06bm ;age GICC05modelext;accumulation tuned;temperature;;;depth ;ice age;gas age ;ice age;gas age
[m];[yr];[yr];[m ice/yr];[°C];;;[m];[yr];[yr];[yr];[yr]
1649.47;16360;16630;0.063;-45.7;;;1557.64;13554;12951;13674;13124
1650.01;16380;16651;0.063;-45.7;;;1557.97;13562;12961;13682;13133
1650.52;16400;16671;0.063;-45.5;;;1558.26;13569;12971;13688;13142
1651.08;16420;16695;0.064;-45.0;;;1558.55;13576;12981;13694;13150
1651.65;16440;16719;0.067;-44.4;;;1558.89;13584;12991;13701;13159
1652.23;16460;16746;0.069;-43.6;;;1559.19;13591;13001;13708;13168
1652.85;16480;16773;0.071;-43.0;;;1559.51;13598;13011;13715;13177
1653.50;16500;16799;0.073;-42.4;;;1559.82;13605;13021;13722;13186
1654.15;16520;16827;0.074;-42.1;;;1560.18;13613;13031;13730;13194
1654.83;16540;16854;0.073;-42.1;;;1560.49;13620;13041;13737;13203
1655.46;16560;16882;0.071;-42.7;;;1560.85;13628;13051;13745;13212
1656.06;16580;16910;0.068;-43.5;;;1561.16;13635;13061;13752;13221
1656.63;16600;16938;0.065;-44.4;;;1561.50;13643;13071;13760;13230
1657.17;16620;16963;0.063;-44.9;;;1561.84;13651;13081;13767;13239
1657.69;16640;16986;0.062;-44.9;;;1562.18;13659;13091;13774;13250
1658.23;16660;17009;0.063;-44.5;;;1562.50;13667;13101;13782;13261
1658.83;16680;17035;0.065;-43.8;;;1562.83;13675;13111;13789;13270
1659.46;16700;17061;0.067;-43.1;;;1563.16;13683;13121;13796;13279
1660.10;16720;17088;0.068;-42.5;;;1563.55;13692;13131;13804;13288
1660.76;16740;17115;0.069;-42.3;;;1563.89;13700;13141;13811;13296
1661.41;16760;17142;0.069;-42.3;;;1564.24;13708;13151;13818;13305
1662.04;16780;17168;0.068;-42.5;;;1564.63;13717;13161;13827;13314
1662.69;16800;17195;0.067;-42.9;;;1564.99;13725;13171;13835;13323
1663.27;16820;17219;0.065;-43.2;;;1565.39;13734;13181;13844;13331
1663.88;16840;17245;0.064;-43.5;;;1565.76;13742;13191;13851;13340
1664.48;16860;17274;0.063;-43.5;;;1566.16;13751;13201;13860;13349
1665.07;16880;17301;0.062;-43.5;;;1566.51;13759;13211;13867;13358
1665.69;16900;17330;0.061;-43.6;;;1566.92;13768;13221;13875;13367
1666.31;16920;17359;0.060;-43.9;;;1567.28;13776;13231;13883;13377
1666.87;16940;17381;0.058;-44.5;;;1567.70;13785;13241;13892;13386
1667.41;16960;17404;0.056;-45.3;;;1568.10;13794;13251;13901;13395
1667.95;16980;17428;0.054;-45.9;;;1568.49;13803;13261;13909;13404
1668.47;17000;17452;0.054;-46.0;;;1568.89;13812;13271;13918;13414
1668.98;17020;17475;0.054;-45.6;;;1569.29;13821;13281;13926;13423
1669.54;17040;17500;0.056;-44.9;;;1569.69;13830;13291;13934;13431
1670.15;17060;17529;0.058;-44.2;;;1570.06;13839;13301;13943;13440
1670.76;17080;17558;0.060;-43.4;;;1570.48;13849;13311;13953;13450
1671.40;17100;17589;0.061;-43.1;;;1570.84;13858;13321;13962;13460
1672.06;17120;17617;0.061;-42.9;;;1571.25;13868;13331;13973;13469
1672.70;17140;17644;0.061;-43.1;;;1571.68;13879;13341;13984;13478
1673.33;17160;17669;0.059;-43.6;;;1572.04;13889;13351;13994;13487
1673.91;17180;17692;0.058;-44.4;;;1572.40;13900;13361;14004;13496
1674.48;17200;17720;0.056;-45.1;;;1572.77;13911;13371;14014;13506
1675.05;17220;17746;0.055;-45.4;;;1573.13;13922;13381;14025;13515
1675.62;17240;17772;0.055;-45.4;;;1573.52;13934;13391;14038;13524
1676.22;17260;17798;0.054;-45.3;;;1573.86;13945;13401;14048;13533
1676.79;17280;17820;0.053;-45.5;;;1574.25;13957;13411;14059;13542
1677.34;17300;17841;0.051;-45.9;;;1574.61;13968;13421;14069;13551
1677.87;17320;17864;0.049;-46.5;;;1574.99;13979;13431;14079;13559
1678.36;17340;17887;0.047;-46.9;;;1575.34;13989;13441;14088;13568
1678.82;17360;17906;0.045;-47.1;;;1575.75;14000;13451;14097;13578
1679.28;17380;17925;0.044;-47.4;;;1576.15;14010;13461;14106;13587
1679.75;17400;17945;0.043;-47.6;;;1576.56;14020;13471;14115;13596
1680.19;17420;17967;0.042;-47.8;;;1576.93;14029;13481;14124;13605
1680.64;17440;17987;0.042;-47.9;;;1577.34;14039;13491;14134;13615
1681.09;17460;18006;0.041;-47.9;;;1577.72;14048;13501;14143;13624
1681.54;17480;18027;0.041;-47.7;;;1578.13;14058;13511;14151;13633
1681.98;17500;18048;0.041;-47.6;;;1578.51;14067;13521;14159;13642
1682.43;17520;18069;0.042;-47.5;;;1578.89;14076;13531;14169;13652
1682.87;17540;18091;0.042;-47.6;;;1579.32;14086;13541;14180;13661
1683.33;17560;18110;0.043;-47.5;;;1579.75;14096;13551;14190;13671
1683.79;17580;18129;0.044;-47.3;;;1580.15;14105;13561;14199;13681
1684.27;17600;18148;0.045;-46.8;;;1580.59;14115;13571;14208;13690
1684.77;17620;18169;0.046;-46.2;;;1581.02;14125;13581;14217;13698
1685.28;17640;18189;0.047;-46.0;;;1581.45;14135;13591;14225;13708
1685.81;17660;18210;0.047;-46.0;;;1581.88;14145;13601;14234;13718
1686.29;17680;18231;0.046;-46.3;;;1582.30;14155;13611;14243;13728
1686.74;17700;18251;0.045;-46.7;;;1582.73;14165;13621;14252;13738
1687.20;17720;18273;0.043;-47.1;;;1583.13;14174;13631;14259;13748
1687.65;17740;18292;0.042;-47.3;;;1583.58;14184;13642;14269;13759
1688.08;17760;18309;0.041;-47.3;;;1584.05;14194;13652;14280;13768
1688.47;17780;18326;0.040;-47.3;;;1584.51;14204;13662;14288;13777
1688.92;17800;18346;0.040;-47.6;;;1584.94;14213;13672;14296;13786
1689.35;17820;18366;0.040;-47.7;;;1585.40;14223;13682;14305;13795
1689.78;17840;18386;0.040;-47.6;;;1585.87;14233;13692;14313;13804
1690.19;17860;18408;0.041;-47.3;;;1586.28;14242;13702;14321;13813
1690.62;17880;18428;0.042;-47.1;;;1586.75;14252;13712;14330;13822
1691.08;17900;18448;0.043;-46.8;;;1587.22;14262;13722;14340;13832
1691.55;17920;18471;0.045;-46.4;;;1587.64;14271;13732;14348;13842
1692.03;17940;18493;0.047;-46.0;;;1588.10;14281;13742;14357;13851
1692.54;17960;18515;0.048;-45.5;;;1588.52;14290;13752;14366;13861
1693.07;17980;18538;0.050;-45.1;;;1588.96;14299;13762;14375;13870
1693.60;18000;18563;0.051;-44.8;;;1589.39;14308;13772;14384;13879
1694.13;18020;18587;0.052;-44.7;;;1589.82;14317;13782;14393;13889
1694.68;18040;18611;0.053;-44.6;;;1590.21;14325;13792;14401;13899
1695.23;18060;18634;0.053;-44.5;;;1590.64;14334;13802;14410;13909
1695.77;18080;18658;0.053;-44.3;;;1591.03;14342;13812;14418;13918
1696.32;18100;18681;0.052;-44.4;;;1591.47;14351;13822;14427;13927
1696.87;18120;18706;0.051;-44.8;;;1591.84;14359;13832;14435;13936
1697.39;18140;18728;0.050;-45.2;;;1592.16;14366;13842;14441;13946
1697.86;18160;18748;0.049;-45.6;;;1592.53;14374;13852;14448;13956
1698.36;18180;18770;0.049;-45.9;;;1592.90;14382;13862;14455;13967
1698.85;18200;18792;0.049;-45.8;;;1593.22;14389;13872;14462;13977
1699.34;18220;18813;0.049;-45.5;;;1593.56;14396;13882;14468;13987
1699.86;18240;18834;0.050;-45.1;;;1593.90;14403;13892;14474;13996
1700.40;18260;18856;0.050;-44.7;;;1594.23;14410;13902;14481;14006
1700.93;18280;18879;0.051;-44.6;;;1594.58;14417;13912;14489;14015
1701.44;18300;18903;0.051;-44.6;;;1594.93;14424;13922;14497;14025
1701.96;18320;18926;0.051;-44.8;;;1595.30;14431;13932;14505;14035
1702.47;18340;18950;0.050;-45.0;;;1595.66;14438;13942;14511;14045
1702.97;18360;18973;0.050;-45.0;;;1596.02;14445;13952;14518;14055
1703.47;18380;18996;0.049;-45.1;;;1596.38;14452;13962;14525;14064
1703.97;18400;19019;0.049;-45.2;;;1596.80;14460;13972;14533;14073
1704.45;18420;19041;0.048;-45.4;;;1597.17;14467;13982;14539;14082
1704.93;18440;19063;0.047;-45.7;;;1597.58;14475;13992;14547;14090
1705.41;18460;19083;0.046;-46.0;;;1597.99;14483;14002;14554;14099
1705.85;18480;19105;0.045;-46.2;;;1598.44;14492;14012;14562;14108
1706.30;18500;19125;0.044;-46.4;;;1598.84;14500;14022;14569;14117
1706.74;18520;19143;0.044;-46.7;;;1599.30;14509;14032;14577;14127
1707.18;18540;19164;0.043;-47.0;;;1599.75;14518;14042;14585;14137
1707.60;18560;19182;0.043;-47.1;;;1600.20;14527;14052;14594;14146
1708.03;18580;19200;0.043;-47.2;;;1600.65;14536;14062;14603;14155
1708.45;18600;19222;0.043;-47.0;;;1601.13;14546;14072;14614;14165
1708.89;18620;19243;0.044;-46.6;;;1601.60;14556;14082;14624;14176
1709.33;18640;19263;0.046;-46.2;;;1602.06;14566;14092;14634;14186
1709.81;18660;19284;0.047;-45.7;;;1602.55;14577;14102;14645;14196
1710.28;18680;19306;0.047;-45.3;;;1603.03;14588;14112;14654;14205
1710.76;18700;19328;0.048;-45.2;;;1603.51;14600;14122;14664;14214
1711.23;18720;19349;0.047;-45.4;;;1603.94;14612;14132;14674;14223
1711.67;18740;19370;0.047;-46.0;;;1604.42;14626;14142;14687;14232
1712.11;18760;19390;0.046;-46.5;;;1604.91;14640;14152;14701;14240
1712.55;18780;19410;0.046;-46.7;;;1605.38;14655;14162;14720;14249
1712.99;18800;19428;0.047;-46.5;;;1605.84;14671;14172;14736;14258
1713.44;18820;19447;0.047;-45.9;;;1606.35;14688;14182;14755;14267
1713.89;18840;19468;0.048;-45.4;;;1606.88;14705;14192;14773;14278
1714.37;18860;19489;0.049;-45.2;;;1607.43;14722;14202;14792;14287
1714.87;18880;19510;0.051;-45.1;;;1608.00;14740;14212;14811;14295
1715.33;18900;19531;0.052;-44.9;;;1608.54;14757;14222;14830;14304
1715.82;18920;19551;0.053;-44.6;;;1609.11;14775;14232;14851;14312
1716.32;18940;19572;0.055;-44.2;;;1609.66;14793;14242;14872;14321
1716.83;18960;19593;0.056;-43.8;;;1610.21;14811;14252;14893;14330
1717.35;18980;19618;0.057;-43.4;;;1610.79;14830;14262;14916;14340
1717.88;19000;19642;0.058;-43.3;;;1611.39;14850;14273;14941;14350
1718.42;19020;19667;0.058;-43.2;;;1611.93;14870;14283;14964;14359
1718.93;19040;19692;0.057;-43.4;;;1612.53;14892;14293;14989;14369
1719.45;19060;19717;0.056;-43.8;;;1613.11;14914;14303;15011;14379
1719.93;19080;19742;0.055;-44.2;;;1613.73;14937;14313;15040;14389
1720.37;19100;19764;0.054;-44.7;;;1614.31;14960;14323;15066;14399
1720.82;19120;19784;0.053;-45.2;;;1614.95;14984;14333;15092;14409
1721.28;19140;19805;0.054;-45.3;;;1615.57;15008;14343;15121;14419
1721.74;19160;19824;0.055;-44.8;;;1616.19;15032;14353;15150;14429
1722.21;19180;19846;0.057;-43.9;;;1616.84;15057;14363;15180;14439
1722.74;19200;19868;0.059;-43.1;;;1617.51;15082;14373;15209;14448
1723.27;19220;19892;0.060;-42.8;;;1618.11;15107;14384;15237;14457
1723.79;19240;19915;0.059;-43.0;;;1618.74;15132;14394;15263;14466
1724.27;19260;19937;0.058;-43.7;;;1619.35;15157;14404;15289;14475
1724.72;19280;19956;0.056;-44.5;;;1620.00;15182;14414;15316;14485
1725.16;19300;19976;0.055;-45.1;;;1620.69;15206;14424;15345;14497
1725.58;19320;19997;0.053;-45.3;;;1621.35;15229;14435;15376;14508
1725.99;19340;20017;0.052;-45.2;;;1622.00;15252;14445;15403;14518
1726.41;19360;20037;0.052;-45.0;;;1622.64;15276;14455;15432;14528
1726.84;19380;20055;0.052;-45.0;;;1623.23;15300;14465;15458;14537
1727.28;19400;20074;0.053;-45.0;;;1623.81;15325;14475;15482;14547
1727.70;19420;20094;0.053;-44.9;;;1624.40;15350;14485;15507;14556
1728.11;19440;20114;0.054;-44.8;;;1624.96;15375;14496;15531;14566
1728.54;19460;20134;0.054;-44.6;;;1625.50;15400;14506;15555;14574
1728.97;19480;20153;0.055;-44.5;;;1626.04;15425;14516;15580;14583
1729.41;19500;20173;0.056;-44.2;;;1626.55;15448;14526;15605;14593
1729.86;19520;20193;0.057;-43.9;;;1627.05;15470;14536;15628;14603
1730.30;19540;20210;0.057;-43.6;;;1627.55;15491;14546;15650;14614
1730.76;19560;20229;0.058;-43.5;;;1627.99;15510;14556;15672;14624
1731.21;19580;20249;0.058;-43.5;;;1628.41;15529;14566;15692;14634
1731.65;19600;20267;0.057;-43.6;;;1628.79;15547;14576;15711;14644
1732.09;19620;20286;0.056;-43.7;;;1629.17;15565;14586;15729;14652
1732.50;19640;20304;0.054;-44.0;;;1629.50;15582;14596;15745;14661
1732.91;19660;20320;0.052;-44.5;;;1629.83;15598;14606;15761;14669
1733.30;19680;20339;0.051;-45.1;;;1630.15;15613;14616;15777;14678
1733.68;19700;20356;0.049;-45.6;;;1630.47;15627;14626;15793;14687
1734.04;19720;20375;0.047;-46.0;;;1630.77;15640;14636;15808;14697
1734.38;19740;20391;0.046;-46.4;;;1631.09;15652;14646;15821;14709
1734.73;19760;20407;0.045;-46.6;;;1631.40;15664;14656;15835;14721
1735.09;19780;20422;0.045;-46.6;;;1631.70;15675;14666;15848;14731
1735.45;19800;20441;0.045;-46.3;;;1631.99;15686;14676;15860;14741
1735.82;19820;20460;0.045;-45.9;;;1632.27;15696;14686;15870;14752
1736.19;19840;20477;0.045;-45.5;;;1632.54;15706;14696;15881;14764
1736.54;19860;20491;0.045;-45.3;;;1632.83;15717;14706;15894;14774
1736.89;19880;20507;0.044;-45.5;;;1633.10;15727;14716;15907;14785
1737.24;19900;20524;0.044;-46.2;;;1633.36;15737;14726;15919;14796
1737.60;19920;20539;0.044;-46.8;;;1633.63;15747;14736;15931;14806
1737.96;19940;20555;0.044;-47.0;;;1633.88;15757;14746;15942;14817
1738.32;19960;20571;0.045;-46.6;;;1634.14;15767;14756;15953;14829
1738.69;19980;20588;0.047;-45.6;;;1634.40;15777;14766;15964;14841
1739.08;20000;20605;0.049;-44.5;;;1634.64;15786;14776;15975;14852
1739.54;20020;20625;0.052;-43.5;;;1634.91;15796;14786;15986;14863
1740.01;20040;20647;0.054;-42.8;;;1635.19;15806;14796;15997;14875
1740.48;20060;20667;0.055;-42.4;;;1635.46;15816;14806;16009;14887
1740.96;20080;20690;0.055;-42.4;;;1635.72;15826;14816;16021;14899
1741.44;20100;20715;0.054;-42.7;;;1635.94;15835;14826;16030;14911
1741.89;20120;20736;0.053;-43.0;;;1636.19;15845;14836;16039;14923
1742.31;20140;20755;0.051;-43.5;;;1636.42;15855;14846;16049;14936
1742.75;20160;20774;0.049;-44.0;;;1636.64;15865;14856;16059;14948
1743.17;20180;20793;0.048;-44.3;;;1636.87;15875;14866;16069;14960
1743.57;20200;20813;0.046;-44.5;;;1637.13;15886;14876;16080;14971
1743.96;20220;20832;0.045;-44.7;;;1637.36;15896;14886;16091;14982
1744.36;20240;20851;0.044;-44.9;;;1637.58;15906;14896;16102;14993
1744.75;20260;20871;0.043;-45.2;;;1637.83;15917;14906;16113;15003
1745.13;20280;20890;0.042;-45.4;;;1638.04;15927;14916;16122;15014
1745.51;20300;20909;0.041;-45.6;;;1638.27;15938;14926;16133;15025
1745.86;20320;20926;0.039;-45.9;;;1638.51;15949;14936;16144;15039
1746.20;20340;20944;0.038;-46.3;;;1638.73;15959;14946;16154;15050
1746.54;20360;20961;0.037;-46.8;;;1638.97;15970;14956;16166;15061
1746.87;20380;20978;0.036;-47.3;;;1639.21;15980;14966;16176;15072
1747.20;20400;20995;0.036;-47.7;;;1639.46;15990;14976;16187;15083
1747.54;20420;21012;0.036;-47.7;;;1639.70;16000;14986;16197;15094
1747.87;20440;21030;0.036;-47.2;;;1639.94;16010;14996;16208;15106
1748.19;20460;21047;0.036;-46.7;;;1640.18;16020;15006;16218;15119
1748.53;20480;21065;0.037;-46.4;;;1640.41;16029;15016;16228;15131
1748.90;20500;21085;0.038;-46.1;;;1640.66;16039;15026;16240;15143
1749.28;20520;21106;0.039;-45.7;;;1640.89;16048;15036;16252;15155
1749.66;20540;21127;0.040;-45.3;;;1641.12;16057;15045;16263;15166
1750.04;20560;21146;0.040;-45.0;;;1641.36;16066;15055;16273;15178
1750.41;20580;21166;0.040;-45.0;;;1641.59;16075;15065;16284;15189
1750.78;20600;21184;0.040;-45.4;;;1641.86;16085;15075;16296;15200
1751.15;20620;21202;0.040;-45.9;;;1642.09;16094;15085;16307;15212
1751.52;20640;21221;0.040;-46.3;;;1642.32;16103;15095;16318;15224
1751.89;20660;21239;0.040;-46.3;;;1642.56;16112;15105;16329;15235
1752.25;20680;21257;0.041;-45.9;;;1642.80;16121;15115;16340;15245
1752.63;20700;21276;0.041;-45.3;;;1643.00;16129;15125;16349;15256
1753.02;20720;21296;0.042;-44.9;;;1643.23;16138;15135;16358;15266
1753.42;20740;21318;0.043;-44.7;;;1643.47;16147;15145;16368;15277
1753.81;20760;21338;0.043;-44.8;;;1643.71;16156;15155;16378;15287
1754.20;20780;21356;0.043;-45.0;;;1643.95;16165;15165;16388;15297
1754.59;20800;21377;0.043;-45.2;;;1644.19;16174;15175;16399;15308
1754.98;20820;21399;0.043;-45.3;;;1644.43;16183;15185;16409;15319
1755.35;20840;21419;0.042;-45.3;;;1644.67;16192;15195;16418;15331
1755.71;20860;21438;0.042;-45.4;;;1644.88;16200;15205;16428;15344
1756.08;20880;21457;0.042;-45.6;;;1645.13;16209;15215;16439;15357
1756.46;20900;21476;0.042;-45.8;;;1645.34;16217;15225;16448;15370
1756.84;20920;21496;0.043;-45.8;;;1645.55;16225;15235;16457;15383
1757.21;20940;21517;0.043;-45.5;;;1645.80;16233;15245;16467;15395
1757.60;20960;21536;0.044;-45.1;;;1646.05;16241;15255;16477;15407
1758.00;20980;21558;0.046;-44.7;;;1646.29;16249;15265;16488;15419
1758.41;21000;21581;0.046;-44.3;;;1646.53;16257;15275;16499;15430
1758.82;21020;21603;0.047;-44.1;;;1646.77;16265;15285;16510;15442
1759.23;21040;21623;0.047;-44.1;;;1646.99;16272;15295;16520;15453
1759.63;21060;21645;0.046;-44.5;;;1647.24;16280;15305;16530;15463
1760.02;21080;21666;0.045;-44.9;;;1647.45;16287;15315;16539;15472
1760.37;21100;21686;0.043;-45.4;;;1647.70;16295;15325;16550;15482
1760.72;21120;21705;0.042;-46.0;;;1647.91;16302;15335;16560;15492
1761.06;21140;21722;0.041;-46.7;;;1648.14;16310;15345;16572;15502
1761.41;21160;21739;0.040;-47.2;;;1648.38;16318;15355;16583;15512
1761.74;21180;21757;0.039;-47.4;;;1648.59;16326;15365;16593;15521
1762.06;21200;21774;0.039;-47.2;;;1648.77;16333;15375;16601;15531
1762.39;21220;21792;0.039;-47.0;;;1648.98;16341;15385;16610;15540
1762.71;21240;21810;0.040;-46.8;;;1649.21;16350;15395;16621;15550
1763.06;21260;21828;0.041;-46.6;;;1649.42;16358;15405;16628;15560
1763.42;21280;21847;0.043;-46.4;;;1649.63;16366;15415;16636;15570
1763.79;21300;21866;0.044;-46.0;;;1649.87;16375;15425;16646;15580
1764.18;21320;21886;0.046;-45.3;;;1650.08;16383;15435;16654;15591
1764.57;21340;21906;0.047;-44.6;;;1650.31;16392;15445;16663;15602
1764.96;21360;21925;0.048;-44.3;;;1650.52;16400;15455;16671;15612
1765.37;21380;21946;0.049;-44.3;;;1650.77;16409;15465;16681;15623
1765.78;21400;21968;0.050;-44.6;;;1651.00;16417;15475;16691;15633
1766.18;21420;21990;0.050;-44.8;;;1651.23;16425;15485;16701;15643
1766.59;21440;22013;0.050;-44.7;;;1651.48;16434;15495;16712;15655
1766.99;21460;22036;0.051;-44.5;;;1651.71;16442;15505;16722;15666
1767.40;21480;22058;0.052;-44.3;;;1651.94;16450;15515;16733;15677
1767.82;21500;22081;0.053;-44.0;;;1652.17;16458;15525;16743;15688
1768.25;21520;22105;0.054;-43.8;;;1652.42;16466;15535;16754;15699
1768.69;21540;22130;0.055;-43.6;;;1652.66;16474;15545;16765;15709
1769.13;21560;22154;0.056;-43.4;;;1652.92;16482;15555;16775;15719
1769.58;21580;22178;0.056;-43.2;;;1653.14;16489;15565;16785;15729
1770.03;21600;22201;0.056;-43.1;;;1653.40;16497;15575;16795;15738
1770.49;21620;22225;0.056;-43.1;;;1653.66;16505;15585;16806;15748
1770.92;21640;22249;0.055;-43.3;;;1653.89;16512;15595;16817;15758
1771.34;21660;22271;0.054;-43.7;;;1654.15;16520;15605;16827;15768
1771.75;21680;22296;0.053;-44.2;;;1654.42;16528;15615;16837;15779
1772.16;21700;22318;0.051;-44.8;;;1654.69;16536;15625;16848;15791
1772.55;21720;22339;0.050;-45.1;;;1654.97;16544;15635;16860;15802
1772.92;21740;22358;0.049;-45.2;;;1655.21;16552;15645;16871;15813
1773.27;21760;22377;0.048;-45.4;;;1655.46;16560;15655;16882;15825
1773.65;21780;22396;0.048;-45.7;;;1655.73;16569;15665;16895;15836
1774.04;21800;22416;0.048;-45.8;;;1655.97;16577;15675;16906;15848
1774.42;21820;22434;0.048;-45.6;;;1656.23;16586;15685;16918;15859
1774.79;21840;22454;0.048;-45.2;;;1656.49;16595;15695;16931;15869
1775.16;21860;22472;0.049;-45.0;;;1656.74;16604;15705;16943;15880
1775.55;21880;22490;0.049;-45.0;;;1656.98;16613;15715;16954;15892
1775.93;21900;22509;0.049;-45.2;;;1657.25;16623;15725;16966;15904
1776.31;21920;22527;0.049;-45.4;;;1657.48;16632;15735;16977;15917
1776.69;21940;22545;0.049;-45.5;;;1657.71;16641;15745;16987;15929
1777.07;21960;22566;0.049;-45.5;;;1657.96;16650;15755;16998;15940
1777.45;21980;22586;0.048;-45.3;;;1658.23;16660;15765;17009;15951
1777.82;22000;22604;0.048;-45.2;;;1658.50;16669;15775;17020;15961
1778.19;22020;22624;0.048;-45.4;;;1658.77;16678;15785;17033;15974
1778.56;22040;22642;0.048;-45.6;;;1659.02;16686;15795;17043;15985
1778.93;22060;22662;0.048;-45.9;;;1659.30;16695;15805;17055;15996
1779.31;22080;22682;0.050;-45.8;;;1659.55;16703;15815;17065;16008
1779.71;22100;22703;0.052;-45.3;;;1659.80;16711;15825;17075;16020
1780.13;22120;22724;0.054;-44.4;;;1660.06;16719;15835;17086;16030
1780.57;22140;22744;0.056;-43.4;;;1660.33;16727;15845;17098;16039
1781.03;22160;22766;0.057;-42.9;;;1660.60;16735;15855;17109;16049
1781.50;22180;22789;0.057;-42.9;;;1660.86;16743;15865;17119;16059
1781.95;22200;22811;0.057;-43.3;;;1661.09;16750;15875;17129;16069
1782.37;22220;22835;0.056;-43.9;;;1661.35;16758;15885;17140;16079
1782.79;22240;22858;0.056;-44.3;;;1661.60;16766;15895;17149;16090
1783.22;22260;22879;0.055;-44.4;;;1661.82;16773;15905;17158;16101
1783.65;22280;22901;0.056;-44.0;;;1662.08;16781;15915;17169;16111
1784.09;22300;22923;0.056;-43.5;;;1662.34;16789;15925;17181;16120
1784.55;22320;22943;0.057;-43.2;;;1662.60;16797;15935;17191;16130
1785.01;22340;22962;0.057;-43.1;;;1662.83;16805;15945;17201;16139
1785.45;22360;22982;0.056;-43.4;;;1663.06;16813;15955;17211;16150
1785.88;22380;23002;0.055;-44.0;;;1663.33;16822;15965;17222;16160
1786.31;22400;23021;0.053;-44.5;;;1663.57;16830;15975;17232;16171
1786.71;22420;23043;0.051;-44.9;;;1663.85;16839;15985;17243;16182
1787.09;22440;23061;0.050;-45.2;;;1664.12;16848;15995;17257;16192
1787.47;22460;23078;0.048;-45.5;;;1664.39;16857;16005;17270;16202
1787.86;22480;23096;0.048;-45.8;;;1664.65;16866;16015;17283;16213
1788.25;22500;23117;0.047;-46.0;;;1664.92;16875;16025;17295;16224
1788.64;22520;23134;0.048;-45.9;;;1665.22;16885;16035;17308;16235
1789.03;22540;23152;0.049;-45.6;;;1665.50;16894;16045;17321;16248
1789.43;22560;23172;0.051;-45.1;;;1665.82;16904;16055;17337;16260
1789.85;22580;23196;0.053;-44.4;;;1666.13;16914;16065;17351;16272
1790.30;22600;23222;0.057;-43.5;;;1666.42;16924;16075;17363;16284
1790.79;22620;23245;0.061;-42.6;;;1666.71;16934;16085;17374;16296
1791.31;22640;23267;0.064;-41.6;;;1667.01;16945;16095;17387;16308
1791.89;22660;23290;0.066;-40.8;;;1667.28;16955;16105;17399;16320
1792.48;22680;23314;0.067;-40.7;;;1667.58;16966;16115;17411;16333
1793.04;22700;23334;0.064;-41.4;;;1667.90;16978;16125;17426;16345
1793.54;22720;23353;0.061;-42.7;;;1668.19;16989;16135;17440;16355
1793.97;22740;23374;0.056;-44.3;;;1668.49;17001;16145;17453;16366
1794.37;22760;23394;0.051;-45.7;;;1668.77;17012;16155;17466;16377
1794.76;22780;23414;0.048;-46.6;;;1669.09;17024;16165;17480;16388
1795.14;22800;23433;0.045;-46.9;;;1669.39;17035;16175;17494;16400
1795.48;22820;23452;0.042;-46.8;;;1669.75;17047;16185;17510;16411
1795.82;22840;23471;0.041;-46.8;;;1670.09;17058;16195;17526;16422
1796.15;22860;23489;0.040;-47.1;;;1670.42;17069;16205;17542;16434
1796.49;22880;23508;0.039;-47.8;;;1670.76;17080;16215;17558;16446
1796.83;22900;23526;0.038;-48.6;;;1671.11;17091;16225;17575;16457
1797.14;22920;23545;0.037;-49.1;;;1671.47;17102;16235;17592;16469
1797.44;22940;23565;0.036;-49.3;;;1671.83;17113;16245;17608;16483
1797.72;22960;23583;0.035;-49.2;;;1672.19;17124;16255;17623;16496
1798.01;22980;23599;0.034;-49.2;;;1672.51;17134;16265;17636;16510
1798.30;23000;23615;0.034;-49.3;;;1672.86;17145;16275;17651;16524
1798.60;23020;23633;0.033;-49.4;;;1673.21;17156;16285;17665;16536
1798.88;23040;23651;0.033;-49.4;;;1673.54;17167;16295;17677;16550
1799.17;23060;23669;0.033;-49.4;;;1673.86;17178;16305;17689;16565
1799.47;23080;23688;0.034;-49.4;;;1674.17;17189;16315;17703;16580
1799.77;23100;23707;0.034;-49.4;;;1674.48;17200;16325;17720;16592
1800.07;23120;23726;0.034;-49.2;;;1674.82;17212;16335;17735;16603
1800.37;23140;23744;0.034;-48.7;;;1675.13;17223;16345;17750;16615
1800.67;23160;23762;0.034;-48.3;;;1675.48;17235;16355;17766;16625
1800.96;23180;23781;0.034;-48.3;;;1675.80;17246;16365;17780;16635
1801.25;23200;23799;0.034;-48.6;;;1676.16;17258;16375;17795;16646
1801.57;23220;23819;0.034;-49.0;;;1676.51;17270;16385;17809;16656
1801.88;23240;23838;0.034;-49.2;;;1676.85;17282;16395;17822;16666
1802.18;23260;23858;0.034;-49.2;;;1677.20;17295;16405;17836;16677
1802.48;23280;23877;0.034;-49.0;;;1677.55;17308;16415;17850;16689
1802.77;23300;23895;0.035;-48.6;;;1677.89;17321;16425;17865;16701
