GISP2 Stratigraphy

REFERENCES: 

Alley, R.B., C.A. Shuman, D.A. Meese, A.J. Gow, K.C. Taylor, K.M. Cuffey,
J.J. Fitzpatrick, P.M. Grootes, G.A. Zielinski, M. Ram, G. Spinelli, and
B.C. Elder. 1997. Visual-stratigraphic dating of the GISP2 ice core: Basis,
reproducibility, and application. Journal of Geophysical Research 102:26367
26381.

Meese, D.A., A.J. Gow, R.B. Alley, G.A. Zielinski, P.M. Grootes, M. Ram,
K.C. Taylor, P.A. Mayewski, and J.F. Bolzan. 1997. The Greenland Ice Sheet
Project 2 depth-age scale: Methods and results. Journal of Geophysical
Research 102:26411-26423.

Spinelli, G. 1996. A statistical analysis of ice-accumulation level and
variability in the GISP2 ice core and a reexamination of the age of the
termination of the Younger Dryas cooling episode. Earth System Science
Center Technical Report No. 96-001, University of New Hampshire, Durham.

Kapsner, W.R., R.B. Alley, C.A. Shuman, S. Anandakrishnan, and P.M.
Grootes. 1995. Dominant influence of atmospheric circulation on snow
accumulation in Greenland over the past 18,000 years. Nature 373:52-54.

Alley, R.B., D.A. Meese, C.A. Shuman, A.J. Gow, K.C. Taylor, P.M. Grootes,
J.W.C. White, M. Ram, E.D. Waddington, P.A. Mayewski, and G.A. Zielinski.
1993. Abrupt increase in Greenland snow accumulation at the end of the
Younger Dryas event. Nature 362:527-529.

Alley, R.B., E.S. Saltzman, K.M. Cuffey, and J.J. Fitzpatrick. 1990.
Summertime formation of depth hoar in central Greenland. Geophysical
Research Letters 17:2393-2396.

DATA DESCRIPTION: 

This file gives the depths of mid-summer as determined separately from ECM
and visual stratigraphy in the GISP2-D ice core.  Also given are
calculated layer thicknesses (true and ice equivalent) and calculated
accumulation rates, all in meters.  Factor A = (accum)/(layer thickness).
Summ. refers to the calender year associated with the mid-summer pick. 

DATA:

ECM Z	Strt Z	Summ.	Layer	Density	H2O Eqv	Fact. A	Corrected	Comments

133.82	133.8	1543	0.33	0.908	0.3	1.038	0.311
134.19	134.05	1542	0.25	0.908	0.227	1.038	0.236
134.27	134.26	1541	0.21	0.908	0.191	1.038	0.198
134.49	134.48	1540	0.22	0.908	0.2	1.039	0.207
134.63	134.69	1539	0.21	0.908	0.191	1.039	0.198
134.98	134.95	1538	0.26	0.908	0.236	1.039	0.245
135.21	135.22	1537	0.27	0.908	0.245	1.039	0.255
135.42	135.39	1536	0.17	0.908	0.154	1.039	0.16
135.67	135.66	1535	0.27	0.908	0.245	1.039	0.255
135.95	135.95	1534	0.29	0.908	0.263	1.039	0.274
136.23	136.17	1533	0.22	0.908	0.2	1.039	0.208
136.46	136.44	1532	0.27	0.908	0.245	1.039	0.255
136.64	136.65	1531	0.21	0.908	0.191	1.039	0.198
136.94	136.9	1530	0.25	0.908	0.227	1.039	0.236
137.14	137.08	1529	0.18	0.909	0.164	1.039	0.17	
137.37	137.36	1528	0.28	0.909	0.255	1.04	0.265	
137.63	137.63	1527	0.27	0.909	0.245	1.04	0.255	
137.79	137.8	1526	0.17	0.909	0.155	1.04	0.161	
138.02	138.08	1525	0.28	0.909	0.255	1.04	0.265	
138.31	138.32	1524	0.24	0.909	0.218	1.04	0.227	
138.55	138.55	1523	0.23	0.909	0.209	1.04	0.217	
138.74	138.79	1522	0.24	0.909	0.218	1.04	0.227	
138.97	139.16	1521	0.37	0.909	0.336	1.04	0.35	
139.29	139.34	1520	0.18	0.909	0.164	1.04	0.17	
139.53	139.6	1519	0.26	0.909	0.236	1.04	0.246	
139.74	139.83	1518	0.23	0.909	0.209	1.04	0.218	
140.08	140.15	1517	0.32	0.91	0.291	1.04	0.303	
140.4	140.43	1516	0.28	0.91	0.255	1.041	0.265	
140.7	140.68	1515	0.25	0.91	0.228	1.041	0.237	
140.92	140.88	1514	0.2	0.91	0.182	1.041	0.189	?
141.12	141.05	1513	0.17	0.91	0.155	1.041	0.161	
141.44	141.33	1512	0.28	0.91	0.255	1.041	0.265	
141.64	141.52	1511	0.19	0.91	0.173	1.041	0.18	
141.78	141.72	1510	0.2	0.91	0.182	1.041	0.189	?
141.93	141.89	1509	0.17	0.91	0.155	1.041	0.161	
142.23	142.17	1508	0.28	0.91	0.255	1.041	0.265	
142.45	142.43	1507	0.26	0.91	0.237	1.041	0.246	
142.56	142.62	1506	0.19	0.91	0.173	1.041	0.18	
142.92	142.89	1505	0.27	0.91	0.246	1.041	0.256	
143.16	143.11	1504	0.22	0.91	0.2	1.041	0.208	
143.53	143.49	1503	0.38	0.91	0.346	1.042	0.36	
143.68	143.7	1502	0.21	0.91	0.191	1.042	0.199	
143.94	143.95	1501	0.25	0.91	0.228	1.042	0.237	?
144.17	144.09	1500	0.14	0.91	0.127	1.042	0.133	
144.43	144.44	1499	0.35	0.91	0.318	1.042	0.332	
144.7	144.67	1498	0.23	0.91	0.209	1.042	0.218	
144.88	144.85	1497	0.18	0.91	0.164	1.042	0.171	
145.01	145.05	1496	0.2	0.91	0.182	1.042	0.19	
145.25	145.21	1495	0.16	0.91	0.146	1.042	0.152	
145.39	145.55	1494	0.34	0.91	0.309	1.042	0.322	
145.66	145.72	1493	0.17	0.91	0.155	1.042	0.161	
145.91	145.89	1492	0.17	0.91	0.155	1.042	0.161	
146.2	146.19	1491	0.3	0.911	0.273	1.042	0.285	
146.43	146.42	1490	0.23	0.911	0.21	1.043	0.218	
146.71	146.77	1489	0.35	0.911	0.319	1.043	0.332	?
146.91	146.96	1488	0.19	0.911	0.173	1.043	0.18	
147.32	147.35	1487	0.39	0.911	0.355	1.043	0.371	
147.52	147.54	1486	0.19	0.911	0.173	1.043	0.181	
147.71	147.7	1485	0.16	0.911	0.146	1.043	0.152	
147.99	147.91	1484	0.21	0.911	0.191	1.043	0.2	
148.12	148.1	1483	0.19	0.911	0.173	1.043	0.181	
148.41	148.44	1482	0.34	0.911	0.31	1.043	0.323	
148.76	148.63	1481	0.19	0.911	0.173	1.043	0.181	
148.92	148.89	1480	0.26	0.911	0.237	1.043	0.247	
149.12	149.06	1479	0.17	0.911	0.155	1.043	0.162	
149.2	149.27	1478	0.21	0.911	0.191	1.044	0.2	
149.56	149.56	1477	0.29	0.911	0.264	1.044	0.276	
149.73	149.74	1476	0.18	0.911	0.164	1.044	0.171	
149.97	149.96	1475	0.22	0.911	0.2	1.044	0.209	
150.1	150.13	1474	0.17	0.912	0.155	1.044	0.162	
150.44	150.41	1473	0.28	0.912	0.255	1.044	0.267	
150.67	150.66	1472	0.25	0.912	0.228	1.044	0.238	?
150.91	150.89	1471	0.23	0.912	0.21	1.044	0.219	
151.08	151.11	1470	0.22	0.912	0.201	1.044	0.209	
151.4	151.4	1469	0.29	0.912	0.264	1.044	0.276	
151.59	151.55	1468	0.15	0.912	0.137	1.044	0.143	
151.78	151.83	1467	0.28	0.912	0.255	1.044	0.267	
152.02	152.02	1466	0.19	0.912	0.173	1.044	0.181	
152.29	152.24	1465	0.22	0.912	0.201	1.045	0.21	
152.5	152.47	1464	0.23	0.912	0.21	1.045	0.219	
152.73	152.72	1463	0.25	0.912	0.228	1.045	0.238	
152.95	152.93	1462	0.21	0.912	0.192	1.045	0.2	?
