Depth (m)	Accum (m ice)	Conf.	Age (yr B.P.)

1816.50	0.070	2.5	15421
1816.52	0.070	2.5	15422
1816.55	0.123	2.5	15423
1816.57	0.053	2.5	15424
1816.60	0.106	2.5	15425
1816.62	0.070	2.5	15426
1816.64	0.070	2.5	15427
1816.66	0.070	2.5	15428
1816.68	0.088	2.5	15429
1816.70	0.070	2.5	15430
1816.73	0.088	2.5	15431
1816.75	0.088	2.5	15432
1816.77	0.070	2.5	15433
1816.79	0.070	2.5	15434
1816.81	0.070	2.5	15435
1816.83	0.053	2.5	15436
1816.85	0.070	2.5	15437
1816.87	0.070	2.5	15438
1816.89	0.070	2.5	15439
1816.92	0.106	2.5	15440
1816.94	0.070	2.5	15441
1816.96	0.088	2.5	15442
1816.99	0.088	2.5	15443
1817.00	0.070	2.5	15444
1817.05	0.141	2.5	15445
1817.10	0.176	2.5	15446
1817.12	0.088	2.5	15447
1817.15	0.088	2.5	15448
1817.17	0.071	2.5	15449
1817.18	0.053	2.5	15450
1817.20	0.071	2.5	15451
1817.23	0.106	2.5	15452
1817.25	0.053	2.5	15453
1817.29	0.141	2.5	15454
1817.31	0.071	2.5	15455
1817.35	0.141	2.5	15456
1817.37	0.088	2.5	15457
1817.40	0.106	2.5	15458
1817.42	0.071	2.5	15459
1817.46	0.123	2.5	15460
1817.49	0.106	2.5	15461
1817.51	0.088	2.5	15462
1817.53	0.071	2.5	15463
1817.55	0.053	2.5	15464
1817.57	0.071	2.5	15465
1817.60	0.106	2.5	15466
1817.62	0.071	2.5	15467
1817.63	0.053	2.5	15468
1817.67	0.141	2.5	15469
1817.69	0.053	2.5	15470
1817.70	0.053	2.5	15471
1817.72	0.071	2.5	15472
1817.75	0.088	2.5	15473
1817.77	0.071	2.5	15474
1817.80	0.106	2.5	15475
1817.82	0.071	2.5	15476
1817.84	0.071	2.5	15477
1817.88	0.141	2.5	15478
1817.90	0.071	2.5	15479
1817.92	0.071	2.5	15480
1817.95	0.106	2.5	15481
1817.97	0.071	2.5	15482
1817.99	0.071	2.5	15483
1818.02	0.124	2.5	15484
1818.05	0.088	2.5	15485
1818.07	0.071	2.5	15486
1818.09	0.071	2.5	15487
1818.10	0.053	2.5	15488
1818.12	0.071	2.5	15489
1818.14	0.053	2.5	15490
1818.16	0.071	2.5	15491
1818.17	0.053	2.5	15492
1818.21	0.124	2.5	15493
1818.23	0.071	2.5	15494
1818.25	0.071	2.5	15495
1818.29	0.159	2.5	15496
1818.31	0.053	2.5	15497
1818.33	0.071	2.5	15498
1818.36	0.106	2.5	15499
1818.39	0.124	2.5	15500
1818.42	0.106	2.5	15501
1818.44	0.071	2.5	15502
1818.46	0.053	2.5	15503
1818.48	0.088	2.5	15504
1818.51	0.106	2.5	15505
1818.53	0.071	2.5	15506
1818.56	0.088	2.5	15507
1818.59	0.106	2.5	15508
1818.63	0.141	2.5	15509
1818.67	0.141	2.5	15510
1818.69	0.071	2.5	15511
1818.71	0.071	2.5	15512
1818.73	0.088	2.5	15513
1818.75	0.088	2.5	15514
1818.79	0.106	2.5	15515
1818.81	0.088	2.5	15516
1818.84	0.106	2.5	15517
1818.86	0.071	2.5	15518
1818.88	0.071	2.5	15519
1818.90	0.071	2.5	15520
1818.94	0.124	2.5	15521
1818.96	0.071	2.5	15522
1818.98	0.071	2.5	15523
1819.00	0.106	2.5	15524
1819.02	0.053	2.5	15525
1819.05	0.088	2.5	15526
1819.07	0.071	2.5	15527
1819.10	0.124	2.5	15528
1819.14	0.124	2.5	15529
1819.19	0.177	2.5	15530
1819.23	0.141	2.5	15531
1819.25	0.106	2.5	15532
1819.28	0.088	2.5	15533
1819.30	0.071	2.5	15534
1819.33	0.088	2.5	15535
1819.35	0.071	2.5	15536
1819.38	0.124	2.5	15537
1819.41	0.088	2.5	15538
1819.42	0.053	2.5	15539
1819.46	0.124	2.5	15540
1819.49	0.124	2.5	15541
1819.51	0.071	2.5	15542
1819.53	0.053	2.5	15543
1819.55	0.071	2.5	15544
1819.58	0.106	2.5	15545
1819.61	0.124	2.5	15546
1819.65	0.124	2.5	15547
1819.67	0.088	2.5	15548
1819.72	0.159	2.5	15549
1819.75	0.141	2.5	15550
1819.80	0.141	2.5	15551
1819.83	0.106	2.5	15552
1819.85	0.088	2.5	15553
1819.87	0.071	2.5	15554
1819.90	0.088	2.5	15555
1819.94	0.142	2.5	15556
1819.96	0.088	2.5	15557
1819.99	0.088	2.5	15558
1820.03	0.142	2.5	15559
1820.05	0.071	2.5	15560
1820.07	0.071	2.5	15561
1820.09	0.088	2.5	15562
1820.11	0.071	2.5	15563
1820.13	0.071	2.5	15564
1820.17	0.124	2.5	15565
1820.19	0.088	2.5	15566
1820.21	0.053	2.5	15567
1820.23	0.071	2.5	15568
1820.25	0.088	2.5	15569
1820.27	0.071	2.5	15570
1820.29	0.053	2.5	15571
1820.31	0.071	2.5	15572
1820.33	0.088	2.5	15573
1820.35	0.071	2.5	15574
1820.37	0.053	2.5	15575
1820.39	0.071	2.5	15576
1820.42	0.124	2.5	15577
1820.46	0.124	2.5	15578
1820.48	0.088	2.5	15579
1820.50	0.071	2.5	15580
1820.53	0.106	2.5	15581
1820.55	0.071	2.5	15582
1820.56	0.035	2.5	15583
1820.58	0.071	2.5	15584
1820.60	0.071	2.5	15585
1820.62	0.053	2.5	15586
1820.64	0.089	2.5	15587
1820.66	0.071	2.5	15588
1820.69	0.089	2.5	15589
1820.71	0.071	2.5	15590
1820.73	0.071	2.5	15591
1820.75	0.089	2.5	15592
1820.80	0.177	2.5	15593
1820.82	0.071	2.5	15594
1820.85	0.089	2.5	15595
1820.87	0.071	2.5	15596
1820.89	0.071	2.5	15597
1820.91	0.071	2.5	15598
1820.93	0.071	2.5	15599
1820.95	0.071	2.5	15600
1820.97	0.071	2.5	15601
1820.99	0.071	2.5	15602
1821.02	0.106	2.5	15603
1821.03	0.053	2.5	15604
1821.05	0.053	2.5	15605
1821.07	0.089	2.5	15606
1821.10	0.089	2.5	15607
1821.12	0.089	2.5	15608
1821.14	0.053	2.5	15609
1821.16	0.089	2.5	15610
1821.20	0.142	2.5	15611
1821.23	0.106	2.5	15612
1821.25	0.071	2.5	15613
1821.28	0.089	2.5	15614
1821.30	0.089	2.5	15615
1821.32	0.071	2.5	15616
1821.34	0.053	2.5	15617
1821.37	0.106	2.5	15618
1821.39	0.071	2.5	15619
1821.40	0.053	2.5	15620
1821.42	0.071	2.5	15621
1821.44	0.071	2.5	15622
1821.46	0.071	2.5	15623
1821.48	0.053	2.5	15624
1821.50	0.089	2.5	15625
1821.52	0.071	2.5	15626
1821.55	0.089	2.5	15627
1821.58	0.124	2.5	15628
1821.61	0.089	2.5	15629
1821.63	0.071	2.5	15630
1821.68	0.195	2.5	15631
1821.75	0.248	2.5	15632
1821.79	0.142	2.5	15633
1821.82	0.106	2.5	15634
1821.84	0.071	2.5	15635
1821.87	0.089	2.5	15636
1821.90	0.106	2.5	15637
1821.91	0.053	2.5	15638
1821.94	0.089	2.5	15639
1821.97	0.124	2.5	15640
1821.99	0.053	2.5	15641
1822.01	0.089	2.5	15642
1822.03	0.071	2.5	15643
1822.05	0.053	2.5	15644
1822.08	0.106	2.5	15645
1822.11	0.124	2.5	15646
1822.16	0.160	2.5	15647
1822.18	0.089	2.5	15648
1822.20	0.071	2.5	15649
1822.22	0.071	2.5	15650
1822.25	0.089	2.5	15651
1822.27	0.089	2.5	15652
1822.29	0.071	2.5	15653
1822.31	0.071	2.5	15654
1822.33	0.053	2.5	15655
1822.35	0.071	2.5	15656
1822.37	0.071	2.5	15657
1822.40	0.106	2.5	15658
1822.43	0.106	2.5	15659
1822.46	0.106	2.5	15660
1822.48	0.071	2.5	15661
1822.49	0.035	2.5	15662
1822.50	0.071	2.5	15663
1822.53	0.089	2.5	15664
1822.56	0.106	2.5	15665
1822.59	0.089	2.5	15666
1822.60	0.053	2.5	15667
1822.62	0.071	2.5	15668
1822.65	0.089	2.5	15669
1822.69	0.142	2.5	15670
1822.71	0.071	2.5	15671
1822.73	0.089	2.5	15672
1822.76	0.107	2.5	15673
1822.80	0.124	2.5	15674
1822.83	0.124	2.5	15675
1822.85	0.071	2.5	15676
1822.87	0.053	2.5	15677
1822.90	0.107	2.5	15678
1822.91	0.053	2.5	15679
1822.93	0.071	2.5	15680
1822.96	0.089	2.5	15681
1822.98	0.089	2.5	15682
1823.00	0.053	2.5	15683
1823.02	0.071	2.5	15684
1823.04	0.071	2.5	15685
1823.06	0.071	2.5	15686
1823.10	0.142	2.5	15687
1823.13	0.107	2.5	15688
1823.16	0.107	2.5	15689
1823.19	0.107	2.5	15690
1823.22	0.107	2.5	15691
1823.24	0.071	2.5	15692
1823.25	0.071	2.5	15693
1823.28	0.071	2.5	15694
1823.30	0.071	2.5	15695
1823.31	0.053	2.5	15696
1823.34	0.089	2.5	15697
1823.37	0.107	2.5	15698
1823.42	0.195	2.5	15699
1823.45	0.107	2.5	15700
1823.50	0.160	2.5	15701
1823.52	0.089	2.5	15702
1823.55	0.107	2.5	15703
1823.57	0.071	2.5	15704
1823.59	0.071	2.5	15705
1823.62	0.089	2.5	15706
1823.65	0.107	2.5	15707
1823.67	0.071	2.5	15708
1823.68	0.053	2.5	15709
1823.71	0.107	2.5	15710
1823.73	0.053	2.5	15711
1823.74	0.036	2.5	15712
1823.75	0.053	2.5	15713
1823.77	0.053	2.5	15714
1823.79	0.071	2.5	15715
1823.81	0.071	2.5	15716
1823.83	0.071	2.5	15717
1823.85	0.071	2.5	15718
1823.86	0.036	2.5	15719
1823.88	0.071	2.5	15720
1823.91	0.124	2.5	15721
1823.95	0.124	2.5	15722
1823.98	0.124	2.5	15723
1824.00	0.089	2.5	15724
1824.03	0.071	2.5	15725
1824.05	0.089	2.5	15726
1824.07	0.071	2.5	15727
1824.10	0.089	2.5	15728
1824.13	0.107	2.5	15729
1824.15	0.071	2.5	15730
1824.18	0.107	2.5	15731
1824.20	0.089	2.5	15732
1824.23	0.089	2.5	15733
1824.25	0.071	2.5	15734
1824.27	0.089	2.5	15735
1824.30	0.089	2.5	15736
1824.36	0.213	2.5	15737
1824.38	0.071	2.5	15738
1824.40	0.071	2.5	15739
1824.42	0.089	2.5	15740
1824.45	0.089	2.5	15741
1824.48	0.107	2.5	15742
1824.52	0.160	2.5	15743
1824.55	0.089	2.5	15744
1824.56	0.053	2.5	15745
1824.59	0.089	2.5	15746
1824.61	0.089	2.5	15747
1824.63	0.053	2.5	15748
1824.66	0.125	2.5	15749
1824.69	0.089	2.5	15750
1824.71	0.071	2.5	15751
1824.72	0.053	2.5	15752
1824.74	0.053	2.5	15753
1824.76	0.089	2.5	15754
1824.78	0.071	2.5	15755
1824.82	0.125	2.5	15756
1824.84	0.089	2.5	15757
1824.86	0.071	2.5	15758
1824.89	0.107	2.5	15759
1824.91	0.071	2.5	15760
1824.94	0.089	2.5	15761
1824.96	0.089	2.5	15762
1824.99	0.089	2.5	15763
1825.00	0.071	2.5	15764
1825.02	0.053	2.5	15765
1825.05	0.107	2.5	15766
1825.07	0.053	2.5	15767
1825.09	0.071	2.5	15768
1825.11	0.071	2.5	15769
1825.12	0.053	2.5	15770
1825.14	0.053	2.5	15771
1825.15	0.053	2.5	15772
1825.17	0.071	2.5	15773
1825.19	0.053	2.5	15774
1825.21	0.089	2.5	15775
1825.25	0.125	2.5	15776
1825.27	0.089	2.5	15777
1825.30	0.107	2.5	15778
1825.32	0.071	2.5	15779
1825.34	0.071	2.5	15780
1825.37	0.107	2.5	15781
1825.39	0.071	2.5	15782
1825.42	0.089	2.5	15783
1825.44	0.089	2.5	15784
1825.47	0.089	2.5	15785
1825.49	0.089	2.5	15786
1825.51	0.071	2.5	15787
1825.53	0.071	2.5	15788
1825.56	0.089	2.5	15789
1825.58	0.089	2.5	15790
1825.60	0.071	2.5	15791
1825.63	0.089	2.5	15792
1825.65	0.071	2.5	15793
1825.68	0.107	2.5	15794
1825.70	0.089	2.5	15795
1825.74	0.125	2.5	15796
1825.76	0.089	2.5	15797
1825.78	0.071	2.5	15798
1825.82	0.143	2.5	15799
1825.85	0.089	2.5	15800
1825.86	0.053	2.5	15801
1825.88	0.071	2.5	15802
1825.92	0.125	2.5	15803
1825.93	0.053	2.5	15804
1825.97	0.125	2.5	15805
1825.98	0.053	2.5	15806
1826.00	0.053	2.5	15807
1826.02	0.089	2.5	15808
1826.06	0.125	2.5	15809
1826.08	0.071	2.5	15810
1826.10	0.089	2.5	15811
1826.12	0.071	2.5	15812
1826.16	0.125	2.5	15813
1826.19	0.107	2.5	15814
1826.21	0.089	2.5	15815
1826.24	0.089	2.5	15816
1826.25	0.071	2.5	15817
1826.29	0.107	2.5	15818
1826.34	0.178	2.5	15819
1826.36	0.071	2.5	15820
1826.37	0.054	2.5	15821
1826.40	0.107	2.5	15822
1826.43	0.107	2.5	15823
1826.45	0.071	2.5	15824
1826.47	0.071	2.5	15825
1826.49	0.071	2.5	15826
1826.50	0.054	2.5	15827
1826.53	0.071	2.5	15828
1826.55	0.089	2.5	15829
1826.58	0.089	2.5	15830
1826.60	0.071	2.5	15831
1826.62	0.071	2.5	15832
1826.64	0.089	2.5	15833
1826.66	0.071	2.5	15834
1826.68	0.071	2.5	15835
1826.72	0.125	2.5	15836
1826.75	0.107	2.5	15837
1826.78	0.107	2.5	15838
1826.80	0.071	2.5	15839
1826.82	0.071	2.5	15840
1826.84	0.071	2.5	15841
1826.86	0.089	2.5	15842
1826.88	0.054	2.5	15843
1826.89	0.036	2.5	15844
1826.91	0.071	2.5	15845
1826.94	0.107	2.5	15846
1826.96	0.089	2.5	15847
1827.00	0.125	2.5	15848
1827.02	0.089	2.5	15849
1827.05	0.089	2.5	15850
1827.07	0.071	2.5	15851
1827.09	0.071	2.5	15852
1827.11	0.071	2.5	15853
1827.14	0.107	2.5	15854
1827.18	0.143	2.5	15855
1827.20	0.089	2.5	15856
1827.22	0.071	2.5	15857
1827.24	0.054	2.5	15858
1827.26	0.089	2.5	15859
1827.28	0.071	2.5	15860
1827.31	0.107	2.5	15861
1827.34	0.089	2.5	15862
1827.36	0.089	2.5	15863
1827.40	0.125	2.5	15864
1827.43	0.125	2.5	15865
1827.45	0.054	2.5	15866
1827.47	0.071	2.5	15867
1827.49	0.071	2.5	15868
1827.53	0.161	2.5	15869
1827.55	0.054	2.5	15870
1827.57	0.071	2.5	15871
1827.59	0.089	2.5	15872
1827.62	0.089	2.5	15873
1827.63	0.054	2.5	15874
1827.65	0.071	2.5	15875
1827.67	0.071	2.5	15876
1827.70	0.089	2.5	15877
1827.73	0.107	2.5	15878
1827.77	0.143	2.5	15879
1827.81	0.143	2.5	15880
1827.83	0.071	2.5	15881
1827.84	0.054	2.5	15882
1827.86	0.071	2.5	15883
1827.89	0.107	2.5	15884
1827.91	0.071	2.5	15885
1827.93	0.054	2.5	15886
1827.95	0.072	2.5	15887
1827.96	0.054	2.5	15888
1827.98	0.072	2.5	15889
1828.00	0.072	2.5	15890
1828.05	0.161	2.5	15891
1828.11	0.215	2.5	15892
1828.14	0.107	2.5	15893
1828.15	0.054	2.5	15894
1828.18	0.089	2.5	15895
1828.20	0.072	2.5	15896
1828.23	0.107	2.5	15897
1828.25	0.107	2.5	15898
1828.27	0.054	2.5	15899
1828.29	0.072	2.5	15900
1828.32	0.089	2.5	15901
1828.35	0.125	2.5	15902
1828.38	0.089	2.5	15903
1828.41	0.107	2.5	15904
1828.43	0.072	2.5	15905
1828.45	0.072	2.5	15906
1828.47	0.072	2.5	15907
1828.49	0.072	2.5	15908
1828.53	0.143	2.5	15909
1828.56	0.107	2.5	15910
1828.59	0.125	2.5	15911
1828.64	0.179	2.5	15912
1828.69	0.161	2.5	15913
1828.73	0.143	2.5	15914
1828.75	0.089	2.5	15915
1828.78	0.089	2.5	15916
1828.80	0.089	2.5	15917
1828.83	0.089	2.5	15918
1828.84	0.054	2.5	15919
1828.86	0.054	2.5	15920
1828.88	0.072	2.5	15921
1828.90	0.072	2.5	15922
1828.92	0.072	2.5	15923
1828.93	0.054	2.5	15924
1828.96	0.090	2.5	15925
1828.99	0.107	2.5	15926
1829.00	0.072	2.5	15927
1829.03	0.072	2.5	15928
1829.05	0.072	2.5	15929
1829.07	0.072	2.5	15930
1829.11	0.143	2.5	15931
1829.12	0.054	2.5	15932
1829.15	0.090	2.5	15933
1829.18	0.107	2.5	15934
1829.20	0.072	2.5	15935
1829.22	0.090	2.5	15936
1829.25	0.090	2.5	15937
1829.28	0.107	2.5	15938
1829.30	0.090	2.5	15939
1829.33	0.090	2.5	15940
1829.35	0.090	2.5	15941
1829.37	0.072	2.5	15942
1829.39	0.054	2.5	15943
1829.41	0.072	2.5	15944
1829.44	0.125	2.5	15945
1829.48	0.125	2.5	15946
1829.50	0.090	2.5	15947
1829.53	0.107	2.5	15948
1829.57	0.143	2.5	15949
1829.59	0.072	2.5	15950
1829.61	0.054	2.5	15951
1829.63	0.072	2.5	15952
1829.65	0.090	2.5	15953
1829.67	0.072	2.5	15954
1829.69	0.054	2.5	15955
1829.70	0.036	2.5	15956
1829.72	0.090	2.5	15957
1829.74	0.072	2.5	15958
1829.77	0.090	2.5	15959
1829.79	0.072	2.5	15960
1829.82	0.108	2.5	15961
1829.83	0.054	2.5	15962
1829.86	0.090	2.5	15963
1829.90	0.161	2.5	15964
1829.92	0.054	2.5	15965
1829.93	0.054	2.5	15966
1829.96	0.108	2.5	15967
1829.98	0.072	2.5	15968
1830.00	0.072	2.5	15969
1830.03	0.090	2.5	15970
1830.04	0.054	2.5	15971
1830.06	0.072	2.5	15972
1830.08	0.072	2.5	15973
1830.11	0.090	2.5	15974
1830.14	0.126	2.5	15975
1830.16	0.054	2.5	15976
1830.19	0.108	2.5	15977
1830.21	0.090	2.5	15978
1830.24	0.090	2.5	15979
1830.25	0.072	2.5	15980
1830.28	0.072	2.5	15981
1830.30	0.072	2.5	15982
1830.32	0.090	2.5	15983
1830.34	0.072	2.5	15984
1830.36	0.072	2.5	15985
1830.38	0.072	2.5	15986
1830.40	0.072	2.5	15987
1830.42	0.054	2.5	15988
1830.44	0.090	2.5	15989
1830.46	0.072	2.5	15990
1830.50	0.126	2.5	15991
1830.52	0.072	2.5	15992
1830.54	0.090	2.5	15993
1830.56	0.054	2.5	15994
1830.58	0.072	2.5	15995
1830.59	0.054	2.5	15996
1830.61	0.072	2.5	15997
1830.64	0.090	2.5	15998
1830.66	0.072	2.5	15999
1830.68	0.090	2.5	16000
1830.70	0.054	2.5	16001
1830.72	0.090	2.5	16002
1830.75	0.108	2.5	16003
1830.77	0.054	2.5	16004
1830.79	0.072	2.5	16005
1830.83	0.144	2.5	16006
1830.86	0.108	2.5	16007
1830.88	0.090	2.5	16008
1830.92	0.126	2.5	16009
1830.94	0.072	2.5	16010
1830.96	0.072	2.5	16011
1830.98	0.072	2.5	16012
1831.00	0.072	2.5	16013
1831.03	0.108	2.5	16014
1831.04	0.054	2.5	16015
1831.06	0.054	2.5	16016
1831.08	0.072	2.5	16017
1831.12	0.162	2.5	16018
1831.15	0.090	2.5	16019
1831.17	0.072	2.5	16020
1831.20	0.108	2.5	16021
1831.22	0.072	2.5	16022
1831.25	0.108	2.5	16023
1831.27	0.072	2.5	16024
1831.30	0.108	2.5	16025
1831.32	0.072	2.5	16026
1831.34	0.072	2.5	16027
1831.35	0.036	2.5	16028
1831.36	0.054	2.5	16029
1831.39	0.090	2.5	16030
1831.41	0.072	2.5	16031
1831.43	0.072	2.5	16032
1831.46	0.108	2.5	16033
1831.48	0.072	2.5	16034
1831.50	0.072	2.5	16035
1831.52	0.090	2.5	16036
1831.54	0.054	2.5	16037
1831.56	0.072	2.5	16038
1831.57	0.054	2.5	16039
1831.59	0.072	2.5	16040
1831.61	0.072	2.5	16041
1831.64	0.090	2.5	16042
1831.68	0.144	2.5	16043
1831.70	0.072	2.5	16044
1831.72	0.072	2.5	16045
1831.74	0.090	2.5	16046
1831.77	0.090	2.5	16047
1831.79	0.072	2.5	16048
1831.82	0.126	2.5	16049
1831.85	0.090	2.5	16050
1831.89	0.144	2.5	16051
1831.92	0.108	2.5	16052
1831.95	0.108	2.5	16053
1831.96	0.054	2.5	16054
1831.98	0.054	2.5	16055
1832.00	0.072	2.5	16056
1832.03	0.108	2.5	16057
1832.05	0.090	2.5	16058
1832.07	0.054	2.5	16059
1832.08	0.054	2.5	16060
1832.10	0.072	2.5	16061
1832.13	0.108	2.5	16062
1832.15	0.072	2.5	16063
1832.17	0.072	2.5	16064
1832.19	0.054	2.5	16065
1832.23	0.144	2.5	16066
1832.25	0.108	2.5	16067
1832.28	0.072	2.5	16068
1832.31	0.126	2.5	16069
1832.34	0.090	2.5	16070
1832.36	0.072	2.5	16071
1832.39	0.126	2.5	16072
1832.44	0.180	2.5	16073
1832.46	0.072	2.5	16074
1832.49	0.108	2.5	16075
1832.52	0.108	2.5	16076
1832.54	0.072	2.5	16077
1832.56	0.072	2.5	16078
1832.58	0.072	2.5	16079
1832.60	0.054	2.5	16080
1832.62	0.072	2.5	16081
1832.65	0.108	2.5	16082
1832.68	0.126	2.5	16083
1832.70	0.072	2.5	16084
1832.72	0.072	2.5	16085
1832.74	0.072	2.5	16086
1832.76	0.072	2.5	16087
1832.78	0.054	2.5	16088
1832.80	0.072	2.5	16089
1832.85	0.180	2.5	16090
1832.87	0.072	2.5	16091
1832.90	0.108	2.5	16092
1832.93	0.108	2.5	16093
1832.95	0.090	2.5	16094
1832.98	0.090	2.5	16095
1833.02	0.162	2.5	16096
1833.04	0.072	2.5	16097
1833.06	0.072	2.5	16098
1833.08	0.072	2.5	16099
1833.11	0.108	2.5	16100
1833.14	0.090	2.5	16101
1833.17	0.108	2.5	16102
1833.19	0.090	2.5	16103
1833.22	0.090	2.5	16104
1833.24	0.072	2.5	16105
1833.28	0.144	2.5	16106
1833.30	0.072	2.5	16107
1833.32	0.072	2.5	16108
1833.34	0.090	2.5	16109
1833.37	0.090	2.5	16110
1833.39	0.072	2.5	16111
1833.41	0.072	2.5	16112
1833.43	0.072	2.5	16113
1833.45	0.072	2.5	16114
1833.47	0.072	2.5	16115
1833.49	0.090	2.5	16116
1833.52	0.108	2.5	16117
1833.55	0.090	2.5	16118
1833.57	0.072	2.5	16119
1833.59	0.072	2.5	16120
1833.62	0.108	2.5	16121
1833.65	0.108	2.5	16122
1833.67	0.072	2.5	16123
1833.69	0.090	2.5	16124
1833.73	0.126	2.5	16125
1833.75	0.072	2.5	16126
1833.77	0.090	2.5	16127
1833.80	0.090	2.5	16128
1833.82	0.090	2.5	16129
1833.84	0.054	2.5	16130
1833.86	0.090	2.5	16131
1833.88	0.054	2.5	16132
1833.90	0.090	2.5	16133
1833.92	0.054	2.5	16134
1833.94	0.072	2.5	16135
1833.95	0.054	2.5	16136
1833.97	0.072	2.5	16137
1833.99	0.072	2.5	16138
1834.02	0.090	2.5	16139
1834.03	0.054	2.5	16140
1834.06	0.108	2.5	16141
1834.10	0.126	2.5	16142
1834.12	0.090	2.5	16143
1834.14	0.072	2.5	16144
1834.16	0.072	2.5	16145
1834.18	0.072	2.5	16146
1834.21	0.090	2.5	16147
1834.23	0.072	2.5	16148
1834.25	0.090	2.5	16149
1834.27	0.054	2.5	16150
1834.29	0.072	2.5	16151
1834.31	0.072	2.5	16152
1834.33	0.090	2.5	16153
1834.35	0.072	2.5	16154
1834.39	0.126	2.5	16155
1834.41	0.072	2.5	16156
1834.42	0.054	2.5	16157
1834.45	0.108	2.5	16158
1834.48	0.090	2.5	16159
1834.53	0.180	2.5	16160
1834.55	0.090	2.5	16161
1834.57	0.054	2.5	16162
1834.59	0.090	2.5	16163
1834.61	0.072	2.5	16164
1834.64	0.090	2.5	16165
1834.65	0.054	2.5	16166
1834.68	0.108	2.5	16167
1834.70	0.072	2.5	16168
1834.73	0.090	2.5	16169
1834.75	0.072	2.5	16170
1834.77	0.072	2.5	16171
1834.78	0.054	2.5	16172
1834.82	0.126	2.5	16173
1834.84	0.072	2.5	16174
1834.86	0.090	2.5	16175
1834.88	0.072	2.5	16176
1834.90	0.072	2.5	16177
1834.92	0.072	2.5	16178
1834.94	0.054	2.5	16179
1834.96	0.072	2.5	16180
1834.98	0.072	2.5	16181
1835.00	0.072	2.5	16182
1835.02	0.090	2.5	16183
1835.04	0.072	2.5	16184
1835.07	0.090	2.5	16185
1835.09	0.090	2.5	16186
1835.12	0.108	2.5	16187
1835.14	0.072	2.5	16188
1835.17	0.090	2.5	16189
1835.20	0.108	2.5	16190
1835.22	0.090	2.5	16191
1835.25	0.108	2.5	16192
1835.29	0.145	2.5	16193
1835.32	0.108	2.5	16194
1835.35	0.090	2.5	16195
1835.37	0.090	2.5	16196
1835.42	0.163	2.5	16197
1835.44	0.072	2.5	16198
1835.46	0.072	2.5	16199
1835.47	0.054	2.5	16200
1835.49	0.072	2.5	16201
1835.53	0.127	2.5	16202
1835.55	0.090	2.5	16203
1835.57	0.054	2.5	16204
1835.58	0.054	2.5	16205
1835.60	0.072	2.5	16206
1835.63	0.090	2.5	16207
1835.64	0.054	2.5	16208
1835.66	0.054	2.5	16209
1835.68	0.072	2.5	16210
1835.71	0.108	2.5	16211
1835.73	0.072	2.5	16212
1835.75	0.109	2.5	16213
1835.77	0.054	2.5	16214
1835.79	0.072	2.5	16215
1835.82	0.109	2.5	16216
1835.86	0.145	2.5	16217
1835.90	0.127	2.5	16218
1835.93	0.109	2.5	16219
1835.94	0.036	2.5	16220
1835.96	0.072	2.5	16221
1836.00	0.145	2.5	16222
1836.02	0.072	2.5	16223
1836.04	0.090	2.5	16224
1836.07	0.109	2.5	16225
1836.10	0.109	2.5	16226
1836.13	0.109	2.5	16227
1836.16	0.090	2.5	16228
1836.20	0.145	2.5	16229
1836.22	0.090	2.5	16230
1836.24	0.054	2.5	16231
1836.28	0.145	2.5	16232
1836.30	0.072	2.5	16233
1836.32	0.091	2.5	16234
1836.35	0.091	2.5	16235
1836.39	0.145	2.5	16236
1836.43	0.145	2.5	16237
1836.45	0.091	2.5	16238
1836.48	0.091	2.5	16239
1836.50	0.072	2.5	16240
1836.52	0.091	2.5	16241
1836.54	0.054	2.5	16242
1836.56	0.072	2.5	16243
1836.58	0.072	2.5	16244
1836.60	0.072	2.5	16245
1836.64	0.145	2.5	16246
1836.67	0.109	2.5	16247
1836.70	0.109	2.5	16248
1836.73	0.109	2.5	16249
1836.75	0.072	2.5	16250
1836.77	0.072	2.5	16251
1836.79	0.072	2.5	16252
1836.83	0.145	2.5	16253
1836.84	0.054	2.5	16254
1836.88	0.127	2.5	16255
1836.90	0.072	2.5	16256
1836.92	0.072	2.5	16257
1836.97	0.181	2.5	16258
1837.00	0.109	2.5	16259
1837.02	0.072	2.5	16260
1837.03	0.054	2.5	16261
1837.05	0.054	2.5	16262
1837.07	0.072	2.5	16263
1837.11	0.145	2.5	16264
1837.13	0.091	2.5	16265
1837.19	0.199	2.5	16266
1837.22	0.127	2.5	16267
1837.25	0.109	2.5	16268
1837.28	0.109	2.5	16269
1837.33	0.163	2.5	16270
1837.37	0.145	2.5	16271
1837.38	0.054	2.5	16272
1837.41	0.091	2.5	16273
1837.43	0.073	2.5	16274
1837.46	0.109	2.5	16275
1837.49	0.109	2.5	16276
1837.53	0.145	2.5	16277
1837.55	0.073	2.5	16278
1837.56	0.054	2.5	16279
1837.60	0.127	2.5	16280
1837.62	0.091	2.5	16281
1837.64	0.073	2.5	16282
1837.66	0.073	2.5	16283
1837.68	0.054	2.5	16284
1837.70	0.073	2.5	16285
1837.73	0.127	3.0	16286
1837.75	0.073	2.5	16287
1837.78	0.091	2.5	16288
1837.80	0.073	2.5	16289
1837.83	0.109	2.5	16290
1837.85	0.091	2.5	16291
1837.87	0.073	2.5	16292
1837.90	0.109	2.5	16293
