GISP2-D Borehole Diameter

REFERENCES: 

Clow, G.D., R.W. Saltus, and E.D. Waddington. 1996. A new high-precision
borehole-temperature logging system used at GISP2, Greenland, and Taylor
Dome, Antarctica. Journal of Glaciology 42:576-584.

Gundestrup, N.S., H.B. Clausen, and B.L. Hansen. 1994. The UCPH borehole
logger. Mem. National Institute Polar Research, Special Issue 49:224-233.

DATA DESCRIPTION:

The diameter of the 3-km borehole (GISP-D) at the GISP2 site was measured
during 1993, 1994, and 1995 using University of Copenhagen's geophysical
logging system (UCPH); the UCPH logging system is described in Gundestrup
et al.(1994). 

The data in this file correspond to the minimum and maximum diameters
detected by the upper calipers on the UCPH logging tool during the most
recent borehole deformation experiment (1 July, 1995).  These data, and
those from previous years, are described in Clow and Gundestrup, (1997). 

==================================================================	
name	parameter	units	
------------------------------------------------------------------	
TVD	true vertical depth	m	
UC_max	maximum diameter	mm	
UC_min	minimum diameter	mm	
==================================================================		

DATA:

TVD	UC_max	UC_min
764.61	181.84	181.79
765.76	181.9	181.84
766.6	181.84	181.79
767.43	181.84	181.79
768.94	181.84	181.79
769.61	181.84	181.79
770.62	181.9	181.79
770.95	181.84	181.79
771.45	182.25	181.79
772.29	182.3	182.2
773.13	183	182.3
773.97	182.9	182.8
774.49	182.95	182.65
775.64	182.85	182.6
776.17	182.6	182.35
777.82	182.45	182.35
777.84	182.4	182.35
778.82	182.35	182.35
778.84	182.35	182.35
779.01	182.35	182.35
779.85	182.35	182.35
780.69	182.4	182.35
781.52	182.4	182.25
782.86	182.95	182.3
783.2	182.9	182.6
784.03	182.65	182.35
785.04	182.55	182.4
785.87	182.65	182.45
786.54	182.6	182.45
787.38	182.7	182.5
788.21	182.65	182.6
789.05	182.65	182.55
789.89	182.8	182.55
790.56	183.14	182.6
792.23	183.19	182.6
793.06	182.65	182.5
794.07	182.65	182.5
794.74	182.55	182.4
795.57	182.6	182.4
797.24	182.55	182.45
798.08	182.5	182.35
798.75	183.33	182.4
799.75	183.09	182.8
800.59	182.85	182.45
801.42	182.65	182.45
802.26	182.9	182.6
803.09	182.85	182.7
803.42	182.8	182.75
803.59	182.8	182.65
804.43	182.85	182.65
805.26	182.7	182.55
806.1	182.6	182.35
807.1	182.4	182.35
807.94	182.35	182.3
808.94	182.45	182.3
809.77	182.35	182.25
810.6	182.35	182.25
811.61	182.65	182.25
812.44	183.14	182.5
813.94	183.33	183
814.28	183.04	182.95
814.95	183.24	182.8
815.95	182.85	182.55
816.78	182.55	182.3
817.95	182.4	182.3
818.62	182.4	182.3
819.45	182.35	182.25
821.12	182.5	182.3
821.28	182.65	182.5
822.79	182.65	182.5
822.95	183.19	182.6
823.95	183.99	183.04
824.79	184.97	182.7
825.62	182.8	182.7
826.62	182.75	182.65
827.45	182.7	182.45
827.95	182.5	182.45
828.12	182.5	182.45
828.29	182.5	182.45
828.45	182.5	182.45
828.62	182.5	182.45
829.29	182.45	182.35
830.29	182.45	182.35
831.12	182.5	182.35
831.79	182.4	182.3
833.12	182.95	182.4
833.45	182.95	182.8
834.29	183.71	182.95
835.12	183.33	182.7
836.12	182.75	182.7
836.95	182.75	182.6
837.78	182.65	182.55
838.62	182.6	182.6
839.45	182.6	182.55
840.28	182.6	182.45
841.12	182.5	182.35
841.95	182.5	182.45
842.78	182.7	182.4
843.78	182.65	182.6
844.61	182.85	182.6
845.44	183.28	182.8
846.28	183.24	183.09
847.11	183.28	182.95
848.6	183.33	182.5
849.27	182.6	182.45
849.6	182.7	182.5
850.44	183.43	182.65
851.44	182.75	182.65
852.27	182.7	182.3
853.1	182.75	182.4
853.76	182.65	182.6
853.93	182.65	182.6
854.09	182.65	182.6
854.43	182.7	182.6
855.26	182.65	182.45
856.09	182.6	182.4
856.76	183.14	182.35
857.75	183.09	182.95
858.59	183.14	182.95
859.42	182.95	182.65
860.25	182.75	182.65
861.25	182.75	182.65
862.08	182.7	182.6
862.91	182.7	182.5
863.74	182.55	182.45
864.57	182.5	182.45
865.4	182.5	182.4
866.4	183	182.35
868.06	183.28	182.8
868.56	182.85	182.7
868.89	183.14	182.7
869.72	183	182.7
870.55	182.7	182.45
871.38	182.6	182.5
872.38	182.5	182.45
873.21	182.5	182.45
873.87	182.5	182.45
874.2	182.5	182.45
875.03	182.5	182.45
875.87	182.55	182.45
876.7	183.43	182.45
877.52	183.24	182.95
878.52	183	182.9
878.69	182.9	182.9
878.85	182.9	182.9
879.85	182.95	182.65
880.68	182.7	182.4
881.67	182.6	182.5
882.34	182.65	182.45
883.17	182.6	182.45
884	182.5	182.45
884.99	182.5	182.45
885.82	182.55	182.45
886.51	183.33	182.5
888.31	183.14	182.85
888.66	183	182.85
889.3	183.19	182.55
889.66	182.55	182.05
890.96	182.45	182.35
891.48	182.45	182.35
892.79	182.45	182.4
893.61	182.45	182.35
894.13	182.4	182.35
895.27	182.4	182.3
896.1	182.4	182.3
896.62	183.19	182.4
897.45	183.14	183.09
898.44	183.19	182.7
899.58	182.85	182.7
900.41	182.8	182.65
900.93	182.7	182.65
901.75	182.7	182.6
902.58	182.7	182.6
903.25	182.65	182.65
903.41	182.65	182.6
904.07	182.65	182.5
904.9	182.5	182.4
905.9	182.5	182.4
906.89	183.57	182.5
908.05	183.48	183.19
908.71	183.19	182.8
909.37	183.33	182.65
910.2	182.65	182.5
911.2	182.6	182.5
912.02	182.65	182.25
912.85	182.35	182.25
913.68	182.3	182.15
914.5	182.15	182.05
915.83	182.15	182.05
916.32	182.1	182.05
917.15	182.1	182.05
917.98	182.1	181.95
918.8	182.05	181.95
919.63	182.05	182.05
920.63	182.2	181.95
922.11	182.2	182.1
923.27	182.15	182.1
923.77	182.25	182.1
924.1	182.25	182.2
924.92	182.75	182.2
926.41	182.7	182.35
926.74	182.35	182.3
927.74	182.3	182.25
928.4	182.25	182.25
928.56	182.25	182.25
929.06	182.25	182.2
929.88	182.2	182
930.71	182.05	182
931.37	182.05	182
932.36	182.05	182
933.35	182.05	182
934.02	182.1	182
934.84	182.35	182.1
935.67	182.5	182.35
936.66	182.9	182.45
937.65	182.9	182.7
938.31	182.85	182.7
939.47	182.85	182.7
939.96	182.95	182.7
940.95	182.75	182.7
941.78	182.7	182.5
942.44	182.55	182.5
943.26	182.6	182.5
944.09	182.6	182.5
945.08	182.65	182.5
945.91	182.6	182.5
946.57	182.55	182.45
948.05	183.33	182.55
948.38	183.33	183.09
949.2	183.14	182.65
950.03	183.19	182.6
950.86	182.75	182.6
951.84	182.85	182.65
952.5	182.7	182.65
952.84	182.7	182.65
953	182.7	182.65
953.33	182.7	182.65
953.5	182.7	182.65
953.66	182.7	182.65
953.82	182.7	182.6
954.65	182.7	182.65
955.47	182.7	182.6
956.3	182.7	182.6
957.12	182.65	182.45
957.95	182.6	182.45
958.77	183	182.45
960.25	183.33	182.9
960.42	183	182.6
961.25	182.8	182.45
962.07	182.65	182.5
963.39	182.65	182.55
963.88	182.65	182.5
964.87	183.71	182.55
965.53	183.57	182.95
966.35	183	182.9
967.18	182.9	182.85
968	182.9	182.8
968.82	182.95	182.85
970.47	183.04	182.85
970.97	183	182.9
971.3	183.04	182.9
972.94	183.57	183.04
973.27	183.71	183.52
974.42	183.71	183.57
974.92	184.84	183.71
975.74	184.08	183.99
977.22	184.22	183.99
977.72	184.44	184.13
978.04	184.49	184.35
978.7	184.53	184.44
978.87	184.53	184.49
979.36	187.14	185.02
981.17	185.94	185.23
981.83	185.23	184.53
982.82	184.62	184.53
982.98	184.67	184.53
983.97	184.67	184.53
984.79	185.1	184.62
985.78	185.02	184.93
986.27	185.06	184.93
987.92	186.14	185.02
988.08	185.1	184.84
989.73	185.57	184.97
989.89	187.94	185.48
990.88	188.84	187.51
992.36	190.87	183.09
993.34	183.24	183.09
993.51	185.61	183.09
994.66	186.69	185.61
995.15	189.66	181.74
995.97	181.79	181.64
996.79	181.74	181.64
997.95	181.69	181.64
998.6	181.69	181.64
999.59	181.69	181.64
1000.6	181.69	181.64
1001.6	181.69	181.64
1002	181.69	181.64
1002.9	181.64	181.64
1003.7	181.64	181.64
1003.9	181.64	181.64
1004.5	181.69	181.64
1005.2	181.79	181.64
1005.8	181.79	181.64
1006.8	182.35	181.74
1007.8	182.5	182.2
1008.6	182.25	182.2
1009.3	182.25	182.2
1010.3	182.25	182.2
1011.3	182.25	182.2
1011.9	182.2	182.15
1012.9	182.2	182.15
1013.7	182.25	182.2
1015.3	182.3	182.15
1015.5	182.2	182.15
1016.3	182.25	182.1
1017.8	182.25	182.1
1018	182.25	182.15
1019.5	182.5	182.15
1020.4	182.5	182.35
1020.6	182.35	181.95
1021.4	182.1	182
1022.4	182.15	182.05
1023.2	182.15	182.1
1024	182.15	182.05
1025	182.2	182.1
1025.8	182.2	182.15
1026.7	182.2	182.05
1027.5	182.9	182.05
1028.3	182.9	182.8
1028.8	182.9	182.85
1029.3	182.55	182.45
1030.1	182.6	182.45
1030.9	182.5	182.1
1031.9	182.25	182.15
1032.9	182.4	182.2
1033.6	182.35	182.3
1034.5	182.35	182.25
1035.5	182.3	182.25
1036.3	182.3	182.25
1037.2	182.3	182.25
1037.8	182.35	182.25
1039.3	183.19	182.3
1039.8	183.09	182.4
1040.8	182.5	182.15
1041.3	182.45	182.4
1042.3	182.45	182.4
1043.4	182.45	182.35
1043.9	182.4	182.35
1045.2	182.35	182.3
1045.7	182.35	182.3
1047.2	182.95	182.3
1048	183.24	182.95
1048.6	183.33	182.9
1049.3	182.9	182.4
1050.1	182.6	182.35
1051.1	182.4	182.35
1051.9	182.4	182.35
1053	182.45	182.4
1053.7	182.45	182.4
1053.9	182.4	182.35
1054.7	182.35	182.3
1055.5	182.35	182.25
1056.7	182.3	182.25
1057.5	182.3	182.2
1058.3	182.25	182.2
1059.3	182.3	182.2
1060.1	182.25	182.2
1061.1	182.25	182.2
1061.9	182.3	182.2
1062.7	182.3	182.2
1063.7	182.35	182.25
1064.7	182.3	182.2
1065.5	182.5	182.25
1066.8	183	182.4
1068.1	183	182.85
1068.3	182.9	182.85
1069.1	182.9	182.55
1070.1	182.6	182.3
1070.9	182.35	182.25
1071.8	182.3	181.79
1072.7	181.84	181.84
1073.5	181.84	181.84
1074.5	181.84	181.84
1075.4	181.84	181.84
1076.3	181.84	181.79
1077.9	181.84	181.79
1078.4	181.84	181.79
1078.6	181.84	181.79
1078.7	181.84	181.79
1079.7	181.84	181.79
1080.5	181.9	181.79
1081.3	181.79	181.79
1082.3	181.79	181.74
1083.9	181.79	181.74
1084.1	181.9	181.79
1084.9	181.9	181.79
1085.7	181.9	181.79
1086.5	182.25	181.84
1087.5	182.35	182.15
1088.5	182.35	182.25
1089.3	182.3	182.25
1090.3	182.25	182.2
1091.1	182.25	182.1
1091.9	182.35	182.1
1092.9	182.35	182.2
1093.7	182.35	182.2
1094.5	182.35	182.2
1095.3	182.3	182.25
1096.3	182.35	182.3
1097.1	182.35	182.25
1098.1	182.5	182.25
1098.9	182.4	182.35
1099.9	182.4	182.35
1101.2	182.4	182.35
1101.5	182.4	182.3
1102.5	182.55	182.35
1103.3	182.4	182.3
1103.7	182.35	182.3
1103.8	182.35	182.3
1104.2	182.35	182.05
1105	182.1	181.95
1105.9	181.95	181.9
1106.8	181.9	181.9
1107.6	181.9	181.84
1108.6	181.9	181.84
1109.5	181.9	181.84
1110.3	181.95	181.84
1111.3	182	181.9
1112.1	181.95	181.84
1112.9	181.9	181.9
1113.9	181.95	181.84
1115.1	182	181.84
1115.7	182.05	181.95
1116.5	181.95	181.9
1117.3	181.95	181.9
1118.3	181.95	181.9
1119.3	181.95	181.9
1120.1	181.9	181.9
1121.1	181.9	181.9
1122.5	181.95	181.9
1122.9	182	181.9
1123.7	182	181.95
1124.7	182.6	182
1125.5	182.6	182.45
1126.3	182.5	182.45
1127.3	182.45	182.3
1128.1	182.35	182.3
1128.7	182.35	182.35
1129.4	182.3	182.2
1130.3	182.3	181.9
1131	182	181.95
1132	182	181.95
1132.9	181.95	181.95
1133.8	182	181.95
1134.6	182	181.95
1135.4	182	181.95
1136.2	182	181.9
1137.2	181.95	181.9
1138	182.35	181.95
1139	182.35	182.25
1139.8	183.14	182.2
1140.7	183.14	183.04
1141.6	183.09	183
1142.4	183.04	182.7
1143.3	182.85	182.7
1144	182.8	182.7
1145	182.75	182.65
1145.8	182.7	182.6
1146.6	182.65	182.6
1147.6	182.65	182.55
1148.4	182.6	182.55
1149.2	182.65	182.55
1150.2	182.6	182.55
1151	182.6	182.55
1151.8	182.65	182.5
1152.8	182.8	182.65
1153.6	182.75	182.6
1154.4	182.65	182.6
1154.5	182.65	182.6
1154.9	182.55	182.4
1155.5	182.45	182.25
1156.7	182.3	182.2
1157.3	182.2	182.15
1158.4	182.25	182.15
1159.1	182.2	182.15
1160.1	182.25	182.15
1161	182.25	182.2
1161.7	182.25	182.15
1162.7	182.15	182.1
1163.5	182.15	182.1
1164.4	182.15	182.1
1165.2	182.15	182.1
1166.2	182.2	182.1
1167.2	182.15	182.1
1168	182.2	182.1
1168.8	182.25	182.1
1169.6	182.25	182.1
1170.6	182.2	182.1
1171.4	182.15	182.1
1172.2	182.2	182.1
1173.2	182.25	182.1
1174	182.15	182.1
1175	182.15	182.1
1175.8	182.1	182.1
1176.7	182.1	182.05
1177.6	182.1	182.05
1178.5	182.1	182.05
1178.7	182.1	182.05
1179.3	182.1	182.05
1180.3	182.15	182.1
1180.9	182.15	182.1
1182.1	182.2	182.1
1182.9	182.25	182.1
1183.9	182.1	182.05
1184.7	182.15	182.05
1185.5	182.1	182.05
1186.5	182.1	182.05
1187.9	182.15	182.05
1188.2	182.15	182.1
1189.2	182.15	182.1
1190	182.1	182.05
1190.8	182.1	182.05
1192.6	182.1	182.05
1192.8	182.1	182.05
1193.6	182.1	182.05
1194.4	182.2	182.1
1195.3	182.25	182.2
1196.3	182.25	182.15
1197.1	182.25	182.15
1198.1	182.25	182.15
1198.7	182.5	182.25
1200.4	182.5	182.35
1200.7	182.45	182.25
1201.5	182.35	182.25
1202.5	182.3	182.25
1203.3	182.25	182.25
1204.1	182.25	182.25
1204.7	182.25	182.25
1205.7	182.25	182.2
1206.7	182.25	182.2
1207.5	182.25	182.2
1208.9	182.25	182.2
1209.7	182.25	182.2
1210.4	182.3	182.2
1210.9	182.5	182.3
1211.8	182.45	182.25
1212.8	182.4	182.25
1213.6	182.4	182.25
1214.6	182.4	182.25
1215.4	182.35	182.3
1216.2	182.4	182.35
1217.2	182.4	182.35
1218	182.4	182.35
1218.8	182.4	182.35
1219.7	182.4	182.35
1220.7	182.4	182.3
1221.5	182.65	182.35
1222.6	182.65	182.5
1223.1	182.5	182.2
1224.9	182.25	182
1225.7	182.3	182
1226.7	182.4	182.25
1227.5	182.4	182.3
1228.1	182.35	182.35
1228.8	182.4	182.35
1228.9	182.45	182.35
1229.9	182.45	182.4
1231	182.55	182.4
1231.2	182.4	181.95
1232.3	181.95	181.95
1233.3	182	181.95
1234.2	182.05	181.84
1235.1	181.84	181.74
1236	181.79	181.74
1236.5	181.79	181.74
1237.5	181.79	181.74
1238.3	181.79	181.74
1239.1	181.79	181.74
1240.4	181.79	181.74
1240.9	181.9	181.74
1242.2	182	181.84
1242.9	182.05	181.9
1243.6	182.05	181.9
1244.7	182.1	182
1245.2	182.1	182.05
1246.7	182.25	182
1247	182.5	182.1
1248.3	182.65	182.35
1248.8	182.65	182.5
1250	182.6	182.5
1250.5	182.5	182.25
1251.5	182.3	182.25
1252.3	182.25	182.25
1253.1	182.25	182.25
1253.6	182.25	182.25
1254.2	182.25	182.25
1255	182.25	182.2
1255.7	182.2	182.1
1256.8	182.15	182
1257.4	182.05	182
1258.3	182.05	182
1259.2	182	182
1260.2	182.05	182
1261	182	182
1262.3	182.05	182
1262.8	182.05	182
1264	182.05	182
1264.8	182.05	182
1266.1	182.05	182
1266.8	182.05	182
1267.6	182.05	182
1269.3	182.05	182
1270	182.1	182
1271.1	182.05	181.9
1271.8	181.9	181.84
1272.7	181.9	181.84
1273.5	181.9	181.84
1274.5	181.9	181.84
1275.3	182	181.84
1276.3	181.9	181.84
1277.1	181.9	181.84
1277.9	181.9	181.84
1278	181.9	181.84
1278.2	181.9	181.84
1278.7	181.9	181.84
1279.6	181.9	181.84
1280.4	181.9	181.84
1281.4	181.84	181.79
1282.2	181.9	181.79
1283.2	181.9	181.84
1284	181.9	181.84
1284.9	181.95	181.84
1285.7	181.9	181.84
1286.5	182	181.9
1287.5	182	181.9
1288.5	181.95	181.84
1289.3	181.95	181.84
1290.1	181.9	181.84
1291.2	181.9	181.84
1292	181.84	181.79
1292.9	181.84	181.79
1293.8	181.84	181.84
1294.7	181.84	181.84
1295.5	181.84	181.84
1296.5	181.84	181.84
1297.3	181.84	181.79
1298.3	181.84	181.79
1299.1	181.84	181.79
1299.8	181.84	181.84
1300.8	181.95	181.84
1301.8	182	181.9
1302.7	182.25	181.95
1303.2	182.25	182.2
1303.4	182.3	182.15
1304.5	182.3	182.1
1305.1	182.2	182.1
1306.1	182.2	182
1307.1	182.05	182
1307.9	182.05	182
1308.7	182.05	181.95
1309.8	181.95	181.9
1310.6	181.95	181.9
1311.4	181.95	181.9
1312.3	181.95	181.9
1313.8	181.95	181.9
1314.3	182.05	181.9
1314.9	182.05	181.9
1315.9	182.3	182
1316.8	182.3	182.15
1317.6	182.25	182.15
1318.6	182.15	182.15
1319.4	182.15	182
1320.3	182	181.95
1321.2	182	181.95
1322.1	182.1	181.95
1323.4	182.1	182
1324.2	182.1	182
1325.2	182.1	182
1326.4	182.1	182
1326.6	182.1	182
1327.4	182.05	181.95
1328.2	182.05	182
1328.3	182.05	182
1328.7	182	181.95
1329.6	182	181.95
1330.4	182	181.95
1331.2	182.2	182
1332.2	182.4	182.2
1332.8	182.3	182.25
1334.3	182.25	182.25
1334.9	182.25	182.1
1336	182.15	182.05
1336.7	182.15	182.1
1338.3	182.15	182.1
1339.2	182.55	182.15
1340.2	182.75	182.5
1341	182.65	182.6
1341.8	182.7	182.6
1342.7	182.85	182.6
1344	182.9	182.7
1344.5	182.7	182.6
1345.4	182.65	182.5
1346.4	182.55	182.45
1347.2	183	182.45
1348.2	183.19	182.8
1349	183.19	182.95
1349.9	183.14	182.95
1350.7	183.09	182.95
1351.5	183	182.85
1352.6	182.85	182.65
1353.4	182.7	182.65
1353.6	182.7	182.65
1354.4	182.6	182.4
1355.2	182.4	182.1
1356	182.1	181.95
1356.9	182	181.95
1357.8	182.2	181.95
1358.7	182.4	182.2
1360.1	182.4	182.25
1360.5	182.35	182.3
1362.1	182.3	182.25
1362.5	182.35	182.25
1363	182.3	182.2
1364	182.3	182.2
1364.8	182.35	182.25
1365.6	182.35	182.25
1366.7	182.3	182.2
1368.1	182.3	182.2
1368.8	182.25	182.2
1369.1	182.3	182.2
1370.2	182.3	182.2
1370.8	182.4	182.2
1371.8	182.55	182.3
1372.6	182.45	182.35
1373.5	182.4	182.3
1374.5	182.4	182.3
1375.3	182.35	182.3
1376.2	182.3	182.15
1377	182.15	182.1
1377.8	182.15	182.15
1378.3	182.15	182.15
1379.3	182.1	182.05
1380.2	182.1	182.05
1380.9	182.1	182.05
1382	182.1	182.05
1382.8	182.05	182.05
1383.7	182.05	182
1384.7	182.05	181.95
1385.5	182	181.95
1386.4	181.95	181.9
1387.4	181.95	181.84
1388.3	181.9	181.84
1389.1	181.95	181.84
1389.9	182.05	181.9
1390.9	182.35	181.9
1391.8	182.6	182.3
1392.8	182.6	182.45
1393.8	182.55	182.45
1394.6	182.5	182.4
1395.5	182.5	182.4
1396.5	182.45	182.4
1397.6	182.5	182.4
1398.2	182.6	182.4
1399.2	182.7	182.55
1400.1	182.8	182.6
1400.9	182.75	182.6
1401.7	182.7	182.5
1402.7	182.55	182.5
1403.5	182.5	182.5
1403.6	182.5	182.5
1404.3	182.5	182.4
1405.2	182.5	182.4
1405.8	182.5	182.4
1406.9	182.45	182.4
1407.8	182.45	182.4
1408.6	182.45	182.3
1410.1	182.35	182.3
1410.3	182.4	182.25
1411.3	182.5	182.35
1412.2	182.5	182.4
1413	182.45	182.4
1413.9	182.45	182.4
1414.7	182.45	182.4
1415.7	182.45	182.4
1416.7	182.5	182.4
1417.4	182.5	182.4
1418.4	182.45	182.35
1419.7	182.5	182.4
1420.1	182.55	182.45
1421.1	182.45	182.35
1422.2	182.4	182.3
1422.8	182.3	182.15
1423.6	182.3	182.2
1424.6	182.3	182.15
1425.4	182.3	182.2
1426.3	182.3	182.2
1427.8	182.3	182.2
1428.1	182.25	182.2
1428.6	182.25	182.2
1429	182.25	182.2
1429.8	182.25	182.15
1430	183.09	182.05
1430.9	184.13	182.25
1431.7	183.99	182.3
1432.7	182.5	182.35
1433.6	182.55	182.4
1434.4	182.7	182.5
1435.4	182.7	182.6
1436.8	182.7	182.55
1437.1	182.65	182.4
1438.1	182.5	182.4
1439.2	182.55	182.4
1440.1	183.09	182.4
1441.4	190.06	182.9
1441.7	189.86	183.94
1443.1	188.84	185.53
1443.5	190.14	185.31
1444.3	189.45	185.14
1445.4	189.81	184.26
1446.3	188.61	183.99
1447.6	188.68	183.8
1448.5	188.58	183.57
1449.2	187.8	183.43
1450.3	187.18	183.28
1450.9	187.4	183.33
1451.7	186.92	183.24
1452.8	187.29	183.48
1453.4	187.69	183.28
1453.6	186.22	186.18
1454.7	187.14	183.57
1455.3	187.37	183.33
1455.8	187.26	182.95
1457.1	188.14	183.33
1457.6	187.03	183.14
1458.2	187.48	183.09
1459.4	188.21	183
1460.1	188.35	183.04
1461.2	188.07	183.43
1462.2	188.51	183.24
1463.3	188.25	184.31
1464.7	187.58	183.66
1465	188.11	183.62
1466.1	187.76	183.71
1467.4	187.8	183.76
1468.2	187.37	183.8
1468.8	187.62	183.8
1469.6	187.73	183.71
1470.8	188.18	183.62
1471.5	188.68	183.28
1471.9	188.68	183.33
1473.1	188.04	183.33
1473.7	187.69	182.95
1474.9	187.26	183.04
1475.6	187.94	182.9
1476.7	187.76	182.65
1477.2	188.07	182.95
1478	187.94	182.6
1478.9	184.8	183.38
1479.1	184.44	184.4
1479.2	187.58	183.09
1479.9	188.18	182.65
1480.5	186.61	183
1481.6	187.44	183.19
1482.1	187.4	183.09
1483.3	188.01	183
1483.8	188.58	182.95
1484.3	189.18	182.9
1485.9	189.18	182.9
1486.3	188.18	182.8
1487.4	183.76	182.5
1488.5	183.38	182.55
1489	183.57	182.7
1489.8	186.81	182.8
1490.6	191.32	183.24
1491.2	185.69	182.3
1492.2	182.35	182.3
1493.1	182.3	182.25
1493.9	182.3	182.25
1494.7	182.3	182.25
1495.7	182.25	182.2
1496.4	182.25	182.2
1497.4	182.2	182.15
1498.2	182.2	182.15
1499.1	182.2	182.15
1499.9	182.2	182.15
1500.8	182.2	182.15
1501.6	182.2	182.05
1502.6	182.1	182.05
1503.2	182.05	182.05
1503.4	182.1	182.05
1504.8	182.1	182.05
1505.1	182.1	182
1507	182.1	182.05
1507.3	182.15	182
1507.8	182.15	182.05
1508.6	182.15	182.05
1509.5	182.2	182.05
1510.9	182.2	182.05
1511.3	182.2	182.05
1512.2	182.25	182.1
1512.7	182.25	182.15
1513.9	182.3	182.2
1514.7	182.35	182.25
1516.3	182.3	182.2
1516.6	182.3	182.25
1517.4	182.3	182.25
1518.3	182.3	182.2
1519	182.3	182.2
1519.8	182.3	182.2
1520.9	182.3	182.2
1521.8	182.3	182.2
1522.3	182.3	182.2
1523.6	182.3	182.2
1524	182.35	182.2
1525.3	182.35	182.25
1526.1	182.3	182.2
1527	182.35	182.2
1528	182.35	182.3
1528.6	182.45	182.35
1529.7	182.55	182.4
1530.5	182.7	182.5
1531.4	182.8	182.55
1531.9	182.85	182.6
1532.8	183	182.65
1533.8	182.85	182.65
1534.3	183	182.7
1535.3	183	182.8
1536.3	183	182.8
1536.9	183	182.85
1538	183	182.85
1539.3	182.95	182.85
1539.8	183.33	182.8
1540.2	183.04	182.85
1541.5	182.85	182.5
1542.4	182.85	182.6
1543.7	182.75	182.45
1544.3	182.8	182.45
1545.1	182.7	182.55
1545.4	182.7	182.55
1546.2	182.8	182.6
1547.8	182.75	182.55
1548.6	182.9	182.55
1549.5	182.9	182.7
1549.7	182.95	182.8
1551.3	182.95	182.7
1552	182.85	182.7
1552.3	182.85	182.65
1553	182.7	182.65
1553.4	182.7	182.55
1555.2	182.6	182.5
1556.3	182.85	182.5
1557.2	182.8	182.65
1558	182.8	182.65
1558.5	182.85	182.65
1559.7	182.8	182.65
1560.4	182.7	182.55
1561.9	182.7	182.55
1563	182.7	182.55
1564	182.65	182.5
1565.4	182.6	182.5
1566.2	182.6	182.5
1566.5	182.65	182.5
1567.3	182.65	182.5
1568.7	182.65	182.5
1569.2	182.7	182.5
1570.6	182.65	182.5
1571.7	182.65	182.5
1572.3	182.6	182.45
1572.8	182.7	182.5
1573.4	182.7	182.6
1574.3	182.75	182.6
1575.3	182.75	182.45
1576.1	182.6	182.4
1577.2	182.65	182.4
1578.6	182.7	182.5
1578.7	182.85	182.5
1579.7	182.85	182.6
1580.4	182.7	182.45
1581.4	182.9	182.5
1582.5	182.8	182.4
1583.1	182.55	182.4
1584.4	182.9	182.45
1585	182.85	182.65
1585.8	182.8	182.6
1586.6	182.85	182.6
1587.5	182.9	182.65
1588.6	182.85	182.65
1589.4	182.85	182.65
1590.3	182.8	182.65
1590.9	182.95	182.65
1591.9	182.9	182.65
1592.7	182.85	182.6
1593.8	182.8	182.6
1594.8	182.85	182.6
1595.5	182.85	182.6
1596.3	182.85	182.65
1597.1	182.9	182.65
1598.8	182.95	182.65
1599.7	182.9	182.65
1601.1	182.9	182.65
1601.7	182.8	182.65
1602.1	182.8	182.6
1602.5	182.65	182.65
1603.2	182.85	182.5
1604.1	182.7	182.45
1605	182.65	182.5
1605.8	182.85	182.55
1607.1	182.85	182.65
1607.5	182.85	182.65
1609.1	182.85	182.55
1609.6	182.7	182.55
1610.3	182.7	182.45
1611.1	182.75	182.55
1612.1	182.8	182.6
1613	182.8	182.6
1614.3	182.8	182.6
1615.3	182.75	182.4
1615.7	182.6	182.45
1616.6	182.85	182.5
1618.2	182.8	182.6
1618.3	183	182.65
1619.9	182.95	182.7
1620	182.95	182.75
1620.8	182.95	182.65
1621.8	183	182.8
1622.8	183	182.8
1623.5	183	182.8
1624.4	182.95	182.7
1625.5	182.9	182.6
1626.4	182.9	182.6
1627.1	182.7	182.55
1627.2	182.65	182.65
1627.4	182.65	182.65
1627.8	182.75	182.55
1628.5	182.85	182.4
1629.3	182.85	182.6
1630.2	182.9	182.55
1631.1	182.9	182.55
1632.1	182.85	182.65
1633.3	182.85	182.65
1633.8	182.8	182.55
1634.6	182.9	182.55
1635.8	182.9	182.7
1636.3	182.85	182.7
1637.2	182.85	182.7
1638	182.85	182.7
1639.6	182.85	182.65
1639.9	183	182.65
1640.7	183	182.7
1641.6	183	182.85
1642.4	183	182.85
1643.3	183	182.85
1644.2	183	182.85
1645	183	182.85
1646.4	183	182.85
1646.9	182.95	182.8
1647.7	182.95	182.8
1648.6	182.9	182.8
1649.5	182.9	182.8
1650.5	182.95	182.8
1651.3	183.04	182.85
1652.2	183.14	183
1652.3	183.09	182.95
1652.8	183.14	182.95
1653.6	183.14	183
1654.4	183.09	183
1655.2	183.04	182.85
1656.4	182.9	182.65
1657.8	182.85	182.55
1658	182.8	182.6
1658.9	182.85	182.6
1660.6	182.85	182.65
1661.6	182.8	182.6
1662.5	182.9	182.7
1663.4	182.9	182.7
1664.3	182.95	182.7
1665	183	182.75
1666.1	182.95	182.75
1666.8	182.95	182.75
1667.8	183.09	182.65
1668.7	183	182.9
1670.1	183	182.9
1670.4	183	182.85
1671.4	184.67	182.8
1672.9	184.49	182.6
1673.1	182.7	182.6
1674	182.7	182.55
1675.4	182.7	182.55
