GISP2-D Borehole Diameter

REFERENCES: 

Clow, G.D., R.W. Saltus, and E.D. Waddington. 1996. A new high-precision
borehole-temperature logging system used at GISP2, Greenland, and Taylor
Dome, Antarctica. Journal of Glaciology 42:576-584.

Gundestrup, N.S., H.B. Clausen, and B.L. Hansen. 1994. The UCPH borehole
logger. Mem. National Institute Polar Research, Special Issue 49:224-233.

DATA DESCRIPTION:

The diameter of the 3-km borehole (GISP-D) at the GISP2 site was measured
during 1993, 1994, and 1995 using University of Copenhagen's geophysical
logging system (UCPH); the UCPH logging system is described in Gundestrup
et al.(1994). 

The data in this file correspond to the minimum and maximum diameters
detected by the upper calipers on the UCPH logging tool during the most
recent borehole deformation experiment (1 July, 1995).  These data, and
those from previous years, are described in Clow and Gundestrup, (1997). 

==================================================================	
name	parameter	units	
------------------------------------------------------------------	
TVD	true vertical depth	m	
UC_max	maximum diameter	mm	
UC_min	minimum diameter	mm	
==================================================================		

DATA:

TVD	UC_max	UC_min
1675.9	182.65	182.5
1676.8	182.65	182.5
1677	182.65	182.6
1677.9	182.45	182.3
1678.8	182.4	182.3
1680.1	182.35	182.3
1680.4	182.35	182.25
1681.8	182.4	182.25
1682.1	182.35	182.25
1683	182.45	182.25
1684	182.4	182.3
1684.7	182.4	182.3
1685.5	182.35	182.25
1686.6	182.35	182.25
1687.7	182.35	182.2
1688.6	182.35	182.2
1689.4	182.3	182.2
1690.3	182.3	182.2
1690.8	182.3	182.15
1691.7	184.4	182.15
1692.5	182.35	182.25
1693.3	182.3	182.25
1694.2	182.3	182.25
1695.6	182.3	182.2
1696.6	182.3	182.2
1696.9	182.3	182.2
1697.6	182.3	182.2
1698.9	182.25	182.15
1699.8	182.25	182.15
1701.1	182.25	182.15
1701.7	182.3	182.15
1702	182.25	182.15
1702.1	182.25	182.2
1702.6	182.25	182.15
1703.5	182.2	182.1
1704.5	182.15	182.1
1705.4	182.2	182.1
1706.2	182.15	182.05
1707.1	182.15	182
1707.9	182.15	182.05
1708.8	182.2	182.05
1709.9	182.15	182.05
1711.4	182.2	182.05
1712.4	182.2	182.05
1713.8	182.25	182.05
1714.3	182.25	182.1
1715	183.52	182.1
1716.1	182.55	182.45
1716.9	182.5	182.25
1717.7	182.3	182.25
1718.6	182.3	182.15
1719.7	182.2	182.15
1720.6	182.2	182.15
1721.2	182.35	182.1
1722.2	182.3	182.25
1722.9	182.3	182.25
1723.9	182.3	182.25
1724.8	182.3	182.25
1726	182.3	182.25
1726.5	182.3	182.25
1726.8	182.3	182.25
1727	182.3	182.25
1727.4	182.3	182.2
1727.6	182.35	182.2
1729	182.35	182.2
1729.4	182.3	182.2
1730.2	182.35	182.2
1731.5	182.35	182.25
1732.4	182.4	182.25
1733.3	182.4	182.25
1733.8	182.4	182.3
1735.3	182.4	182.3
1735.6	182.4	182.25
1736.6	182.4	182.3
1737.3	182.45	182.35
1738.6	182.45	182.35
1739.1	182.65	182.4
1739.8	182.7	182.5
1740.7	182.75	182.6
1741.7	182.75	182.6
1742.6	182.65	182.6
1743.4	182.65	182.6
1745.1	182.65	182.55
1746	182.6	182.45
1746.9	182.55	182.45
1747.1	182.5	182.5
1747.6	182.6	182.45
1748.5	182.5	182.45
1749.3	182.55	182.4
1749.9	182.55	182.4
1751	182.5	182.4
1751.9	182.55	182.45
1752.7	182.5	182.4
1753.4	182.5	182.4
1754.4	182.5	182.4
1755.3	182.55	182.4
1756.2	182.5	182.4
1757.5	182.5	182.4
1757.8	182.5	182.4
1758.7	182.5	182.4
1759.6	182.55	182.4
1760.7	182.5	182.4
1761.2	182.5	182.4
1762.6	182.5	182.4
1763	182.55	182.4
1763.8	182.55	182.4
1764.7	182.55	182.4
1765.7	182.55	182.45
1766.4	182.5	182.4
1767.3	182.5	182.4
1768.1	182.5	182.4
1769.1	182.45	182.4
1770	182.45	182.4
1770.8	182.5	182.4
1771.7	182.45	182.4
1772.8	182.4	182.35
1774.2	182.4	182.35
1774.5	182.45	182.35
1775.7	182.45	182.35
1776.3	182.5	182.4
1776.6	182.45	182.4
1776.8	182.4	182.35
1777.1	182.6	182.4
1778.8	182.7	182.5
1779.7	182.65	182.55
1780.9	182.7	182.55
1781.6	182.65	182.55
1784	183	182.65
1785.1	182.7	182.45
1785.9	182.5	182.4
1786.8	182.45	182.4
1787.7	182.45	182.4
1788.7	182.45	182.4
1789.4	182.45	182.4
1790.3	182.45	182.35
1791.3	182.45	182.35
1792.2	182.45	182.35
1793.8	182.45	182.4
1793.9	182.45	182.35
1795.1	182.45	182.35
1795.8	182.5	182.35
1797	183.94	182.4
1797.4	183.9	182.65
1798.5	185.31	182.25
1799.6	182.35	182.25
1800.4	182.4	182.3
1801	182.35	182.3
1801.3	182.4	182.3
1801.4	182.65	182.35
1801.6	182.55	182.5
1801.8	182.65	182.5
1802.2	182.65	182.5
1803.3	182.65	182.5
1804.1	182.65	182.55
1804.8	182.6	182.5
1805.8	182.55	182.5
1806.5	182.55	182.45
1807.5	182.5	182.45
1808.4	182.5	182.45
1809.5	182.45	182.4
1810.1	182.45	182.4
1811	182.5	182.4
1811.8	182.5	182.4
1812.7	182.5	182.4
1813.6	182.45	182.4
1814.4	182.5	182.4
1815.3	182.45	182.4
1816.2	182.45	182.4
1817	182.4	182.3
1817.9	182.35	182.3
1819.3	182.35	182.3
1819.9	182.35	182.3
1820.6	182.35	182.3
1821.3	182.4	182.3
1822.2	182.4	182.3
1823.2	182.3	182.3
1823.9	182.3	182.3
1824.9	182.35	182.3
1825.8	182.4	182.25
1826.6	182.35	182.3
1827.3	182.35	182.3
1827.6	182.4	182.3
1828.6	182.4	182.3
1829.3	182.4	182.3
1830.1	182.4	182.3
1831	182.45	182.3
1832.7	182.4	182.35
1833.6	182.4	182.3
1834.5	182.45	182.35
1835.5	182.45	182.35
1836.4	182.4	182.3
1837.2	182.4	182.3
1838.1	182.4	182.3
1838.8	182.45	182.3
1839.8	182.4	182.3
1840.7	182.4	182.1
1841.5	182.15	182
1842.2	182.05	182
1843.2	182.15	182
1844.1	182.2	182.1
1845	182.25	182.15
1845.8	182.3	182.2
1846.7	182.3	182.15
1847.6	182.2	182.15
1848.5	182.25	182.15
1849.3	182.25	182.15
1850.2	182.25	182.15
1851.1	182.25	182.15
1851.6	182.15	182.15
1851.8	182.15	182.15
1852.2	186.69	182.15
1853.1	186.69	182.25
1854.1	182.3	182.2
1854.8	182.25	182.15
1855.6	182.25	182.2
1856.7	182.25	182.2
1857.6	182.3	182.2
1858.5	182.25	182.2
1859.4	182.3	182.25
1860.3	182.45	182.3
1861.1	182.4	182.3
1862	182.4	182.35
1862.9	182.45	182.35
1863.9	182.5	182.35
1864.6	182.45	182.35
1865.7	182.45	182.4
1866.5	182.45	182.4
1867.4	182.4	182.35
1868.2	182.4	182.35
1869.1	182.4	182.35
1870	182.35	182.1
1870.9	182.1	182.05
1871.8	182.05	182.05
1872.8	182.05	182.05
1873.8	182.05	182.05
1875.2	182.1	182.05
1875.8	182.2	182.1
1876.6	182.2	182.15
1876.8	182.2	182.15
1877.4	182.25	182.2
1878.3	182.45	182.2
1879.4	182.45	182.4
1880.3	182.45	182.3
1881	182.35	182.3
1881.8	182.4	182.3
1882.4	182.95	182.2
1883.3	182.3	182.15
1884.3	182.2	182.15
1885.2	182.25	182.2
1886.1	182.25	182.2
1886.9	182.25	182.2
1887.8	182.3	182.25
1888.7	182.3	182.2
1889.6	182.3	182.25
1890.4	182.4	182.25
1891.3	182.3	182.25
1892.1	182.4	182.25
1893.1	182.3	182.25
1893.9	182.3	182.25
1894.8	182.35	182.25
1895.7	182.35	182.25
1896.5	182.3	182.25
1897.4	182.3	182.25
1898.9	182.3	182.25
1899.6	182.3	182.25
1900.5	182.35	182.25
1901.2	182.35	182.25
1901.7	182.35	182.3
1902.5	183.62	182.8
1903.2	183.04	182.95
1904	183	182.55
1905.1	182.6	182.55
1906.8	182.6	182.3
1908.3	182.3	182.25
1908.6	188.41	182.25
1909.5	182.75	182.6
1910.4	182.7	182.6
1911.3	182.6	182.5
1912.1	182.65	182.5
1912.9	182.65	182.6
1913.8	182.6	182.5
1914.7	182.55	182.5
1915.6	182.5	182.45
1916.4	182.45	182.3
1917.3	182.35	182.2
1918.2	182.25	182.2
1919	182.2	182.2
1919.9	182.3	182.2
1920.7	182.3	182.2
1921.7	182.35	182.2
1922.5	182.35	182.25
1923.4	182.35	182.25
1924.2	182.35	182.3
1925.2	182.4	182.3
1926	182.4	182.3
1926.9	182.5	182.3
1927.5	182.5	182.45
1927.7	182.5	182.4
1928.6	182.65	182.45
1929.4	182.65	182.5
1930.3	182.65	182.5
1931.2	182.65	182.5
1932.1	182.6	182.5
1932.9	182.55	182.4
1933.8	182.45	182.4
1934.7	182.45	182.35
1935.5	182.35	182.25
1936.4	182.25	182.2
1937.3	182.3	182.2
1938.2	182.25	182.2
1939	182.25	182.15
1939.9	182.3	182.25
1940.8	182.3	182.2
1941.7	182.3	182.25
1942.5	182.3	182.2
1943.4	182.25	182.15
1944.3	182.25	182.15
1945.1	182.25	182.15
1946	182.25	182.1
1946.7	182.25	182.15
1947.8	182.3	182.2
1948.6	182.3	182.25
1949.5	182.3	182.15
1950.3	182.3	182.15
1951.3	182.3	182.2
1951.6	182.3	182.25
1951.8	182.3	182.25
1953	182.45	182.3
1953.8	182.35	182.3
1954.7	182.35	182.3
1955.6	182.4	182.3
1956.5	182.4	182.3
1957.4	182.5	182.35
1958.3	182.5	182.45
1959.1	182.55	182.45
1960.2	182.7	182.5
1961.2	182.8	182.6
1962	182.65	182.55
1962.9	182.6	182.5
1963.8	182.55	182.5
1964.7	182.5	182.4
1965.6	182.45	182.35
1966.4	182.4	182.3
1967.3	182.5	182.3
1968.2	182.5	182.4
1969.1	182.7	182.4
1970	182.75	182.55
1970.9	182.7	182.55
1971.9	182.65	182.5
1972.8	182.55	182.45
1973.7	182.45	182.4
1974.6	182.45	182.4
1975.4	182.45	182.4
1976.3	182.45	182.4
1976.6	182.45	182.4
1978.1	182.4	182.35
1978.9	182.4	182.35
1979.3	182.4	182.35
1980.4	182.35	182.3
1981	182.35	182.3
1982.5	182.35	182.3
1982.7	182.35	182.3
1983.4	182.4	182.3
1984.8	182.35	182.3
1985.3	182.3	182.25
1986.5	182.3	182.25
1986.9	182.25	182.2
1987.7	182.25	182.25
1988.6	182.3	182.25
1989.8	182.3	182.25
1990.3	182.3	182.25
1991.6	182.3	182.2
1992.1	182.3	182.2
1992.7	182.3	182.2
1993.6	182.25	182.2
1994.4	182.25	182.15
1995.4	182.2	182.15
1996.2	182.2	182.15
1996.9	182.2	182.15
1997.9	182.2	182.15
1998.6	182.2	182.15
1999.5	182.2	182.15
2001	182.2	182.15
2001.2	182.2	182.15
2001.8	182.2	182.15
2002.6	182.2	182.15
2003.3	182.2	182.15
2004.2	182.2	182.15
2005.1	182.2	182.15
2006.1	182.2	182.15
2006.8	182.25	182.15
2007.7	182.25	182.15
2008.6	182.25	182.15
2009.4	182.25	182.15
2010.3	182.25	182.15
2011.2	182.2	182.15
2012	182.15	182.1
2012.9	182.2	182.1
2013.8	182.15	182.1
2014.7	182.15	182.1
2015.6	182.15	182.1
2016.4	182.15	182.1
2017.3	182.2	182.1
2018.2	182.2	182.1
2018.9	182.15	182.1
2020	182.2	182.15
2021.1	182.25	182.1
2021.7	182.2	182.1
2022.4	182.2	182.1
2023.3	182.25	182.1
2024.1	182.15	182.1
2025.2	182.2	182.1
2025.9	182.2	182.15
2026.8	182.2	182.15
2027	182.2	182.15
2027.4	182.15	182.1
2028.2	182.2	182.1
2029.1	182.25	182.1
2029.8	182.25	182.1
2030.8	182.25	182.1
2031.5	182.2	182.1
2032.4	182.25	182.1
2033.2	182.25	182.1
2034.1	182.25	182.1
2034.8	182.2	182.1
2035.8	182.2	182.1
2036.7	182.2	182.1
2037.4	182.2	182.1
2038.3	182.15	182.1
2039.1	182.2	182.1
2040	182.2	182.1
2040.9	182.25	182.1
2041.7	182.25	182.15
2042.6	182.25	182.15
2043.3	182.25	182.1
2044.2	182.25	182.1
2045.2	182.25	182.15
2045.9	182.25	182.15
2046.8	182.25	182.15
2047.7	182.2	182.15
2048.5	182.25	182.15
2049.2	182.2	182.15
2050.1	182.2	182.15
2051.5	182.25	182.1
2051.8	182.25	182.2
2051.9	182.25	182.2
2052.4	182.25	182.15
2052.7	182.25	182.15
2053.5	182.3	182.15
2054.4	182.25	182.15
2055.3	182.25	182.15
2056.2	182.25	182.15
2056.9	182.2	182.1
2058	182.2	182.1
2058.9	182.2	182.15
2059.7	182.2	182.15
2060.6	182.2	182.15
2061.8	182.2	182.15
2062.4	182.2	182.15
2063.4	182.2	182.15
2064.2	182.2	182.1
2065.1	182.2	182.1
2066.2	182.25	182.1
2066.9	182.25	182.15
2068.1	182.25	182.15
2068.6	182.25	182.15
2070.4	182.2	182.15
2071.1	182.2	182.15
2072.8	182.15	182.15
2073.1	182.2	182.15
2074	182.2	182.15
2075.4	182.2	182.1
2076	182.2	182.1
2076.4	182.15	182.1
2077.3	182.2	182.15
2078.2	182.2	182.15
2079.3	182.25	182.1
2079.9	182.2	182.15
2080.8	182.2	182.15
2081.7	182.2	182.15
2082.6	182.15	182.15
2083.4	182.15	182.1
2084.4	182.15	182.1
2085.2	182.15	182.1
2086.1	182.15	182.1
2087.1	182.15	182.1
2087.7	182.15	182.1
2088.8	182.15	182.1
2089.7	182.2	182.1
2090.5	182.15	182.1
2091.2	182.15	182.1
2092.1	182.2	182.1
2093	182.2	182.1
2094.2	182.15	182.1
2094.7	182.15	182.05
2095.6	182.1	182
2096.3	182.05	181.95
2097.2	182	181.9
2098.1	182	181.9
2099.1	182	181.9
2099.8	181.95	181.9
2100.7	182	181.9
2101.2	181.95	181.95
2101.3	181.95	181.95
2101.9	182.05	181.95
2102.7	182.05	181.95
2103.6	182.05	181.95
2104.5	182.05	181.95
2105.4	182	181.9
2106.1	182	181.9
2107	182.05	181.95
2108.1	182.05	182
2108.8	182.05	181.95
2109.7	182.05	181.95
2110.5	182.05	181.95
2112	182.05	181.95
2112.3	182.05	181.95
2113.2	182.05	181.95
2114.4	182.05	181.9
2115.2	182	181.9
2115.9	182	181.9
2116.7	182.05	181.95
2117.6	182.05	182
2118.3	182	181.9
2119.2	181.95	181.9
2121	181.95	181.84
2121.2	181.84	181.79
2122.2	181.84	181.79
2123.3	181.84	181.79
2123.6	181.84	181.79
2124.6	181.84	181.79
2125.4	181.84	181.79
2126.1	181.79	181.74
2126.3	181.79	181.74
2126.4	181.74	181.74
2127.4	181.74	181.69
2128.1	181.79	181.69
2129	181.79	181.74
2129.9	181.79	181.74
2131.4	181.79	181.74
2131.9	181.79	181.74
2132.5	181.79	181.74
2133.8	181.79	181.74
2134.1	181.79	181.74
2135	181.79	181.74
2136.5	181.79	181.74
2137.4	181.79	181.74
2137.6	181.79	181.79
2138.9	181.84	181.79
2139.4	181.79	181.79
2140.1	181.79	181.79
2141	181.79	181.74
2141.9	181.79	181.79
2142.7	181.84	181.79
2143.7	181.84	181.74
2144.5	181.84	181.74
2145.4	181.84	181.74
2146.1	181.79	181.79
2146.6	181.79	181.79
2147.3	181.79	181.74
2148.2	181.79	181.74
2149	181.79	181.74
2149.7	181.79	181.74
2150.6	181.79	181.74
2151.5	181.79	181.74
2152.3	181.79	181.74
2153.2	181.79	181.74
2154.1	181.79	181.74
2154.8	181.79	181.74
2155.9	181.79	181.69
2156.6	181.79	181.74
2157.5	181.79	181.74
2158.4	181.79	181.74
2159.4	181.79	181.69
2160.1	181.79	181.74
2161	181.74	181.74
2161.9	181.84	181.74
2162.6	181.84	181.74
2163.6	181.84	181.79
2164.4	181.84	181.79
2165.2	182.1	181.84
2166.1	182.25	182.1
2167	182.35	182.25
2167.9	182.35	182.25
2168.6	182.35	182.25
2169.5	182.35	182.25
2170.4	182.35	182.3
2171.3	182.3	182.25
2172.1	182.3	182.25
2173	182.3	182.25
2173.9	182.3	182.25
2174.6	182.35	182.25
2175.5	182.3	182.25
2176.1	182.25	182.25
2176.9	182.05	182
2177.8	182.1	182
2178.7	182.1	182
2179.6	182.05	182
2180.5	182.1	182.05
2181.2	182.1	182.05
2182.3	182.05	182.05
2183	182.1	182.05
2183.9	182.1	182.05
2185.6	182.1	182.05
2186	182.1	182.05
2186.5	182.05	182
2187.4	182.1	182.05
2188.3	182.1	182
2189.2	182.15	182.05
2190.8	182.25	182.1
2191.1	182.25	182.1
2191.9	182.35	182.15
2192.6	182.35	182.25
2193.8	182.35	182.25
2194.4	182.35	182.25
2195.3	182.3	182.25
2196.6	182.3	182.25
2197.1	182.3	182.25
2198	182.35	182.25
2198.9	182.4	182.3
2200.1	182.45	182.35
2200.5	182.5	182.45
2200.7	182.5	182.45
2200.8	182.5	182.45
2201.3	182.5	182.4
2201.4	182.4	182.35
2202	182.4	182.3
2203.2	182.35	182.25
2204.1	182.25	182.15
2205	182.25	182.15
2205.9	182.2	182.15
2206.8	182.25	182.15
2207.7	182.25	182.15
2208.6	182.25	182.15
2209.5	182.25	182.15
2210.2	182.2	182.15
2211.3	182.2	182.1
2212	182.25	182.15
2212.6	182.2	182.15
2213.6	182.2	182.1
2214.7	182.2	182.15
2215.3	182.2	182.1
2217	182.2	182.15
2217.6	182.2	182.15
2218	182.2	182.15
2219.2	182.2	182.15
2220	182.2	182.05
2220.6	182.35	182.1
2222.2	182.4	182.25
2222.8	182.45	182.35
2223.5	183.28	182.3
2224.4	183.24	182.65
2225.3	182.85	182.65
2226.2	182.7	182.65
2226.8	182.65	182.65
2227.7	182.7	182.65
2228.6	182.7	182.6
2229.5	182.65	182.6
2230.7	182.65	182.55
2231.3	182.6	182.45
2232.2	182.4	182.2
2233.1	182.25	182.2
2234	182.3	182.25
2234.9	182.3	182.25
2235.6	182.3	182.25
2236.7	182.25	182.25
2237.4	182.25	182.2
2238.2	182.3	182.2
2239.1	182.3	182.2
2240.1	182.2	182.2
2240.9	182.2	182.15
2242.4	182.2	182.15
2242.6	182.2	182.15
2243.4	182.2	182.1
2244.3	182.15	182.1
2245.2	182.15	182.1
2246.1	182.15	182.05
2247	182.1	182
2247.7	182.05	182
2248.6	182.05	182
2249.5	182.15	182
2250.4	182.1	182
2251.3	182.1	182.05
2252.2	182.1	182.05
2252.9	182.05	182
2253.1	182.05	182
2253.2	182.05	182
2253.8	182.05	182
2254.6	182.05	182
2255.5	182.05	182
2256.9	182.05	182
2257.7	182.05	182
2257.8	182.05	182
2258.7	182.05	182
2259.9	182.05	182
2260.5	182.1	182
2262	182.25	182.05
2262.8	182.15	182.1
2263.1	182.15	182.05
2263.9	182.1	182
2264.8	182.15	182
2265.7	182.05	182
2266.8	182.1	182.05
2267.5	182.2	182.1
2268.3	182.25	182.1
2269.2	182.25	182.2
2270.1	182.25	182.2
2270.8	182.25	182.2
2271.7	182.3	182.2
2272.6	182.3	182.25
2273.3	182.25	182.2
2274.2	182.25	182.2
2275.1	182.3	182.25
2276	182.25	182.25
2276.9	182.25	182.25
2277.2	182.25	182.25
2277.8	182.2	182.15
2278.7	182.25	182.15
2279.7	182.3	182.15
2280.6	182.35	182.25
2281.2	182.35	182.25
2282.2	182.45	182.3
2283	182.55	182.45
2283.9	182.55	182.45
2284.8	182.5	182.4
2285.8	182.5	182.4
2287.2	182.5	182.4
2287.4	182.45	182.4
2289.1	182.45	182.4
2290	182.4	182.35
2290.9	182.4	182.3
2291.8	182.35	182.35
2292.7	182.35	182.3
2293.6	182.35	182.05
2295.2	182.05	182
2296.1	182.1	182
2297	182.1	182
2298.6	182.05	182
2298.7	182.05	181.95
2299.6	182.1	182
2300.4	182.1	182
2301	182.05	182
2301.1	182.05	182
2302.2	182.05	181.95
2302.9	182	181.9
2303.8	181.9	181.84
2304.7	181.95	181.84
2305.6	181.95	181.84
2306.3	181.9	181.84
2307.2	181.95	181.9
2308.1	181.95	181.9
2309	181.95	181.9
2309.9	181.95	181.9
2310.8	181.95	181.9
2311.5	182	181.9
2312.4	182	181.95
2313.3	182	181.95
2314.2	182.1	182
2314.9	182.1	182.05
2315.8	182.1	182.05
2316.7	182.1	182.05
2317.6	182.15	182.1
2318.5	182.3	182.1
2319.4	182.3	182.25
2320.1	182.4	182.25
2321	182.45	182.35
2321.8	182.65	182.3
2322.6	182.65	182.55
2323.5	182.65	182.5
2324.3	182.65	182.5
2325.2	182.65	182.5
2325.9	182.65	182.65
2326	182.65	182.65
2327.2	182.65	182.6
2327.7	182.6	182.55
2328.4	182.6	182.55
2329.4	182.6	182.55
2330.3	182.6	182.55
2331.1	182.6	182.5
2332	182.55	182.5
2332.9	182.6	182.5
2333.7	182.55	182.45
2334.6	182.5	182.45
2335.5	182.5	182.45
2336.4	182.5	182.45
2337.3	182.5	182.45
2338.2	182.5	182.45
2338.9	182.5	182.45
2339.8	182.5	182.45
2340.9	182.6	182.45
2341.6	182.65	182.5
2342.3	182.75	182.5
2343.2	182.95	182.75
2344.1	182.9	182.8
2345	182.9	182.8
2346	182.9	182.75
2346.8	182.85	182.75
2347.7	182.8	182.75
2348.7	182.85	182.75
2349.4	182.75	182.7
2350.5	182.75	182.7
2351.2	182.75	182.7
2351.4	182.75	182.7
2351.7	182.75	182.7
2352.7	182.75	182.6
2353.7	182.65	182.6
2354.5	182.65	182.5
2355.2	182.6	182.55
2355.9	182.65	182.55
2357.1	182.6	182.5
2357.7	182.55	182.5
2358.6	182.6	182.5
2359.4	182.65	182.5
2360.2	182.65	182.5
2361.3	182.5	182.4
2362	182.4	182.15
2362.9	182.25	182.15
2363.8	182.15	182.05
2364.7	182.05	182
2365.6	182.1	182
2366.4	182.15	182.05
2367.3	182.1	182.05
2369.1	182.1	182.05
2369.2	182.1	182.05
2370.3	182.2	182.05
2371.6	182.15	182.05
2371.9	182.2	182.05
2372.5	182.15	182.05
2373.4	182.2	182.1
2374.4	182.15	182.05
2375.3	182.35	182.1
2375.9	182.65	182.35
2376.8	182.65	182.6
2377.4	182.6	182.5
2378	182.6	182.5
2379.6	182.6	182.5
2379.7	182.65	182.5
2380.5	182.6	182.5
2381.4	182.5	182.45
2382.2	182.5	182.45
2383.1	182.4	182.3
2383.9	182.3	182.25
2384.9	182.25	182.15
2385.6	182.2	182.15
2386.5	182.25	182.15
2387.4	182.2	182.15
2388.3	182.3	182.15
2389.2	182.3	182.25
2390.1	182.4	182.25
2390.8	182.55	182.35
2391.7	182.55	182.45
2393.2	182.55	182.45
2393.4	182.55	182.45
2394.3	182.6	182.5
2395.2	182.6	182.5
2396.1	182.55	182.45
2397.6	182.5	182.45
2397.9	182.5	182.4
2398.6	182.45	182.3
2399.5	182.35	182.3
2400.4	182.3	182.2
2401	182.25	182.2
2402.1	182.25	182.2
2402.4	182.25	182.15
2403.2	182.25	182.15
2403.9	182.25	182.15
2404.8	182.25	182.1
2405.7	182.15	182.1
2406.6	182.1	182.05
2408.2	182.1	182.05
2408.5	182.1	182.05
2409.2	182.15	182.05
2410	182.1	182
2411	182.05	182
2411.7	182.05	182
2412.6	182.05	181.95
2413.5	182.05	181.95
2414.4	182	181.95
2415.3	182.05	181.95
2416.1	182	181.95
2416.9	181.95	181.95
2417.8	181.95	181.95
2418.6	181.95	181.9
2420	181.95	181.9
2420.6	182	181.95
2421.4	181.95	181.95
2422.3	182.05	181.95
2423.1	182.1	182
2423.9	182.85	182.05
2424.7	182.35	182.25
2425.7	182.3	182.25
2425.9	182.3	182.3
2426	182.3	182.15
2426.9	182.25	182.15
2428.1	182.25	182.15
2428.7	182.25	182.15
2429.8	182.25	182.15
2430.4	182.2	182.15
2431.3	182.2	182.15
2432.2	182.15	182.1
2433.1	182.15	182.1
2433.8	182.15	182.1
2435.4	182.15	182.05
2435.7	182.1	182.05
2436.5	182.1	182.05
2438.2	182.1	182.05
2439.1	182.1	182
2440.1	182.1	182
2440.9	182.1	182
2441.7	182.05	182
2442.6	182.05	182
2443.5	182.05	182
2444.4	182.1	182
2445.1	182.1	182
2446.6	182.1	182
2447.5	182.1	182
2447.8	184.53	181.9
2448.7	183.99	182
2449.5	182	181.95
2450.6	182	181.95
2450.7	181.95	181.95
2451.6	182.1	182
2452.5	182	181.95
2453.2	182.05	181.95
2454.1	182	181.95
2455	182	181.95
2456.3	182.05	181.95
2456.6	182.05	181.95
2457.6	182	181.95
2458.5	182	181.95
2459.4	182	181.9
2460.3	182.05	181.95
2461	181.95	181.95
2462.6	181.95	181.9
2462.9	181.95	181.9
2463.9	181.95	181.9
2464.5	181.95	181.9
2465.4	181.95	181.95
2466.7	181.95	181.9
2467.2	181.95	181.9
2468.5	183.14	181.9
2469.1	182.05	181.95
2470.2	182	181.95
2470.7	182	181.95
2471.6	182.1	181.95
2472.3	182.1	182.05
2473.3	182.1	182.05
2474.2	182.1	182
2475.2	182.05	181.95
2475.5	182.05	182
2475.7	182.05	182
2476.1	182.1	182
2476.4	182.15	182.05
2477.4	182.15	182
2478.3	182.05	182
2479	182.05	182
2479.9	182.05	182
2480.8	182.05	182
2481.8	182.05	182
2482.9	182	181.95
2483.4	182	181.95
2484.6	182	181.95
2485.3	182	181.95
2486.2	182	181.95
2487.2	182.05	182
2487.8	182	181.95
2489	182	181.95
2489.9	182	181.95
2490.7	182	181.95
2491.4	182	181.95
2493.1	182	181.95
2493.4	182.1	182
2494.7	182.1	182
2495.4	182.1	182
2496	182.05	181.95
2496.9	182	181.95
2497.8	182	181.95
2498.6	182	181.95
2499.5	182	181.95
2500.4	182.05	182
2501	182.05	182
2501.9	182.05	181.95
2502.7	182	181.95
2503.5	181.95	181.95
2504.5	181.95	181.95
2505.4	181.95	181.95
2506.3	181.95	181.95
2507.1	181.95	181.95
2508	181.95	181.95
2509	181.95	181.9
2509.8	182	181.95
2510.8	182	181.95
2511.5	181.95	181.95
2513.3	181.95	181.95
2514.2	181.95	181.9
2515	181.95	181.9
2516.1	181.95	181.9
2516.9	181.95	181.9
2517.8	181.9	181.9
2518.6	181.9	181.9
2519.6	181.9	181.9
2520.3	181.95	181.9
2521.2	182	181.95
2522.1	182	181.95
2523.1	182.05	181.95
2524	182.05	182
2524.8	182	181.9
2525.4	181.95	181.9
2525.6	181.95	181.9
2526.6	182	181.9
2527.3	181.95	181.9
2528.2	181.95	181.9
2529.1	181.95	181.9
2530.1	181.95	181.9
2531	181.95	181.9
2531.7	181.95	181.9
2532.6	181.95	181.9
2533.4	181.95	181.9
2534.3	181.95	181.9
2535.2	181.95	181.9
2536.1	181.95	181.9
2537.2	182	181.9
2537.8	182.05	181.95
2538.7	182	181.9
2539.6	181.95	181.9
2540.5	181.9	181.9
2541.3	181.9	181.9
2542.2	181.95	181.84
2543.2	181.95	181.9
2544	181.95	181.9
2544.8	181.95	181.9
2545.7	181.95	181.9
2546.6	181.95	181.9
2547.5	182	181.9
2548.3	182.05	182
2549.4	182.1	182
2550.1	182.1	182.05
2550.4	182.1	182.05
2551	182.1	182
2551.7	182.05	181.95
2552.4	182	181.95
2553.3	182	181.95
2554.2	182	181.95
2555.1	182	181.95
2555.8	182	181.95
2556.7	182	181.95
2557.5	182	181.95
2558.4	182.05	181.95
2559.3	182.1	181.95
2560.1	182	181.95
2561	182	181.95
2561.8	181.95	181.95
2562.6	181.95	181.9
2563.9	181.95	181.9
2564.8	181.95	181.9
2565.3	181.95	181.9
2566	181.9	181.84
2566.9	181.84	181.84
2568	181.9	181.84
2568.7	181.9	181.84
2569.5	181.84	181.84
2570.4	181.84	181.79
2571.5	181.84	181.74
2572.2	181.79	181.74
2572.8	181.84	181.79
2573.9	181.79	181.79
2575	181.9	181.79
2575.4	181.9	181.84
2576.4	181.9	181.79
2577.2	181.95	181.79
2577.8	181.84	181.79
2578.7	181.84	181.79
2579.8	181.84	181.79
2580.5	181.84	181.74
2581.4	181.79	181.74
