Depth	ECM	Age
Top (m)	(microeq./kg)	Top (yr BP)

664.95	1.49	3176
665.5	1.34	3180
666.05	0.96	3183
666.6	1.21	3186
667.15	0.97	3190
667.7	1.12	3193
668.25	1.04	3196
668.8	1.33	3199
669.35	1.45	3202
669.9	1.12	3206
670.45	1.05	3209
671	1.34	3213
671.55	1.28	3216
672.1	1.2	3219
672.65	1.37	3222
673.2	1.55	3225
673.75	1.19	3229
674.3	1.22	3232
674.85	1.03	3235
675.4	1.08	3238
675.95	1.04	3241
676.5	1.24	3244
677.05	1.16	3247
677.6	0.98	3251
678.15	1.03	3254
678.7	0.76	3257
679.25	0.72	3260
679.8	0.83	3263
680.35	1.61	3266
680.9	1.15	3269
681.45	0.96	3273
682	0.91	3276
682.55	1.46	3279
683.1	1.09	3282
683.65	0.97	3285
684.2	1.17	3288
684.75	0.99	3291
685.3	1.15	3295
685.85	1.11	3298
686.4	1.16	3301
686.95	1.01	3304
687.5	0.97	3307
688.05	1.18	3310
688.6	1	3313
689.15	1.14	3316
689.7	1.53	3319
690.25	1.25	3322
690.8	0.99	3326
691.35	1.06	3329
691.9	1.08	3332
692.45	0.62	3336
693	0.73	3339
693.55	1.09	3342
694.1	0.73	3345
694.65	0.6	3348
695.2	0.4	3352
695.75	0.53	3355
696.3	1.04	3358
696.85	0.6	3361
697.4	0.86	3364
697.95	1.02	3367
698.5	0.93	3371
699.05	0.68	3374
699.6	1.03	3377
700.15	0.91	3381
700.7	1.29	3384
701.25	2	3387
701.8	2.13	3391
702.35	0.79	3394
702.9	0.41	3397
703.45	0.61	3400
704	1.08	3403
704.55	0.9	3407
705.1	0.76	3410
705.65	1.61	3413
706.2	1.68	3417
706.75	1.19	3420
707.3	1.6	3423
707.85	1.22	3426
708.4	1.58	3430
708.95	1.53	3433
709.5	1.08	3437
710.05	1.08	3440
710.6	1.09	3443
711.15	0.76	3447
711.7	1.51	3450
712.25	1.35	3453
712.8	1.39	3457
713.35	1.47	3460
713.9	1.09	3464
714.45	1.01	3467
715	0.97	3470
715.55	0.94	3473
716.1	1.09	3477
716.65	1.13	3480
717.2	0.99	3483
717.75	0.74	3487
718.3	0.84	3490
718.85	1.23	3493
719.4	1.24	3496
719.95	1.41	3499
720.5	1.1	3503
721.05	1.08	3506
721.6	1.3	3509
722.15	1.11	3513
722.7	0.82	3516
723.25	0.98	3519
723.8	1.26	3522
724.35	0.89	3525
724.9	1.44	3529
725.45	1.54	3532
726	1.03	3536
726.55	0.95	3539
727.1	1.14	3542
727.65	1.26	3545
728.2	1.13	3549
728.75	0.87	3552
729.3	1.1	3555
729.85	0.93	3559
730.4	0.77	3562
730.95	0.68	3565
731.5	1.29	3568
732.05	1.07	3572
732.6	1.12	3576
733.15	2.15	3579
733.7	1.55	3582
734.25	1.74	3586
734.8	1.15	3589
735.35	1	3593
735.9	2.39	3596
736.45	2.34	3599
737	0.84	3603
737.55	1.09	3606
738.1	0.69	3610
738.65	1.15	3613
739.2	1.34	3616
739.75	1.26	3620
740.3	1.65	3623
740.85	1.19	3626
741.4	1.56	3630
741.95	1.26	3633
742.5	1.18	3637
743.05	1.8	3640
743.6	1.62	3643
744.15	1.36	3647
744.7	1.02	3650
745.25	1.26	3654
745.8	1.18	3657
746.35	1.02	3660
746.9	0.99	3663
747.45	1.05	3667
748	1.41	3670
748.55	1.04	3674
749.1	1.18	3677
749.65	0.99	3680
750.2	1.35	3683
750.75	1.32	3687
751.3	1.44	3690
751.85	1.29	3693
752.4	0.75	3696
752.95	0.93	3700
753.5	1.65	3703
754.05	1.32	3706
754.6	2.04	3709
755.15	1.64	3713
755.7	1.34	3716
756.25	1.4	3719
756.8	1.2	3723
757.35	1.42	3726
757.9	1.32	3729
758.45	1.33	3733
759	1.68	3737
759.55	1.38	3740
760.1	1.35	3744
760.65	1.55	3747
761.2	1.74	3750
761.75	2.38	3754
762.3	1.97	3757
762.85	1.35	3761
763.4	1.38	3764
763.95	1.4	3767
764.5	1.57	3771
765.05	1.64	3774
765.6	1.23	3778
766.15	1.6	3781
766.7	1.32	3784
767.25	1.32	3788
767.8	1.34	3791
768.35	1.62	3795
768.9	1.01	3798
769.45	1.07	3802
770	1.1	3805
770.55	1.09	3809
771.1	1.23	3812
771.65	1.24	3815
772.2	1.44	3819
772.75	1.26	3822
773.3	1.34	3825
773.85	0.75	3829
774.4	1.51	3832
774.95	1.47	3836
775.5	1.38	3839
776.05	1.42	3843
776.6	1.7	3846
777.15	1.22	3849
777.7	1.01	3853
778.25	1.29	3856
778.8	1.39	3859
779.35	1.42	3863
779.9	0.73	3867
780.45	1.13	3871
781	1.61	3874
781.55	1.38	3878
782.1	1.28	3881
782.65	1.29	3885
783.2	1.06	3888
783.75	1.46	3891
784.3	1.89	3895
784.85	1.05	3898
785.4	1.47	3902
785.95	1.45	3905
786.5	1.33	3909
787.05	1.16	3912
787.6	1.49	3915
788.15	2.24	3919
788.7	1.14	3922
789.25	1.23	3926
789.8	1.47	3929
790.35	1.32	3933
790.9	1.24	3936
791.45	1.07	3939
792	1.17	3943
792.55	1.07	3946
793.1	1.12	3950
793.65	1.18	3953
794.2	1.31	3957
794.75	0.96	3961
795.3	1.17	3964
795.85	1.24	3967
796.4	1.34	3971
796.95	1	3974
797.5	1.16	3977
798.05	0.98	3981
798.6	0.91	3985
799.15	0.76	3988
799.7	1.17	3992
800.25	1.36	3995
800.8	1.08	3998
801.35	0.87	4002
801.9	0.94	4005
802.45	2.88	4009
803	1.17	4012
803.55	1.33	4016
804.1	1.35	4019
804.65	1.02	4023
805.2	1.15	4026
805.75	1.08	4030
806.3	1.21	4033
806.85	1.12	4037
807.4	1.12	4040
807.95	1.09	4043
808.5	1.07	4046
809.05	0.88	4050
809.6	0.57	4053
810.15	0.76	4057
810.7	0.82	4060
811.25	1.31	4064
811.8	1.19	4068
812.35	1.13	4071
812.9	1.5	4075
813.45	1.35	4078
814	1.48	4082
814.55	1.1	4085
815.1	1.32	4088
815.65	1.65	4092
816.2	1.39	4095
816.75	0.96	4099
817.3	1.25	4102
817.85	1.38	4106
818.4	1.1	4109
818.95	1.25	4112
819.5	1.15	4116
820.05	0.95	4120
820.6	1.19	4123
821.15	1.06	4127
821.7	1.36	4130
822.25	1.62	4134
822.8	1.25	4137
823.35	1.31	4141
823.9	1.33	4145
824.45	1.13	4148
825	1.33	4152
825.55	1.26	4155
826.1	1.55	4159
826.65	1.29	4163
827.2	0.94	4166
827.75	1.23	4170
828.3	1.44	4173
828.85	1.27	4177
829.4	1.23	4181
829.95	0.95	4184
830.5	1.18	4188
831.05	1.2	4191
831.6	1.11	4195
832.15	1.43	4198
832.7	1.43	4202
833.25	1.3	4205
833.8	1.33	4209
834.35	1.13	4212
834.9	1.44	4216
835.45	1.1	4219
836	1.3	4223
836.55	1.3	4227
837.1	1.13	4230
837.65	1.3	4234
838.2	1.11	4237
838.75	1.4	4241
839.3	1.41	4244
839.85	1.15	4248
840.4	1.42	4252
840.95	1.47	4255
841.5	1.29	4258
842.05	1.18	4262
842.6	1.06	4265
843.15	1.17	4270
843.7	1.32	4273
844.25	1.07	4277
844.8	0.88	4280
845.35	1.27	4284
845.9	1.11	4288
846.45	1.3	4292
847	1.28	4295
847.55	1.49	4299
848.1	1.26	4302
848.65	1.34	4306
849.2	1.22	4309
849.75	1.53	4313
850.3	0.85	4316
850.85	1.26	4320
851.4	1.32	4324
851.95	1.2	4327
852.5	1.21	4331
853.05	1.22	4334
853.6	0.71	4338
854.15	0.94	4342
854.7	0.93	4345
855.25	1.08	4349
855.8	1.09	4353
856.35	1.21	4356
856.9	1.27	4360
857.45	1.48	4364
858	1.46	4368
858.55	0.96	4371
859.1	0.7	4375
859.65	0.85	4378
860.2	0.45	4382
860.75	0.66	4385
861.3	0.64	4389
861.85	0.75	4392
862.4	0.94	4396
862.95	0.86	4399
863.5	0.72	4403
864.05	1.36	4407
864.6	1.43	4411
865.15	1.4	4414
865.7	1.56	4418
866.25	1.37	4421
866.8	1.47	4425
867.35	1.29	4428
867.9	1.68	4432
868.45	1.13	4435
869	0.99	4439
869.55	1.74	4443
870.1	1.64	4447
870.65	1.39	4450
871.2	1.3	4454
871.75	1.15	4458
872.3	1.27	4462
872.85	1.11	4465
873.4	1.65	4469
873.95	1.4	4472
874.5	1.48	4476
875.05	1.42	4480
875.6	1.6	4484
876.15	1.68	4487
876.7	1.2	4491
877.25	1.36	4495
877.8	1.37	4498
878.35	1.25	4502
878.9	1.23	4506
879.45	1.5	4509
880	1.41	4513
880.55	1.24	4517
881.1	1.74	4520
881.65	1.23	4524
882.2	1.11	4528
882.75	1.27	4532
883.3	1.12	4535
883.85	1.29	4539
884.4	1.15	4542
884.95	1.28	4546
885.5	1.4	4550
886.05	1.04	4553
886.6	1.17	4557
887.15	1.39	4561
887.7	1.19	4564
888.25	1.27	4568
888.8	1.71	4572
889.35	1.61	4576
889.9	1.4	4579
890.45	1.46	4583
891	1.31	4587
891.55	1.39	4591
892.1	1.43	4595
892.65	1.1	4599
893.2	1.72	4602
893.75	1.78	4606
894.3	1.63	4610
894.85	1.55	4613
895.4	1.37	4617
895.95	1.29	4621
896.5	1.43	4625
897.05	1.04	4629
897.6	1.32	4633
898.15	1.33	4636
898.7	1.22	4640
899.25	2.08	4644
899.8	2.18	4647
900.35	1.5	4651
900.9	1.29	4654
901.45	1.19	4658
902	1.32	4662
902.55	0.85	4665
903.1	1.02	4669
903.65	1.23	4673
904.2	1.49	4677
904.75	1.18	4681
905.3	1.23	4685
905.85	1.19	4688
906.4	1.31	4692
906.95	1.2	4696
907.5	1.2	4700
908.05	1.66	4704
908.6	1.55	4708
909.15	1.14	4712
909.7	1.44	4716
910.25	1.41	4719
910.8	1.51	4723
911.35	1.54	4727
911.9	1.55	4731
912.45	1.43	4735
913	1.26	4739
913.55	1.05	4743
914.1	1.15	4747
914.65	0.86	4750
915.2	1.11	4754
915.75	1.17	4758
916.3	1.48	4761
916.85	1.08	4765
917.4	1.11	4769
917.95	1.42	4773
918.5	1	4776
919.05	1.25	4780
919.6	1.34	4784
920.15	1.47	4788
920.7	1.85	4792
921.25	1.46	4796
921.8	1.38	4800
922.35	1.25	4804
922.9	1.41	4807
923.45	1.28	4811
924	1.48	4815
924.55	1.31	4819
925.1	1.2	4822
925.65	1.39	4826
926.2	1.68	4830
926.75	1.64	4834
927.3	0.9	4837
927.85	1.18	4841
928.4	1.6	4845
928.95	1.2	4849
929.5	1.19	4852
930.05	1.32	4856
930.6	1.24	4860
931.15	1.94	4864
931.7	2.12	4868
932.25	1.31	4871
932.8	1.43	4875
933.35	1.72	4879
933.9	1.41	4883
934.45	1.43	4887
935	1.42	4891
935.55	1.54	4895
936.1	1.05	4898
936.65	1.4	4902
937.2	1.55	4906
937.75	1.75	4909
938.3	1.32	4913
938.85	1.15	4917
939.4	1.58	4921
939.95	1.17	4925
940.5	1.07	4929
941.05	1.35	4933
941.6	1.39	4936
942.15	1.31	4940
942.7	1.5	4944
943.25	1.34	4947
943.8	1.52	4951
944.35	2.03	4955
944.9	1.54	4959
945.45	1.7	4963
946	1.73	4967
946.55	1.9	4970
947.1	1.67	4975
947.65	2.02	4978
948.2	1.76	4982
948.75	2.15	4986
949.3	1.68	4989
949.85	1.79	4993
950.4	1.5	4997
950.95	1.26	5001
951.5	1.41	5005
952.05	1.37	5009
952.6	1.14	5012
953.15	1.43	5016
953.7	1.94	5020
954.25	1.98	5023
954.8	1.61	5027
955.35	1.58	5031
955.9	1.56	5035
956.45	1.94	5039
957	1.75	5043
957.55	1.81	5047
958.1	2.05	5051
958.65	2.3	5054
959.2	2.2	5058
959.75	1.83	5062
960.3	2.14	5066
960.85	2.37	5070
961.4	2.51	5074
961.95	2.38	5078
962.5	2.67	5082
963.05	2.71	5085
963.6	2.24	5089
964.15	1.99	5093
964.7	2.01	5097
965.25	1.9	5101
965.8	2.69	5105
966.35	1.65	5110
966.9	1.62	5113
967.45	1.49	5117
968	1.61	5121
968.55	1.73	5125
969.1	2.14	5129
969.65	1.77	5132
970.2	1.33	5136
970.75	1.88	5140
971.3	2.19	5144
971.85	2.45	5148
972.4	1.97	5152
972.95	2.19	5156
973.5	1.95	5160
974.05	1.86	5163
974.6	1.33	5167
975.15	1.44	5171
975.7	1.68	5175
976.25	1.59	5180
976.8	1.71	5184
977.35	1.82	5188
977.9	1.86	5191
978.45	1.39	5195
979	1.48	5200
979.55	1.34	5203
980.1	1.16	5207
980.65	1.6	5211
981.2	1.9	5215
981.75	1.89	5219
982.3	1.81	5223
982.85	1.51	5227
983.4	1.62	5231
983.95	1.61	5235
984.5	1.86	5239
985.05	1.73	5243
985.6	1.63	5247
986.15	1.73	5251
986.7	1.15	5256
987.25	1.69	5260
987.8	1.67	5264
988.35	2	5268
988.9	1.38	5272
989.45	1.51	5276
990	1.6	5280
990.55	1.81	5284
991.1	1.73	5288
991.65	1.3	5292
992.2	1.43	5296
992.75	1.45	5300
993.3	1.7	5304
993.85	1.59	5308
994.4	1.39	5312
994.95	0.91	5316
995.5	1.42	5320
996.05	1.54	5324
996.6	1.57	5327
997.15	1.88	5332
997.7	1.76	5336
998.25	1.74	5340
998.8	1.47	5344
999.35	1.25	5348
